Date,ANSALHSG
2016-01-01,28.6
2016-01-04,28.55
2016-01-05,28.45
2016-01-06,28.65
2016-01-07,26.85
2016-01-08,27.35
2016-01-11,26.9
2016-01-12,26.4
2016-01-13,25.45
2016-01-14,24.65
2016-01-15,24.0
2016-01-18,22.75
2016-01-19,23.7
2016-01-20,22.6
2016-01-21,23.25
2016-01-22,24.0
2016-01-25,23.35
2016-01-27,23.3
2016-01-28,23.6
2016-01-29,23.85
2016-02-01,23.9
2016-02-02,23.15
2016-02-03,23.2
2016-02-04,22.9
2016-02-05,23.2
2016-02-08,23.7
2016-02-09,23.4
2016-02-10,22.75
2016-02-11,18.2
2016-02-12,18.65
2016-02-15,19.7
2016-02-16,18.9
2016-02-17,18.65
2016-02-18,19.65
2016-02-19,19.25
2016-02-22,19.6
2016-02-23,19.95
2016-02-24,19.45
2016-02-25,19.05
2016-02-26,19.05
2016-02-29,19.15
2016-03-01,19.75
2016-03-02,20.7
2016-03-03,21.0
2016-03-04,21.25
2016-03-08,21.35
2016-03-09,21.0
2016-03-10,20.45
2016-03-11,21.15
2016-03-14,20.25
2016-03-15,20.2
2016-03-16,20.0
2016-03-17,19.35
2016-03-18,19.5
2016-03-21,19.95
2016-03-22,20.1
2016-03-23,20.0
2016-03-28,19.75
2016-03-29,19.95
2016-03-30,20.0
2016-03-31,19.95
2016-04-01,20.55
2016-04-04,20.9
2016-04-05,20.35
2016-04-06,20.1
2016-04-07,20.0
2016-04-08,20.2
2016-04-11,20.25
2016-04-12,20.1
2016-04-13,20.8
2016-04-18,21.4
2016-04-20,21.3
2016-04-21,21.4
2016-04-22,21.2
2016-04-25,20.75
2016-04-26,20.9
2016-04-27,20.75
2016-04-28,21.15
2016-04-29,20.85
2016-05-02,21.1
2016-05-03,21.05
2016-05-04,20.85
2016-05-05,20.75
2016-05-06,20.8
2016-05-09,20.5
2016-05-10,20.35
2016-05-11,20.05
2016-05-12,20.9
2016-05-13,20.2
2016-05-16,20.25
2016-05-17,20.15
2016-05-18,20.2
2016-05-19,20.25
2016-05-20,20.1
2016-05-23,20.05
2016-05-24,20.0
2016-05-25,19.95
2016-05-26,20.55
2016-05-27,20.6
2016-05-30,20.8
2016-05-31,20.1
2016-06-01,20.2
2016-06-02,20.25
2016-06-03,20.35
2016-06-06,20.5
2016-06-07,20.95
2016-06-08,21.35
2016-06-09,21.45
2016-06-10,21.4
2016-06-13,22.7
2016-06-14,27.2
2016-06-15,27.75
2016-06-16,25.8
2016-06-17,26.85
2016-06-20,27.6
2016-06-21,27.1
2016-06-22,27.2
2016-06-23,26.9
2016-06-24,25.85
2016-06-27,27.35
2016-06-28,29.0
2016-06-29,29.75
2016-06-30,29.45
2016-07-01,29.1
2016-07-04,29.85
2016-07-05,29.1
2016-07-07,28.85
2016-07-08,28.4
2016-07-11,29.15
2016-07-12,28.45
2016-07-13,28.9
2016-07-14,31.8
2016-07-15,30.35
2016-07-18,30.2
2016-07-19,29.6
2016-07-20,30.15
2016-07-21,29.9
2016-07-22,30.1
2016-07-25,29.5
2016-07-26,29.3
2016-07-27,29.45
2016-07-28,29.55
2016-07-29,29.05
2016-08-01,25.35
2016-08-02,26.1
2016-08-03,25.65
2016-08-04,25.65
2016-08-05,25.85
2016-08-08,26.3
2016-08-09,25.75
2016-08-10,24.75
2016-08-11,24.35
2016-08-12,24.55
2016-08-16,23.85
2016-08-17,23.45
2016-08-18,24.3
2016-08-19,24.3
2016-08-22,24.0
2016-08-23,24.45
2016-08-24,24.65
2016-08-25,24.3
2016-08-26,24.25
2016-08-29,24.3
2016-08-30,24.1
2016-08-31,24.85
2016-09-01,24.7
2016-09-02,25.5
2016-09-06,25.45
2016-09-07,25.75
2016-09-08,26.7
2016-09-09,25.85
2016-09-12,24.8
2016-09-14,24.75
2016-09-15,25.1
2016-09-16,25.0
2016-09-19,24.9
2016-09-20,24.9
2016-09-21,24.8
2016-09-22,24.85
2016-09-23,25.05
2016-09-26,24.6
2016-09-27,24.55
2016-09-28,24.4
2016-09-29,22.6
2016-09-30,23.15
2016-10-03,23.6
2016-10-04,23.95
2016-10-05,25.15
2016-10-06,24.75
2016-10-07,24.4
2016-10-10,24.1
2016-10-13,23.4
2016-10-14,24.15
2016-10-17,24.0
2016-10-18,23.95
2016-10-19,24.6
2016-10-20,25.95
2016-10-21,26.4
2016-10-24,27.1
2016-10-25,26.95
2016-10-26,27.9
2016-10-27,27.55
2016-10-28,27.4
2016-10-30,27.8
2016-11-01,27.5
2016-11-02,27.1
2016-11-03,27.3
2016-11-04,25.7
2016-11-07,25.95
2016-11-08,25.0
2016-11-09,23.35
2016-11-10,24.4
2016-11-11,21.2
2016-11-15,18.75
2016-11-16,16.1
2016-11-17,17.55
2016-11-18,16.85
2016-11-21,15.9
2016-11-22,16.25
2016-11-23,16.55
2016-11-24,17.0
2016-11-25,17.55
2016-11-28,18.3
2016-11-29,20.1
2016-11-30,20.75
2016-12-01,20.05
2016-12-02,19.75
2016-12-05,19.5
2016-12-06,19.85
2016-12-07,19.9
2016-12-08,20.25
2016-12-09,19.9
2016-12-12,19.85
2016-12-13,20.0
2016-12-14,19.7
2016-12-15,19.35
2016-12-16,19.9
2016-12-19,19.75
2016-12-20,19.05
2016-12-21,18.35
2016-12-22,18.4
2016-12-23,18.45
2016-12-26,18.35
2016-12-27,18.0
2016-12-28,18.75
2016-12-29,18.45
2016-12-30,19.65
