Date,TATACHEM
2016-01-01,408.9
2016-01-04,407.05
2016-01-05,403.35
2016-01-06,414.55
2016-01-07,393.05
2016-01-08,401.05
2016-01-11,393.45
2016-01-12,389.1
2016-01-13,382.35
2016-01-14,376.8
2016-01-15,374.05
2016-01-18,359.0
2016-01-19,361.3
2016-01-20,352.8
2016-01-21,340.7
2016-01-22,346.0
2016-01-25,348.0
2016-01-27,351.45
2016-01-28,345.4
2016-01-29,353.35
2016-02-01,363.3
2016-02-02,357.4
2016-02-03,355.7
2016-02-04,360.85
2016-02-05,365.85
2016-02-08,372.6
2016-02-09,368.4
2016-02-10,350.2
2016-02-11,334.4
2016-02-12,334.6
2016-02-15,340.7
2016-02-16,329.3
2016-02-17,332.6
2016-02-18,337.15
2016-02-19,329.95
2016-02-22,334.15
2016-02-23,327.15
2016-02-24,323.45
2016-02-25,315.1
2016-02-26,317.0
2016-02-29,316.05
2016-03-01,324.75
2016-03-02,331.65
2016-03-03,344.1
2016-03-04,351.2
2016-03-08,345.3
2016-03-09,343.85
2016-03-10,343.1
2016-03-11,344.9
2016-03-14,346.7
2016-03-15,351.4
2016-03-16,355.35
2016-03-17,360.25
2016-03-18,362.3
2016-03-21,362.9
2016-03-22,361.3
2016-03-23,365.25
2016-03-28,365.5
2016-03-29,368.75
2016-03-30,374.3
2016-03-31,373.7
2016-04-01,369.6
2016-04-04,368.7
2016-04-05,361.0
2016-04-06,364.2
2016-04-07,361.2
2016-04-08,367.3
2016-04-11,369.2
2016-04-12,375.4
2016-04-13,402.55
2016-04-18,395.6
2016-04-20,416.2
2016-04-21,414.75
2016-04-22,412.85
2016-04-25,425.6
2016-04-26,424.0
2016-04-27,418.2
2016-04-28,406.6
2016-04-29,405.6
2016-05-02,406.55
2016-05-03,407.6
2016-05-04,398.25
2016-05-05,400.0
2016-05-06,399.3
2016-05-09,406.75
2016-05-10,408.25
2016-05-11,405.95
2016-05-12,410.55
2016-05-13,415.35
2016-05-16,421.15
2016-05-17,416.45
2016-05-18,416.2
2016-05-19,410.7
2016-05-20,414.95
2016-05-23,415.3
2016-05-24,418.75
2016-05-25,434.0
2016-05-26,438.75
2016-05-27,432.45
2016-05-30,424.85
2016-05-31,431.7
2016-06-01,428.25
2016-06-02,429.15
2016-06-03,428.95
2016-06-06,429.85
2016-06-07,431.85
2016-06-08,431.5
2016-06-09,431.0
2016-06-10,428.8
2016-06-13,429.35
2016-06-14,427.55
2016-06-15,429.9
2016-06-16,428.4
2016-06-17,429.45
2016-06-20,427.05
2016-06-21,426.25
2016-06-22,427.05
2016-06-23,424.7
2016-06-24,418.4
2016-06-27,420.95
2016-06-28,422.35
2016-06-29,425.0
2016-06-30,430.4
2016-07-01,443.75
2016-07-04,441.25
2016-07-05,441.85
2016-07-07,437.6
2016-07-08,433.25
2016-07-11,441.95
2016-07-12,450.3
2016-07-13,447.95
2016-07-14,458.95
2016-07-15,452.75
2016-07-18,450.55
2016-07-19,451.0
2016-07-20,463.6
2016-07-21,457.0
2016-07-22,459.35
2016-07-25,466.35
2016-07-26,459.75
2016-07-27,458.15
2016-07-28,466.7
2016-07-29,474.55
2016-08-01,474.25
2016-08-02,457.8
2016-08-03,454.05
2016-08-04,455.35
2016-08-05,476.25
2016-08-08,468.65
2016-08-09,463.2
2016-08-10,504.1
2016-08-11,497.9
2016-08-12,495.05
2016-08-16,503.05
2016-08-17,510.4
2016-08-18,517.95
2016-08-19,543.95
2016-08-22,531.3
2016-08-23,555.45
2016-08-24,555.75
2016-08-25,552.8
2016-08-26,565.3
2016-08-29,562.3
2016-08-30,557.25
2016-08-31,556.15
2016-09-01,552.75
2016-09-02,558.95
2016-09-06,559.1
2016-09-07,568.75
2016-09-08,565.4
2016-09-09,560.4
2016-09-12,530.4
2016-09-14,555.65
2016-09-15,548.1
2016-09-16,553.1
2016-09-19,554.05
2016-09-20,547.1
2016-09-21,543.35
2016-09-22,553.35
2016-09-23,546.7
2016-09-26,540.0
2016-09-27,534.35
2016-09-28,541.05
2016-09-29,509.1
2016-09-30,524.6
2016-10-03,535.85
2016-10-04,535.95
2016-10-05,551.75
2016-10-06,540.95
2016-10-07,540.3
2016-10-10,544.95
2016-10-13,532.15
2016-10-14,541.4
2016-10-17,535.3
2016-10-18,540.6
2016-10-19,566.55
2016-10-20,565.9
2016-10-21,580.6
2016-10-24,578.25
2016-10-25,566.65
2016-10-26,548.95
2016-10-27,539.65
2016-10-28,544.65
2016-10-30,542.0
2016-11-01,547.9
2016-11-02,529.35
2016-11-03,510.7
2016-11-04,510.8
2016-11-07,510.65
2016-11-08,511.7
2016-11-09,495.3
2016-11-10,505.8
2016-11-11,483.35
2016-11-15,474.1
2016-11-16,471.15
2016-11-17,467.2
2016-11-18,464.15
2016-11-21,449.25
2016-11-22,457.6
2016-11-23,460.3
2016-11-24,457.9
2016-11-25,465.9
2016-11-28,476.6
2016-11-29,469.75
2016-11-30,479.4
2016-12-01,477.2
2016-12-02,470.35
2016-12-05,475.45
2016-12-06,494.95
2016-12-07,493.3
2016-12-08,499.75
2016-12-09,503.25
2016-12-12,487.0
2016-12-13,484.7
2016-12-14,476.4
2016-12-15,479.35
2016-12-16,478.55
2016-12-19,489.05
2016-12-20,488.2
2016-12-21,488.9
2016-12-22,487.2
2016-12-23,486.5
2016-12-26,475.3
2016-12-27,486.9
2016-12-28,489.0
2016-12-29,493.7
2016-12-30,503.0
