Date,FEDERALBNK
2016-01-01,56.95
2016-01-04,55.8
2016-01-05,55.75
2016-01-06,54.85
2016-01-07,52.5
2016-01-08,52.6
2016-01-11,52.3
2016-01-12,48.25
2016-01-13,49.75
2016-01-14,48.05
2016-01-15,47.95
2016-01-18,48.0
2016-01-19,48.55
2016-01-20,47.7
2016-01-21,47.45
2016-01-22,48.6
2016-01-25,47.15
2016-01-27,47.45
2016-01-28,46.5
2016-01-29,46.15
2016-02-01,46.9
2016-02-02,46.55
2016-02-03,46.05
2016-02-04,45.1
2016-02-05,45.8
2016-02-08,46.1
2016-02-09,44.6
2016-02-10,45.2
2016-02-11,43.55
2016-02-12,43.05
2016-02-15,44.3
2016-02-16,44.6
2016-02-17,45.75
2016-02-18,46.95
2016-02-19,48.3
2016-02-22,49.35
2016-02-23,48.2
2016-02-24,46.35
2016-02-25,44.9
2016-02-26,46.05
2016-02-29,46.25
2016-03-01,47.5
2016-03-02,50.1
2016-03-03,49.5
2016-03-04,49.9
2016-03-08,49.55
2016-03-09,48.85
2016-03-10,48.95
2016-03-11,48.5
2016-03-14,48.2
2016-03-15,47.65
2016-03-16,48.3
2016-03-17,50.1
2016-03-18,49.9
2016-03-21,50.5
2016-03-22,49.9
2016-03-23,49.6
2016-03-28,47.5
2016-03-29,46.95
2016-03-30,46.7
2016-03-31,46.45
2016-04-01,46.75
2016-04-04,44.85
2016-04-05,43.65
2016-04-06,43.95
2016-04-07,42.75
2016-04-08,43.15
2016-04-11,43.55
2016-04-12,44.05
2016-04-13,44.75
2016-04-18,45.25
2016-04-20,43.9
2016-04-21,46.05
2016-04-22,47.4
2016-04-25,48.15
2016-04-26,48.4
2016-04-27,48.0
2016-04-28,46.4
2016-04-29,45.85
2016-05-02,46.45
2016-05-03,46.9
2016-05-04,48.85
2016-05-05,48.95
2016-05-06,48.2
2016-05-09,49.3
2016-05-10,49.15
2016-05-11,48.6
2016-05-12,48.85
2016-05-13,49.95
2016-05-16,50.85
2016-05-17,50.55
2016-05-18,50.4
2016-05-19,49.65
2016-05-20,50.6
2016-05-23,49.55
2016-05-24,49.45
2016-05-25,50.7
2016-05-26,52.75
2016-05-27,52.55
2016-05-30,52.4
2016-05-31,52.35
2016-06-01,50.95
2016-06-02,51.5
2016-06-03,51.0
2016-06-06,53.6
2016-06-07,56.65
2016-06-08,57.95
2016-06-09,58.35
2016-06-10,58.45
2016-06-13,56.8
2016-06-14,58.45
2016-06-15,59.1
2016-06-16,57.7
2016-06-17,57.75
2016-06-20,57.0
2016-06-21,56.7
2016-06-22,55.65
2016-06-23,56.0
2016-06-24,55.05
2016-06-27,55.95
2016-06-28,56.0
2016-06-29,56.25
2016-06-30,57.6
2016-07-01,59.0
2016-07-04,60.8
2016-07-05,60.0
2016-07-07,60.0
2016-07-08,60.95
2016-07-11,61.4
2016-07-12,62.4
2016-07-13,61.1
2016-07-14,62.7
2016-07-15,61.55
2016-07-18,59.75
2016-07-19,60.25
2016-07-20,62.7
2016-07-21,60.95
2016-07-22,63.85
2016-07-25,66.1
2016-07-26,64.5
2016-07-27,65.0
2016-07-28,64.8
2016-07-29,64.65
2016-08-01,65.0
2016-08-02,63.35
2016-08-03,61.9
2016-08-04,62.75
2016-08-05,64.15
2016-08-08,63.55
2016-08-09,63.95
2016-08-10,62.7
2016-08-11,63.05
2016-08-12,63.6
2016-08-16,64.95
2016-08-17,64.25
2016-08-18,64.95
2016-08-19,66.5
2016-08-22,66.5
2016-08-23,66.95
2016-08-24,67.75
2016-08-25,66.8
2016-08-26,66.55
2016-08-29,67.05
2016-08-30,67.8
2016-08-31,68.75
2016-09-01,69.65
2016-09-02,70.1
2016-09-06,71.8
2016-09-07,74.4
2016-09-08,73.8
2016-09-09,73.45
2016-09-12,70.9
2016-09-14,72.4
2016-09-15,71.55
2016-09-16,72.45
2016-09-19,74.05
2016-09-20,71.9
2016-09-21,71.0
2016-09-22,73.2
2016-09-23,72.9
2016-09-26,72.95
2016-09-27,72.4
2016-09-28,75.55
2016-09-29,70.3
2016-09-30,72.0
2016-10-03,74.3
2016-10-04,75.4
2016-10-05,74.3
2016-10-06,73.05
2016-10-07,73.2
2016-10-10,73.0
2016-10-13,70.55
2016-10-14,70.95
2016-10-17,70.1
2016-10-18,71.9
2016-10-19,70.6
2016-10-20,73.25
2016-10-21,73.15
2016-10-24,75.0
2016-10-25,81.2
2016-10-26,82.0
2016-10-27,81.55
2016-10-28,81.95
2016-10-30,82.3
2016-11-01,81.9
2016-11-02,79.45
2016-11-03,76.85
2016-11-04,76.6
2016-11-07,77.25
2016-11-08,77.1
2016-11-09,76.2
2016-11-10,80.3
2016-11-11,77.3
2016-11-15,73.8
2016-11-16,72.35
2016-11-17,73.05
2016-11-18,71.1
2016-11-21,66.95
2016-11-22,69.65
2016-11-23,69.6
2016-11-24,67.9
2016-11-25,70.65
2016-11-28,69.95
2016-11-29,69.55
2016-11-30,70.8
2016-12-01,69.35
2016-12-02,68.2
2016-12-05,68.2
2016-12-06,69.85
2016-12-07,69.2
2016-12-08,70.3
2016-12-09,71.2
2016-12-12,70.55
2016-12-13,70.95
2016-12-14,69.65
2016-12-15,69.45
2016-12-16,68.6
2016-12-19,68.0
2016-12-20,67.8
2016-12-21,67.0
2016-12-22,65.8
2016-12-23,65.0
2016-12-26,62.4
2016-12-27,64.3
2016-12-28,65.3
2016-12-29,66.25
2016-12-30,66.85
