Date,JAYAGROGN
2016-01-01,124.35
2016-01-04,121.5
2016-01-05,142.05
2016-01-06,139.3
2016-01-07,131.45
2016-01-08,134.8
2016-01-11,134.55
2016-01-12,136.45
2016-01-13,127.9
2016-01-14,120.55
2016-01-15,116.9
2016-01-18,107.3
2016-01-19,109.7
2016-01-20,109.15
2016-01-21,112.3
2016-01-22,117.1
2016-01-25,119.9
2016-01-27,119.6
2016-01-28,120.3
2016-01-29,118.7
2016-02-01,125.75
2016-02-02,122.1
2016-02-03,120.85
2016-02-04,117.95
2016-02-05,119.8
2016-02-08,119.2
2016-02-09,121.7
2016-02-10,115.5
2016-02-11,106.6
2016-02-12,107.95
2016-02-15,106.7
2016-02-16,105.65
2016-02-17,108.4
2016-02-18,108.5
2016-02-19,110.1
2016-02-22,111.4
2016-02-23,110.0
2016-02-24,107.2
2016-02-25,107.35
2016-02-26,108.05
2016-02-29,109.7
2016-03-01,109.2
2016-03-02,109.25
2016-03-03,109.55
2016-03-04,108.2
2016-03-08,110.9
2016-03-09,111.95
2016-03-10,114.25
2016-03-11,114.2
2016-03-14,114.7
2016-03-15,113.35
2016-03-16,111.1
2016-03-17,112.7
2016-03-18,113.0
2016-03-21,115.45
2016-03-22,113.9
2016-03-23,111.0
2016-03-28,111.0
2016-03-29,109.35
2016-03-30,112.25
2016-03-31,114.75
2016-04-01,117.4
2016-04-04,119.6
2016-04-05,129.45
2016-04-06,131.2
2016-04-07,131.0
2016-04-08,135.25
2016-04-11,131.6
2016-04-12,140.5
2016-04-13,142.85
2016-04-18,143.75
2016-04-20,142.75
2016-04-21,141.2
2016-04-22,139.6
2016-04-25,142.95
2016-04-26,141.7
2016-04-27,140.15
2016-04-28,135.8
2016-04-29,136.4
2016-05-02,133.45
2016-05-03,135.0
2016-05-04,134.0
2016-05-05,134.0
2016-05-06,137.05
2016-05-09,164.45
2016-05-10,161.15
2016-05-11,166.05
2016-05-12,179.6
2016-05-13,179.05
2016-05-16,186.9
2016-05-17,188.3
2016-05-18,191.5
2016-05-19,184.65
2016-05-20,190.35
2016-05-23,187.95
2016-05-24,185.9
2016-05-25,186.05
2016-05-26,186.95
2016-05-27,187.85
2016-05-30,196.6
2016-05-31,196.3
2016-06-01,198.1
2016-06-02,195.6
2016-06-03,194.85
2016-06-06,192.1
2016-06-07,190.25
2016-06-08,188.9
2016-06-09,187.1
2016-06-10,186.45
2016-06-13,192.95
2016-06-14,197.7
2016-06-15,206.35
2016-06-16,205.6
2016-06-17,205.5
2016-06-20,246.6
2016-06-21,271.0
2016-06-22,261.1
2016-06-23,247.05
2016-06-24,233.3
2016-06-27,261.05
2016-06-28,256.65
2016-06-29,255.85
2016-06-30,255.05
2016-07-01,253.75
2016-07-04,249.4
2016-07-05,244.15
2016-07-07,241.5
2016-07-08,249.9
2016-07-11,255.55
2016-07-12,247.4
2016-07-13,252.1
2016-07-14,248.05
2016-07-15,247.9
2016-07-18,248.0
2016-07-19,259.85
2016-07-20,268.85
2016-07-21,269.05
2016-07-22,272.7
2016-07-25,327.2
2016-07-26,300.95
2016-07-27,293.3
2016-07-28,299.95
2016-07-29,319.15
2016-08-01,326.0
2016-08-02,323.4
2016-08-03,320.15
2016-08-04,317.15
2016-08-05,325.05
2016-08-08,320.2
2016-08-09,314.6
2016-08-10,305.6
2016-08-11,294.8
2016-08-12,299.8
2016-08-16,293.8
2016-08-17,311.25
2016-08-18,317.1
2016-08-19,313.15
2016-08-22,334.0
2016-08-23,345.1
2016-08-24,341.2
2016-08-25,334.35
2016-08-26,340.0
2016-08-29,339.5
2016-08-30,348.0
2016-08-31,344.25
2016-09-01,350.15
2016-09-02,345.7
2016-09-06,344.7
2016-09-07,338.05
2016-09-08,347.15
2016-09-09,341.1
2016-09-12,327.85
2016-09-14,323.95
2016-09-15,318.35
2016-09-16,317.15
2016-09-19,317.25
2016-09-20,312.45
2016-09-21,312.3
2016-09-22,329.85
2016-09-23,320.95
2016-09-26,315.6
2016-09-27,312.1
2016-09-28,317.8
2016-09-29,295.55
2016-09-30,308.35
2016-10-03,317.35
2016-10-04,314.9
2016-10-05,311.35
2016-10-06,314.9
2016-10-07,309.25
2016-10-10,311.55
2016-10-13,306.7
2016-10-14,305.55
2016-10-17,322.25
2016-10-18,332.55
2016-10-19,399.05
2016-10-20,423.1
2016-10-21,441.65
2016-10-24,456.0
2016-10-25,460.05
2016-10-26,457.55
2016-10-27,455.75
2016-10-28,501.3
2016-10-30,551.4
2016-11-01,574.6
2016-11-02,552.2
2016-11-03,523.85
2016-11-04,497.7
2016-11-07,487.1
2016-11-08,474.75
2016-11-09,495.45
2016-11-10,520.2
2016-11-11,494.4
2016-11-15,469.7
2016-11-16,446.25
2016-11-17,423.95
2016-11-18,409.4
2016-11-21,388.95
2016-11-22,379.0
2016-11-23,397.95
2016-11-24,417.8
2016-11-25,438.65
2016-11-28,460.55
2016-11-29,483.55
2016-11-30,491.2
2016-12-01,479.2
2016-12-02,473.8
2016-12-05,482.9
2016-12-06,494.75
2016-12-07,475.25
2016-12-08,489.7
2016-12-09,514.15
2016-12-12,518.6
2016-12-13,510.3
2016-12-14,505.55
2016-12-15,514.95
2016-12-16,518.35
2016-12-19,544.25
2016-12-20,525.75
2016-12-21,533.8
2016-12-22,518.2
2016-12-23,529.1
2016-12-26,502.65
2016-12-27,507.0
2016-12-28,507.95
2016-12-29,513.45
2016-12-30,509.2
