Date,JTEKTINDIA
2016-01-01,58.25
2016-01-04,57.9
2016-01-05,57.55
2016-01-06,57.35
2016-01-07,56.4
2016-01-08,56.6
2016-01-11,56.4
2016-01-12,55.9
2016-01-13,54.3
2016-01-14,55.3
2016-01-15,55.0
2016-01-18,53.0
2016-01-19,53.65
2016-01-20,52.7
2016-01-21,52.15
2016-01-22,53.05
2016-01-25,52.6
2016-01-27,52.4
2016-01-28,51.05
2016-01-29,53.15
2016-02-01,52.8
2016-02-02,51.65
2016-02-03,50.2
2016-02-04,50.05
2016-02-05,49.95
2016-02-08,46.4
2016-02-09,44.75
2016-02-10,44.65
2016-02-11,40.7
2016-02-12,38.9
2016-02-15,46.3
2016-02-16,43.7
2016-02-17,42.75
2016-02-18,43.45
2016-02-19,43.3
2016-02-22,43.55
2016-02-23,42.15
2016-02-24,40.3
2016-02-25,40.35
2016-02-26,39.05
2016-02-29,38.1
2016-03-01,39.15
2016-03-02,42.15
2016-03-03,42.35
2016-03-04,43.05
2016-03-08,43.35
2016-03-09,43.65
2016-03-10,43.0
2016-03-11,42.9
2016-03-14,42.35
2016-03-15,41.45
2016-03-16,41.7
2016-03-17,42.8
2016-03-18,42.05
2016-03-21,42.95
2016-03-22,44.25
2016-03-23,47.2
2016-03-28,45.65
2016-03-29,47.4
2016-03-30,46.35
2016-03-31,46.1
2016-04-01,47.0
2016-04-04,47.15
2016-04-05,45.5
2016-04-06,46.95
2016-04-07,47.55
2016-04-08,49.7
2016-04-11,50.55
2016-04-12,49.2
2016-04-13,52.75
2016-04-18,51.85
2016-04-20,51.45
2016-04-21,50.65
2016-04-22,47.5
2016-04-25,48.05
2016-04-26,48.65
2016-04-27,51.1
2016-04-28,51.6
2016-04-29,50.6
2016-05-02,49.7
2016-05-03,50.7
2016-05-04,49.9
2016-05-05,49.45
2016-05-06,49.5
2016-05-09,50.0
2016-05-10,50.35
2016-05-11,49.45
2016-05-12,49.65
2016-05-13,48.9
2016-05-16,47.2
2016-05-17,47.15
2016-05-18,46.6
2016-05-19,44.5
2016-05-20,44.6
2016-05-23,44.25
2016-05-24,45.0
2016-05-25,45.2
2016-05-26,43.8
2016-05-27,44.95
2016-05-30,44.75
2016-05-31,44.7
2016-06-01,47.0
2016-06-02,47.1
2016-06-03,46.45
2016-06-06,46.25
2016-06-07,47.7
2016-06-08,47.5
2016-06-09,47.8
2016-06-10,50.1
2016-06-13,49.15
2016-06-14,50.15
2016-06-15,51.3
2016-06-16,50.7
2016-06-17,50.4
2016-06-20,50.45
2016-06-21,49.55
2016-06-22,48.85
2016-06-23,47.95
2016-06-24,46.5
2016-06-27,47.05
2016-06-28,47.4
2016-06-29,48.2
2016-06-30,48.6
2016-07-01,48.75
2016-07-04,49.35
2016-07-05,49.55
2016-07-07,50.35
2016-07-08,49.65
2016-07-11,50.3
2016-07-12,49.2
2016-07-13,48.6
2016-07-14,49.6
2016-07-15,49.0
2016-07-18,48.75
2016-07-19,48.5
2016-07-20,48.25
2016-07-21,47.85
2016-07-22,47.45
2016-07-25,47.9
2016-07-26,49.35
2016-07-27,49.45
2016-07-28,50.35
2016-07-29,53.0
2016-08-01,51.8
2016-08-02,54.15
2016-08-03,55.35
2016-08-04,58.35
2016-08-05,57.5
2016-08-08,58.15
2016-08-09,58.05
2016-08-10,58.15
2016-08-11,61.8
2016-08-12,62.75
2016-08-16,60.35
2016-08-17,63.0
2016-08-18,65.85
2016-08-19,64.75
2016-08-22,64.2
2016-08-23,63.85
2016-08-24,63.75
2016-08-25,63.45
2016-08-26,61.75
2016-08-29,62.3
2016-08-30,62.8
2016-08-31,62.65
2016-09-01,61.35
2016-09-02,62.0
2016-09-06,61.1
2016-09-07,62.3
2016-09-08,64.75
2016-09-09,61.75
2016-09-12,59.8
2016-09-14,64.2
2016-09-15,63.55
2016-09-16,63.2
2016-09-19,62.45
2016-09-20,64.05
2016-09-21,66.5
2016-09-22,66.05
2016-09-23,66.0
2016-09-26,65.25
2016-09-27,68.75
2016-09-28,70.2
2016-09-29,65.55
2016-09-30,67.65
2016-10-03,72.15
2016-10-04,71.25
2016-10-05,73.8
2016-10-06,71.05
2016-10-07,69.15
2016-10-10,69.7
2016-10-13,66.65
2016-10-14,66.6
2016-10-17,65.8
2016-10-18,67.85
2016-10-19,68.1
2016-10-20,67.85
2016-10-21,67.75
2016-10-24,68.1
2016-10-25,68.55
2016-10-26,66.65
2016-10-27,69.05
2016-10-28,68.55
2016-10-30,68.5
2016-11-01,66.9
2016-11-02,65.2
2016-11-03,64.0
2016-11-04,60.25
2016-11-07,60.9
2016-11-08,61.95
2016-11-09,59.95
2016-11-10,60.65
2016-11-11,56.35
2016-11-15,53.0
2016-11-16,53.6
2016-11-17,52.45
2016-11-18,52.2
2016-11-21,49.45
2016-11-22,49.2
2016-11-23,49.1
2016-11-24,50.95
2016-11-25,53.9
2016-11-28,57.35
2016-11-29,60.6
2016-11-30,61.35
2016-12-01,58.0
2016-12-02,57.25
2016-12-05,57.8
2016-12-06,58.3
2016-12-07,59.15
2016-12-08,62.05
2016-12-09,64.3
2016-12-12,63.2
2016-12-13,62.9
2016-12-14,61.15
2016-12-15,60.8
2016-12-16,60.8
2016-12-19,60.8
2016-12-20,60.0
2016-12-21,59.75
2016-12-22,60.15
2016-12-23,62.55
2016-12-26,59.75
2016-12-27,60.7
2016-12-28,61.0
2016-12-29,60.65
2016-12-30,60.85
