Date,ENIL
2016-01-01,764.5
2016-01-04,763.35
2016-01-05,756.05
2016-01-06,755.65
2016-01-07,763.65
2016-01-08,755.2
2016-01-11,751.1
2016-01-12,734.3
2016-01-13,734.75
2016-01-14,727.6
2016-01-15,694.45
2016-01-18,680.0
2016-01-19,681.95
2016-01-20,672.35
2016-01-21,659.95
2016-01-22,662.7
2016-01-25,675.3
2016-01-27,693.9
2016-01-28,695.2
2016-01-29,722.05
2016-02-01,721.2
2016-02-02,717.65
2016-02-03,701.5
2016-02-04,691.85
2016-02-05,706.75
2016-02-08,685.0
2016-02-09,700.2
2016-02-10,688.25
2016-02-11,672.2
2016-02-12,660.0
2016-02-15,661.4
2016-02-16,650.45
2016-02-17,653.4
2016-02-18,645.4
2016-02-19,648.6
2016-02-22,648.4
2016-02-23,649.75
2016-02-24,628.4
2016-02-25,630.2
2016-02-26,632.4
2016-02-29,634.8
2016-03-01,633.6
2016-03-02,634.15
2016-03-03,633.1
2016-03-04,634.7
2016-03-08,715.3
2016-03-09,718.95
2016-03-10,730.8
2016-03-11,710.85
2016-03-14,714.4
2016-03-15,704.3
2016-03-16,744.7
2016-03-17,744.6
2016-03-18,735.85
2016-03-21,728.3
2016-03-22,764.4
2016-03-23,779.05
2016-03-28,762.95
2016-03-29,770.8
2016-03-30,787.95
2016-03-31,786.95
2016-04-01,781.35
2016-04-04,779.05
2016-04-05,766.5
2016-04-06,740.35
2016-04-07,727.45
2016-04-08,722.9
2016-04-11,722.15
2016-04-12,691.95
2016-04-13,707.05
2016-04-18,699.85
2016-04-20,704.3
2016-04-21,700.0
2016-04-22,691.05
2016-04-25,656.65
2016-04-26,691.6
2016-04-27,713.3
2016-04-28,716.5
2016-04-29,699.85
2016-05-02,703.35
2016-05-03,693.65
2016-05-04,689.8
2016-05-05,687.95
2016-05-06,692.95
2016-05-09,702.25
2016-05-10,697.95
2016-05-11,692.45
2016-05-12,681.5
2016-05-13,683.1
2016-05-16,663.75
2016-05-17,672.7
2016-05-18,679.05
2016-05-19,683.2
2016-05-20,708.75
2016-05-23,673.1
2016-05-24,674.9
2016-05-25,700.85
2016-05-26,729.75
2016-05-27,742.85
2016-05-30,756.3
2016-05-31,759.95
2016-06-01,761.85
2016-06-02,755.5
2016-06-03,742.95
2016-06-06,729.6
2016-06-07,733.7
2016-06-08,731.6
2016-06-09,725.4
2016-06-10,718.4
2016-06-13,723.55
2016-06-14,738.45
2016-06-15,736.55
2016-06-16,734.3
2016-06-17,738.55
2016-06-20,725.7
2016-06-21,742.75
2016-06-22,732.4
2016-06-23,739.3
2016-06-24,720.85
2016-06-27,738.65
2016-06-28,740.3
2016-06-29,747.4
2016-06-30,754.6
2016-07-01,756.3
2016-07-04,765.05
2016-07-05,766.65
2016-07-07,770.35
2016-07-08,755.4
2016-07-11,754.05
2016-07-12,738.9
2016-07-13,731.05
2016-07-14,722.5
2016-07-15,717.55
2016-07-18,723.55
2016-07-19,714.45
2016-07-20,718.0
2016-07-21,710.5
2016-07-22,710.8
2016-07-25,707.5
2016-07-26,704.8
2016-07-27,709.4
2016-07-28,717.75
2016-07-29,715.75
2016-08-01,728.2
2016-08-02,730.9
2016-08-03,730.45
2016-08-04,722.2
2016-08-05,714.7
2016-08-08,708.0
2016-08-09,723.6
2016-08-10,715.1
2016-08-11,704.55
2016-08-12,698.65
2016-08-16,693.95
2016-08-17,695.85
2016-08-18,693.65
2016-08-19,693.85
2016-08-22,717.65
2016-08-23,708.75
2016-08-24,699.45
2016-08-25,705.6
2016-08-26,723.6
2016-08-29,742.75
2016-08-30,750.1
2016-08-31,778.15
2016-09-01,760.3
2016-09-02,740.45
2016-09-06,810.75
2016-09-07,802.45
2016-09-08,785.6
2016-09-09,797.5
2016-09-12,806.95
2016-09-14,798.4
2016-09-15,812.45
2016-09-16,819.7
2016-09-19,798.35
2016-09-20,819.65
2016-09-21,830.55
2016-09-22,822.95
2016-09-23,811.95
2016-09-26,818.0
2016-09-27,812.6
2016-09-28,825.3
2016-09-29,847.3
2016-09-30,872.7
2016-10-03,879.15
2016-10-04,869.1
2016-10-05,851.65
2016-10-06,833.55
2016-10-07,831.1
2016-10-10,834.7
2016-10-13,816.25
2016-10-14,819.55
2016-10-17,786.2
2016-10-18,798.5
2016-10-19,788.25
2016-10-20,810.0
2016-10-21,812.15
2016-10-24,811.4
2016-10-25,807.8
2016-10-26,794.55
2016-10-27,785.45
2016-10-28,780.4
2016-10-30,785.5
2016-11-01,785.25
2016-11-02,774.9
2016-11-03,773.2
2016-11-04,761.25
2016-11-07,764.6
2016-11-08,757.4
2016-11-09,727.35
2016-11-10,743.05
2016-11-11,733.25
2016-11-15,705.05
2016-11-16,712.8
2016-11-17,705.2
2016-11-18,706.45
2016-11-21,700.3
2016-11-22,700.45
2016-11-23,705.85
2016-11-24,697.95
2016-11-25,697.0
2016-11-28,699.9
2016-11-29,713.95
2016-11-30,728.5
2016-12-01,712.7
2016-12-02,707.4
2016-12-05,704.9
2016-12-06,704.95
2016-12-07,710.0
2016-12-08,750.4
2016-12-09,752.85
2016-12-12,749.1
2016-12-13,783.1
2016-12-14,775.25
2016-12-15,749.15
2016-12-16,748.85
2016-12-19,745.05
2016-12-20,754.15
2016-12-21,762.15
2016-12-22,737.3
2016-12-23,751.6
2016-12-26,798.0
2016-12-27,817.65
2016-12-28,810.6
2016-12-29,818.05
2016-12-30,819.25
