Date,TATAPOWER
2016-01-01,68.95
2016-01-04,68.25
2016-01-05,69.35
2016-01-06,68.8
2016-01-07,66.35
2016-01-08,68.7
2016-01-11,67.15
2016-01-12,67.0
2016-01-13,65.7
2016-01-14,64.75
2016-01-15,61.75
2016-01-18,61.65
2016-01-19,64.25
2016-01-20,61.75
2016-01-21,61.15
2016-01-22,61.75
2016-01-25,61.35
2016-01-27,61.3
2016-01-28,60.0
2016-01-29,60.1
2016-02-01,60.6
2016-02-02,58.75
2016-02-03,57.05
2016-02-04,59.05
2016-02-05,60.25
2016-02-08,58.95
2016-02-09,59.7
2016-02-10,59.2
2016-02-11,56.3
2016-02-12,56.7
2016-02-15,59.55
2016-02-16,58.55
2016-02-17,58.7
2016-02-18,59.2
2016-02-19,58.8
2016-02-22,58.6
2016-02-23,58.0
2016-02-24,57.8
2016-02-25,57.05
2016-02-26,57.55
2016-02-29,57.3
2016-03-01,58.4
2016-03-02,58.9
2016-03-03,59.5
2016-03-04,59.25
2016-03-08,58.75
2016-03-09,58.65
2016-03-10,58.9
2016-03-11,59.0
2016-03-14,59.2
2016-03-15,58.75
2016-03-16,58.85
2016-03-17,58.45
2016-03-18,58.5
2016-03-21,59.15
2016-03-22,61.8
2016-03-23,62.65
2016-03-28,60.95
2016-03-29,61.4
2016-03-30,62.65
2016-03-31,64.65
2016-04-01,65.2
2016-04-04,68.3
2016-04-05,67.0
2016-04-06,66.5
2016-04-07,63.9
2016-04-08,65.8
2016-04-11,67.7
2016-04-12,67.85
2016-04-13,70.0
2016-04-18,69.6
2016-04-20,70.55
2016-04-21,69.7
2016-04-22,69.95
2016-04-25,69.55
2016-04-26,72.0
2016-04-27,70.75
2016-04-28,69.25
2016-04-29,70.5
2016-05-02,70.15
2016-05-03,71.1
2016-05-04,70.4
2016-05-05,70.3
2016-05-06,72.2
2016-05-09,73.45
2016-05-10,72.45
2016-05-11,71.0
2016-05-12,70.85
2016-05-13,70.35
2016-05-16,70.25
2016-05-17,70.0
2016-05-18,70.0
2016-05-19,68.4
2016-05-20,69.4
2016-05-23,70.65
2016-05-24,71.7
2016-05-25,73.15
2016-05-26,73.65
2016-05-27,72.6
2016-05-30,75.15
2016-05-31,73.75
2016-06-01,72.75
2016-06-02,72.25
2016-06-03,73.9
2016-06-06,74.2
2016-06-07,73.5
2016-06-08,75.45
2016-06-09,75.65
2016-06-10,76.2
2016-06-13,75.65
2016-06-14,75.65
2016-06-15,76.55
2016-06-16,76.3
2016-06-17,73.7
2016-06-20,75.05
2016-06-21,73.3
2016-06-22,73.7
2016-06-23,73.1
2016-06-24,72.7
2016-06-27,72.2
2016-06-28,72.0
2016-06-29,72.65
2016-06-30,73.35
2016-07-01,74.35
2016-07-04,74.9
2016-07-05,74.3
2016-07-07,73.55
2016-07-08,73.2
2016-07-11,73.95
2016-07-12,72.7
2016-07-13,72.05
2016-07-14,71.8
2016-07-15,71.65
2016-07-18,70.35
2016-07-19,70.4
2016-07-20,72.35
2016-07-21,70.75
2016-07-22,72.05
2016-07-25,72.0
2016-07-26,71.35
2016-07-27,71.05
2016-07-28,70.7
2016-07-29,72.0
2016-08-01,72.0
2016-08-02,71.7
2016-08-03,71.25
2016-08-04,70.8
2016-08-05,71.1
2016-08-08,72.75
2016-08-09,75.4
2016-08-10,74.0
2016-08-11,74.65
2016-08-12,75.2
2016-08-16,76.55
2016-08-17,77.95
2016-08-18,76.9
2016-08-19,78.05
2016-08-22,77.05
2016-08-23,74.8
2016-08-24,76.45
2016-08-25,75.65
2016-08-26,75.75
2016-08-29,75.95
2016-08-30,77.1
2016-08-31,78.5
2016-09-01,78.15
2016-09-02,79.0
2016-09-06,78.5
2016-09-07,76.7
2016-09-08,77.55
2016-09-09,77.2
2016-09-12,74.3
2016-09-14,75.35
2016-09-15,74.8
2016-09-16,75.45
2016-09-19,76.85
2016-09-20,75.75
2016-09-21,76.25
2016-09-22,75.95
2016-09-23,75.6
2016-09-26,75.85
2016-09-27,74.9
2016-09-28,76.1
2016-09-29,73.65
2016-09-30,75.4
2016-10-03,76.45
2016-10-04,77.45
2016-10-05,78.3
2016-10-06,79.05
2016-10-07,80.7
2016-10-10,80.85
2016-10-13,77.7
2016-10-14,78.4
2016-10-17,77.55
2016-10-18,78.75
2016-10-19,81.25
2016-10-20,81.95
2016-10-21,83.6
2016-10-24,83.65
2016-10-25,82.4
2016-10-26,80.85
2016-10-27,79.55
2016-10-28,78.3
2016-10-30,78.1
2016-11-01,78.15
2016-11-02,77.05
2016-11-03,76.7
2016-11-04,74.6
2016-11-07,75.35
2016-11-08,74.4
2016-11-09,71.7
2016-11-10,74.45
2016-11-11,72.1
2016-11-15,69.25
2016-11-16,70.7
2016-11-17,70.15
2016-11-18,70.05
2016-11-21,68.6
2016-11-22,68.95
2016-11-23,69.3
2016-11-24,69.4
2016-11-25,70.05
2016-11-28,72.7
2016-11-29,72.25
2016-11-30,74.05
2016-12-01,72.85
2016-12-02,73.45
2016-12-05,73.15
2016-12-06,75.2
2016-12-07,74.3
2016-12-08,75.55
2016-12-09,77.05
2016-12-12,76.65
2016-12-13,77.6
2016-12-14,78.7
2016-12-15,78.15
2016-12-16,76.6
2016-12-19,77.15
2016-12-20,76.55
2016-12-21,76.05
2016-12-22,74.75
2016-12-23,73.95
2016-12-26,73.5
2016-12-27,73.6
2016-12-28,73.9
2016-12-29,75.15
2016-12-30,75.9
