Date,ASAHISONG
2016-01-01,163.8
2016-01-04,157.2
2016-01-05,169.85
2016-01-06,171.3
2016-01-07,163.8
2016-01-08,170.2
2016-01-11,165.5
2016-01-12,162.3
2016-01-13,152.0
2016-01-14,144.8
2016-01-15,140.4
2016-01-18,134.5
2016-01-19,135.3
2016-01-20,135.55
2016-01-21,142.1
2016-01-22,146.85
2016-01-25,153.3
2016-01-27,144.35
2016-01-28,142.85
2016-01-29,141.7
2016-02-01,143.65
2016-02-02,142.7
2016-02-03,140.35
2016-02-04,140.45
2016-02-05,141.05
2016-02-08,140.55
2016-02-09,139.25
2016-02-10,139.25
2016-02-11,132.6
2016-02-12,128.95
2016-02-15,129.9
2016-02-16,120.05
2016-02-17,119.2
2016-02-18,120.7
2016-02-19,121.1
2016-02-22,119.35
2016-02-23,117.4
2016-02-24,117.95
2016-02-25,116.05
2016-02-26,115.0
2016-02-29,111.45
2016-03-01,118.3
2016-03-02,120.35
2016-03-03,121.6
2016-03-04,123.05
2016-03-08,121.4
2016-03-09,121.8
2016-03-10,123.15
2016-03-11,127.2
2016-03-14,129.55
2016-03-15,125.35
2016-03-16,127.35
2016-03-17,127.7
2016-03-18,128.95
2016-03-21,127.2
2016-03-22,127.1
2016-03-23,130.0
2016-03-28,125.7
2016-03-29,127.5
2016-03-30,131.1
2016-03-31,130.9
2016-04-01,131.95
2016-04-04,139.0
2016-04-05,141.25
2016-04-06,153.95
2016-04-07,152.1
2016-04-08,155.6
2016-04-11,156.85
2016-04-12,156.0
2016-04-13,155.5
2016-04-18,153.8
2016-04-20,156.05
2016-04-21,149.75
2016-04-22,149.45
2016-04-25,147.45
2016-04-26,147.6
2016-04-27,145.7
2016-04-28,143.35
2016-04-29,142.85
2016-05-02,142.4
2016-05-03,142.65
2016-05-04,139.65
2016-05-05,141.15
2016-05-06,141.4
2016-05-09,141.7
2016-05-10,142.0
2016-05-11,140.3
2016-05-12,141.3
2016-05-13,140.8
2016-05-16,142.55
2016-05-17,141.4
2016-05-18,142.7
2016-05-19,141.8
2016-05-20,138.15
2016-05-23,140.2
2016-05-24,134.4
2016-05-25,150.65
2016-05-26,150.75
2016-05-27,150.9
2016-05-30,149.05
2016-05-31,148.75
2016-06-01,149.3
2016-06-02,152.25
2016-06-03,151.45
2016-06-06,151.15
2016-06-07,150.6
2016-06-08,151.85
2016-06-09,157.0
2016-06-10,158.05
2016-06-13,155.75
2016-06-14,169.5
2016-06-15,203.4
2016-06-16,209.95
2016-06-17,205.55
2016-06-20,215.9
2016-06-21,210.05
2016-06-22,205.15
2016-06-23,208.3
2016-06-24,200.75
2016-06-27,209.3
2016-06-28,231.55
2016-06-29,235.55
2016-06-30,235.45
2016-07-01,226.4
2016-07-04,229.3
2016-07-05,227.85
2016-07-07,229.0
2016-07-08,225.15
2016-07-11,233.4
2016-07-12,226.95
2016-07-13,227.5
2016-07-14,227.25
2016-07-15,224.45
2016-07-18,219.8
2016-07-19,217.35
2016-07-20,224.7
2016-07-21,219.2
2016-07-22,219.9
2016-07-25,229.15
2016-07-26,222.25
2016-07-27,225.1
2016-07-28,232.55
2016-07-29,230.55
2016-08-01,199.25
2016-08-02,188.05
2016-08-03,175.15
2016-08-04,192.35
2016-08-05,187.65
2016-08-08,183.95
2016-08-09,188.05
2016-08-10,186.55
2016-08-11,180.2
2016-08-12,177.8
2016-08-16,180.5
2016-08-17,193.15
2016-08-18,190.5
2016-08-19,190.7
2016-08-22,186.85
2016-08-23,186.35
2016-08-24,189.7
2016-08-25,187.95
2016-08-26,190.8
2016-08-29,188.2
2016-08-30,192.5
2016-08-31,186.0
2016-09-01,182.55
2016-09-02,183.3
2016-09-06,179.45
2016-09-07,179.4
2016-09-08,178.35
2016-09-09,181.6
2016-09-12,181.35
2016-09-14,189.8
2016-09-15,210.4
2016-09-16,205.8
2016-09-19,218.95
2016-09-20,214.45
2016-09-21,207.2
2016-09-22,223.3
2016-09-23,233.5
2016-09-26,236.05
2016-09-27,228.6
2016-09-28,224.1
2016-09-29,209.2
2016-09-30,221.15
2016-10-03,248.05
2016-10-04,245.85
2016-10-05,247.25
2016-10-06,238.85
2016-10-07,238.6
2016-10-10,242.8
2016-10-13,236.6
2016-10-14,238.25
2016-10-17,236.4
2016-10-18,240.15
2016-10-19,236.55
2016-10-20,239.85
2016-10-21,238.0
2016-10-24,245.05
2016-10-25,246.7
2016-10-26,247.2
2016-10-27,242.5
2016-10-28,249.35
2016-10-30,251.95
2016-11-01,253.95
2016-11-02,246.8
2016-11-03,245.05
2016-11-04,239.6
2016-11-07,257.95
2016-11-08,256.9
2016-11-09,241.45
2016-11-10,249.0
2016-11-11,235.9
2016-11-15,211.95
2016-11-16,211.3
2016-11-17,207.35
2016-11-18,210.95
2016-11-21,201.0
2016-11-22,195.3
2016-11-23,208.35
2016-11-24,214.4
2016-11-25,223.2
2016-11-28,245.3
2016-11-29,244.1
2016-11-30,239.4
2016-12-01,234.65
2016-12-02,227.75
2016-12-05,230.15
2016-12-06,230.35
2016-12-07,227.7
2016-12-08,227.05
2016-12-09,226.55
2016-12-12,222.65
2016-12-13,221.0
2016-12-14,224.7
2016-12-15,224.55
2016-12-16,224.9
2016-12-19,222.05
2016-12-20,219.55
2016-12-21,227.15
2016-12-22,230.3
2016-12-23,225.35
2016-12-26,218.3
2016-12-27,214.25
2016-12-28,217.7
2016-12-29,216.95
2016-12-30,220.75
