Date,SIYSIL
2016-01-01,1246.6
2016-01-04,1191.9
2016-01-05,1189.2
2016-01-06,1173.4
2016-01-07,1165.55
2016-01-08,1200.35
2016-01-11,1182.9
2016-01-12,1198.35
2016-01-13,1193.0
2016-01-14,1177.9
2016-01-15,1139.85
2016-01-18,1092.65
2016-01-19,1072.45
2016-01-20,1029.25
2016-01-21,1009.65
2016-01-22,1055.65
2016-01-25,1095.0
2016-01-27,1100.3
2016-01-28,1073.8
2016-01-29,1094.85
2016-02-01,1101.0
2016-02-02,1065.75
2016-02-03,1050.25
2016-02-04,1056.2
2016-02-05,1037.25
2016-02-08,1030.75
2016-02-09,1054.65
2016-02-10,1047.2
2016-02-11,994.85
2016-02-12,997.9
2016-02-15,1025.05
2016-02-16,994.9
2016-02-17,987.15
2016-02-18,1000.15
2016-02-19,976.65
2016-02-22,1004.55
2016-02-23,985.95
2016-02-24,978.1
2016-02-25,949.65
2016-02-26,970.0
2016-02-29,955.85
2016-03-01,964.95
2016-03-02,939.8
2016-03-03,980.1
2016-03-04,992.9
2016-03-08,987.2
2016-03-09,994.15
2016-03-10,993.1
2016-03-11,985.9
2016-03-14,990.35
2016-03-15,991.45
2016-03-16,975.95
2016-03-17,962.9
2016-03-18,986.65
2016-03-21,981.65
2016-03-22,979.4
2016-03-23,975.0
2016-03-28,973.0
2016-03-29,944.45
2016-03-30,972.25
2016-03-31,978.55
2016-04-01,1011.9
2016-04-04,1001.35
2016-04-05,991.2
2016-04-06,1001.95
2016-04-07,999.9
2016-04-08,997.15
2016-04-11,991.7
2016-04-12,1010.2
2016-04-13,1066.1
2016-04-18,1079.0
2016-04-20,1095.8
2016-04-21,1096.9
2016-04-22,1089.0
2016-04-25,1083.0
2016-04-26,1077.4
2016-04-27,1083.35
2016-04-28,1048.5
2016-04-29,1048.8
2016-05-02,1037.6
2016-05-03,1010.55
2016-05-04,1053.55
2016-05-05,1074.5
2016-05-06,1047.85
2016-05-09,1073.1
2016-05-10,1066.8
2016-05-11,1070.05
2016-05-12,1099.7
2016-05-13,1097.4
2016-05-16,1096.15
2016-05-17,1098.15
2016-05-18,1076.6
2016-05-19,1102.1
2016-05-20,1061.05
2016-05-23,1020.15
2016-05-24,1006.4
2016-05-25,1030.0
2016-05-26,1051.2
2016-05-27,1032.55
2016-05-30,1019.95
2016-05-31,1013.15
2016-06-01,1015.6
2016-06-02,1044.9
2016-06-03,1041.85
2016-06-06,1054.25
2016-06-07,1049.55
2016-06-08,1055.1
2016-06-09,1052.7
2016-06-10,1024.55
2016-06-13,1020.4
2016-06-14,1028.85
2016-06-15,1020.6
2016-06-16,1027.9
2016-06-17,1033.8
2016-06-20,1025.55
2016-06-21,1041.95
2016-06-22,1048.85
2016-06-23,1103.15
2016-06-24,1059.7
2016-06-27,1096.3
2016-06-28,1068.2
2016-06-29,1122.45
2016-06-30,1128.55
2016-07-01,1115.9
2016-07-04,1100.4
2016-07-05,1090.85
2016-07-07,1076.9
2016-07-08,1068.0
2016-07-11,1077.3
2016-07-12,1068.85
2016-07-13,1065.2
2016-07-14,1056.1
2016-07-15,1065.5
2016-07-18,1047.55
2016-07-19,1061.45
2016-07-20,1048.2
2016-07-21,1044.45
2016-07-22,1041.6
2016-07-25,1045.95
2016-07-26,1057.35
2016-07-27,1041.7
2016-07-28,1038.65
2016-07-29,1035.0
2016-08-01,1000.6
2016-08-02,1035.65
2016-08-03,1034.0
2016-08-04,1030.85
2016-08-05,1050.7
2016-08-08,1054.6
2016-08-09,1058.75
2016-08-10,1062.75
2016-08-11,1055.05
2016-08-12,1057.15
2016-08-16,1083.8
2016-08-17,1076.4
2016-08-18,1098.4
2016-08-19,1130.05
2016-08-22,1192.95
2016-08-23,1190.55
2016-08-24,1201.1
2016-08-25,1232.65
2016-08-26,1342.25
2016-08-29,1291.1
2016-08-30,1313.85
2016-08-31,1346.1
2016-09-01,1311.5
2016-09-02,1330.9
2016-09-06,1303.05
2016-09-07,1291.3
2016-09-08,1288.3
2016-09-09,1295.0
2016-09-12,1233.65
2016-09-14,1249.2
2016-09-15,1272.45
2016-09-16,1245.2
2016-09-19,1218.25
2016-09-20,1223.1
2016-09-21,1254.6
2016-09-22,1282.95
2016-09-23,1301.65
2016-09-26,1325.75
2016-09-27,1301.5
2016-09-28,1303.0
2016-09-29,1271.35
2016-09-30,1284.5
2016-10-03,1294.45
2016-10-04,1419.5
2016-10-05,1423.55
2016-10-06,1438.15
2016-10-07,1477.95
2016-10-10,1540.4
2016-10-13,1479.8
2016-10-14,1527.55
2016-10-17,1500.0
2016-10-18,1531.7
2016-10-19,1522.65
2016-10-20,1539.65
2016-10-21,1526.9
2016-10-24,1531.6
2016-10-25,1541.0
2016-10-26,1518.5
2016-10-27,1546.35
2016-10-28,1612.2
2016-10-30,1634.1
2016-11-01,1630.35
2016-11-02,1557.6
2016-11-03,1557.1
2016-11-04,1530.9
2016-11-07,1521.2
2016-11-08,1486.5
2016-11-09,1397.55
2016-11-10,1385.0
2016-11-11,1350.85
2016-11-15,1228.5
2016-11-16,1228.75
2016-11-17,1206.3
2016-11-18,1224.5
2016-11-21,1191.15
2016-11-22,1215.7
2016-11-23,1178.05
2016-11-24,1179.65
2016-11-25,1219.05
2016-11-28,1234.25
2016-11-29,1224.55
2016-11-30,1249.95
2016-12-01,1250.35
2016-12-02,1230.3
2016-12-05,1223.1
2016-12-06,1238.85
2016-12-07,1225.7
2016-12-08,1230.0
2016-12-09,1240.55
2016-12-12,1233.85
2016-12-13,1249.85
2016-12-14,1210.9
2016-12-15,1222.0
2016-12-16,1220.5
2016-12-19,1205.1
2016-12-20,1228.15
2016-12-21,1225.25
2016-12-22,1193.15
2016-12-23,1210.7
2016-12-26,1199.25
2016-12-27,1194.15
2016-12-28,1210.05
2016-12-29,1228.8
2016-12-30,1287.85
