Date,MANGTIMBER
2016-01-01,18.2
2016-01-04,16.8
2016-01-05,17.2
2016-01-06,17.2
2016-01-07,15.7
2016-01-08,18.65
2016-01-11,17.75
2016-01-12,16.9
2016-01-13,16.45
2016-01-14,15.85
2016-01-15,15.5
2016-01-18,16.05
2016-01-19,15.35
2016-01-20,16.05
2016-01-21,17.15
2016-01-22,20.55
2016-01-25,24.55
2016-01-27,24.4
2016-01-28,22.25
2016-01-29,21.9
2016-02-01,22.8
2016-02-02,24.75
2016-02-03,26.6
2016-02-04,28.65
2016-02-05,27.25
2016-02-08,25.9
2016-02-09,24.65
2016-02-10,23.65
2016-02-11,22.5
2016-02-12,22.15
2016-02-15,21.8
2016-02-16,21.0
2016-02-17,19.95
2016-02-18,19.0
2016-02-19,19.85
2016-02-22,18.95
2016-02-23,18.05
2016-02-24,17.2
2016-02-25,18.05
2016-02-26,18.95
2016-02-29,18.25
2016-03-01,17.65
2016-03-02,18.2
2016-03-03,17.3
2016-03-04,17.5
2016-03-08,17.85
2016-03-09,17.75
2016-03-10,17.85
2016-03-11,17.25
2016-03-14,16.65
2016-03-15,17.0
2016-03-16,17.75
2016-03-17,16.9
2016-03-18,16.45
2016-03-21,16.55
2016-03-22,17.35
2016-03-23,18.2
2016-03-28,17.9
2016-03-29,17.55
2016-03-30,17.05
2016-03-31,16.75
2016-04-01,17.25
2016-04-04,17.45
2016-04-05,17.35
2016-04-06,17.1
2016-04-07,17.15
2016-04-08,18.25
2016-04-11,19.6
2016-04-12,19.3
2016-04-13,19.3
2016-04-18,19.05
2016-04-20,18.4
2016-04-21,17.9
2016-04-22,17.7
2016-04-25,18.0
2016-04-26,18.4
2016-04-27,18.05
2016-04-28,17.95
2016-04-29,17.95
2016-05-02,18.7
2016-05-03,17.75
2016-05-04,17.6
2016-05-05,17.7
2016-05-06,18.9
2016-05-09,18.65
2016-05-10,18.05
2016-05-11,17.6
2016-05-12,21.1
2016-05-13,25.3
2016-05-16,30.35
2016-05-17,33.35
2016-05-18,31.2
2016-05-19,28.1
2016-05-20,25.3
2016-05-23,27.8
2016-05-24,28.0
2016-05-25,25.75
2016-05-26,24.2
2016-05-27,23.55
2016-05-30,22.65
2016-05-31,22.75
2016-06-01,25.0
2016-06-02,25.95
2016-06-03,25.15
2016-06-06,25.0
2016-06-07,24.0
2016-06-08,24.15
2016-06-09,24.25
2016-06-10,23.65
2016-06-13,23.35
2016-06-14,23.3
2016-06-15,22.9
2016-06-16,22.3
2016-06-17,22.4
2016-06-20,24.6
2016-06-21,26.95
2016-06-22,26.6
2016-06-23,25.15
2016-06-24,24.65
2016-06-27,26.1
2016-06-28,26.2
2016-06-29,26.25
2016-06-30,27.0
2016-07-01,26.8
2016-07-04,26.9
2016-07-05,26.95
2016-07-07,26.05
2016-07-08,25.65
2016-07-11,25.75
2016-07-12,25.05
2016-07-13,25.05
2016-07-14,24.95
2016-07-15,29.9
2016-07-18,34.4
2016-07-19,32.85
2016-07-20,33.6
2016-07-21,33.75
2016-07-22,32.35
2016-07-25,29.5
2016-07-26,31.55
2016-07-27,30.2
2016-07-28,30.85
2016-07-29,35.5
2016-08-01,33.2
2016-08-02,34.55
2016-08-03,33.7
2016-08-04,33.7
2016-08-05,32.5
2016-08-08,33.55
2016-08-09,31.45
2016-08-10,30.25
2016-08-11,29.0
2016-08-12,28.45
2016-08-16,27.4
2016-08-17,26.6
2016-08-18,29.15
2016-08-19,28.05
2016-08-22,28.6
2016-08-23,29.65
2016-08-24,29.15
2016-08-25,28.55
2016-08-26,28.75
2016-08-29,29.6
2016-08-30,30.7
2016-08-31,29.35
2016-09-01,28.75
2016-09-02,30.55
2016-09-06,30.0
2016-09-07,30.2
2016-09-08,30.5
2016-09-09,29.65
2016-09-12,35.55
2016-09-14,36.8
2016-09-15,35.55
2016-09-16,35.15
2016-09-19,33.15
2016-09-20,34.0
2016-09-21,34.35
2016-09-22,34.15
2016-09-23,34.35
2016-09-26,36.05
2016-09-27,35.35
2016-09-28,34.5
2016-09-29,31.9
2016-09-30,32.6
2016-10-03,33.9
2016-10-04,33.45
2016-10-05,32.9
2016-10-06,32.25
2016-10-07,32.4
2016-10-10,32.6
2016-10-13,32.5
2016-10-14,33.05
2016-10-17,32.15
2016-10-18,32.25
2016-10-19,34.7
2016-10-20,34.6
2016-10-21,34.1
2016-10-24,33.45
2016-10-25,32.9
2016-10-26,32.55
2016-10-27,32.8
2016-10-28,32.6
2016-10-30,32.95
2016-11-01,33.35
2016-11-02,35.55
2016-11-03,34.7
2016-11-04,33.0
2016-11-07,33.25
2016-11-08,33.0
2016-11-09,30.95
2016-11-10,32.55
2016-11-11,30.55
2016-11-15,26.85
2016-11-16,26.6
2016-11-17,25.85
2016-11-18,27.15
2016-11-21,27.3
2016-11-22,25.9
2016-11-23,27.35
2016-11-24,27.25
2016-11-25,27.6
2016-11-28,28.15
2016-11-29,28.45
2016-11-30,28.3
2016-12-01,28.75
2016-12-02,28.25
2016-12-05,29.8
2016-12-06,30.65
2016-12-07,29.8
2016-12-08,30.75
2016-12-09,31.45
2016-12-12,30.75
2016-12-13,31.0
2016-12-14,30.7
2016-12-15,30.35
2016-12-16,29.9
2016-12-19,31.5
2016-12-20,31.45
2016-12-21,29.95
2016-12-22,29.85
2016-12-23,29.1
2016-12-26,27.65
2016-12-27,28.4
2016-12-28,28.75
2016-12-29,28.75
2016-12-30,28.9
