Date,VARDHACRLC
2016-01-01,37.45
2016-01-04,36.4
2016-01-05,39.5
2016-01-06,37.8
2016-01-07,36.85
2016-01-08,37.85
2016-01-11,38.5
2016-01-12,39.65
2016-01-13,37.6
2016-01-14,36.7
2016-01-15,35.2
2016-01-18,31.5
2016-01-19,32.85
2016-01-20,31.2
2016-01-21,31.05
2016-01-22,31.6
2016-01-25,32.0
2016-01-27,32.4
2016-01-28,32.4
2016-01-29,32.45
2016-02-01,33.65
2016-02-02,34.0
2016-02-03,33.1
2016-02-04,33.3
2016-02-05,33.05
2016-02-08,32.95
2016-02-09,33.05
2016-02-10,32.3
2016-02-11,30.0
2016-02-12,29.55
2016-02-15,30.8
2016-02-16,30.1
2016-02-17,29.6
2016-02-18,30.05
2016-02-19,30.25
2016-02-22,30.7
2016-02-23,30.05
2016-02-24,30.15
2016-02-25,30.45
2016-02-26,30.35
2016-02-29,30.7
2016-03-01,31.0
2016-03-02,31.15
2016-03-03,32.95
2016-03-04,33.6
2016-03-08,34.4
2016-03-09,41.25
2016-03-10,40.0
2016-03-11,40.3
2016-03-14,40.0
2016-03-15,39.7
2016-03-16,39.35
2016-03-17,33.45
2016-03-18,33.3
2016-03-21,32.5
2016-03-22,32.4
2016-03-23,33.05
2016-03-28,33.2
2016-03-29,32.35
2016-03-30,33.5
2016-03-31,32.7
2016-04-01,32.05
2016-04-04,31.05
2016-04-05,31.6
2016-04-06,32.3
2016-04-07,33.25
2016-04-08,32.85
2016-04-11,32.35
2016-04-12,32.2
2016-04-13,33.05
2016-04-18,33.6
2016-04-20,32.85
2016-04-21,33.65
2016-04-22,33.4
2016-04-25,34.05
2016-04-26,34.35
2016-04-27,34.3
2016-04-28,34.05
2016-04-29,34.85
2016-05-02,33.8
2016-05-03,33.25
2016-05-04,32.2
2016-05-05,32.15
2016-05-06,32.0
2016-05-09,31.9
2016-05-10,31.9
2016-05-11,31.55
2016-05-12,32.05
2016-05-13,31.85
2016-05-16,34.0
2016-05-17,35.5
2016-05-18,35.9
2016-05-19,35.2
2016-05-20,34.55
2016-05-23,33.3
2016-05-24,32.3
2016-05-25,32.1
2016-05-26,32.2
2016-05-27,32.05
2016-05-30,32.2
2016-05-31,32.05
2016-06-01,32.05
2016-06-02,32.15
2016-06-03,32.3
2016-06-06,32.35
2016-06-07,32.95
2016-06-08,32.55
2016-06-09,33.25
2016-06-10,33.25
2016-06-13,32.9
2016-06-14,34.4
2016-06-15,34.95
2016-06-16,34.9
2016-06-17,33.75
2016-06-20,34.5
2016-06-21,35.05
2016-06-22,35.6
2016-06-23,35.1
2016-06-24,33.8
2016-06-27,34.05
2016-06-28,34.2
2016-06-29,35.1
2016-06-30,35.55
2016-07-01,35.15
2016-07-04,34.8
2016-07-05,34.8
2016-07-07,34.7
2016-07-08,35.3
2016-07-11,34.95
2016-07-12,35.25
2016-07-13,35.4
2016-07-14,36.05
2016-07-15,36.75
2016-07-18,37.4
2016-07-19,38.85
2016-07-20,38.15
2016-07-21,38.3
2016-07-22,38.1
2016-07-25,39.0
2016-07-26,38.6
2016-07-27,38.5
2016-07-28,39.15
2016-07-29,37.75
2016-08-01,36.45
2016-08-02,36.15
2016-08-03,35.75
2016-08-04,35.4
2016-08-05,36.35
2016-08-08,37.3
2016-08-09,36.75
2016-08-10,35.8
2016-08-11,35.9
2016-08-12,36.1
2016-08-16,35.4
2016-08-17,35.85
2016-08-18,36.85
2016-08-19,39.3
2016-08-22,39.45
2016-08-23,39.05
2016-08-24,39.9
2016-08-25,42.25
2016-08-26,42.1
2016-08-29,42.2
2016-08-30,41.55
2016-08-31,40.9
2016-09-01,40.75
2016-09-02,40.3
2016-09-06,40.35
2016-09-07,39.75
2016-09-08,41.8
2016-09-09,41.05
2016-09-12,39.9
2016-09-14,39.8
2016-09-15,39.7
2016-09-16,39.35
2016-09-19,39.1
2016-09-20,38.95
2016-09-21,45.8
2016-09-22,44.15
2016-09-23,43.8
2016-09-26,43.95
2016-09-27,43.85
2016-09-28,43.3
2016-09-29,41.2
2016-09-30,41.65
2016-10-03,45.75
2016-10-04,44.8
2016-10-05,47.4
2016-10-06,45.65
2016-10-07,45.75
2016-10-10,46.85
2016-10-13,46.8
2016-10-14,46.9
2016-10-17,49.0
2016-10-18,50.0
2016-10-19,49.95
2016-10-20,50.1
2016-10-21,49.55
2016-10-24,50.85
2016-10-25,48.4
2016-10-26,49.1
2016-10-27,47.35
2016-10-28,47.25
2016-10-30,48.55
2016-11-01,47.9
2016-11-02,47.2
2016-11-03,47.05
2016-11-04,46.05
2016-11-07,46.8
2016-11-08,46.0
2016-11-09,46.0
2016-11-10,46.5
2016-11-11,45.25
2016-11-15,43.7
2016-11-16,43.95
2016-11-17,44.15
2016-11-18,45.0
2016-11-21,44.15
2016-11-22,44.1
2016-11-23,44.45
2016-11-24,44.5
2016-11-25,45.65
2016-11-28,46.05
2016-11-29,46.2
2016-11-30,46.7
2016-12-01,46.3
2016-12-02,46.15
2016-12-05,46.05
2016-12-06,46.55
2016-12-07,46.15
2016-12-08,46.25
2016-12-09,47.35
2016-12-12,47.45
2016-12-13,48.05
2016-12-14,47.05
2016-12-15,47.0
2016-12-16,47.6
2016-12-19,47.2
2016-12-20,46.35
2016-12-21,46.95
2016-12-22,47.05
2016-12-23,47.05
2016-12-26,46.6
2016-12-27,46.8
2016-12-28,46.7
2016-12-29,46.6
2016-12-30,47.3
