Date,MOIL
2016-01-01,213.9
2016-01-04,214.0
2016-01-05,220.7
2016-01-06,220.6
2016-01-07,215.1
2016-01-08,215.2
2016-01-11,217.2
2016-01-12,214.3
2016-01-13,212.4
2016-01-14,212.0
2016-01-15,212.4
2016-01-18,204.95
2016-01-19,204.6
2016-01-20,200.9
2016-01-21,201.55
2016-01-22,201.9
2016-01-25,202.9
2016-01-27,203.8
2016-01-28,202.7
2016-01-29,203.7
2016-02-01,205.0
2016-02-02,201.9
2016-02-03,199.6
2016-02-04,199.95
2016-02-05,200.1
2016-02-08,200.4
2016-02-09,199.7
2016-02-10,194.15
2016-02-11,189.0
2016-02-12,184.05
2016-02-15,188.85
2016-02-16,183.65
2016-02-17,183.85
2016-02-18,185.85
2016-02-19,184.9
2016-02-22,184.9
2016-02-23,182.9
2016-02-24,184.95
2016-02-25,184.65
2016-02-26,187.05
2016-02-29,190.05
2016-03-01,192.3
2016-03-02,195.7
2016-03-03,194.9
2016-03-04,197.95
2016-03-08,202.55
2016-03-09,200.1
2016-03-10,203.75
2016-03-11,203.35
2016-03-14,202.3
2016-03-15,199.9
2016-03-16,197.45
2016-03-17,207.7
2016-03-18,220.45
2016-03-21,228.4
2016-03-22,231.05
2016-03-23,224.45
2016-03-28,211.4
2016-03-29,211.15
2016-03-30,213.2
2016-03-31,217.7
2016-04-01,217.9
2016-04-04,248.45
2016-04-05,239.1
2016-04-06,243.3
2016-04-07,239.65
2016-04-08,236.35
2016-04-11,235.1
2016-04-12,233.6
2016-04-13,234.15
2016-04-18,234.7
2016-04-20,238.45
2016-04-21,236.55
2016-04-22,237.65
2016-04-25,236.15
2016-04-26,235.85
2016-04-27,242.2
2016-04-28,236.3
2016-04-29,238.8
2016-05-02,248.8
2016-05-03,242.4
2016-05-04,238.4
2016-05-05,243.8
2016-05-06,241.45
2016-05-09,239.35
2016-05-10,237.8
2016-05-11,236.2
2016-05-12,238.15
2016-05-13,233.4
2016-05-16,231.95
2016-05-17,229.5
2016-05-18,228.0
2016-05-19,227.2
2016-05-20,227.2
2016-05-23,232.0
2016-05-24,216.55
2016-05-25,216.1
2016-05-26,219.15
2016-05-27,217.85
2016-05-30,220.7
2016-05-31,226.45
2016-06-01,221.15
2016-06-02,221.7
2016-06-03,233.2
2016-06-06,239.95
2016-06-07,244.1
2016-06-08,239.65
2016-06-09,236.3
2016-06-10,236.6
2016-06-13,237.95
2016-06-14,236.65
2016-06-15,239.2
2016-06-16,237.45
2016-06-17,236.5
2016-06-20,235.75
2016-06-21,236.95
2016-06-22,234.65
2016-06-23,234.05
2016-06-24,235.6
2016-06-27,233.85
2016-06-28,234.35
2016-06-29,237.6
2016-06-30,238.2
2016-07-01,236.75
2016-07-04,237.85
2016-07-05,240.25
2016-07-07,238.15
2016-07-08,237.45
2016-07-11,238.1
2016-07-12,243.3
2016-07-13,245.0
2016-07-14,242.95
2016-07-15,240.3
2016-07-18,238.3
2016-07-19,239.9
2016-07-20,240.6
2016-07-21,239.55
2016-07-22,241.6
2016-07-25,242.15
2016-07-26,246.1
2016-07-27,247.7
2016-07-28,247.2
2016-07-29,245.5
2016-08-01,244.55
2016-08-02,245.75
2016-08-03,244.95
2016-08-04,245.95
2016-08-05,245.4
2016-08-08,246.55
2016-08-09,245.0
2016-08-10,242.4
2016-08-11,242.15
2016-08-12,242.8
2016-08-16,243.35
2016-08-17,242.95
2016-08-18,249.35
2016-08-19,254.8
2016-08-22,254.35
2016-08-23,252.65
2016-08-24,266.7
2016-08-25,267.8
2016-08-26,259.75
2016-08-29,260.25
2016-08-30,252.65
2016-08-31,251.3
2016-09-01,249.8
2016-09-02,270.75
2016-09-06,264.45
2016-09-07,260.5
2016-09-08,259.45
2016-09-09,254.7
2016-09-12,247.25
2016-09-14,249.95
2016-09-15,246.8
2016-09-16,247.0
2016-09-19,250.95
2016-09-20,247.65
2016-09-21,247.15
2016-09-22,252.45
2016-09-23,250.5
2016-09-26,247.7
2016-09-27,251.15
2016-09-28,255.6
2016-09-29,242.15
2016-09-30,246.45
2016-10-03,255.45
2016-10-04,261.25
2016-10-05,260.6
2016-10-06,283.7
2016-10-07,275.7
2016-10-10,272.05
2016-10-13,264.2
2016-10-14,263.25
2016-10-17,260.5
2016-10-18,262.9
2016-10-19,281.45
2016-10-20,282.45
2016-10-21,295.95
2016-10-24,305.2
2016-10-25,311.95
2016-10-26,322.95
2016-10-27,319.3
2016-10-28,327.2
2016-10-30,327.85
2016-11-01,360.1
2016-11-02,378.1
2016-11-03,357.25
2016-11-04,334.55
2016-11-07,327.55
2016-11-08,345.2
2016-11-09,334.85
2016-11-10,347.3
2016-11-11,332.05
2016-11-15,309.95
2016-11-16,330.25
2016-11-17,323.05
2016-11-18,313.45
2016-11-21,304.1
2016-11-22,301.4
2016-11-23,337.4
2016-11-24,342.05
2016-11-25,345.8
2016-11-28,363.5
2016-11-29,364.15
2016-11-30,376.1
2016-12-01,380.65
2016-12-02,365.8
2016-12-05,355.2
2016-12-06,353.3
2016-12-07,343.2
2016-12-08,356.45
2016-12-09,365.55
2016-12-12,356.0
2016-12-13,357.8
2016-12-14,345.8
2016-12-15,352.05
2016-12-16,343.25
2016-12-19,345.45
2016-12-20,357.8
2016-12-21,364.4
2016-12-22,353.1
2016-12-23,352.55
2016-12-26,338.25
2016-12-27,346.6
2016-12-28,351.3
2016-12-29,352.95
2016-12-30,360.05
