Date,PATELENG
2016-01-01,76.7
2016-01-04,76.55
2016-01-05,80.45
2016-01-06,79.0
2016-01-07,73.55
2016-01-08,75.05
2016-01-11,74.25
2016-01-12,73.2
2016-01-13,71.55
2016-01-14,68.85
2016-01-15,67.6
2016-01-18,62.15
2016-01-19,64.1
2016-01-20,61.0
2016-01-21,60.4
2016-01-22,62.8
2016-01-25,63.3
2016-01-27,63.15
2016-01-28,63.35
2016-01-29,64.1
2016-02-01,64.25
2016-02-02,63.15
2016-02-03,60.9
2016-02-04,59.3
2016-02-05,59.95
2016-02-08,59.85
2016-02-09,59.55
2016-02-10,57.6
2016-02-11,51.95
2016-02-12,52.65
2016-02-15,55.2
2016-02-16,52.45
2016-02-17,52.85
2016-02-18,52.75
2016-02-19,50.9
2016-02-22,50.5
2016-02-23,50.55
2016-02-24,50.15
2016-02-25,50.1
2016-02-26,49.65
2016-02-29,48.65
2016-03-01,51.85
2016-03-02,54.4
2016-03-03,57.95
2016-03-04,59.95
2016-03-08,61.3
2016-03-09,60.6
2016-03-10,60.55
2016-03-11,59.15
2016-03-14,58.4
2016-03-15,57.65
2016-03-16,57.55
2016-03-17,59.4
2016-03-18,57.5
2016-03-21,57.3
2016-03-22,57.2
2016-03-23,58.65
2016-03-28,57.7
2016-03-29,55.75
2016-03-30,56.15
2016-03-31,55.55
2016-04-01,56.9
2016-04-04,57.7
2016-04-05,55.8
2016-04-06,56.8
2016-04-07,56.2
2016-04-08,56.45
2016-04-11,57.0
2016-04-12,55.95
2016-04-13,57.5
2016-04-18,58.95
2016-04-20,58.3
2016-04-21,56.65
2016-04-22,56.6
2016-04-25,58.05
2016-04-26,57.05
2016-04-27,57.75
2016-04-28,56.65
2016-04-29,56.2
2016-05-02,56.2
2016-05-03,55.75
2016-05-04,54.5
2016-05-05,54.05
2016-05-06,53.4
2016-05-09,54.25
2016-05-10,53.85
2016-05-11,52.7
2016-05-12,52.5
2016-05-13,52.0
2016-05-16,52.35
2016-05-17,51.45
2016-05-18,51.3
2016-05-19,50.85
2016-05-20,50.35
2016-05-23,55.35
2016-05-24,53.25
2016-05-25,53.4
2016-05-26,55.2
2016-05-27,54.35
2016-05-30,54.6
2016-05-31,51.4
2016-06-01,50.8
2016-06-02,51.7
2016-06-03,51.1
2016-06-06,50.8
2016-06-07,51.05
2016-06-08,52.75
2016-06-09,52.75
2016-06-10,52.1
2016-06-13,51.35
2016-06-14,52.2
2016-06-15,52.6
2016-06-16,52.1
2016-06-17,51.85
2016-06-20,51.65
2016-06-21,51.25
2016-06-22,50.75
2016-06-23,49.75
2016-06-24,48.05
2016-06-27,49.3
2016-06-28,49.4
2016-06-29,51.05
2016-06-30,52.2
2016-07-01,51.7
2016-07-04,52.65
2016-07-05,52.4
2016-07-07,54.4
2016-07-08,51.45
2016-07-11,52.2
2016-07-12,52.75
2016-07-13,53.55
2016-07-14,52.65
2016-07-15,51.8
2016-07-18,50.4
2016-07-19,49.6
2016-07-20,50.05
2016-07-21,49.45
2016-07-22,49.05
2016-07-25,49.2
2016-07-26,49.35
2016-07-27,48.25
2016-07-28,48.35
2016-07-29,47.75
2016-08-01,47.35
2016-08-02,47.1
2016-08-03,46.05
2016-08-04,45.95
2016-08-05,46.8
2016-08-08,46.6
2016-08-09,46.05
2016-08-10,45.2
2016-08-11,45.1
2016-08-12,45.0
2016-08-16,43.95
2016-08-17,44.35
2016-08-18,44.05
2016-08-19,44.5
2016-08-22,45.25
2016-08-23,45.1
2016-08-24,45.5
2016-08-25,48.15
2016-08-26,46.6
2016-08-29,45.9
2016-08-30,47.05
2016-08-31,47.75
2016-09-01,53.85
2016-09-02,64.6
2016-09-06,77.5
2016-09-07,85.25
2016-09-08,93.75
2016-09-09,103.1
2016-09-12,108.25
2016-09-14,113.65
2016-09-15,116.85
2016-09-16,111.05
2016-09-19,105.5
2016-09-20,109.0
2016-09-21,107.15
2016-09-22,104.9
2016-09-23,101.05
2016-09-26,106.1
2016-09-27,102.55
2016-09-28,101.95
2016-09-29,96.9
2016-09-30,92.1
2016-10-03,96.7
2016-10-04,101.5
2016-10-05,102.35
2016-10-06,98.7
2016-10-07,101.5
2016-10-10,98.2
2016-10-13,94.7
2016-10-14,96.0
2016-10-17,96.85
2016-10-18,90.25
2016-10-19,86.15
2016-10-20,85.6
2016-10-21,80.0
2016-10-24,82.05
2016-10-25,83.0
2016-10-26,84.1
2016-10-27,88.1
2016-10-28,84.8
2016-10-30,85.0
2016-11-01,82.55
2016-11-02,84.15
2016-11-03,80.25
2016-11-04,77.8
2016-11-07,76.15
2016-11-08,77.0
2016-11-09,72.15
2016-11-10,72.75
2016-11-11,70.15
2016-11-15,66.6
2016-11-16,64.1
2016-11-17,63.2
2016-11-18,65.8
2016-11-21,62.8
2016-11-22,63.9
2016-11-23,69.05
2016-11-24,70.45
2016-11-25,72.05
2016-11-28,72.1
2016-11-29,72.6
2016-11-30,71.35
2016-12-01,85.55
2016-12-02,81.15
2016-12-05,81.55
2016-12-06,81.6
2016-12-07,85.25
2016-12-08,86.9
2016-12-09,83.7
2016-12-12,85.15
2016-12-13,85.3
2016-12-14,78.05
2016-12-15,81.25
2016-12-16,80.4
2016-12-19,79.55
2016-12-20,77.25
2016-12-21,77.0
2016-12-22,75.1
2016-12-23,74.7
2016-12-26,70.8
2016-12-27,72.3
2016-12-28,73.55
2016-12-29,73.7
2016-12-30,76.7
