Date,MURUDCERA
2016-01-01,28.65
2016-01-04,27.55
2016-01-05,27.7
2016-01-06,28.05
2016-01-07,27.1
2016-01-08,27.8
2016-01-11,27.65
2016-01-12,27.4
2016-01-13,25.15
2016-01-14,24.55
2016-01-15,22.6
2016-01-18,21.9
2016-01-19,22.35
2016-01-20,21.9
2016-01-21,21.85
2016-01-22,22.5
2016-01-25,22.95
2016-01-27,23.0
2016-01-28,22.7
2016-01-29,22.9
2016-02-01,22.3
2016-02-02,21.8
2016-02-03,21.35
2016-02-04,20.7
2016-02-05,20.85
2016-02-08,20.65
2016-02-09,20.75
2016-02-10,20.2
2016-02-11,18.75
2016-02-12,19.0
2016-02-15,19.0
2016-02-16,18.65
2016-02-17,18.9
2016-02-18,19.3
2016-02-19,19.35
2016-02-22,19.45
2016-02-23,18.6
2016-02-24,18.7
2016-02-25,19.05
2016-02-26,18.7
2016-02-29,18.55
2016-03-01,19.1
2016-03-02,19.4
2016-03-03,20.0
2016-03-04,20.2
2016-03-08,20.0
2016-03-09,20.2
2016-03-10,20.3
2016-03-11,20.4
2016-03-14,20.25
2016-03-15,19.9
2016-03-16,19.7
2016-03-17,19.8
2016-03-18,20.05
2016-03-21,19.85
2016-03-22,19.95
2016-03-23,20.35
2016-03-28,20.0
2016-03-29,19.7
2016-03-30,21.6
2016-03-31,20.5
2016-04-01,21.45
2016-04-04,21.25
2016-04-05,21.3
2016-04-06,21.5
2016-04-07,21.15
2016-04-08,21.7
2016-04-11,21.8
2016-04-12,22.1
2016-04-13,22.35
2016-04-18,22.45
2016-04-20,22.45
2016-04-21,22.3
2016-04-22,22.2
2016-04-25,22.35
2016-04-26,22.3
2016-04-27,22.15
2016-04-28,21.8
2016-04-29,21.25
2016-05-02,21.6
2016-05-03,21.85
2016-05-04,21.4
2016-05-05,21.6
2016-05-06,22.0
2016-05-09,21.9
2016-05-10,22.35
2016-05-11,22.45
2016-05-12,22.6
2016-05-13,22.75
2016-05-16,22.5
2016-05-17,22.85
2016-05-18,22.6
2016-05-19,22.55
2016-05-20,22.15
2016-05-23,22.0
2016-05-24,21.5
2016-05-25,21.85
2016-05-26,21.9
2016-05-27,22.0
2016-05-30,21.5
2016-05-31,21.3
2016-06-01,21.7
2016-06-02,21.4
2016-06-03,21.4
2016-06-06,21.75
2016-06-07,21.9
2016-06-08,22.0
2016-06-09,21.95
2016-06-10,23.55
2016-06-13,23.3
2016-06-14,24.3
2016-06-15,23.5
2016-06-16,23.0
2016-06-17,23.25
2016-06-20,23.2
2016-06-21,23.2
2016-06-22,24.3
2016-06-23,24.3
2016-06-24,23.8
2016-06-27,28.25
2016-06-28,28.0
2016-06-29,27.85
2016-06-30,27.1
2016-07-01,26.1
2016-07-04,25.55
2016-07-05,25.05
2016-07-07,25.8
2016-07-08,25.6
2016-07-11,25.55
2016-07-12,24.85
2016-07-13,24.2
2016-07-14,24.7
2016-07-15,25.9
2016-07-18,26.1
2016-07-19,26.6
2016-07-20,25.7
2016-07-21,25.5
2016-07-22,25.4
2016-07-25,26.05
2016-07-26,25.85
2016-07-27,27.2
2016-07-28,27.3
2016-07-29,26.65
2016-08-01,25.4
2016-08-02,24.55
2016-08-03,25.25
2016-08-04,25.45
2016-08-05,25.0
2016-08-08,28.15
2016-08-09,27.15
2016-08-10,26.1
2016-08-11,25.8
2016-08-12,25.6
2016-08-16,26.8
2016-08-17,26.2
2016-08-18,26.65
2016-08-19,26.1
2016-08-22,26.05
2016-08-23,26.15
2016-08-24,26.05
2016-08-25,25.75
2016-08-26,25.5
2016-08-29,26.15
2016-08-30,25.75
2016-08-31,25.8
2016-09-01,26.35
2016-09-02,25.85
2016-09-06,26.0
2016-09-07,27.75
2016-09-08,31.7
2016-09-09,31.0
2016-09-12,29.25
2016-09-14,29.05
2016-09-15,30.45
2016-09-16,29.9
2016-09-19,35.75
2016-09-20,33.65
2016-09-21,33.25
2016-09-22,36.8
2016-09-23,38.4
2016-09-26,37.45
2016-09-27,37.25
2016-09-28,39.55
2016-09-29,33.9
2016-09-30,36.2
2016-10-03,37.45
2016-10-04,38.45
2016-10-05,37.2
2016-10-06,37.15
2016-10-07,36.6
2016-10-10,36.95
2016-10-13,34.85
2016-10-14,35.1
2016-10-17,36.8
2016-10-18,36.6
2016-10-19,36.4
2016-10-20,36.25
2016-10-21,36.75
2016-10-24,36.4
2016-10-25,35.55
2016-10-26,36.4
2016-10-27,36.1
2016-10-28,35.55
2016-10-30,35.85
2016-11-01,34.75
2016-11-02,33.7
2016-11-03,33.3
2016-11-04,31.75
2016-11-07,32.85
2016-11-08,31.95
2016-11-09,29.6
2016-11-10,32.0
2016-11-11,29.65
2016-11-15,27.0
2016-11-16,26.4
2016-11-17,25.5
2016-11-18,26.05
2016-11-21,24.6
2016-11-22,24.75
2016-11-23,25.65
2016-11-24,25.4
2016-11-25,26.45
2016-11-28,27.95
2016-11-29,31.05
2016-11-30,30.85
2016-12-01,30.3
2016-12-02,29.4
2016-12-05,29.1
2016-12-06,29.6
2016-12-07,29.65
2016-12-08,29.75
2016-12-09,29.9
2016-12-12,29.35
2016-12-13,29.6
2016-12-14,28.65
2016-12-15,28.8
2016-12-16,28.25
2016-12-19,30.25
2016-12-20,28.85
2016-12-21,28.5
2016-12-22,27.85
2016-12-23,28.0
2016-12-26,26.75
2016-12-27,27.55
2016-12-28,27.7
2016-12-29,27.6
2016-12-30,28.5
