Date,ABAN
2016-01-01,226.4
2016-01-04,229.85
2016-01-05,230.3
2016-01-06,225.9
2016-01-07,213.15
2016-01-08,215.6
2016-01-11,213.05
2016-01-12,208.35
2016-01-13,201.9
2016-01-14,195.9
2016-01-15,195.25
2016-01-18,191.25
2016-01-19,192.4
2016-01-20,182.6
2016-01-21,179.25
2016-01-22,184.65
2016-01-25,186.85
2016-01-27,186.9
2016-01-28,187.35
2016-01-29,191.0
2016-02-01,189.7
2016-02-02,179.9
2016-02-03,173.65
2016-02-04,173.15
2016-02-05,174.2
2016-02-08,173.15
2016-02-09,168.7
2016-02-10,164.45
2016-02-11,153.85
2016-02-12,147.35
2016-02-15,153.55
2016-02-16,154.5
2016-02-17,150.95
2016-02-18,170.2
2016-02-19,167.3
2016-02-22,170.2
2016-02-23,171.15
2016-02-24,161.7
2016-02-25,159.8
2016-02-26,160.3
2016-02-29,156.6
2016-03-01,161.95
2016-03-02,164.65
2016-03-03,176.95
2016-03-04,177.7
2016-03-08,185.3
2016-03-09,182.15
2016-03-10,188.4
2016-03-11,188.1
2016-03-14,191.4
2016-03-15,185.3
2016-03-16,182.5
2016-03-17,185.55
2016-03-18,186.45
2016-03-21,184.35
2016-03-22,184.4
2016-03-23,184.35
2016-03-28,175.65
2016-03-29,171.9
2016-03-30,175.5
2016-03-31,176.45
2016-04-01,179.05
2016-04-04,177.5
2016-04-05,172.35
2016-04-06,173.85
2016-04-07,176.6
2016-04-08,177.35
2016-04-11,183.35
2016-04-12,184.2
2016-04-13,188.25
2016-04-18,182.8
2016-04-20,184.45
2016-04-21,186.55
2016-04-22,187.05
2016-04-25,186.5
2016-04-26,188.75
2016-04-27,213.4
2016-04-28,212.55
2016-04-29,220.75
2016-05-02,225.6
2016-05-03,217.25
2016-05-04,208.35
2016-05-05,212.95
2016-05-06,209.1
2016-05-09,212.45
2016-05-10,208.05
2016-05-11,205.25
2016-05-12,211.3
2016-05-13,207.25
2016-05-16,211.8
2016-05-17,212.85
2016-05-18,212.8
2016-05-19,205.7
2016-05-20,204.9
2016-05-23,196.65
2016-05-24,190.2
2016-05-25,193.4
2016-05-26,197.95
2016-05-27,199.55
2016-05-30,198.8
2016-05-31,196.6
2016-06-01,201.15
2016-06-02,199.35
2016-06-03,196.65
2016-06-06,195.6
2016-06-07,209.0
2016-06-08,214.5
2016-06-09,219.2
2016-06-10,212.85
2016-06-13,213.05
2016-06-14,213.8
2016-06-15,213.25
2016-06-16,208.75
2016-06-17,209.55
2016-06-20,211.1
2016-06-21,214.7
2016-06-22,210.75
2016-06-23,209.85
2016-06-24,199.0
2016-06-27,205.35
2016-06-28,207.5
2016-06-29,210.1
2016-06-30,212.05
2016-07-01,213.25
2016-07-04,214.6
2016-07-05,231.95
2016-07-07,231.15
2016-07-08,225.5
2016-07-11,230.35
2016-07-12,231.8
2016-07-13,234.45
2016-07-14,233.5
2016-07-15,227.9
2016-07-18,225.7
2016-07-19,222.0
2016-07-20,223.35
2016-07-21,222.85
2016-07-22,222.1
2016-07-25,223.6
2016-07-26,222.85
2016-07-27,222.7
2016-07-28,222.55
2016-07-29,220.8
2016-08-01,218.4
2016-08-02,213.1
2016-08-03,210.05
2016-08-04,213.75
2016-08-05,215.05
2016-08-08,217.95
2016-08-09,218.45
2016-08-10,211.25
2016-08-11,208.65
2016-08-12,212.6
2016-08-16,213.35
2016-08-17,212.5
2016-08-18,214.4
2016-08-19,222.7
2016-08-22,224.3
2016-08-23,220.3
2016-08-24,221.65
2016-08-25,218.35
2016-08-26,215.7
2016-08-29,215.95
2016-08-30,217.75
2016-08-31,216.25
2016-09-01,214.3
2016-09-02,213.95
2016-09-06,216.6
2016-09-07,218.65
2016-09-08,222.2
2016-09-09,220.8
2016-09-12,211.0
2016-09-14,212.35
2016-09-15,213.05
2016-09-16,204.15
2016-09-19,208.75
2016-09-20,206.55
2016-09-21,207.55
2016-09-22,210.55
2016-09-23,206.55
2016-09-26,205.45
2016-09-27,205.7
2016-09-28,203.85
2016-09-29,191.2
2016-09-30,195.8
2016-10-03,203.8
2016-10-04,209.8
2016-10-05,220.5
2016-10-06,214.8
2016-10-07,223.55
2016-10-10,253.5
2016-10-13,258.0
2016-10-14,261.25
2016-10-17,277.05
2016-10-18,274.95
2016-10-19,272.1
2016-10-20,271.0
2016-10-21,264.55
2016-10-24,279.0
2016-10-25,277.4
2016-10-26,267.5
2016-10-27,260.65
2016-10-28,267.65
2016-10-30,267.3
2016-11-01,267.15
2016-11-02,258.15
2016-11-03,249.35
2016-11-04,239.5
2016-11-07,239.7
2016-11-08,234.35
2016-11-09,219.3
2016-11-10,230.05
2016-11-11,226.55
2016-11-15,209.1
2016-11-16,212.45
2016-11-17,212.0
2016-11-18,209.8
2016-11-21,202.8
2016-11-22,207.45
2016-11-23,211.05
2016-11-24,210.6
2016-11-25,217.25
2016-11-28,214.85
2016-11-29,217.7
2016-11-30,237.35
2016-12-01,246.15
2016-12-02,241.9
2016-12-05,250.1
2016-12-06,247.65
2016-12-07,241.65
2016-12-08,245.4
2016-12-09,249.85
2016-12-12,261.5
2016-12-13,254.55
2016-12-14,248.65
2016-12-15,243.45
2016-12-16,238.5
2016-12-19,240.3
2016-12-20,232.8
2016-12-21,239.8
2016-12-22,232.5
2016-12-23,224.15
2016-12-26,219.4
2016-12-27,224.35
2016-12-28,227.55
2016-12-29,229.35
2016-12-30,230.6
