Date,PSB
2016-01-01,39.55
2016-01-04,38.95
2016-01-05,38.75
2016-01-06,38.75
2016-01-07,37.9
2016-01-08,37.95
2016-01-11,37.5
2016-01-12,37.15
2016-01-13,36.3
2016-01-14,35.75
2016-01-15,35.1
2016-01-18,34.7
2016-01-19,34.8
2016-01-20,33.95
2016-01-21,34.0
2016-01-22,35.05
2016-01-25,34.7
2016-01-27,34.55
2016-01-28,34.85
2016-01-29,34.7
2016-02-01,34.35
2016-02-02,34.0
2016-02-03,33.65
2016-02-04,33.35
2016-02-05,34.2
2016-02-08,34.75
2016-02-09,33.9
2016-02-10,32.6
2016-02-11,32.05
2016-02-12,32.8
2016-02-15,34.15
2016-02-16,33.0
2016-02-17,33.1
2016-02-18,33.3
2016-02-19,33.25
2016-02-22,32.9
2016-02-23,32.65
2016-02-24,32.05
2016-02-25,32.0
2016-02-26,31.85
2016-02-29,32.15
2016-03-01,32.5
2016-03-02,34.0
2016-03-03,33.95
2016-03-04,34.8
2016-03-08,34.5
2016-03-09,34.5
2016-03-10,34.4
2016-03-11,33.7
2016-03-14,35.0
2016-03-15,34.85
2016-03-16,34.75
2016-03-17,34.1
2016-03-18,34.3
2016-03-21,34.65
2016-03-22,34.55
2016-03-23,34.3
2016-03-28,33.95
2016-03-29,34.0
2016-03-30,34.6
2016-03-31,34.6
2016-04-01,35.4
2016-04-04,35.75
2016-04-05,34.75
2016-04-06,34.65
2016-04-07,34.45
2016-04-08,34.5
2016-04-11,34.5
2016-04-12,34.85
2016-04-13,35.55
2016-04-18,35.05
2016-04-20,35.45
2016-04-21,35.8
2016-04-22,38.2
2016-04-25,37.05
2016-04-26,37.1
2016-04-27,37.15
2016-04-28,36.45
2016-04-29,36.25
2016-05-02,36.05
2016-05-03,35.8
2016-05-04,35.05
2016-05-05,35.1
2016-05-06,35.55
2016-05-09,37.25
2016-05-10,38.65
2016-05-11,38.65
2016-05-12,38.25
2016-05-13,37.8
2016-05-16,37.95
2016-05-17,37.75
2016-05-18,37.85
2016-05-19,37.6
2016-05-20,37.6
2016-05-23,39.25
2016-05-24,39.1
2016-05-25,39.95
2016-05-26,40.35
2016-05-27,40.0
2016-05-30,40.15
2016-05-31,40.05
2016-06-01,39.65
2016-06-02,40.05
2016-06-03,40.3
2016-06-06,40.95
2016-06-07,41.05
2016-06-08,41.85
2016-06-09,42.85
2016-06-10,43.8
2016-06-13,44.35
2016-06-14,45.15
2016-06-15,49.35
2016-06-16,51.95
2016-06-17,52.55
2016-06-20,49.8
2016-06-21,48.3
2016-06-22,47.9
2016-06-23,47.3
2016-06-24,46.15
2016-06-27,47.45
2016-06-28,47.7
2016-06-29,48.25
2016-06-30,48.15
2016-07-01,47.85
2016-07-04,51.0
2016-07-05,52.05
2016-07-07,51.05
2016-07-08,50.9
2016-07-11,52.05
2016-07-12,51.05
2016-07-13,50.15
2016-07-14,50.65
2016-07-15,50.25
2016-07-18,49.65
2016-07-19,50.1
2016-07-20,48.9
2016-07-21,48.85
2016-07-22,47.85
2016-07-25,49.9
2016-07-26,50.2
2016-07-27,50.3
2016-07-28,50.1
2016-07-29,49.75
2016-08-01,48.8
2016-08-02,48.9
2016-08-03,48.6
2016-08-04,49.75
2016-08-05,50.8
2016-08-08,50.25
2016-08-09,49.9
2016-08-10,51.65
2016-08-11,51.85
2016-08-12,51.05
2016-08-16,51.55
2016-08-17,51.45
2016-08-18,51.85
2016-08-19,53.75
2016-08-22,53.05
2016-08-23,53.25
2016-08-24,52.1
2016-08-25,52.4
2016-08-26,51.95
2016-08-29,52.5
2016-08-30,53.3
2016-08-31,52.6
2016-09-01,51.3
2016-09-02,52.05
2016-09-06,52.35
2016-09-07,54.7
2016-09-08,56.35
2016-09-09,55.25
2016-09-12,53.3
2016-09-14,53.9
2016-09-15,53.45
2016-09-16,53.5
2016-09-19,53.3
2016-09-20,53.55
2016-09-21,51.55
2016-09-22,52.3
2016-09-23,52.05
2016-09-26,51.75
2016-09-27,51.65
2016-09-28,53.95
2016-09-29,49.95
2016-09-30,50.45
2016-10-03,52.4
2016-10-04,52.65
2016-10-05,52.3
2016-10-06,52.55
2016-10-07,52.6
2016-10-10,52.15
2016-10-13,50.95
2016-10-14,50.85
2016-10-17,50.75
2016-10-18,51.05
2016-10-19,52.7
2016-10-20,53.7
2016-10-21,53.6
2016-10-24,53.4
2016-10-25,52.95
2016-10-26,52.7
2016-10-27,52.85
2016-10-28,53.25
2016-10-30,53.95
2016-11-01,53.25
2016-11-02,52.65
2016-11-03,52.65
2016-11-04,50.9
2016-11-07,50.95
2016-11-08,51.0
2016-11-09,50.0
2016-11-10,53.8
2016-11-11,52.35
2016-11-15,51.2
2016-11-16,50.55
2016-11-17,50.7
2016-11-18,50.2
2016-11-21,49.0
2016-11-22,48.7
2016-11-23,49.15
2016-11-24,48.95
2016-11-25,49.9
2016-11-28,49.25
2016-11-29,49.5
2016-11-30,49.8
2016-12-01,49.75
2016-12-02,49.25
2016-12-05,49.3
2016-12-06,49.6
2016-12-07,49.2
2016-12-08,49.45
2016-12-09,49.65
2016-12-12,49.4
2016-12-13,48.7
2016-12-14,48.75
2016-12-15,48.65
2016-12-16,48.5
2016-12-19,48.9
2016-12-20,48.15
2016-12-21,48.1
2016-12-22,47.65
2016-12-23,47.5
2016-12-26,46.35
2016-12-27,46.45
2016-12-28,46.4
2016-12-29,46.65
2016-12-30,46.9
