Date,MCLEODRUSS
2016-01-01,174.5
2016-01-04,171.7
2016-01-05,172.15
2016-01-06,171.7
2016-01-07,161.7
2016-01-08,163.9
2016-01-11,167.45
2016-01-12,166.75
2016-01-13,168.2
2016-01-14,166.3
2016-01-15,162.5
2016-01-18,152.2
2016-01-19,155.9
2016-01-20,146.7
2016-01-21,146.15
2016-01-22,146.45
2016-01-25,146.15
2016-01-27,148.35
2016-01-28,149.8
2016-01-29,155.2
2016-02-01,156.3
2016-02-02,152.7
2016-02-03,147.9
2016-02-04,147.7
2016-02-05,150.1
2016-02-08,151.4
2016-02-09,152.05
2016-02-10,150.45
2016-02-11,146.25
2016-02-12,137.8
2016-02-15,142.35
2016-02-16,141.95
2016-02-17,140.75
2016-02-18,144.55
2016-02-19,145.6
2016-02-22,149.05
2016-02-23,148.85
2016-02-24,148.55
2016-02-25,144.3
2016-02-26,148.4
2016-02-29,151.9
2016-03-01,158.7
2016-03-02,165.25
2016-03-03,172.95
2016-03-04,172.55
2016-03-08,175.25
2016-03-09,176.55
2016-03-10,179.4
2016-03-11,180.35
2016-03-14,181.5
2016-03-15,178.8
2016-03-16,178.95
2016-03-17,178.95
2016-03-18,178.75
2016-03-21,176.65
2016-03-22,178.7
2016-03-23,181.05
2016-03-28,182.2
2016-03-29,187.85
2016-03-30,188.35
2016-03-31,185.45
2016-04-01,193.85
2016-04-04,192.2
2016-04-05,190.95
2016-04-06,195.0
2016-04-07,194.55
2016-04-08,195.4
2016-04-11,200.75
2016-04-12,196.25
2016-04-13,197.7
2016-04-18,196.9
2016-04-20,194.4
2016-04-21,192.3
2016-04-22,192.8
2016-04-25,193.1
2016-04-26,193.05
2016-04-27,192.15
2016-04-28,189.3
2016-04-29,190.25
2016-05-02,192.8
2016-05-03,190.25
2016-05-04,180.5
2016-05-05,181.85
2016-05-06,185.7
2016-05-09,188.8
2016-05-10,189.25
2016-05-11,188.9
2016-05-12,190.0
2016-05-13,186.8
2016-05-16,187.65
2016-05-17,190.2
2016-05-18,189.5
2016-05-19,185.05
2016-05-20,182.75
2016-05-23,179.65
2016-05-24,180.3
2016-05-25,181.8
2016-05-26,183.25
2016-05-27,183.6
2016-05-30,184.75
2016-05-31,180.2
2016-06-01,180.2
2016-06-02,182.35
2016-06-03,181.6
2016-06-06,179.75
2016-06-07,176.3
2016-06-08,186.25
2016-06-09,186.4
2016-06-10,185.7
2016-06-13,197.5
2016-06-14,196.65
2016-06-15,195.85
2016-06-16,192.95
2016-06-17,194.2
2016-06-20,194.65
2016-06-21,192.9
2016-06-22,196.95
2016-06-23,192.85
2016-06-24,184.15
2016-06-27,185.3
2016-06-28,187.1
2016-06-29,191.0
2016-06-30,193.85
2016-07-01,211.65
2016-07-04,209.5
2016-07-05,209.1
2016-07-07,213.45
2016-07-08,211.7
2016-07-11,213.95
2016-07-12,214.85
2016-07-13,212.4
2016-07-14,214.6
2016-07-15,210.5
2016-07-18,211.4
2016-07-19,202.85
2016-07-20,206.4
2016-07-21,203.45
2016-07-22,204.25
2016-07-25,208.0
2016-07-26,199.1
2016-07-27,204.35
2016-07-28,203.45
2016-07-29,204.35
2016-08-01,199.35
2016-08-02,192.9
2016-08-03,184.8
2016-08-04,188.1
2016-08-05,190.95
2016-08-08,195.35
2016-08-09,187.45
2016-08-10,180.8
2016-08-11,180.55
2016-08-12,180.4
2016-08-16,180.3
2016-08-17,184.3
2016-08-18,184.85
2016-08-19,188.7
2016-08-22,185.8
2016-08-23,186.05
2016-08-24,187.5
2016-08-25,183.2
2016-08-26,182.8
2016-08-29,181.15
2016-08-30,182.65
2016-08-31,181.65
2016-09-01,179.05
2016-09-02,179.9
2016-09-06,181.3
2016-09-07,187.8
2016-09-08,188.95
2016-09-09,185.95
2016-09-12,181.0
2016-09-14,181.75
2016-09-15,182.65
2016-09-16,181.85
2016-09-19,181.95
2016-09-20,180.6
2016-09-21,179.55
2016-09-22,181.05
2016-09-23,184.2
2016-09-26,181.6
2016-09-27,181.75
2016-09-28,182.85
2016-09-29,169.7
2016-09-30,169.95
2016-10-03,172.65
2016-10-04,170.9
2016-10-05,178.75
2016-10-06,177.6
2016-10-07,177.45
2016-10-10,175.7
2016-10-13,171.8
2016-10-14,173.15
2016-10-17,170.15
2016-10-18,171.55
2016-10-19,172.45
2016-10-20,172.75
2016-10-21,173.3
2016-10-24,172.3
2016-10-25,170.5
2016-10-26,171.15
2016-10-27,168.5
2016-10-28,169.5
2016-10-30,170.05
2016-11-01,169.55
2016-11-02,165.5
2016-11-03,159.5
2016-11-04,159.55
2016-11-07,161.15
2016-11-08,163.6
2016-11-09,154.8
2016-11-10,157.8
2016-11-11,155.15
2016-11-15,158.85
2016-11-16,151.9
2016-11-17,150.95
2016-11-18,153.75
2016-11-21,145.7
2016-11-22,147.55
2016-11-23,147.0
2016-11-24,146.1
2016-11-25,147.5
2016-11-28,146.9
2016-11-29,148.8
2016-11-30,149.95
2016-12-01,149.1
2016-12-02,146.75
2016-12-05,146.8
2016-12-06,147.25
2016-12-07,147.2
2016-12-08,148.5
2016-12-09,152.35
2016-12-12,151.95
2016-12-13,152.8
2016-12-14,148.85
2016-12-15,150.6
2016-12-16,149.05
2016-12-19,149.05
2016-12-20,145.95
2016-12-21,146.25
2016-12-22,143.2
2016-12-23,142.65
2016-12-26,138.45
2016-12-27,139.85
2016-12-28,139.75
2016-12-29,139.95
2016-12-30,139.85
