Date,SKFINDIA
2016-01-01,1229.75
2016-01-04,1204.6
2016-01-05,1206.5
2016-01-06,1196.0
2016-01-07,1182.25
2016-01-08,1189.15
2016-01-11,1185.5
2016-01-12,1168.45
2016-01-13,1178.65
2016-01-14,1176.15
2016-01-15,1190.6
2016-01-18,1161.95
2016-01-19,1172.75
2016-01-20,1177.45
2016-01-21,1166.65
2016-01-22,1174.25
2016-01-25,1190.3
2016-01-27,1178.4
2016-01-28,1172.85
2016-01-29,1166.8
2016-02-01,1168.65
2016-02-02,1164.6
2016-02-03,1151.9
2016-02-04,1150.4
2016-02-05,1153.25
2016-02-08,1135.45
2016-02-09,1121.65
2016-02-10,1112.85
2016-02-11,1077.8
2016-02-12,1077.6
2016-02-15,1133.2
2016-02-16,1149.9
2016-02-17,1151.75
2016-02-18,1164.4
2016-02-19,1162.5
2016-02-22,1159.4
2016-02-23,1158.25
2016-02-24,1150.2
2016-02-25,1156.15
2016-02-26,1167.5
2016-02-29,1174.6
2016-03-01,1197.0
2016-03-02,1199.95
2016-03-03,1200.25
2016-03-04,1214.3
2016-03-08,1190.4
2016-03-09,1180.2
2016-03-10,1184.2
2016-03-11,1200.95
2016-03-14,1199.2
2016-03-15,1177.0
2016-03-16,1157.15
2016-03-17,1199.8
2016-03-18,1197.2
2016-03-21,1226.75
2016-03-22,1259.05
2016-03-23,1275.8
2016-03-28,1253.75
2016-03-29,1262.85
2016-03-30,1285.05
2016-03-31,1264.2
2016-04-01,1287.3
2016-04-04,1286.85
2016-04-05,1288.95
2016-04-06,1302.65
2016-04-07,1308.9
2016-04-08,1298.45
2016-04-11,1307.4
2016-04-12,1307.1
2016-04-13,1303.75
2016-04-18,1313.05
2016-04-20,1310.6
2016-04-21,1287.1
2016-04-22,1298.2
2016-04-25,1290.75
2016-04-26,1295.5
2016-04-27,1303.35
2016-04-28,1285.3
2016-04-29,1266.2
2016-05-02,1296.25
2016-05-03,1270.95
2016-05-04,1268.35
2016-05-05,1244.1
2016-05-06,1229.7
2016-05-09,1234.9
2016-05-10,1235.45
2016-05-11,1237.75
2016-05-12,1217.0
2016-05-13,1218.45
2016-05-16,1231.45
2016-05-17,1239.15
2016-05-18,1239.6
2016-05-19,1226.15
2016-05-20,1212.55
2016-05-23,1190.35
2016-05-24,1221.1
2016-05-25,1231.45
2016-05-26,1237.95
2016-05-27,1216.45
2016-05-30,1229.95
2016-05-31,1236.95
2016-06-01,1225.8
2016-06-02,1229.65
2016-06-03,1238.85
2016-06-06,1218.95
2016-06-07,1226.9
2016-06-08,1232.95
2016-06-09,1234.05
2016-06-10,1212.45
2016-06-13,1225.1
2016-06-14,1225.15
2016-06-15,1226.1
2016-06-16,1209.4
2016-06-17,1231.3
2016-06-20,1220.3
2016-06-21,1235.05
2016-06-22,1246.35
2016-06-23,1305.15
2016-06-24,1311.4
2016-06-27,1329.45
2016-06-28,1329.1
2016-06-29,1394.4
2016-06-30,1385.15
2016-07-01,1375.75
2016-07-04,1383.15
2016-07-05,1364.85
2016-07-07,1368.9
2016-07-08,1350.65
2016-07-11,1341.4
2016-07-12,1320.2
2016-07-13,1360.2
2016-07-14,1377.1
2016-07-15,1388.7
2016-07-18,1368.75
2016-07-19,1411.6
2016-07-20,1378.3
2016-07-21,1394.85
2016-07-22,1399.65
2016-07-25,1384.35
2016-07-26,1382.1
2016-07-27,1369.85
2016-07-28,1365.75
2016-07-29,1366.5
2016-08-01,1387.25
2016-08-02,1390.05
2016-08-03,1391.8
2016-08-04,1400.0
2016-08-05,1401.95
2016-08-08,1404.0
2016-08-09,1400.0
2016-08-10,1400.9
2016-08-11,1402.6
2016-08-12,1400.0
2016-08-16,1411.2
2016-08-17,1403.1
2016-08-18,1412.35
2016-08-19,1404.6
2016-08-22,1401.9
2016-08-23,1395.4
2016-08-24,1396.45
2016-08-25,1408.7
2016-08-26,1405.0
2016-08-29,1399.85
2016-08-30,1395.95
2016-08-31,1400.05
2016-09-01,1401.2
2016-09-02,1409.7
2016-09-06,1400.3
2016-09-07,1425.8
2016-09-08,1430.75
2016-09-09,1432.2
2016-09-12,1430.05
2016-09-14,1429.95
2016-09-15,1430.45
2016-09-16,1430.0
2016-09-19,1430.5
2016-09-20,1429.5
2016-09-21,1430.2
2016-09-22,1437.1
2016-09-23,1431.8
2016-09-26,1431.25
2016-09-27,1426.5
2016-09-28,1425.35
2016-09-29,1409.0
2016-09-30,1402.2
2016-10-03,1418.2
2016-10-04,1409.25
2016-10-05,1408.5
2016-10-06,1411.7
2016-10-07,1437.05
2016-10-10,1435.55
2016-10-13,1413.8
2016-10-14,1409.65
2016-10-17,1412.1
