Date,CUMMINSIND
2016-01-01,1038.8
2016-01-04,1023.45
2016-01-05,1014.55
2016-01-06,1009.65
2016-01-07,1005.2
2016-01-08,1002.85
2016-01-11,985.25
2016-01-12,990.0
2016-01-13,973.2
2016-01-14,982.25
2016-01-15,972.2
2016-01-18,964.3
2016-01-19,947.8
2016-01-20,912.15
2016-01-21,899.3
2016-01-22,911.9
2016-01-25,902.4
2016-01-27,913.8
2016-01-28,918.25
2016-01-29,923.6
2016-02-01,944.5
2016-02-02,898.45
2016-02-03,896.9
2016-02-04,933.1
2016-02-05,967.2
2016-02-08,951.2
2016-02-09,927.15
2016-02-10,930.8
2016-02-11,922.0
2016-02-12,883.1
2016-02-15,904.05
2016-02-16,887.2
2016-02-17,882.55
2016-02-18,887.95
2016-02-19,868.25
2016-02-22,879.5
2016-02-23,879.35
2016-02-24,858.9
2016-02-25,840.95
2016-02-26,833.25
2016-02-29,809.25
2016-03-01,825.95
2016-03-02,837.45
2016-03-03,876.6
2016-03-04,875.5
2016-03-08,865.2
2016-03-09,863.4
2016-03-10,851.4
2016-03-11,847.4
2016-03-14,841.85
2016-03-15,843.3
2016-03-16,847.35
2016-03-17,845.9
2016-03-18,839.55
2016-03-21,849.55
2016-03-22,888.15
2016-03-23,879.2
2016-03-28,877.95
2016-03-29,848.95
2016-03-30,847.75
2016-03-31,841.8
2016-04-01,861.75
2016-04-04,863.0
2016-04-05,838.35
2016-04-06,874.65
2016-04-07,860.9
2016-04-08,866.75
2016-04-11,880.15
2016-04-12,890.6
2016-04-13,906.2
2016-04-18,888.1
2016-04-20,892.2
2016-04-21,876.95
2016-04-22,876.3
2016-04-25,864.05
2016-04-26,881.95
2016-04-27,888.55
2016-04-28,868.75
2016-04-29,885.15
2016-05-02,889.05
2016-05-03,893.5
2016-05-04,853.35
2016-05-05,850.75
2016-05-06,854.85
2016-05-09,864.35
2016-05-10,881.6
2016-05-11,870.25
2016-05-12,865.05
2016-05-13,854.15
2016-05-16,850.3
2016-05-17,850.05
2016-05-18,858.8
2016-05-19,858.85
2016-05-20,864.5
2016-05-23,871.7
2016-05-24,870.6
2016-05-25,861.9
2016-05-26,807.65
2016-05-27,783.9
2016-05-30,788.45
2016-05-31,800.0
2016-06-01,776.1
2016-06-02,789.95
2016-06-03,798.95
2016-06-06,799.8
2016-06-07,800.05
2016-06-08,800.0
2016-06-09,793.25
2016-06-10,796.7
2016-06-13,797.9
2016-06-14,800.3
2016-06-15,800.3
2016-06-16,800.25
2016-06-17,799.85
2016-06-20,800.15
2016-06-21,801.2
2016-06-22,809.7
2016-06-23,813.9
2016-06-24,800.7
2016-06-27,806.05
2016-06-28,810.7
2016-06-29,831.25
2016-06-30,848.9
2016-07-01,843.85
2016-07-04,852.5
2016-07-05,841.65
2016-07-07,824.65
2016-07-08,818.05
2016-07-11,823.9
2016-07-12,816.6
2016-07-13,820.4
2016-07-14,818.6
2016-07-15,817.8
2016-07-18,823.2
2016-07-19,843.95
2016-07-20,855.0
2016-07-21,884.5
2016-07-22,887.25
2016-07-25,893.1
2016-07-26,890.5
2016-07-27,881.8
2016-07-28,885.55
2016-07-29,870.6
2016-08-01,843.3
2016-08-02,850.65
2016-08-03,826.3
2016-08-04,839.15
2016-08-05,856.6
2016-08-08,903.45
2016-08-09,898.4
2016-08-10,896.5
2016-08-11,890.45
2016-08-12,902.5
2016-08-16,901.3
2016-08-17,895.35
2016-08-18,895.85
2016-08-19,895.1
2016-08-22,878.35
2016-08-23,885.5
2016-08-24,902.15
2016-08-25,897.55
2016-08-26,894.75
2016-08-29,900.5
2016-08-30,917.2
2016-08-31,920.4
2016-09-01,922.1
2016-09-02,924.0
2016-09-06,922.1
2016-09-07,926.45
2016-09-08,935.6
2016-09-09,933.95
2016-09-12,928.6
2016-09-14,913.8
2016-09-15,906.05
2016-09-16,921.4
2016-09-19,922.15
2016-09-20,916.5
2016-09-21,900.3
2016-09-22,906.75
2016-09-23,896.45
2016-09-26,893.15
2016-09-27,903.3
2016-09-28,902.75
2016-09-29,887.85
2016-09-30,905.5
2016-10-03,928.65
2016-10-04,929.3
2016-10-05,934.65
2016-10-06,916.65
2016-10-07,910.45
2016-10-10,900.8
2016-10-13,875.4
2016-10-14,869.7
2016-10-17,852.2
2016-10-18,860.1
2016-10-19,844.7
2016-10-20,859.8
2016-10-21,851.75
2016-10-24,851.2
2016-10-25,867.2
2016-10-26,877.05
2016-10-27,850.0
2016-10-28,849.05
2016-10-30,855.65
2016-11-01,852.75
2016-11-02,841.25
2016-11-03,839.55
2016-11-04,828.4
2016-11-07,838.7
2016-11-08,841.25
2016-11-09,821.65
2016-11-10,825.05
2016-11-11,805.05
2016-11-15,786.4
2016-11-16,800.35
2016-11-17,778.9
2016-11-18,790.5
2016-11-21,762.5
2016-11-22,772.2
2016-11-23,762.95
2016-11-24,776.1
2016-11-25,776.7
2016-11-28,764.85
2016-11-29,776.0
2016-11-30,788.85
2016-12-01,772.85
2016-12-02,756.15
2016-12-05,774.0
2016-12-06,777.8
2016-12-07,769.0
2016-12-08,794.5
2016-12-09,794.3
2016-12-12,774.9
2016-12-13,779.45
2016-12-14,784.75
2016-12-15,802.8
2016-12-16,817.95
2016-12-19,806.05
2016-12-20,804.4
2016-12-21,806.95
2016-12-22,801.45
2016-12-23,797.75
2016-12-26,792.35
2016-12-27,798.25
2016-12-28,812.05
2016-12-29,808.75
2016-12-30,818.75
