Date,COLPAL
2016-01-01,976.75
2016-01-04,974.3
2016-01-05,974.25
2016-01-06,949.45
2016-01-07,915.55
2016-01-08,926.65
2016-01-11,906.95
2016-01-12,908.5
2016-01-13,931.9
2016-01-14,943.35
2016-01-15,917.05
2016-01-18,910.55
2016-01-19,911.8
2016-01-20,913.3
2016-01-21,907.5
2016-01-22,882.45
2016-01-25,865.4
2016-01-27,853.65
2016-01-28,850.2
2016-01-29,857.95
2016-02-01,861.7
2016-02-02,855.0
2016-02-03,840.6
2016-02-04,831.15
2016-02-05,852.15
2016-02-08,853.45
2016-02-09,848.35
2016-02-10,842.75
2016-02-11,827.65
2016-02-12,835.25
2016-02-15,846.65
2016-02-16,839.25
2016-02-17,836.7
2016-02-18,843.35
2016-02-19,832.35
2016-02-22,830.3
2016-02-23,820.0
2016-02-24,816.85
2016-02-25,823.65
2016-02-26,832.55
2016-02-29,820.4
2016-03-01,824.25
2016-03-02,834.35
2016-03-03,834.25
2016-03-04,846.3
2016-03-08,825.5
2016-03-09,822.05
2016-03-10,808.1
2016-03-11,813.5
2016-03-14,846.25
2016-03-15,839.65
2016-03-16,835.35
2016-03-17,836.15
2016-03-18,850.9
2016-03-21,847.95
2016-03-22,852.1
2016-03-23,839.9
2016-03-28,824.55
2016-03-29,829.3
2016-03-30,818.85
2016-03-31,830.85
2016-04-01,833.9
2016-04-04,840.7
2016-04-05,831.1
2016-04-06,827.6
2016-04-07,822.0
2016-04-08,819.95
2016-04-11,814.95
2016-04-12,819.2
2016-04-13,835.7
2016-04-18,846.15
2016-04-20,851.6
2016-04-21,850.15
2016-04-22,849.95
2016-04-25,841.25
2016-04-26,843.9
2016-04-27,855.55
2016-04-28,847.5
2016-04-29,840.85
2016-05-02,849.8
2016-05-03,850.35
2016-05-04,842.65
2016-05-05,845.3
2016-05-06,850.55
2016-05-09,848.3
2016-05-10,845.8
2016-05-11,835.95
2016-05-12,836.95
2016-05-13,836.65
2016-05-16,824.5
2016-05-17,828.15
2016-05-18,828.0
2016-05-19,819.9
2016-05-20,808.9
2016-05-23,811.2
2016-05-24,834.4
2016-05-25,834.9
2016-05-26,835.5
2016-05-27,839.3
2016-05-30,853.8
2016-05-31,861.35
2016-06-01,849.25
2016-06-02,863.1
2016-06-03,866.75
2016-06-06,854.75
2016-06-07,855.15
2016-06-08,864.7
2016-06-09,855.8
2016-06-10,872.05
2016-06-13,862.9
2016-06-14,860.7
2016-06-15,859.45
2016-06-16,868.25
2016-06-17,855.6
2016-06-20,866.7
2016-06-21,884.25
2016-06-22,886.0
2016-06-23,882.15
2016-06-24,885.3
2016-06-27,885.9
2016-06-28,898.25
2016-06-29,908.7
2016-06-30,918.5
2016-07-01,920.05
2016-07-04,925.7
2016-07-05,941.7
2016-07-07,947.1
2016-07-08,946.45
2016-07-11,944.85
2016-07-12,932.95
2016-07-13,924.3
2016-07-14,931.2
2016-07-15,926.8
2016-07-18,928.9
2016-07-19,941.0
2016-07-20,949.05
2016-07-21,959.65
2016-07-22,955.25
2016-07-25,961.7
2016-07-26,967.75
2016-07-27,943.2
2016-07-28,931.4
2016-07-29,933.35
2016-08-01,951.65
2016-08-02,968.65
2016-08-03,936.15
2016-08-04,942.7
2016-08-05,959.85
2016-08-08,1015.25
2016-08-09,970.7
2016-08-10,959.8
2016-08-11,962.6
2016-08-12,957.5
2016-08-16,956.05
2016-08-17,972.4
2016-08-18,967.9
2016-08-19,958.05
2016-08-22,947.9
2016-08-23,936.5
2016-08-24,949.9
2016-08-25,949.15
2016-08-26,948.65
2016-08-29,937.85
2016-08-30,953.15
2016-08-31,948.35
2016-09-01,950.65
2016-09-02,951.75
2016-09-06,975.25
2016-09-07,990.75
2016-09-08,991.4
2016-09-09,984.65
2016-09-12,977.9
2016-09-14,970.4
2016-09-15,963.1
2016-09-16,969.55
2016-09-19,969.05
2016-09-20,962.05
2016-09-21,969.6
2016-09-22,975.2
2016-09-23,978.75
2016-09-26,973.65
2016-09-27,978.75
2016-09-28,974.95
2016-09-29,974.45
2016-09-30,970.65
2016-10-03,982.85
2016-10-04,979.95
2016-10-05,979.25
2016-10-06,976.9
2016-10-07,969.25
2016-10-10,965.4
2016-10-13,932.7
2016-10-14,920.45
2016-10-17,912.55
2016-10-18,918.75
2016-10-19,937.4
2016-10-20,943.95
2016-10-21,954.6
2016-10-24,963.2
2016-10-25,944.1
2016-10-26,926.95
2016-10-27,936.2
2016-10-28,973.15
2016-10-30,970.85
2016-11-01,973.05
2016-11-02,956.55
2016-11-03,954.45
2016-11-04,984.15
2016-11-07,977.0
2016-11-08,979.1
2016-11-09,972.5
2016-11-10,963.75
2016-11-11,949.05
2016-11-15,914.8
2016-11-16,926.55
2016-11-17,926.85
2016-11-18,917.4
2016-11-21,886.65
2016-11-22,903.6
2016-11-23,923.8
2016-11-24,934.65
2016-11-25,924.15
2016-11-28,932.95
2016-11-29,940.3
2016-11-30,933.7
2016-12-01,930.75
2016-12-02,927.4
2016-12-05,924.55
2016-12-06,923.7
2016-12-07,921.1
2016-12-08,922.1
2016-12-09,920.25
2016-12-12,907.9
2016-12-13,915.15
2016-12-14,903.85
2016-12-15,909.9
2016-12-16,910.2
2016-12-19,909.95
2016-12-20,909.75
2016-12-21,906.1
2016-12-22,904.65
2016-12-23,902.15
2016-12-26,895.55
2016-12-27,886.1
2016-12-28,890.9
2016-12-29,892.0
2016-12-30,904.6
