Date,GOODLUCK
2016-01-01,103.65
2016-01-04,102.65
2016-01-05,113.95
2016-01-06,109.6
2016-01-07,104.15
2016-01-08,108.7
2016-01-11,107.05
2016-01-12,104.85
2016-01-13,100.55
2016-01-14,97.4
2016-01-15,95.55
2016-01-18,95.0
2016-01-19,98.45
2016-01-20,95.3
2016-01-21,96.15
2016-01-22,96.55
2016-01-25,101.8
2016-01-27,98.95
2016-01-28,99.6
2016-01-29,97.75
2016-02-01,98.85
2016-02-02,97.3
2016-02-03,95.95
2016-02-04,96.65
2016-02-05,97.05
2016-02-08,98.45
2016-02-09,98.1
2016-02-10,96.8
2016-02-11,89.35
2016-02-12,87.45
2016-02-15,85.85
2016-02-16,82.55
2016-02-17,80.65
2016-02-18,79.75
2016-02-19,81.8
2016-02-22,81.45
2016-02-23,80.55
2016-02-24,79.1
2016-02-25,78.1
2016-02-26,78.1
2016-02-29,80.0
2016-03-01,82.75
2016-03-02,84.4
2016-03-03,87.8
2016-03-04,89.45
2016-03-08,90.65
2016-03-09,89.2
2016-03-10,89.45
2016-03-11,89.6
2016-03-14,90.65
2016-03-15,89.1
2016-03-16,89.25
2016-03-17,89.4
2016-03-18,89.65
2016-03-21,92.55
2016-03-22,96.35
2016-03-23,95.05
2016-03-28,92.2
2016-03-29,92.6
2016-03-30,93.35
2016-03-31,95.6
2016-04-01,95.4
2016-04-04,95.55
2016-04-05,94.05
2016-04-06,93.85
2016-04-07,92.3
2016-04-08,94.25
2016-04-11,97.3
2016-04-12,97.25
2016-04-13,96.55
2016-04-18,96.85
2016-04-20,100.5
2016-04-21,97.65
2016-04-22,97.6
2016-04-25,96.4
2016-04-26,96.75
2016-04-27,98.9
2016-04-28,97.75
2016-04-29,97.6
2016-05-02,96.0
2016-05-03,94.9
2016-05-04,94.25
2016-05-05,94.9
2016-05-06,97.25
2016-05-09,98.7
2016-05-10,98.25
2016-05-11,98.7
2016-05-12,99.3
2016-05-13,98.2
2016-05-16,99.0
2016-05-17,100.4
2016-05-18,99.8
2016-05-19,100.55
2016-05-20,98.7
2016-05-23,98.75
2016-05-24,94.1
2016-05-25,95.0
2016-05-26,98.15
2016-05-27,106.65
2016-05-30,105.2
2016-05-31,104.95
2016-06-01,108.15
2016-06-02,109.1
2016-06-03,109.05
2016-06-06,107.55
2016-06-07,107.55
2016-06-08,107.6
2016-06-09,106.45
2016-06-10,104.2
2016-06-13,102.5
2016-06-14,102.75
2016-06-15,107.95
2016-06-16,105.75
2016-06-17,104.1
2016-06-20,104.9
2016-06-21,105.05
2016-06-22,103.6
2016-06-23,104.8
2016-06-24,100.35
2016-06-27,101.6
2016-06-28,102.3
2016-06-29,104.4
2016-06-30,104.25
2016-07-01,103.65
2016-07-04,109.25
2016-07-05,106.15
2016-07-07,105.2
2016-07-08,105.5
2016-07-11,105.4
2016-07-12,104.25
2016-07-13,106.75
2016-07-14,105.2
2016-07-15,104.15
2016-07-18,104.0
2016-07-19,104.7
2016-07-20,103.9
2016-07-21,103.85
2016-07-22,104.7
2016-07-25,104.4
2016-07-26,102.95
2016-07-27,104.2
2016-07-28,110.0
2016-07-29,112.8
2016-08-01,115.4
2016-08-02,125.55
2016-08-03,127.3
2016-08-04,126.1
2016-08-05,127.8
2016-08-08,123.3
2016-08-09,119.0
2016-08-10,118.75
2016-08-11,114.4
2016-08-12,113.2
2016-08-16,108.45
2016-08-17,107.5
2016-08-18,111.05
2016-08-19,123.65
2016-08-22,117.7
2016-08-23,112.95
2016-08-24,117.0
2016-08-25,116.4
2016-08-26,115.95
2016-08-29,116.2
2016-08-30,115.55
2016-08-31,113.95
2016-09-01,111.65
2016-09-02,111.8
2016-09-06,113.45
2016-09-07,114.3
2016-09-08,117.3
2016-09-09,114.15
2016-09-12,109.85
2016-09-14,111.25
2016-09-15,112.65
2016-09-16,112.05
2016-09-19,109.3
2016-09-20,109.4
2016-09-21,109.65
2016-09-22,109.65
2016-09-23,109.85
2016-09-26,108.4
2016-09-27,106.9
2016-09-28,106.3
2016-09-29,101.75
2016-09-30,103.1
2016-10-03,103.1
2016-10-04,113.6
2016-10-05,115.15
2016-10-06,116.25
2016-10-07,117.8
2016-10-10,114.2
2016-10-13,113.95
2016-10-14,118.15
2016-10-17,117.2
2016-10-18,118.05
2016-10-19,118.05
2016-10-20,115.8
2016-10-21,115.2
2016-10-24,114.9
2016-10-25,114.55
2016-10-26,111.65
2016-10-27,112.2
2016-10-28,113.4
2016-10-30,113.95
2016-11-01,114.35
2016-11-02,111.45
2016-11-03,112.25
2016-11-04,108.2
2016-11-07,108.5
2016-11-08,109.3
2016-11-09,103.85
2016-11-10,109.45
2016-11-11,103.2
2016-11-15,92.55
2016-11-16,86.1
2016-11-17,82.25
2016-11-18,83.85
2016-11-21,78.15
2016-11-22,81.1
2016-11-23,86.9
2016-11-24,85.8
2016-11-25,87.0
2016-11-28,87.05
2016-11-29,87.6
2016-11-30,90.15
2016-12-01,92.8
2016-12-02,89.05
2016-12-05,90.2
2016-12-06,88.6
2016-12-07,89.2
2016-12-08,89.7
2016-12-09,89.75
2016-12-12,88.1
2016-12-13,88.7
2016-12-14,89.2
2016-12-15,88.65
2016-12-16,87.8
2016-12-19,84.7
2016-12-20,81.15
2016-12-21,81.05
2016-12-22,81.3
2016-12-23,84.9
2016-12-26,82.0
2016-12-27,82.85
2016-12-28,83.35
2016-12-29,85.7
2016-12-30,87.25
