Date,SCI
2016-01-01,94.4
2016-01-04,91.85
2016-01-05,93.75
2016-01-06,94.2
2016-01-07,90.8
2016-01-08,90.95
2016-01-11,96.15
2016-01-12,93.8
2016-01-13,90.55
2016-01-14,91.25
2016-01-15,86.15
2016-01-18,75.45
2016-01-19,76.3
2016-01-20,74.15
2016-01-21,76.15
2016-01-22,77.3
2016-01-25,78.9
2016-01-27,79.75
2016-01-28,79.55
2016-01-29,81.95
2016-02-01,84.95
2016-02-02,84.25
2016-02-03,81.65
2016-02-04,80.25
2016-02-05,83.1
2016-02-08,80.05
2016-02-09,77.4
2016-02-10,73.75
2016-02-11,64.05
2016-02-12,57.5
2016-02-15,60.8
2016-02-16,57.8
2016-02-17,57.95
2016-02-18,59.0
2016-02-19,58.1
2016-02-22,58.75
2016-02-23,58.05
2016-02-24,56.95
2016-02-25,57.85
2016-02-26,55.8
2016-02-29,55.4
2016-03-01,56.4
2016-03-02,56.0
2016-03-03,57.85
2016-03-04,60.7
2016-03-08,64.5
2016-03-09,63.15
2016-03-10,64.25
2016-03-11,62.9
2016-03-14,63.75
2016-03-15,62.65
2016-03-16,63.15
2016-03-17,63.55
2016-03-18,66.15
2016-03-21,66.4
2016-03-22,65.65
2016-03-23,66.1
2016-03-28,63.6
2016-03-29,65.3
2016-03-30,65.85
2016-03-31,64.95
2016-04-01,66.45
2016-04-04,66.85
2016-04-05,65.6
2016-04-06,66.6
2016-04-07,67.45
2016-04-08,69.1
2016-04-11,69.4
2016-04-12,70.85
2016-04-13,71.55
2016-04-18,73.4
2016-04-20,72.9
2016-04-21,71.95
2016-04-22,72.0
2016-04-25,71.8
2016-04-26,72.75
2016-04-27,72.3
2016-04-28,71.25
2016-04-29,69.95
2016-05-02,71.55
2016-05-03,73.25
2016-05-04,70.7
2016-05-05,71.6
2016-05-06,70.65
2016-05-09,70.75
2016-05-10,70.8
2016-05-11,70.2
2016-05-12,73.8
2016-05-13,73.85
2016-05-16,76.1
2016-05-17,75.0
2016-05-18,76.2
2016-05-19,74.2
2016-05-20,69.35
2016-05-23,68.95
2016-05-24,67.45
2016-05-25,69.8
2016-05-26,68.85
2016-05-27,68.6
2016-05-30,69.45
2016-05-31,69.0
2016-06-01,68.3
2016-06-02,67.1
2016-06-03,67.9
2016-06-06,67.15
2016-06-07,67.3
2016-06-08,68.15
2016-06-09,68.9
2016-06-10,67.9
2016-06-13,66.65
2016-06-14,67.35
2016-06-15,67.7
2016-06-16,67.35
2016-06-17,66.45
2016-06-20,66.6
2016-06-21,65.85
2016-06-22,66.05
2016-06-23,65.15
2016-06-24,62.7
2016-06-27,66.3
2016-06-28,66.55
2016-06-29,67.45
2016-06-30,66.85
2016-07-01,67.55
2016-07-04,68.45
2016-07-05,73.6
2016-07-07,70.8
2016-07-08,70.15
2016-07-11,73.6
2016-07-12,72.15
2016-07-13,71.0
2016-07-14,72.25
2016-07-15,70.4
2016-07-18,70.15
2016-07-19,69.55
2016-07-20,71.1
2016-07-21,70.15
2016-07-22,71.9
2016-07-25,72.4
2016-07-26,71.45
2016-07-27,71.8
2016-07-28,74.05
2016-07-29,72.15
2016-08-01,71.15
2016-08-02,70.2
2016-08-03,69.9
2016-08-04,71.7
2016-08-05,71.7
2016-08-08,71.35
2016-08-09,70.65
2016-08-10,69.0
2016-08-11,69.3
2016-08-12,70.25
2016-08-16,72.25
2016-08-17,73.1
2016-08-18,74.3
2016-08-19,70.9
2016-08-22,69.45
2016-08-23,68.2
2016-08-24,68.4
2016-08-25,68.45
2016-08-26,67.25
2016-08-29,66.25
2016-08-30,66.6
2016-08-31,66.3
2016-09-01,65.85
2016-09-02,70.35
2016-09-06,70.3
2016-09-07,68.95
2016-09-08,70.45
2016-09-09,69.25
2016-09-12,67.65
2016-09-14,68.55
2016-09-15,69.8
2016-09-16,71.65
2016-09-19,71.2
2016-09-20,69.8
2016-09-21,69.75
2016-09-22,73.15
2016-09-23,71.4
2016-09-26,70.5
2016-09-27,69.65
2016-09-28,70.0
2016-09-29,65.25
2016-09-30,67.9
2016-10-03,69.8
2016-10-04,69.25
2016-10-05,69.55
2016-10-06,70.05
2016-10-07,69.45
2016-10-10,69.6
2016-10-13,67.25
2016-10-14,67.4
2016-10-17,66.9
2016-10-18,67.7
2016-10-19,68.2
2016-10-20,68.7
2016-10-21,67.95
2016-10-24,69.6
2016-10-25,69.25
2016-10-26,68.75
2016-10-27,68.05
2016-10-28,67.85
2016-10-30,68.25
2016-11-01,69.95
2016-11-02,68.15
2016-11-03,66.95
2016-11-04,66.25
2016-11-07,68.3
2016-11-08,67.5
2016-11-09,64.55
2016-11-10,66.5
2016-11-11,64.35
2016-11-15,62.5
2016-11-16,63.2
2016-11-17,58.15
2016-11-18,59.1
2016-11-21,55.7
2016-11-22,57.0
2016-11-23,57.25
2016-11-24,57.35
2016-11-25,59.0
2016-11-28,58.7
2016-11-29,58.15
2016-11-30,58.8
2016-12-01,59.4
2016-12-02,57.75
2016-12-05,57.85
2016-12-06,60.1
2016-12-07,61.9
2016-12-08,61.9
2016-12-09,61.05
2016-12-12,61.85
2016-12-13,62.2
2016-12-14,60.65
2016-12-15,62.0
2016-12-16,61.25
2016-12-19,60.2
2016-12-20,58.5
2016-12-21,58.55
2016-12-22,57.8
2016-12-23,57.55
2016-12-26,56.45
2016-12-27,57.1
2016-12-28,56.95
2016-12-29,57.85
2016-12-30,58.5
