Date,SICAL
2016-01-01,156.25
2016-01-04,149.75
2016-01-05,148.7
2016-01-06,148.55
2016-01-07,143.75
2016-01-08,150.55
2016-01-11,147.65
2016-01-12,143.7
2016-01-13,139.7
2016-01-14,136.35
2016-01-15,130.85
2016-01-18,121.9
2016-01-19,127.0
2016-01-20,126.9
2016-01-21,126.8
2016-01-22,133.65
2016-01-25,141.15
2016-01-27,137.35
2016-01-28,138.5
2016-01-29,141.3
2016-02-01,140.05
2016-02-02,134.6
2016-02-03,131.35
2016-02-04,129.7
2016-02-05,130.95
2016-02-08,128.7
2016-02-09,128.1
2016-02-10,129.9
2016-02-11,125.8
2016-02-12,121.6
2016-02-15,127.45
2016-02-16,127.3
2016-02-17,127.5
2016-02-18,129.4
2016-02-19,126.3
2016-02-22,125.95
2016-02-23,124.25
2016-02-24,127.3
2016-02-25,124.25
2016-02-26,124.85
2016-02-29,122.75
2016-03-01,129.9
2016-03-02,134.15
2016-03-03,140.2
2016-03-04,139.05
2016-03-08,134.85
2016-03-09,135.75
2016-03-10,133.6
2016-03-11,130.25
2016-03-14,131.25
2016-03-15,129.65
2016-03-16,130.95
2016-03-17,132.15
2016-03-18,134.45
2016-03-21,134.75
2016-03-22,132.65
2016-03-23,131.35
2016-03-28,129.0
2016-03-29,128.15
2016-03-30,130.75
2016-03-31,131.45
2016-04-01,131.6
2016-04-04,128.55
2016-04-05,127.15
2016-04-06,126.15
2016-04-07,130.95
2016-04-08,128.55
2016-04-11,129.8
2016-04-12,138.55
2016-04-13,137.15
2016-04-18,137.7
2016-04-20,135.55
2016-04-21,131.95
2016-04-22,134.65
2016-04-25,130.25
2016-04-26,132.35
2016-04-27,136.4
2016-04-28,132.75
2016-04-29,130.95
2016-05-02,133.7
2016-05-03,132.95
2016-05-04,132.1
2016-05-05,130.0
2016-05-06,131.05
2016-05-09,133.45
2016-05-10,136.65
2016-05-11,137.35
2016-05-12,138.7
2016-05-13,136.9
2016-05-16,138.05
2016-05-17,135.95
2016-05-18,135.0
2016-05-19,134.9
2016-05-20,135.0
2016-05-23,136.05
2016-05-24,131.55
2016-05-25,134.2
2016-05-26,135.2
2016-05-27,135.45
2016-05-30,131.0
2016-05-31,131.05
2016-06-01,135.2
2016-06-02,145.45
2016-06-03,150.75
2016-06-06,153.8
2016-06-07,146.75
2016-06-08,152.9
2016-06-09,153.05
2016-06-10,159.6
2016-06-13,159.65
2016-06-14,153.8
2016-06-15,153.45
2016-06-16,152.2
2016-06-17,148.0
2016-06-20,148.25
2016-06-21,155.65
2016-06-22,153.0
2016-06-23,151.2
2016-06-24,155.6
2016-06-27,159.95
2016-06-28,157.0
2016-06-29,159.5
2016-06-30,156.65
2016-07-01,153.75
2016-07-04,159.2
2016-07-05,157.5
2016-07-07,157.05
2016-07-08,158.6
2016-07-11,158.7
2016-07-12,160.65
2016-07-13,159.1
2016-07-14,166.95
2016-07-15,159.55
2016-07-18,157.2
2016-07-19,155.75
2016-07-20,155.45
2016-07-21,153.75
2016-07-22,157.45
2016-07-25,159.2
2016-07-26,157.0
2016-07-27,155.5
2016-07-28,159.5
2016-07-29,157.3
2016-08-01,154.2
2016-08-02,152.3
2016-08-03,150.35
2016-08-04,146.6
2016-08-05,154.4
2016-08-08,150.9
2016-08-09,145.6
2016-08-10,144.35
2016-08-11,147.05
2016-08-12,148.65
2016-08-16,147.2
2016-08-17,151.45
2016-08-18,148.15
2016-08-19,156.5
2016-08-22,150.05
2016-08-23,149.95
2016-08-24,154.0
2016-08-25,150.65
2016-08-26,150.25
2016-08-29,150.1
2016-08-30,153.95
2016-08-31,155.4
2016-09-01,181.4
2016-09-02,179.9
2016-09-06,182.7
2016-09-07,176.25
2016-09-08,172.7
2016-09-09,171.8
2016-09-12,161.9
2016-09-14,164.5
2016-09-15,165.2
2016-09-16,165.2
2016-09-19,169.3
2016-09-20,165.4
2016-09-21,169.75
2016-09-22,170.7
2016-09-23,165.7
2016-09-26,168.0
2016-09-27,172.9
2016-09-28,180.2
2016-09-29,168.15
2016-09-30,171.0
2016-10-03,176.1
2016-10-04,173.45
2016-10-05,179.5
2016-10-06,176.35
2016-10-07,176.0
2016-10-10,179.75
2016-10-13,175.35
2016-10-14,177.3
2016-10-17,172.95
2016-10-18,179.3
2016-10-19,185.35
2016-10-20,183.0
2016-10-21,181.95
2016-10-24,186.05
2016-10-25,198.3
2016-10-26,202.2
2016-10-27,200.6
2016-10-28,208.6
2016-10-30,217.5
2016-11-01,211.0
2016-11-02,203.65
2016-11-03,201.25
2016-11-04,192.05
2016-11-07,209.2
2016-11-08,197.1
2016-11-09,188.4
2016-11-10,189.8
2016-11-11,183.5
2016-11-15,177.7
2016-11-16,178.45
2016-11-17,170.7
2016-11-18,171.85
2016-11-21,162.8
2016-11-22,171.2
2016-11-23,178.8
2016-11-24,175.2
2016-11-25,179.4
2016-11-28,201.75
2016-11-29,210.8
2016-11-30,213.35
2016-12-01,206.6
2016-12-02,208.7
2016-12-05,207.35
2016-12-06,209.95
2016-12-07,206.95
2016-12-08,210.55
2016-12-09,215.15
2016-12-12,210.9
2016-12-13,213.45
2016-12-14,205.0
2016-12-15,211.5
2016-12-16,211.1
2016-12-19,209.05
2016-12-20,202.3
2016-12-21,199.6
2016-12-22,192.7
2016-12-23,198.45
2016-12-26,197.1
2016-12-27,206.85
2016-12-28,204.75
2016-12-29,204.6
2016-12-30,204.05
