Date,KCP
2016-01-01,85.05
2016-01-04,81.95
2016-01-05,81.7
2016-01-06,81.5
2016-01-07,77.3
2016-01-08,80.1
2016-01-11,82.25
2016-01-12,79.4
2016-01-13,76.55
2016-01-14,74.3
2016-01-15,71.4
2016-01-18,68.15
2016-01-19,69.8
2016-01-20,66.3
2016-01-21,65.7
2016-01-22,68.6
2016-01-25,70.15
2016-01-27,70.5
2016-01-28,68.25
2016-01-29,70.25
2016-02-01,69.45
2016-02-02,70.15
2016-02-03,67.7
2016-02-04,65.65
2016-02-05,68.35
2016-02-08,68.7
2016-02-09,68.35
2016-02-10,67.2
2016-02-11,62.25
2016-02-12,63.15
2016-02-15,64.2
2016-02-16,62.5
2016-02-17,61.1
2016-02-18,61.5
2016-02-19,61.65
2016-02-22,61.65
2016-02-23,62.75
2016-02-24,61.2
2016-02-25,60.65
2016-02-26,59.6
2016-02-29,59.35
2016-03-01,62.0
2016-03-02,65.05
2016-03-03,68.9
2016-03-04,69.7
2016-03-08,71.6
2016-03-09,70.1
2016-03-10,69.65
2016-03-11,68.25
2016-03-14,68.6
2016-03-15,71.05
2016-03-16,74.55
2016-03-17,74.65
2016-03-18,76.3
2016-03-21,84.6
2016-03-22,85.2
2016-03-23,86.2
2016-03-28,80.3
2016-03-29,81.3
2016-03-30,84.4
2016-03-31,82.8
2016-04-01,84.4
2016-04-04,83.25
2016-04-05,82.1
2016-04-06,86.25
2016-04-07,85.35
2016-04-08,90.25
2016-04-11,86.55
2016-04-12,86.55
2016-04-13,88.4
2016-04-18,87.35
2016-04-20,86.3
2016-04-21,83.0
2016-04-22,83.25
2016-04-25,82.45
2016-04-26,83.45
2016-04-27,83.5
2016-04-28,82.9
2016-04-29,84.65
2016-05-02,84.35
2016-05-03,85.05
2016-05-04,83.75
2016-05-05,84.35
2016-05-06,82.35
2016-05-09,80.7
2016-05-10,80.4
2016-05-11,77.6
2016-05-12,78.65
2016-05-13,78.7
2016-05-16,79.8
2016-05-17,80.0
2016-05-18,80.3
2016-05-19,78.7
2016-05-20,77.8
2016-05-23,78.05
2016-05-24,76.85
2016-05-25,77.45
2016-05-26,78.55
2016-05-27,77.65
2016-05-30,79.65
2016-05-31,78.25
2016-06-01,79.05
2016-06-02,77.5
2016-06-03,79.8
2016-06-06,85.3
2016-06-07,90.6
2016-06-08,89.6
2016-06-09,86.9
2016-06-10,92.1
2016-06-13,92.35
2016-06-14,93.0
2016-06-15,93.05
2016-06-16,90.75
2016-06-17,93.2
2016-06-20,90.55
2016-06-21,90.5
2016-06-22,88.45
2016-06-23,87.8
2016-06-24,85.45
2016-06-27,91.7
2016-06-28,92.6
2016-06-29,96.25
2016-06-30,94.9
2016-07-01,94.5
2016-07-04,93.55
2016-07-05,91.65
2016-07-07,91.35
2016-07-08,92.45
2016-07-11,93.8
2016-07-12,92.4
2016-07-13,91.4
2016-07-14,96.6
2016-07-15,101.5
2016-07-18,102.35
2016-07-19,100.75
2016-07-20,102.4
2016-07-21,100.0
2016-07-22,99.85
2016-07-25,99.1
2016-07-26,99.8
2016-07-27,98.1
2016-07-28,100.9
2016-07-29,101.05
2016-08-01,99.25
2016-08-02,98.1
2016-08-03,97.7
2016-08-04,99.05
2016-08-05,100.7
2016-08-08,99.15
2016-08-09,90.8
2016-08-10,91.85
2016-08-11,90.7
2016-08-12,90.55
2016-08-16,89.3
2016-08-17,88.4
2016-08-18,90.6
2016-08-19,91.75
2016-08-22,92.45
2016-08-23,96.15
2016-08-24,95.6
2016-08-25,96.6
2016-08-26,95.75
2016-08-29,93.5
2016-08-30,94.45
2016-08-31,95.7
2016-09-01,96.65
2016-09-02,97.1
2016-09-06,98.3
2016-09-07,95.1
2016-09-08,97.6
2016-09-09,95.75
2016-09-12,93.8
2016-09-14,94.45
2016-09-15,93.85
2016-09-16,94.05
2016-09-19,95.25
2016-09-20,96.45
2016-09-21,96.85
2016-09-22,100.6
2016-09-23,102.3
2016-09-26,101.2
2016-09-27,101.65
2016-09-28,103.0
2016-09-29,101.2
2016-09-30,107.6
2016-10-03,108.9
2016-10-04,107.25
2016-10-05,107.2
2016-10-06,105.3
2016-10-07,109.1
2016-10-10,111.9
2016-10-13,107.15
2016-10-14,112.0
2016-10-17,112.15
2016-10-18,111.3
2016-10-19,111.35
2016-10-20,114.2
2016-10-21,112.4
2016-10-24,113.4
2016-10-25,111.95
2016-10-26,110.7
2016-10-27,108.85
2016-10-28,108.45
2016-10-30,109.85
2016-11-01,110.75
2016-11-02,106.75
2016-11-03,104.05
2016-11-04,100.75
2016-11-07,103.2
2016-11-08,103.5
2016-11-09,99.35
2016-11-10,104.45
2016-11-11,98.05
2016-11-15,89.55
2016-11-16,87.85
2016-11-17,84.2
2016-11-18,85.55
2016-11-21,82.55
2016-11-22,80.0
2016-11-23,79.75
2016-11-24,80.55
2016-11-25,83.3
2016-11-28,87.45
2016-11-29,89.0
2016-11-30,88.55
2016-12-01,86.4
2016-12-02,86.05
2016-12-05,84.95
2016-12-06,86.6
2016-12-07,85.55
2016-12-08,87.9
2016-12-09,87.55
2016-12-12,86.05
2016-12-13,86.0
2016-12-14,86.0
2016-12-15,84.45
2016-12-16,84.85
2016-12-19,83.25
2016-12-20,83.3
2016-12-21,83.85
2016-12-22,82.15
2016-12-23,83.1
2016-12-26,80.5
2016-12-27,80.9
2016-12-28,81.15
2016-12-29,81.95
2016-12-30,83.9
