Date,SHARDAMOTR
2016-05-26,850.15
2016-05-27,849.05
2016-05-30,810.45
2016-05-31,824.85
2016-06-01,825.0
2016-06-02,819.9
2016-06-03,811.25
2016-06-06,842.55
2016-06-07,848.45
2016-06-08,872.6
2016-06-09,860.5
2016-06-10,851.0
2016-06-13,839.2
2016-06-14,864.0
2016-06-15,858.75
2016-06-16,861.55
2016-06-17,860.0
2016-06-20,855.0
2016-06-21,858.0
2016-06-22,830.3
2016-06-23,846.95
2016-06-24,837.45
2016-06-27,832.7
2016-06-28,825.7
2016-06-29,825.0
2016-06-30,830.35
2016-07-01,841.7
2016-07-04,835.95
2016-07-05,832.1
2016-07-07,837.25
2016-07-08,829.95
2016-07-11,835.0
2016-07-12,861.1
2016-07-13,869.9
2016-07-14,899.55
2016-07-15,934.95
2016-07-18,960.95
2016-07-19,956.85
2016-07-20,957.7
2016-07-21,946.15
2016-07-22,950.0
2016-07-25,946.05
2016-07-26,945.25
2016-07-27,949.5
2016-07-28,1007.1
2016-07-29,1042.85
2016-08-01,999.1
2016-08-02,1004.3
2016-08-03,970.7
2016-08-04,1062.5
2016-08-05,1076.2
2016-08-08,1124.25
2016-08-09,1131.65
2016-08-10,1122.6
2016-08-11,1111.15
2016-08-12,1180.35
2016-08-16,1178.8
2016-08-17,1173.8
2016-08-18,1260.3
2016-08-19,1277.4
2016-08-22,1346.1
2016-08-23,1197.45
2016-08-24,1195.6
2016-08-25,1200.2
2016-08-26,1192.55
2016-08-29,1191.25
2016-08-30,1179.85
2016-08-31,1181.55
2016-09-01,1178.7
2016-09-02,1182.3
2016-09-06,1180.15
2016-09-07,1181.05
2016-09-08,1185.5
2016-09-09,1166.2
2016-09-12,1169.15
2016-09-14,1179.2
2016-09-15,1175.5
2016-09-16,1180.65
2016-09-19,1191.35
2016-09-20,1187.1
2016-09-21,1186.9
2016-09-22,1183.85
2016-09-23,1167.35
2016-09-26,1167.9
2016-09-27,1165.2
2016-09-28,1157.05
2016-09-29,1080.65
2016-09-30,1117.6
2016-10-03,1171.05
2016-10-04,1161.45
2016-10-05,1181.2
2016-10-06,1176.65
2016-10-07,1166.75
2016-10-10,1161.55
2016-10-13,1173.05
2016-10-14,1163.8
2016-10-17,1179.7
2016-10-18,1174.5
2016-10-19,1169.4
2016-10-20,1180.0
2016-10-21,1182.2
2016-10-24,1259.0
2016-10-25,1276.5
2016-10-26,1294.25
2016-10-27,1287.25
2016-10-28,1310.3
2016-10-30,1334.85
2016-11-01,1344.65
2016-11-02,1303.0
2016-11-03,1265.3
2016-11-04,1219.7
2016-11-07,1303.05
2016-11-08,1282.4
2016-11-09,1248.6
2016-11-10,1237.4
2016-11-11,1198.05
2016-11-15,1088.05
2016-11-16,1113.35
2016-11-17,1072.5
2016-11-18,1037.9
2016-11-21,1008.3
2016-11-22,1035.4
2016-11-23,1055.5
2016-11-24,1068.4
2016-11-25,1080.55
2016-11-28,1050.35
2016-11-29,1034.45
2016-11-30,1058.2
2016-12-01,1039.15
2016-12-02,1029.4
2016-12-05,1042.55
2016-12-06,1041.55
2016-12-07,1034.05
2016-12-08,1043.25
2016-12-09,1040.3
2016-12-12,1028.85
2016-12-13,1024.4
2016-12-14,1041.7
2016-12-15,1031.25
2016-12-16,1037.8
2016-12-19,1032.75
2016-12-20,998.6
2016-12-21,996.05
2016-12-22,986.85
2016-12-23,987.65
2016-12-26,956.7
2016-12-27,993.25
2016-12-28,998.15
2016-12-29,995.8
2016-12-30,993.55
