Date,TCIFINANCE
2016-01-01,34.15
2016-01-04,34.15
2016-01-05,34.0
2016-01-06,33.45
2016-01-07,31.75
2016-01-08,32.9
2016-01-11,33.0
2016-01-12,32.35
2016-01-13,29.7
2016-01-14,28.9
2016-01-15,28.1
2016-01-18,27.0
2016-01-19,29.8
2016-01-20,28.2
2016-01-21,29.15
2016-01-22,27.2
2016-01-25,27.0
2016-01-27,26.5
2016-01-28,25.85
2016-01-29,24.4
2016-02-01,24.6
2016-02-02,24.6
2016-02-03,24.3
2016-02-04,23.75
2016-02-05,24.9
2016-02-08,23.55
2016-02-09,23.25
2016-02-10,22.5
2016-02-11,22.6
2016-02-12,22.55
2016-02-15,22.75
2016-02-16,22.0
2016-02-17,21.55
2016-02-18,21.3
2016-02-19,21.85
2016-02-22,20.05
2016-02-23,24.05
2016-02-24,21.9
2016-02-25,21.15
2016-02-26,20.7
2016-02-29,20.75
2016-03-01,21.25
2016-03-02,21.2
2016-03-03,21.5
2016-03-04,21.5
2016-03-08,20.7
2016-03-09,20.5
2016-03-10,21.0
2016-03-11,20.5
2016-03-14,20.45
2016-03-15,20.0
2016-03-16,20.0
2016-03-17,19.9
2016-03-18,20.0
2016-03-21,19.95
2016-03-22,19.95
2016-03-23,19.4
2016-03-28,19.85
2016-03-29,20.0
2016-03-30,19.9
2016-03-31,19.4
2016-04-01,19.45
2016-04-04,19.7
2016-04-05,19.6
2016-04-06,20.0
2016-04-07,19.4
2016-04-08,20.0
2016-04-11,20.0
2016-04-12,20.0
2016-04-13,20.75
2016-04-18,21.55
2016-04-20,22.15
2016-04-21,21.0
2016-04-22,21.0
2016-04-25,20.5
2016-04-26,20.0
2016-04-27,20.35
2016-04-28,20.1
2016-04-29,19.9
2016-05-02,19.1
2016-05-03,19.25
2016-05-04,19.2
2016-05-05,19.2
2016-05-06,18.65
2016-05-09,19.05
2016-05-10,18.8
2016-05-11,18.85
2016-05-12,19.15
2016-05-13,19.0
2016-05-16,19.0
2016-05-17,19.85
2016-05-18,21.65
2016-05-19,20.25
2016-05-20,20.0
2016-05-23,19.45
2016-05-24,19.0
2016-05-25,19.4
2016-05-26,19.45
2016-05-27,19.2
2016-05-30,18.85
2016-05-31,19.1
2016-06-01,19.4
2016-06-02,18.85
2016-06-03,19.15
2016-06-06,19.25
2016-06-07,19.35
2016-06-08,21.0
2016-06-09,20.85
2016-06-10,21.3
2016-06-13,22.5
2016-06-14,23.1
2016-06-15,22.85
2016-06-16,21.9
2016-06-17,21.15
2016-06-20,21.75
2016-06-21,23.4
2016-06-22,22.6
2016-06-23,22.6
2016-06-24,22.6
2016-06-27,23.05
2016-06-28,22.8
2016-06-29,22.8
2016-06-30,22.95
2016-07-01,22.95
2016-07-04,27.5
2016-07-05,26.55
2016-07-07,25.5
2016-07-08,24.6
2016-07-11,25.35
2016-07-12,24.95
2016-07-13,24.0
2016-07-14,26.1
2016-07-15,25.5
2016-07-18,24.65
2016-07-19,23.45
2016-07-20,23.25
2016-07-21,23.45
2016-07-22,24.3
2016-07-25,26.25
2016-07-26,24.85
2016-07-27,25.2
2016-07-28,26.65
2016-07-29,26.7
2016-08-01,26.3
2016-08-02,26.45
2016-08-03,25.3
2016-08-04,24.65
2016-08-05,24.85
2016-08-08,25.25
2016-08-09,24.7
2016-08-10,23.75
2016-08-11,25.1
2016-08-12,25.9
2016-08-16,24.95
2016-08-17,24.9
2016-08-18,24.65
2016-08-19,24.8
2016-08-22,24.4
2016-08-23,23.85
2016-08-24,23.8
2016-08-25,23.5
2016-08-26,22.9
2016-08-29,22.7
2016-08-30,22.4
2016-08-31,22.25
2016-09-01,22.7
2016-09-02,22.0
2016-09-06,21.95
2016-09-07,21.5
2016-09-08,23.95
2016-09-09,22.45
2016-09-12,21.5
2016-09-14,21.3
2016-09-15,21.1
2016-09-16,20.9
2016-09-19,21.35
2016-09-20,20.9
2016-09-21,20.9
2016-09-22,20.5
2016-09-23,20.45
2016-09-26,20.3
2016-09-27,19.65
2016-09-28,20.55
2016-09-29,19.65
2016-09-30,19.45
2016-10-03,20.2
2016-10-04,22.6
2016-10-05,23.95
2016-10-06,22.95
2016-10-07,22.5
2016-10-10,25.25
2016-10-13,23.8
2016-10-14,24.75
2016-10-17,24.85
2016-10-18,25.05
2016-10-19,24.45
2016-10-20,24.75
2016-10-21,24.85
2016-10-24,29.75
2016-10-25,29.35
2016-10-26,28.6
2016-10-27,28.1
2016-10-28,27.25
2016-10-30,27.7
2016-11-01,28.2
2016-11-02,28.35
2016-11-03,27.75
2016-11-04,28.6
2016-11-07,28.55
2016-11-08,28.65
2016-11-09,26.1
2016-11-10,27.4
2016-11-11,27.1
2016-11-15,25.35
2016-11-16,25.6
2016-11-17,25.15
2016-11-18,24.4
2016-11-21,22.3
2016-11-22,22.95
2016-11-23,24.75
2016-11-24,23.7
2016-11-25,24.7
2016-11-28,25.0
2016-11-29,24.75
2016-11-30,25.3
2016-12-01,24.75
2016-12-02,24.05
2016-12-05,26.2
2016-12-06,25.1
2016-12-07,25.0
2016-12-08,25.1
2016-12-09,25.05
2016-12-12,24.9
2016-12-13,26.1
2016-12-14,24.5
2016-12-15,23.6
2016-12-16,23.0
2016-12-19,22.7
2016-12-20,22.0
2016-12-21,21.65
2016-12-22,21.25
2016-12-23,21.65
2016-12-26,21.15
2016-12-27,21.5
2016-12-28,22.05
2016-12-29,22.2
2016-12-30,22.35
