Date,EROSMEDIA
2016-01-01,241.45
2016-01-04,239.3
2016-01-05,245.45
2016-01-06,242.25
2016-01-07,230.0
2016-01-08,236.9
2016-01-11,230.1
2016-01-12,226.4
2016-01-13,212.65
2016-01-14,205.15
2016-01-15,202.65
2016-01-18,181.1
2016-01-19,176.2
2016-01-20,165.2
2016-01-21,168.35
2016-01-22,174.3
2016-01-25,180.6
2016-01-27,178.95
2016-01-28,177.85
2016-01-29,169.4
2016-02-01,200.55
2016-02-02,206.8
2016-02-03,193.1
2016-02-04,188.1
2016-02-05,190.8
2016-02-08,194.5
2016-02-09,199.95
2016-02-10,178.6
2016-02-11,156.65
2016-02-12,151.6
2016-02-15,162.95
2016-02-16,153.05
2016-02-17,153.95
2016-02-18,147.85
2016-02-19,149.65
2016-02-22,154.6
2016-02-23,151.6
2016-02-24,146.85
2016-02-25,140.85
2016-02-26,136.6
2016-02-29,127.65
2016-03-01,142.15
2016-03-02,141.25
2016-03-03,143.55
2016-03-04,150.95
2016-03-08,161.2
2016-03-09,165.2
2016-03-10,166.3
2016-03-11,160.05
2016-03-14,160.9
2016-03-15,156.35
2016-03-16,156.75
2016-03-17,158.2
2016-03-18,173.95
2016-03-21,164.95
2016-03-22,173.55
2016-03-23,166.3
2016-03-28,163.6
2016-03-29,163.5
2016-03-30,169.95
2016-03-31,168.65
2016-04-01,173.95
2016-04-04,175.6
2016-04-05,169.0
2016-04-06,169.85
2016-04-07,162.3
2016-04-08,162.5
2016-04-11,167.75
2016-04-12,170.2
2016-04-13,171.55
2016-04-18,168.0
2016-04-20,170.25
2016-04-21,171.8
2016-04-22,183.4
2016-04-25,189.1
2016-04-26,185.35
2016-04-27,187.6
2016-04-28,183.35
2016-04-29,184.75
2016-05-02,208.1
2016-05-03,222.05
2016-05-04,213.5
2016-05-05,216.0
2016-05-06,217.5
2016-05-09,213.85
2016-05-10,204.9
2016-05-11,208.05
2016-05-12,208.05
2016-05-13,205.65
2016-05-16,202.6
2016-05-17,206.9
2016-05-18,203.1
2016-05-19,189.15
2016-05-20,180.75
2016-05-23,176.5
2016-05-24,172.95
2016-05-25,177.65
2016-05-26,177.55
2016-05-27,181.55
2016-05-30,193.95
2016-05-31,200.2
2016-06-01,206.3
2016-06-02,204.8
2016-06-03,197.65
2016-06-06,205.7
2016-06-07,209.75
2016-06-08,205.85
2016-06-09,215.5
2016-06-10,212.2
2016-06-13,208.95
2016-06-14,210.3
2016-06-15,209.0
2016-06-16,206.85
2016-06-17,206.3
2016-06-20,211.25
2016-06-21,209.6
2016-06-22,207.15
2016-06-23,204.75
2016-06-24,195.75
2016-06-27,200.5
2016-06-28,205.5
2016-06-29,209.95
2016-06-30,211.5
2016-07-01,210.4
2016-07-04,212.35
2016-07-05,212.1
2016-07-07,219.4
2016-07-08,216.75
2016-07-11,212.25
2016-07-12,214.75
2016-07-13,212.1
2016-07-14,209.9
2016-07-15,210.85
2016-07-18,214.4
2016-07-19,212.55
2016-07-20,214.55
2016-07-21,221.65
2016-07-22,234.95
2016-07-25,228.9
2016-07-26,226.4
2016-07-27,226.3
2016-07-28,228.0
2016-07-29,232.0
2016-08-01,229.0
2016-08-02,232.55
2016-08-03,226.75
2016-08-04,226.5
2016-08-05,229.5
2016-08-08,230.25
2016-08-09,229.15
2016-08-10,223.75
2016-08-11,219.5
2016-08-12,218.95
2016-08-16,219.0
2016-08-17,219.8
2016-08-18,225.9
2016-08-19,221.2
2016-08-22,219.35
2016-08-23,217.9
2016-08-24,216.45
2016-08-25,214.65
2016-08-26,220.85
2016-08-29,218.1
2016-08-30,218.85
2016-08-31,217.0
2016-09-01,222.0
2016-09-02,230.1
2016-09-06,223.25
2016-09-07,223.5
2016-09-08,225.9
2016-09-09,226.4
2016-09-12,215.45
2016-09-14,215.5
2016-09-15,215.3
2016-09-16,206.05
2016-09-19,209.4
2016-09-20,211.0
2016-09-21,208.5
2016-09-22,212.3
2016-09-23,211.3
2016-09-26,209.85
2016-09-27,207.65
2016-09-28,209.8
2016-09-29,204.2
2016-09-30,204.0
2016-10-03,208.75
2016-10-04,208.05
2016-10-05,206.75
2016-10-06,206.5
2016-10-07,202.8
2016-10-10,202.8
2016-10-13,200.4
2016-10-14,200.7
2016-10-17,199.35
2016-10-18,199.85
2016-10-19,200.35
2016-10-20,198.15
2016-10-21,198.5
2016-10-24,203.35
2016-10-25,202.4
2016-10-26,199.45
2016-10-27,194.3
2016-10-28,194.95
2016-10-30,198.3
2016-11-01,195.95
2016-11-02,188.35
2016-11-03,185.8
2016-11-04,181.5
2016-11-07,185.85
2016-11-08,183.55
2016-11-09,179.4
2016-11-10,189.25
2016-11-11,176.8
2016-11-15,166.7
2016-11-16,160.2
2016-11-17,162.25
2016-11-18,159.15
2016-11-21,153.15
2016-11-22,151.95
2016-11-23,152.6
2016-11-24,156.2
2016-11-25,160.55
2016-11-28,167.7
2016-11-29,171.2
2016-11-30,174.45
2016-12-01,169.95
2016-12-02,163.1
2016-12-05,163.4
2016-12-06,169.65
2016-12-07,170.7
2016-12-08,172.0
2016-12-09,178.2
2016-12-12,181.15
2016-12-13,177.85
2016-12-14,176.5
2016-12-15,176.35
2016-12-16,171.05
2016-12-19,167.7
2016-12-20,163.25
2016-12-21,163.45
2016-12-22,161.1
2016-12-23,162.15
2016-12-26,158.0
2016-12-27,159.6
2016-12-28,162.15
2016-12-29,159.95
2016-12-30,164.35
