Date,ECEIND
2016-01-01,146.9
2016-01-04,149.2
2016-01-05,152.55
2016-01-06,169.9
2016-01-07,181.1
2016-01-08,182.6
2016-01-11,170.2
2016-01-12,167.25
2016-01-13,156.65
2016-01-14,147.55
2016-01-15,142.2
2016-01-18,135.05
2016-01-19,137.55
2016-01-20,134.55
2016-01-21,135.8
2016-01-22,137.75
2016-01-25,159.95
2016-01-27,154.1
2016-01-28,151.5
2016-01-29,147.25
2016-02-01,147.2
2016-02-02,150.55
2016-02-03,148.1
2016-02-04,148.3
2016-02-05,148.0
2016-02-08,146.6
2016-02-09,141.45
2016-02-10,139.8
2016-02-11,134.75
2016-02-12,136.15
2016-02-15,135.7
2016-02-16,139.3
2016-02-17,138.2
2016-02-18,138.05
2016-02-19,142.05
2016-02-22,140.2
2016-02-23,142.2
2016-02-24,140.1
2016-02-25,144.4
2016-02-26,138.0
2016-02-29,143.25
2016-03-01,159.95
2016-03-02,159.0
2016-03-03,158.85
2016-03-04,154.7
2016-03-08,152.15
2016-03-09,160.3
2016-03-10,159.25
2016-03-11,156.1
2016-03-14,161.15
2016-03-15,156.25
2016-03-16,156.25
2016-03-17,154.0
2016-03-18,154.05
2016-03-21,155.05
2016-03-22,157.0
2016-03-23,159.65
2016-03-28,163.3
2016-03-29,164.35
2016-03-30,163.2
2016-03-31,163.85
2016-04-01,164.55
2016-04-04,163.05
2016-04-05,165.8
2016-04-06,163.3
2016-04-07,162.1
2016-04-08,162.8
2016-04-11,161.6
2016-04-12,161.05
2016-04-13,162.1
2016-04-18,167.3
2016-04-20,172.55
2016-04-21,170.0
2016-04-22,167.55
2016-04-25,169.95
2016-04-26,170.0
2016-04-27,168.95
2016-04-28,168.05
2016-04-29,170.0
2016-05-02,172.15
2016-05-03,170.15
2016-05-04,170.15
2016-05-05,173.2
2016-05-06,169.6
2016-05-09,170.2
2016-05-10,170.4
2016-05-11,170.0
2016-05-12,171.25
2016-05-13,170.0
2016-05-16,170.1
2016-05-17,170.0
2016-05-18,172.5
2016-05-19,173.0
2016-05-20,173.9
2016-05-23,166.85
2016-05-24,170.3
2016-05-25,170.0
2016-05-26,170.2
2016-05-27,179.65
2016-05-30,211.05
2016-05-31,196.6
2016-06-01,200.9
2016-06-02,209.3
2016-06-03,196.95
2016-06-06,193.75
2016-06-07,185.9
2016-06-08,182.55
2016-06-09,179.6
2016-06-10,180.0
2016-06-13,178.0
2016-06-14,176.8
2016-06-15,183.5
2016-06-16,185.0
2016-06-17,179.9
2016-06-20,180.2
2016-06-21,180.75
2016-06-22,180.6
2016-06-23,181.0
2016-06-24,182.45
2016-06-27,184.85
2016-06-28,201.1
2016-06-29,222.0
2016-06-30,208.9
2016-07-01,205.7
2016-07-04,208.35
2016-07-05,250.0
2016-07-07,300.0
2016-07-08,330.0
2016-07-11,316.7
2016-07-12,305.55
2016-07-13,333.5
2016-07-14,319.05
2016-07-15,311.4
2016-07-18,315.55
2016-07-19,314.05
2016-07-20,318.05
2016-07-21,313.95
2016-07-22,315.6
2016-07-25,320.55
2016-07-26,319.95
2016-07-27,325.15
2016-07-28,303.4
2016-07-29,289.45
2016-08-01,278.0
2016-08-02,269.95
2016-08-03,279.1
2016-08-04,273.1
2016-08-05,283.7
2016-08-08,283.0
2016-08-09,279.0
2016-08-10,275.5
2016-08-11,330.6
2016-08-12,335.0
2016-08-16,314.25
2016-08-17,317.5
2016-08-18,317.15
2016-08-19,316.5
2016-08-22,315.0
2016-08-23,316.2
2016-08-24,315.2
2016-08-25,312.8
2016-08-26,317.1
2016-08-29,318.4
2016-08-30,318.65
2016-08-31,322.6
2016-09-01,320.75
2016-09-02,318.8
2016-09-06,320.0
2016-09-07,319.35
2016-09-08,321.15
2016-09-09,316.8
2016-09-12,319.0
2016-09-14,323.4
2016-09-15,335.85
2016-09-16,330.1
2016-09-19,322.55
2016-09-20,312.2
2016-09-21,317.0
2016-09-22,319.3
2016-09-23,314.75
2016-09-26,317.95
2016-09-27,308.1
2016-09-28,315.8
2016-09-29,302.0
2016-09-30,310.0
2016-10-03,318.9
2016-10-04,312.15
2016-10-05,310.2
2016-10-06,315.75
2016-10-07,312.15
2016-10-10,317.5
2016-10-13,317.9
2016-10-14,316.5
2016-10-17,316.35
2016-10-18,315.25
2016-10-19,355.0
2016-10-20,347.8
2016-10-21,346.25
2016-10-24,350.5
2016-10-25,342.05
2016-10-26,340.55
2016-10-27,347.5
2016-10-28,336.6
2016-10-30,337.4
2016-11-01,341.5
2016-11-02,332.3
2016-11-03,331.7
2016-11-04,333.2
2016-11-07,331.0
2016-11-08,332.05
2016-11-09,321.15
2016-11-10,330.0
2016-11-11,314.95
2016-11-15,305.0
2016-11-16,298.75
2016-11-17,285.05
2016-11-18,299.9
2016-11-21,290.1
2016-11-22,285.1
2016-11-23,294.75
2016-11-24,294.75
2016-11-25,293.0
2016-11-28,307.45
2016-11-29,310.45
2016-11-30,310.0
2016-12-01,310.0
2016-12-02,310.1
2016-12-05,310.0
2016-12-06,310.0
2016-12-07,310.0
2016-12-08,310.1
2016-12-09,305.25
2016-12-12,310.85
2016-12-13,305.05
2016-12-14,313.9
2016-12-15,307.0
2016-12-16,321.05
2016-12-19,325.55
2016-12-20,326.35
2016-12-21,323.25
2016-12-22,305.8
2016-12-23,289.4
2016-12-26,270.9
2016-12-27,253.45
2016-12-28,229.8
2016-12-29,233.25
2016-12-30,218.75
