Date,NECLIFE
2016-01-01,54.7
2016-01-04,53.1
2016-01-05,55.25
2016-01-06,55.6
2016-01-07,52.9
2016-01-08,53.65
2016-01-11,52.55
2016-01-12,51.55
2016-01-13,45.2
2016-01-14,44.75
2016-01-15,42.15
2016-01-18,36.1
2016-01-19,39.5
2016-01-20,38.05
2016-01-21,39.4
2016-01-22,40.4
2016-01-25,41.65
2016-01-27,41.1
2016-01-28,44.5
2016-01-29,44.8
2016-02-01,46.6
2016-02-02,45.0
2016-02-03,42.3
2016-02-04,41.95
2016-02-05,43.45
2016-02-08,42.95
2016-02-09,41.6
2016-02-10,40.2
2016-02-11,36.75
2016-02-12,36.6
2016-02-15,38.7
2016-02-16,37.25
2016-02-17,36.75
2016-02-18,36.9
2016-02-19,36.25
2016-02-22,36.5
2016-02-23,35.75
2016-02-24,35.4
2016-02-25,35.05
2016-02-26,34.5
2016-02-29,33.05
2016-03-01,37.05
2016-03-02,38.8
2016-03-03,38.55
2016-03-04,39.35
2016-03-08,39.8
2016-03-09,41.15
2016-03-10,41.1
2016-03-11,41.15
2016-03-14,39.7
2016-03-15,37.9
2016-03-16,39.8
2016-03-17,39.15
2016-03-18,38.65
2016-03-21,37.45
2016-03-22,37.85
2016-03-23,37.35
2016-03-28,36.1
2016-03-29,36.35
2016-03-30,37.15
2016-03-31,38.3
2016-04-01,39.05
2016-04-04,38.9
2016-04-05,37.5
2016-04-06,37.9
2016-04-07,37.95
2016-04-08,37.45
2016-04-11,37.85
2016-04-12,38.1
2016-04-13,38.05
2016-04-18,38.0
2016-04-20,37.7
2016-04-21,37.3
2016-04-22,37.45
2016-04-25,37.25
2016-04-26,37.55
2016-04-27,37.3
2016-04-28,38.85
2016-04-29,38.55
2016-05-02,40.0
2016-05-03,38.9
2016-05-04,37.6
2016-05-05,37.7
2016-05-06,38.2
2016-05-09,38.65
2016-05-10,40.1
2016-05-11,39.05
2016-05-12,39.15
2016-05-13,38.9
2016-05-16,38.75
2016-05-17,39.35
2016-05-18,40.4
2016-05-19,38.9
2016-05-20,37.95
2016-05-23,37.45
2016-05-24,36.9
2016-05-25,37.65
2016-05-26,37.7
2016-05-27,37.8
2016-05-30,37.8
2016-05-31,35.35
2016-06-01,35.85
2016-06-02,35.65
2016-06-03,35.05
2016-06-06,34.25
2016-06-07,33.85
2016-06-08,34.55
2016-06-09,34.4
2016-06-10,34.65
2016-06-13,33.95
2016-06-14,34.3
2016-06-15,34.5
2016-06-16,34.55
2016-06-17,34.35
2016-06-20,36.8
2016-06-21,36.4
2016-06-22,35.6
2016-06-23,35.35
2016-06-24,34.3
2016-06-27,35.15
2016-06-28,35.25
2016-06-29,35.5
2016-06-30,36.25
2016-07-01,36.2
2016-07-04,36.4
2016-07-05,37.65
2016-07-07,37.75
2016-07-08,37.5
2016-07-11,37.45
2016-07-12,36.95
2016-07-13,36.4
2016-07-14,36.15
2016-07-15,35.6
2016-07-18,35.25
2016-07-19,35.65
2016-07-20,37.35
2016-07-21,36.45
2016-07-22,37.2
2016-07-25,37.35
2016-07-26,36.75
2016-07-27,37.55
2016-07-28,36.8
2016-07-29,36.05
2016-08-01,35.75
2016-08-02,35.05
2016-08-03,34.6
2016-08-04,34.4
2016-08-05,34.9
2016-08-08,34.85
2016-08-09,34.8
2016-08-10,34.6
2016-08-11,35.0
2016-08-12,34.8
2016-08-16,34.3
2016-08-17,34.4
2016-08-18,35.25
2016-08-19,35.15
2016-08-22,34.95
2016-08-23,34.5
2016-08-24,34.85
2016-08-25,35.5
2016-08-26,36.85
2016-08-29,36.5
2016-08-30,36.35
2016-08-31,36.15
2016-09-01,35.6
2016-09-02,37.05
2016-09-06,36.45
2016-09-07,36.45
2016-09-08,38.1
2016-09-09,40.35
2016-09-12,38.15
2016-09-14,39.3
2016-09-15,39.0
2016-09-16,38.15
2016-09-19,38.15
2016-09-20,38.2
2016-09-21,37.4
2016-09-22,37.65
2016-09-23,37.1
2016-09-26,36.35
2016-09-27,36.65
2016-09-28,39.3
2016-09-29,35.6
2016-09-30,36.1
2016-10-03,37.05
2016-10-04,36.9
2016-10-05,37.65
2016-10-06,37.15
2016-10-07,37.25
2016-10-10,37.25
2016-10-13,36.15
2016-10-14,36.45
2016-10-17,35.4
2016-10-18,35.85
2016-10-19,36.25
2016-10-20,36.25
2016-10-21,36.05
2016-10-24,35.9
2016-10-25,35.8
2016-10-26,35.65
2016-10-27,34.95
2016-10-28,34.9
2016-10-30,35.35
2016-11-01,36.2
2016-11-02,38.7
2016-11-03,37.65
2016-11-04,35.8
2016-11-07,36.2
2016-11-08,35.45
2016-11-09,34.7
2016-11-10,35.5
2016-11-11,34.25
2016-11-15,32.35
2016-11-16,31.25
2016-11-17,30.7
2016-11-18,29.45
2016-11-21,28.65
2016-11-22,28.95
2016-11-23,30.05
2016-11-24,30.7
2016-11-25,31.7
2016-11-28,32.2
2016-11-29,32.55
2016-11-30,33.15
2016-12-01,32.8
2016-12-02,31.55
2016-12-05,31.95
2016-12-06,32.05
2016-12-07,31.8
2016-12-08,32.05
2016-12-09,32.15
2016-12-12,32.9
2016-12-13,32.8
2016-12-14,32.25
2016-12-15,36.35
2016-12-16,35.8
2016-12-19,34.6
2016-12-20,33.9
2016-12-21,34.05
2016-12-22,33.5
2016-12-23,33.25
2016-12-26,32.2
2016-12-27,32.45
2016-12-28,32.7
2016-12-29,32.65
2016-12-30,33.0
