Date,NIITLTD
2016-01-01,99.05
2016-01-04,96.1
2016-01-05,96.0
2016-01-06,94.0
2016-01-07,90.4
2016-01-08,91.35
2016-01-11,91.8
2016-01-12,94.35
2016-01-13,88.75
2016-01-14,86.0
2016-01-15,82.2
2016-01-18,75.65
2016-01-19,75.75
2016-01-20,78.85
2016-01-21,83.8
2016-01-22,84.05
2016-01-25,85.1
2016-01-27,89.2
2016-01-28,87.4
2016-01-29,85.55
2016-02-01,85.15
2016-02-02,80.45
2016-02-03,78.65
2016-02-04,76.25
2016-02-05,81.05
2016-02-08,78.85
2016-02-09,78.65
2016-02-10,79.6
2016-02-11,72.6
2016-02-12,71.2
2016-02-15,75.9
2016-02-16,72.15
2016-02-17,72.35
2016-02-18,73.15
2016-02-19,72.55
2016-02-22,72.9
2016-02-23,71.55
2016-02-24,69.5
2016-02-25,69.35
2016-02-26,69.25
2016-02-29,70.3
2016-03-01,75.1
2016-03-02,76.65
2016-03-03,78.05
2016-03-04,77.85
2016-03-08,76.95
2016-03-09,79.75
2016-03-10,80.45
2016-03-11,79.1
2016-03-14,79.6
2016-03-15,79.25
2016-03-16,78.0
2016-03-17,78.6
2016-03-18,84.3
2016-03-21,82.3
2016-03-22,80.95
2016-03-23,80.85
2016-03-28,77.7
2016-03-29,78.1
2016-03-30,79.45
2016-03-31,78.95
2016-04-01,83.25
2016-04-04,82.65
2016-04-05,79.6
2016-04-06,79.4
2016-04-07,78.55
2016-04-08,78.85
2016-04-11,78.85
2016-04-12,79.0
2016-04-13,82.4
2016-04-18,85.7
2016-04-20,85.8
2016-04-21,83.0
2016-04-22,83.6
2016-04-25,81.7
2016-04-26,82.7
2016-04-27,82.35
2016-04-28,80.45
2016-04-29,83.5
2016-05-02,82.7
2016-05-03,81.1
2016-05-04,79.4
2016-05-05,79.2
2016-05-06,80.1
2016-05-09,82.8
2016-05-10,84.15
2016-05-11,81.2
2016-05-12,83.8
2016-05-13,81.75
2016-05-16,80.7
2016-05-17,81.55
2016-05-18,80.8
2016-05-19,78.8
2016-05-20,80.15
2016-05-23,78.55
2016-05-24,77.8
2016-05-25,78.95
2016-05-26,79.55
2016-05-27,78.95
2016-05-30,78.8
2016-05-31,77.8
2016-06-01,79.85
2016-06-02,80.15
2016-06-03,79.8
2016-06-06,78.9
2016-06-07,78.65
2016-06-08,78.95
2016-06-09,80.5
2016-06-10,80.0
2016-06-13,82.65
2016-06-14,84.45
2016-06-15,83.3
2016-06-16,85.3
2016-06-17,88.15
2016-06-20,87.3
2016-06-21,85.35
2016-06-22,83.1
2016-06-23,84.1
2016-06-24,80.3
2016-06-27,83.1
2016-06-28,82.1
2016-06-29,82.95
2016-06-30,86.1
2016-07-01,86.3
2016-07-04,86.7
2016-07-05,85.2
2016-07-07,84.65
2016-07-08,83.7
2016-07-11,84.8
2016-07-12,84.15
2016-07-13,84.85
2016-07-14,88.95
2016-07-15,84.1
2016-07-18,84.05
2016-07-19,83.9
2016-07-20,85.0
2016-07-21,83.5
2016-07-22,83.6
2016-07-25,83.9
2016-07-26,85.95
2016-07-27,86.8
2016-07-28,83.45
2016-07-29,83.55
2016-08-01,81.8
2016-08-02,78.9
2016-08-03,76.5
2016-08-04,78.1
2016-08-05,79.45
2016-08-08,78.25
2016-08-09,82.3
2016-08-10,83.55
2016-08-11,83.75
2016-08-12,84.9
2016-08-16,84.75
2016-08-17,85.05
2016-08-18,88.95
2016-08-19,90.55
2016-08-22,95.0
2016-08-23,96.65
2016-08-24,97.3
2016-08-25,94.3
2016-08-26,94.55
2016-08-29,94.05
2016-08-30,94.55
2016-08-31,92.8
2016-09-01,93.25
2016-09-02,96.65
2016-09-06,97.6
2016-09-07,95.9
2016-09-08,95.7
2016-09-09,95.15
2016-09-12,99.65
2016-09-14,103.25
2016-09-15,104.35
2016-09-16,99.55
2016-09-19,99.3
2016-09-20,101.35
2016-09-21,101.35
2016-09-22,99.95
2016-09-23,98.7
2016-09-26,97.55
2016-09-27,99.4
2016-09-28,99.1
2016-09-29,94.0
2016-09-30,95.25
2016-10-03,97.3
2016-10-04,97.3
2016-10-05,97.55
2016-10-06,97.25
2016-10-07,95.55
2016-10-10,94.7
2016-10-13,92.5
2016-10-14,96.65
2016-10-17,94.65
2016-10-18,95.1
2016-10-19,91.4
2016-10-20,89.65
2016-10-21,89.0
2016-10-24,88.5
2016-10-25,87.7
2016-10-26,84.9
2016-10-27,84.1
2016-10-28,84.8
2016-10-30,85.85
2016-11-01,86.25
2016-11-02,85.75
2016-11-03,83.85
2016-11-04,82.15
2016-11-07,83.3
2016-11-08,83.1
2016-11-09,81.15
2016-11-10,81.9
2016-11-11,78.45
2016-11-15,73.95
2016-11-16,72.0
2016-11-17,73.25
2016-11-18,73.4
2016-11-21,70.9
2016-11-22,71.3
2016-11-23,72.9
2016-11-24,72.35
2016-11-25,73.95
2016-11-28,75.6
2016-11-29,73.3
2016-11-30,75.9
2016-12-01,77.0
2016-12-02,77.15
2016-12-05,76.35
2016-12-06,76.6
2016-12-07,75.95
2016-12-08,76.0
2016-12-09,78.1
2016-12-12,79.15
2016-12-13,78.9
2016-12-14,81.7
2016-12-15,81.9
2016-12-16,79.35
2016-12-19,81.95
2016-12-20,80.4
2016-12-21,79.9
2016-12-22,77.4
2016-12-23,76.6
2016-12-26,78.35
2016-12-27,78.5
2016-12-28,80.55
2016-12-29,79.7
2016-12-30,80.2
