Date,ICICINIFTY
2016-01-01,82.1
2016-01-04,82.4
2016-01-05,80.6
2016-01-06,80.5
2016-01-07,78.19
2016-01-08,79.55
2016-01-11,81.55
2016-01-12,82.0
2016-01-13,82.35
2016-01-14,83.08
2016-01-15,81.88
2016-01-18,81.46
2016-01-19,83.44
2016-01-20,79.84
2016-01-21,81.8
2016-01-22,82.25
2016-01-25,84.4
2016-01-27,81.0
2016-01-28,80.51
2016-01-29,80.7
2016-02-01,80.3
2016-02-02,81.0
2016-02-03,78.86
2016-02-04,80.5
2016-02-05,78.77
2016-02-08,77.1
2016-02-09,76.9
2016-02-10,76.0
2016-02-11,77.89
2016-02-12,82.33
2016-02-15,76.5
2016-02-16,73.0
2016-02-17,72.05
2016-02-18,74.18
2016-02-19,74.2
2016-02-22,74.8
2016-02-23,73.75
2016-02-24,72.58
2016-02-25,72.25
2016-02-26,72.75
2016-02-29,72.13
2016-03-01,74.4
2016-03-02,75.82
2016-03-03,76.87
2016-03-04,76.8
2016-03-08,77.62
2016-03-09,77.41
2016-03-10,77.51
2016-03-11,77.62
2016-03-14,78.1
2016-03-15,77.1
2016-03-16,77.15
2016-03-17,77.32
2016-03-18,78.5
2016-03-21,79.36
2016-03-22,79.54
2016-03-23,79.7
2016-03-28,79.4
2016-03-29,79.05
2016-03-30,79.85
2016-03-31,79.63
2016-04-01,79.92
2016-04-04,80.2
2016-04-05,79.0
2016-04-06,78.6
2016-04-07,78.33
2016-04-08,78.7
2016-04-11,78.9
2016-04-12,79.9
2016-04-13,81.18
2016-04-18,81.63
2016-04-20,81.87
2016-04-21,81.76
2016-04-22,81.31
2016-04-25,81.41
2016-04-26,82.07
2016-04-27,83.51
2016-04-28,81.4
2016-04-29,81.0
2016-05-02,78.74
2016-05-03,78.26
2016-05-04,77.5
2016-05-05,77.98
2016-05-06,78.19
2016-05-09,79.52
2016-05-10,79.65
2016-05-11,79.12
2016-05-12,79.58
2016-05-13,78.51
2016-05-16,79.06
2016-05-17,79.52
2016-05-18,78.97
2016-05-19,78.75
2016-05-20,78.0
2016-05-23,77.93
2016-05-24,77.85
2016-05-25,79.61
2016-05-26,80.65
2016-05-27,81.9
2016-05-30,82.11
2016-05-31,82.01
2016-06-01,82.04
2016-06-02,82.59
2016-06-03,82.42
2016-06-06,82.5
2016-06-07,83.06
2016-06-08,83.29
2016-06-09,82.55
2016-06-10,82.19
2016-06-13,81.7
2016-06-14,81.69
2016-06-15,82.95
2016-06-16,82.27
2016-06-17,82.32
2016-06-20,83.07
2016-06-21,82.97
2016-06-22,82.5
2016-06-23,83.37
2016-06-24,82.27
2016-06-27,82.22
2016-06-28,82.25
2016-06-29,82.68
2016-06-30,83.78
2016-07-01,84.33
2016-07-04,84.51
2016-07-05,84.2
2016-07-07,84.35
2016-07-08,84.02
2016-07-11,85.47
2016-07-12,85.98
2016-07-13,86.1
2016-07-14,86.41
2016-07-15,86.45
2016-07-18,85.94
2016-07-19,86.2
2016-07-20,86.89
2016-07-21,86.3
2016-07-22,86.38
2016-07-25,87.17
2016-07-26,87.16
2016-07-27,86.68
2016-07-28,87.09
2016-07-29,87.68
2016-08-01,87.23
2016-08-02,87.5
2016-08-03,86.67
2016-08-04,86.45
2016-08-05,87.34
2016-08-08,88.4
2016-08-09,87.88
2016-08-10,87.34
2016-08-11,87.05
2016-08-12,87.65
2016-08-16,87.33
2016-08-17,87.28
2016-08-18,88.18
2016-08-19,87.91
2016-08-22,87.71
2016-08-23,87.31
2016-08-24,87.94
2016-08-25,87.51
2016-08-26,86.99
2016-08-29,87.42
2016-08-30,88.97
2016-08-31,89.43
2016-09-01,89.3
2016-09-02,89.64
2016-09-06,90.44
2016-09-07,90.68
2016-09-08,90.81
2016-09-09,89.88
2016-09-12,88.64
2016-09-14,88.6
2016-09-15,88.82
2016-09-16,89.18
2016-09-19,89.72
2016-09-20,89.54
2016-09-21,89.49
2016-09-22,90.72
2016-09-23,89.81
2016-09-26,88.69
2016-09-27,88.65
2016-09-28,88.7
2016-09-29,87.5
2016-09-30,87.58
2016-10-03,88.77
2016-10-04,88.92
2016-10-05,88.91
2016-10-06,88.58
2016-10-07,88.2
2016-10-10,88.59
2016-10-13,87.03
2016-10-14,87.39
2016-10-17,86.7
2016-10-18,88.2
2016-10-19,87.83
2016-10-20,88.48
2016-10-21,88.27
2016-10-24,88.5
2016-10-25,88.33
2016-10-26,87.76
2016-10-27,87.74
2016-10-28,87.88
2016-10-30,88.09
2016-11-01,87.78
2016-11-02,86.71
2016-11-03,86.47
2016-11-04,85.73
2016-11-07,86.56
2016-11-08,86.95
2016-11-09,85.82
2016-11-10,86.94
2016-11-11,84.65
2016-11-15,82.84
2016-11-16,83.05
2016-11-17,82.64
2016-11-18,82.29
2016-11-21,80.74
2016-11-22,81.52
2016-11-23,81.79
2016-11-24,81.75
2016-11-25,82.79
2016-11-28,82.82
2016-11-29,82.99
2016-11-30,83.85
2016-12-01,83.54
2016-12-02,82.41
2016-12-05,82.76
2016-12-06,82.99
2016-12-07,82.48
2016-12-08,83.6
2016-12-09,83.94
2016-12-12,83.15
2016-12-13,83.6
2016-12-14,83.44
2016-12-15,83.18
2016-12-16,82.93
2016-12-19,82.6
2016-12-20,82.35
2016-12-21,82.12
2016-12-22,81.37
2016-12-23,81.42
2016-12-26,80.54
2016-12-27,81.8
2016-12-28,81.86
2016-12-29,82.62
2016-12-30,83.32
