Date,JISLDVREQS
2016-01-01,45.8
2016-01-04,49.0
2016-01-05,49.1
2016-01-06,47.95
2016-01-07,45.45
2016-01-08,46.9
2016-01-11,46.15
2016-01-12,45.4
2016-01-13,43.65
2016-01-14,42.25
2016-01-15,40.4
2016-01-18,39.35
2016-01-19,40.15
2016-01-20,37.25
2016-01-21,38.4
2016-01-22,40.6
2016-01-25,40.05
2016-01-27,40.7
2016-01-28,41.0
2016-01-29,43.1
2016-02-01,43.7
2016-02-02,41.6
2016-02-03,40.3
2016-02-04,40.3
2016-02-05,41.5
2016-02-08,41.9
2016-02-09,41.8
2016-02-10,40.8
2016-02-11,37.85
2016-02-12,37.4
2016-02-15,38.75
2016-02-16,38.2
2016-02-17,35.9
2016-02-18,36.35
2016-02-19,36.75
2016-02-22,37.6
2016-02-23,38.7
2016-02-24,38.15
2016-02-25,38.6
2016-02-26,39.75
2016-02-29,39.1
2016-03-01,39.6
2016-03-02,39.5
2016-03-03,39.8
2016-03-04,39.65
2016-03-08,40.0
2016-03-09,40.15
2016-03-10,40.45
2016-03-11,39.85
2016-03-14,38.9
2016-03-15,37.35
2016-03-16,37.25
2016-03-17,37.4
2016-03-18,38.8
2016-03-21,38.4
2016-03-22,38.05
2016-03-23,38.2
2016-03-28,38.05
2016-03-29,38.0
2016-03-30,38.15
2016-03-31,38.3
2016-04-01,39.45
2016-04-04,39.0
2016-04-05,38.75
2016-04-06,39.15
2016-04-07,38.75
2016-04-08,38.6
2016-04-11,38.75
2016-04-12,40.15
2016-04-13,41.15
2016-04-18,41.35
2016-04-20,42.05
2016-04-21,41.45
2016-04-22,41.55
2016-04-25,40.4
2016-04-26,40.9
2016-04-27,40.35
2016-04-28,39.95
2016-04-29,39.85
2016-05-02,39.75
2016-05-03,40.35
2016-05-04,40.2
2016-05-05,39.8
2016-05-06,41.0
2016-05-09,41.15
2016-05-10,46.95
2016-05-11,45.6
2016-05-12,45.1
2016-05-13,44.9
2016-05-16,43.9
2016-05-17,44.25
2016-05-18,44.0
2016-05-19,43.65
2016-05-20,42.65
2016-05-23,42.0
2016-05-24,42.2
2016-05-25,43.15
2016-05-26,43.0
2016-05-27,43.65
2016-05-30,43.65
2016-05-31,41.8
2016-06-01,41.45
2016-06-02,41.9
2016-06-03,41.75
2016-06-06,42.1
2016-06-07,42.5
2016-06-08,43.75
2016-06-09,43.45
2016-06-10,42.85
2016-06-13,43.5
2016-06-14,43.15
2016-06-15,44.25
2016-06-16,43.65
2016-06-17,43.65
2016-06-20,44.15
2016-06-21,44.0
2016-06-22,43.95
2016-06-23,46.1
2016-06-24,45.3
2016-06-27,46.8
2016-06-28,47.9
2016-06-29,47.15
2016-06-30,47.5
2016-07-01,48.35
2016-07-04,48.4
2016-07-05,47.7
2016-07-07,47.9
2016-07-08,48.15
2016-07-11,48.35
2016-07-12,47.6
2016-07-13,47.05
2016-07-14,47.2
2016-07-15,47.1
2016-07-18,46.3
2016-07-19,45.75
2016-07-20,46.05
2016-07-21,45.8
2016-07-22,45.25
2016-07-25,45.25
2016-07-26,45.05
2016-07-27,46.75
2016-07-28,46.25
2016-07-29,45.95
2016-08-01,45.2
2016-08-02,46.3
2016-08-03,45.8
2016-08-04,46.1
2016-08-05,46.6
2016-08-08,46.6
2016-08-09,47.6
2016-08-10,46.8
2016-08-11,45.8
2016-08-12,45.75
2016-08-16,47.55
2016-08-17,49.45
2016-08-18,49.5
2016-08-19,49.95
2016-08-22,52.45
2016-08-23,52.5
2016-08-24,51.55
2016-08-25,52.1
2016-08-26,52.45
2016-08-29,52.55
2016-08-30,51.15
2016-08-31,50.7
2016-09-01,52.5
2016-09-02,53.45
2016-09-06,53.25
2016-09-07,57.05
2016-09-08,56.75
2016-09-09,55.05
2016-09-12,52.8
2016-09-14,58.15
2016-09-15,58.65
2016-09-16,58.05
2016-09-19,58.1
2016-09-20,57.0
2016-09-21,55.25
2016-09-22,56.3
2016-09-23,55.8
2016-09-26,55.8
2016-09-27,54.95
2016-09-28,56.2
2016-09-29,52.65
2016-09-30,53.9
2016-10-03,57.2
2016-10-04,59.4
2016-10-05,59.2
2016-10-06,57.95
2016-10-07,58.4
2016-10-10,58.85
2016-10-13,56.45
2016-10-14,57.0
2016-10-17,56.7
2016-10-18,57.95
2016-10-19,57.5
2016-10-20,60.3
2016-10-21,61.6
2016-10-24,61.85
2016-10-25,60.7
2016-10-26,60.05
2016-10-27,60.85
2016-10-28,61.5
2016-10-30,61.65
2016-11-01,61.4
2016-11-02,59.7
2016-11-03,59.1
2016-11-04,56.15
2016-11-07,56.85
2016-11-08,57.8
2016-11-09,55.05
2016-11-10,56.7
2016-11-11,55.8
2016-11-15,51.5
2016-11-16,53.55
2016-11-17,53.25
2016-11-18,54.55
2016-11-21,51.5
2016-11-22,51.15
2016-11-23,51.5
2016-11-24,51.45
2016-11-25,53.0
2016-11-28,55.45
2016-11-29,55.25
2016-11-30,55.6
2016-12-01,54.45
2016-12-02,53.85
2016-12-05,55.4
2016-12-06,54.35
2016-12-07,54.5
2016-12-08,55.85
2016-12-09,55.55
2016-12-12,55.0
2016-12-13,53.95
2016-12-14,54.4
2016-12-15,54.75
2016-12-16,53.3
2016-12-19,54.1
2016-12-20,52.35
2016-12-21,52.2
2016-12-22,51.5
2016-12-23,54.5
2016-12-26,52.1
2016-12-27,52.8
2016-12-28,56.5
2016-12-29,56.2
2016-12-30,58.4
