Date,SOLARINDS
2016-01-01,3626.15
2016-01-04,3596.6
2016-01-05,3683.75
2016-01-06,3666.95
2016-01-07,3500.3
2016-01-08,3588.55
2016-01-11,3581.3
2016-01-12,3483.7
2016-01-13,3421.0
2016-01-14,3402.05
2016-01-15,3362.85
2016-01-18,3220.6
2016-01-19,3209.9
2016-01-20,3153.45
2016-01-21,3144.4
2016-01-22,3197.05
2016-01-25,3168.75
2016-01-27,3174.45
2016-01-28,3155.4
2016-01-29,3081.75
2016-02-01,3195.1
2016-02-02,3238.1
2016-02-03,3116.15
2016-02-04,3070.85
2016-02-05,3099.0
2016-02-08,3129.3
2016-02-09,3104.25
2016-02-10,3114.55
2016-02-11,3062.9
2016-02-12,3058.8
2016-02-15,3191.6
2016-02-16,3197.9
2016-02-17,3215.75
2016-02-18,3281.7
2016-02-19,3244.1
2016-02-22,3274.85
2016-02-23,3182.95
2016-02-24,3255.8
2016-02-25,3300.4
2016-02-26,3183.7
2016-02-29,3023.75
2016-03-01,3101.95
2016-03-02,3117.35
2016-03-03,3124.3
2016-03-04,3151.6
2016-03-08,3107.85
2016-03-09,3103.45
2016-03-10,3075.6
2016-03-11,3165.6
2016-03-14,3156.9
2016-03-15,3112.15
2016-03-16,3240.55
2016-03-17,3322.35
2016-03-18,3405.05
2016-03-21,3464.85
2016-03-22,3424.85
2016-03-23,3365.05
2016-03-28,3378.35
2016-03-29,3392.65
2016-03-30,3468.35
2016-03-31,3458.0
2016-04-01,3459.7
2016-04-04,3418.3
2016-04-05,3439.2
2016-04-06,3461.65
2016-04-07,3416.2
2016-04-08,3435.55
2016-04-11,3460.5
2016-04-12,3459.75
2016-04-13,3441.55
2016-04-18,3448.6
2016-04-20,3450.75
2016-04-21,3453.25
2016-04-22,3464.5
2016-04-25,3448.9
2016-04-26,3366.05
2016-04-27,3394.95
2016-04-28,3393.85
2016-04-29,3393.25
2016-05-02,3432.9
2016-05-03,3359.2
2016-05-04,3328.1
2016-05-05,3337.45
2016-05-06,3347.2
2016-05-09,3337.6
2016-05-10,3340.0
2016-05-11,3327.25
2016-05-12,3325.9
2016-05-13,3327.9
2016-05-16,3321.4
2016-05-17,3339.15
2016-05-18,3301.7
2016-05-19,3286.0
2016-05-20,3261.35
2016-05-23,3279.5
2016-05-24,3209.7
2016-05-25,3208.1
2016-05-26,3221.7
2016-05-27,3220.0
2016-05-30,3195.75
2016-05-31,3149.8
2016-06-01,3157.25
2016-06-02,3149.2
2016-06-03,3126.1
2016-06-06,3127.3
2016-06-07,3094.75
2016-06-08,3099.9
2016-06-09,3080.55
2016-06-10,3178.55
2016-06-13,3098.85
2016-06-14,3105.15
2016-06-15,3118.95
2016-06-16,3147.75
2016-06-17,3119.2
2016-06-20,3148.45
2016-06-21,3149.6
2016-06-22,3120.4
2016-06-23,3117.15
2016-06-24,3039.75
2016-06-27,2998.7
2016-06-28,3075.35
2016-06-29,3148.55
2016-06-30,3149.05
2016-07-01,3224.05
2016-07-04,3229.05
2016-07-05,3240.25
2016-07-07,3237.95
2016-07-08,3248.75
2016-07-11,3255.25
2016-07-12,3245.8
2016-07-13,649.55
2016-07-14,688.7
2016-07-15,684.25
2016-07-18,671.55
2016-07-19,666.65
2016-07-20,678.55
2016-07-21,673.25
2016-07-22,670.0
2016-07-25,675.45
2016-07-26,672.9
2016-07-27,662.45
2016-07-28,651.9
2016-07-29,658.75
2016-08-01,650.4
2016-08-02,646.95
2016-08-03,642.65
2016-08-04,642.5
2016-08-05,633.7
2016-08-08,625.65
2016-08-09,626.95
2016-08-10,607.4
2016-08-11,616.5
2016-08-12,619.6
2016-08-16,614.55
2016-08-17,600.0
2016-08-18,598.7
2016-08-19,594.2
2016-08-22,622.6
2016-08-23,615.45
2016-08-24,626.5
2016-08-25,630.4
2016-08-26,625.1
2016-08-29,633.25
2016-08-30,650.35
2016-08-31,658.6
2016-09-01,649.75
2016-09-02,640.2
2016-09-06,645.1
2016-09-07,640.05
2016-09-08,643.4
2016-09-09,640.25
2016-09-12,630.5
2016-09-14,637.8
2016-09-15,639.2
2016-09-16,642.4
2016-09-19,644.9
2016-09-20,645.75
2016-09-21,649.05
2016-09-22,657.95
2016-09-23,648.9
2016-09-26,649.95
2016-09-27,647.15
2016-09-28,649.7
2016-09-29,635.25
2016-09-30,650.2
2016-10-03,657.25
2016-10-04,656.0
2016-10-05,664.8
2016-10-06,664.8
2016-10-07,668.15
2016-10-10,681.1
2016-10-13,673.85
2016-10-14,677.05
2016-10-17,674.25
2016-10-18,679.15
2016-10-19,670.9
2016-10-20,661.05
2016-10-21,659.7
2016-10-24,649.65
2016-10-25,648.7
2016-10-26,658.4
2016-10-27,660.4
2016-10-28,662.95
2016-10-30,674.0
2016-11-01,692.65
2016-11-02,690.95
2016-11-03,682.1
2016-11-04,668.95
2016-11-07,673.6
2016-11-08,688.7
2016-11-09,687.95
2016-11-10,693.3
2016-11-11,682.2
2016-11-15,666.2
2016-11-16,662.55
2016-11-17,676.05
2016-11-18,674.4
2016-11-21,651.15
2016-11-22,675.9
2016-11-23,652.95
2016-11-24,632.85
2016-11-25,633.9
2016-11-28,666.05
2016-11-29,670.1
2016-11-30,664.15
2016-12-01,666.15
2016-12-02,656.85
2016-12-05,650.75
2016-12-06,656.6
2016-12-07,655.3
2016-12-08,659.5
2016-12-09,662.0
2016-12-12,665.05
2016-12-13,681.3
2016-12-14,680.9
