Date,MAHSCOOTER
2016-01-01,1417.1
2016-01-04,1399.2
2016-01-05,1400.2
2016-01-06,1415.1
2016-01-07,1364.25
2016-01-08,1397.45
2016-01-11,1361.1
2016-01-12,1350.65
2016-01-13,1311.35
2016-01-14,1300.1
2016-01-15,1257.35
2016-01-18,1106.55
2016-01-19,1149.0
2016-01-20,1133.4
2016-01-21,1140.3
2016-01-22,1164.1
2016-01-25,1167.7
2016-01-27,1156.35
2016-01-28,1200.1
2016-01-29,1219.55
2016-02-01,1247.65
2016-02-02,1236.1
2016-02-03,1215.45
2016-02-04,1202.8
2016-02-05,1235.85
2016-02-08,1227.25
2016-02-09,1227.15
2016-02-10,1211.75
2016-02-11,1124.4
2016-02-12,1109.4
2016-02-15,1147.05
2016-02-16,1117.15
2016-02-17,1147.9
2016-02-18,1170.9
2016-02-19,1178.9
2016-02-22,1184.9
2016-02-23,1162.1
2016-02-24,1151.2
2016-02-25,1149.65
2016-02-26,1133.35
2016-02-29,1131.65
2016-03-01,1127.4
2016-03-02,1207.4
2016-03-03,1227.0
2016-03-04,1228.3
2016-03-08,1215.75
2016-03-09,1223.35
2016-03-10,1193.85
2016-03-11,1214.8
2016-03-14,1240.9
2016-03-15,1231.5
2016-03-16,1235.0
2016-03-17,1252.2
2016-03-18,1281.6
2016-03-21,1259.75
2016-03-22,1224.8
2016-03-23,1223.25
2016-03-28,1183.0
2016-03-29,1197.05
2016-03-30,1214.5
2016-03-31,1224.35
2016-04-01,1238.6
2016-04-04,1231.05
2016-04-05,1223.05
2016-04-06,1204.85
2016-04-07,1200.35
2016-04-08,1209.45
2016-04-11,1245.95
2016-04-12,1234.15
2016-04-13,1263.5
2016-04-18,1336.1
2016-04-20,1317.65
2016-04-21,1302.3
2016-04-22,1306.95
2016-04-25,1310.95
2016-04-26,1303.6
2016-04-27,1300.0
2016-04-28,1291.9
2016-04-29,1265.15
2016-05-02,1272.55
2016-05-03,1273.9
2016-05-04,1263.3
2016-05-05,1216.35
2016-05-06,1231.6
2016-05-09,1246.5
2016-05-10,1300.7
2016-05-11,1301.95
2016-05-12,1318.65
2016-05-13,1354.65
2016-05-16,1347.55
2016-05-17,1334.95
2016-05-18,1306.7
2016-05-19,1297.25
2016-05-20,1265.45
2016-05-23,1262.0
2016-05-24,1262.2
2016-05-25,1280.2
2016-05-26,1279.35
2016-05-27,1288.85
2016-05-30,1301.55
2016-05-31,1294.5
2016-06-01,1311.8
2016-06-02,1300.15
2016-06-03,1317.8
2016-06-06,1326.4
2016-06-07,1367.45
2016-06-08,1386.0
2016-06-09,1391.2
2016-06-10,1392.9
2016-06-13,1390.05
2016-06-14,1375.7
2016-06-15,1371.4
2016-06-16,1377.9
2016-06-17,1359.75
2016-06-20,1365.1
2016-06-21,1377.75
2016-06-22,1359.35
2016-06-23,1366.45
2016-06-24,1334.2
2016-06-27,1379.75
2016-06-28,1333.05
2016-06-29,1336.8
2016-06-30,1342.1
2016-07-01,1327.95
2016-07-04,1373.3
2016-07-05,1373.05
2016-07-07,1386.75
2016-07-08,1393.1
2016-07-11,1452.05
2016-07-12,1424.9
2016-07-13,1434.4
2016-07-14,1351.2
2016-07-15,1326.6
2016-07-18,1333.35
2016-07-19,1410.65
2016-07-20,1440.95
2016-07-21,1472.1
2016-07-22,1465.6
2016-07-25,1453.1
2016-07-26,1543.05
2016-07-27,1553.35
2016-07-28,1620.05
2016-07-29,1619.8
2016-08-01,1638.25
2016-08-02,1643.1
2016-08-03,1574.35
2016-08-04,1525.2
2016-08-05,1601.75
2016-08-08,1609.6
2016-08-09,1594.25
2016-08-10,1553.35
2016-08-11,1526.35
2016-08-12,1536.6
