Date,VENKEYS
2016-01-01,331.5
2016-01-04,327.25
2016-01-05,329.9
2016-01-06,328.25
2016-01-07,314.25
2016-01-08,317.25
2016-01-11,319.45
2016-01-12,313.8
2016-01-13,302.7
2016-01-14,304.6
2016-01-15,296.7
2016-01-18,285.6
2016-01-19,290.25
2016-01-20,278.75
2016-01-21,281.3
2016-01-22,284.5
2016-01-25,290.1
2016-01-27,287.75
2016-01-28,311.85
2016-01-29,301.65
2016-02-01,301.8
2016-02-02,296.4
2016-02-03,289.5
2016-02-04,277.0
2016-02-05,276.2
2016-02-08,273.6
2016-02-09,267.05
2016-02-10,264.6
2016-02-11,235.2
2016-02-12,226.6
2016-02-15,249.5
2016-02-16,238.7
2016-02-17,241.05
2016-02-18,238.1
2016-02-19,239.55
2016-02-22,245.8
2016-02-23,242.35
2016-02-24,276.8
2016-02-25,258.7
2016-02-26,251.65
2016-02-29,255.0
2016-03-01,264.25
2016-03-02,267.3
2016-03-03,267.95
2016-03-04,270.95
2016-03-08,269.85
2016-03-09,269.8
2016-03-10,316.1
2016-03-11,302.75
2016-03-14,308.55
2016-03-15,350.7
2016-03-16,342.5
2016-03-17,344.05
2016-03-18,337.65
2016-03-21,332.55
2016-03-22,349.45
2016-03-23,347.7
2016-03-28,342.25
2016-03-29,339.35
2016-03-30,343.9
2016-03-31,349.6
2016-04-01,353.2
2016-04-04,371.6
2016-04-05,361.15
2016-04-06,376.9
2016-04-07,366.45
2016-04-08,374.9
2016-04-11,382.25
2016-04-12,378.35
2016-04-13,376.45
2016-04-18,368.45
2016-04-20,377.15
2016-04-21,376.45
2016-04-22,380.6
2016-04-25,393.6
2016-04-26,392.0
2016-04-27,393.75
2016-04-28,391.85
2016-04-29,384.85
2016-05-02,376.1
2016-05-03,380.0
2016-05-04,385.45
2016-05-05,379.95
2016-05-06,379.65
2016-05-09,383.65
2016-05-10,383.7
2016-05-11,388.3
2016-05-12,398.4
2016-05-13,410.15
2016-05-16,413.3
2016-05-17,413.2
2016-05-18,411.5
2016-05-19,404.75
2016-05-20,398.6
2016-05-23,398.05
2016-05-24,385.5
2016-05-25,389.8
2016-05-26,392.8
2016-05-27,408.85
2016-05-30,397.8
2016-05-31,392.45
2016-06-01,392.2
2016-06-02,386.15
2016-06-03,383.5
2016-06-06,381.75
2016-06-07,383.75
2016-06-08,388.1
2016-06-09,387.95
2016-06-10,392.95
2016-06-13,395.3
2016-06-14,396.3
2016-06-15,400.35
2016-06-16,400.7
2016-06-17,415.65
2016-06-20,412.15
2016-06-21,412.15
2016-06-22,411.75
2016-06-23,413.1
2016-06-24,401.4
2016-06-27,405.2
2016-06-28,408.9
2016-06-29,433.5
2016-06-30,428.5
2016-07-01,425.8
2016-07-04,508.9
2016-07-05,495.95
2016-07-07,492.95
2016-07-08,490.05
2016-07-11,490.35
2016-07-12,473.75
2016-07-13,466.05
2016-07-14,471.25
2016-07-15,462.0
2016-07-18,464.25
2016-07-19,453.75
2016-07-20,461.5
2016-07-21,457.05
2016-07-22,462.9
2016-07-25,483.7
2016-07-26,472.1
2016-07-27,478.4
2016-07-28,474.35
2016-07-29,469.45
2016-08-01,469.05
2016-08-02,461.5
2016-08-03,453.9
2016-08-04,457.7
2016-08-05,463.45
2016-08-08,463.65
2016-08-09,451.5
2016-08-10,445.7
2016-08-11,435.7
2016-08-12,431.8
2016-08-16,433.7
2016-08-17,447.25
2016-08-18,449.85
2016-08-19,446.95
2016-08-22,442.75
2016-08-23,445.85
2016-08-24,443.9
2016-08-25,445.0
2016-08-26,442.55
2016-08-29,441.95
2016-08-30,441.05
2016-08-31,440.8
2016-09-01,439.45
2016-09-02,438.45
2016-09-06,448.55
2016-09-07,486.65
2016-09-08,561.95
2016-09-09,547.4
2016-09-12,525.65
2016-09-14,529.2
2016-09-15,518.6
2016-09-16,520.2
2016-09-19,516.9
2016-09-20,516.35
2016-09-21,527.85
2016-09-22,524.1
2016-09-23,519.15
2016-09-26,517.75
2016-09-27,510.8
2016-09-28,511.05
2016-09-29,505.75
2016-09-30,512.75
2016-10-03,531.35
2016-10-04,527.15
2016-10-05,557.35
2016-10-06,537.1
2016-10-07,536.05
2016-10-10,537.8
2016-10-13,529.35
2016-10-14,524.65
2016-10-17,525.05
2016-10-18,544.1
2016-10-19,546.4
2016-10-20,547.4
2016-10-21,540.0
2016-10-24,535.45
2016-10-25,534.55
2016-10-26,525.35
2016-10-27,522.3
2016-10-28,517.95
2016-10-30,524.45
2016-11-01,518.3
2016-11-02,516.05
2016-11-03,513.75
2016-11-04,493.0
2016-11-07,508.8
2016-11-08,499.85
2016-11-09,478.85
2016-11-10,489.1
2016-11-11,451.9
2016-11-15,416.6
2016-11-16,424.75
2016-11-17,408.5
2016-11-18,406.35
2016-11-21,402.4
2016-11-22,411.8
2016-11-23,439.9
2016-11-24,438.35
2016-11-25,447.55
2016-11-28,448.25
2016-11-29,456.45
2016-11-30,457.8
2016-12-01,460.85
2016-12-02,455.3
2016-12-05,500.0
2016-12-06,457.75
2016-12-07,444.7
2016-12-08,453.9
2016-12-09,451.75
2016-12-12,447.15
2016-12-13,438.8
2016-12-14,434.6
2016-12-15,431.15
2016-12-16,427.95
2016-12-19,421.35
2016-12-20,420.7
2016-12-21,420.7
2016-12-22,418.15
2016-12-23,418.9
2016-12-26,413.75
2016-12-27,412.9
2016-12-28,418.65
2016-12-29,424.1
2016-12-30,426.3
