Date,KPRMILL
2016-01-01,898.2
2016-01-04,874.9
2016-01-05,892.7
2016-01-06,913.6
2016-01-07,864.05
2016-01-08,861.65
2016-01-11,823.05
2016-01-12,846.25
2016-01-13,824.0
2016-01-14,822.05
2016-01-15,784.65
2016-01-18,770.5
2016-01-19,764.3
2016-01-20,724.65
2016-01-21,723.95
2016-01-22,776.8
2016-01-25,758.9
2016-01-27,738.0
2016-01-28,728.25
2016-01-29,733.1
2016-02-01,730.15
2016-02-02,721.3
2016-02-03,714.2
2016-02-04,711.35
2016-02-05,730.9
2016-02-08,720.25
2016-02-09,722.7
2016-02-10,711.05
2016-02-11,677.85
2016-02-12,654.85
2016-02-15,676.65
2016-02-16,643.15
2016-02-17,635.4
2016-02-18,645.05
2016-02-19,662.5
2016-02-22,653.35
2016-02-23,655.45
2016-02-24,633.95
2016-02-25,643.6
2016-02-26,643.05
2016-02-29,638.2
2016-03-01,653.2
2016-03-02,676.3
2016-03-03,702.3
2016-03-04,714.15
2016-03-08,740.95
2016-03-09,758.85
2016-03-10,765.5
2016-03-11,750.9
2016-03-14,754.7
2016-03-15,757.75
2016-03-16,758.2
2016-03-17,756.55
2016-03-18,770.4
2016-03-21,794.2
2016-03-22,794.05
2016-03-23,805.85
2016-03-28,808.85
2016-03-29,820.25
2016-03-30,829.45
2016-03-31,832.15
2016-04-01,818.6
2016-04-04,807.75
2016-04-05,788.75
2016-04-06,781.4
2016-04-07,782.4
2016-04-08,788.2
2016-04-11,806.65
2016-04-12,828.1
2016-04-13,820.7
2016-04-18,843.5
2016-04-20,871.1
2016-04-21,880.5
2016-04-22,866.9
2016-04-25,856.35
2016-04-26,850.05
2016-04-27,833.4
2016-04-28,807.15
2016-04-29,815.45
2016-05-02,824.25
2016-05-03,869.3
2016-05-04,879.85
2016-05-05,908.0
2016-05-06,894.8
2016-05-09,900.6
2016-05-10,875.2
2016-05-11,879.1
2016-05-12,905.2
2016-05-13,907.05
2016-05-16,936.35
2016-05-17,939.8
2016-05-18,941.65
2016-05-19,916.5
2016-05-20,909.85
2016-05-23,902.05
2016-05-24,890.65
2016-05-25,901.5
2016-05-26,907.25
2016-05-27,904.2
2016-05-30,912.25
2016-05-31,974.8
2016-06-01,948.45
2016-06-02,953.8
2016-06-03,953.45
2016-06-06,935.9
2016-06-07,947.6
2016-06-08,929.8
2016-06-09,941.05
2016-06-10,913.9
2016-06-13,928.7
2016-06-14,939.9
2016-06-15,966.4
