Date,ENERGYDEV
2016-01-01,36.45
2016-01-04,40.05
2016-01-05,43.7
2016-01-06,40.95
2016-01-07,38.75
2016-01-08,39.95
2016-01-11,40.4
2016-01-12,39.9
2016-01-13,42.35
2016-01-14,44.35
2016-01-15,43.9
2016-01-18,40.65
2016-01-19,41.95
2016-01-20,39.85
2016-01-21,39.55
2016-01-22,38.75
2016-01-25,40.45
2016-01-27,41.35
2016-01-28,40.45
2016-01-29,43.55
2016-02-01,43.45
2016-02-02,43.8
2016-02-03,40.2
2016-02-04,40.15
2016-02-05,40.0
2016-02-08,40.05
2016-02-09,39.85
2016-02-10,38.95
2016-02-11,42.95
2016-02-12,42.15
2016-02-15,42.1
2016-02-16,39.05
2016-02-17,39.15
2016-02-18,41.55
2016-02-19,42.65
2016-02-22,43.45
2016-02-23,45.0
2016-02-24,45.55
2016-02-25,44.9
2016-02-26,43.75
2016-02-29,47.85
2016-03-01,48.65
2016-03-02,48.2
2016-03-03,51.3
2016-03-04,53.75
2016-03-08,55.2
2016-03-09,57.15
2016-03-10,58.45
2016-03-11,60.2
2016-03-14,61.05
2016-03-15,59.0
2016-03-16,58.7
2016-03-17,59.4
2016-03-18,59.2
2016-03-21,60.55
2016-03-22,62.0
2016-03-23,67.35
2016-03-28,67.8
2016-03-29,64.5
2016-03-30,67.35
2016-03-31,69.3
2016-04-01,68.15
2016-04-04,67.55
2016-04-05,69.25
2016-04-06,68.2
2016-04-07,66.3
2016-04-08,66.55
2016-04-11,62.65
2016-04-12,66.25
2016-04-13,67.5
2016-04-18,65.25
2016-04-20,65.65
2016-04-21,66.1
2016-04-22,66.35
2016-04-25,66.35
2016-04-26,68.2
2016-04-27,71.7
2016-04-28,70.95
2016-04-29,71.9
2016-05-02,70.15
2016-05-03,69.95
2016-05-04,68.55
2016-05-05,68.15
2016-05-06,67.4
2016-05-09,68.95
2016-05-10,68.1
2016-05-11,67.3
2016-05-12,67.2
2016-05-13,67.55
2016-05-16,67.7
2016-05-17,66.95
2016-05-18,67.4
2016-05-19,67.15
2016-05-20,67.5
2016-05-23,66.25
2016-05-24,65.55
2016-05-25,64.1
2016-05-26,68.85
2016-05-27,72.0
2016-05-30,73.95
2016-05-31,70.75
2016-06-01,69.7
2016-06-02,69.9
2016-06-03,70.3
2016-06-06,70.65
2016-06-07,71.2
2016-06-08,72.45
2016-06-09,70.75
2016-06-10,71.7
2016-06-13,71.2
2016-06-14,76.4
2016-06-15,78.4
2016-06-16,78.6
2016-06-17,78.45
2016-06-20,80.75
2016-06-21,81.25
2016-06-22,80.45
2016-06-23,79.0
2016-06-24,77.85
2016-06-27,77.8
2016-06-28,77.35
2016-06-29,77.6
2016-06-30,77.6
2016-07-01,80.75
2016-07-04,80.6
2016-07-05,82.25
2016-07-07,83.4
2016-07-08,84.65
2016-07-11,84.9
2016-07-12,88.3
2016-07-13,90.1
2016-07-14,88.95
2016-07-15,88.7
2016-07-18,92.6
2016-07-19,98.85
2016-07-20,102.5
2016-07-21,102.65
2016-07-22,107.25
2016-07-25,107.45
2016-07-26,107.1
2016-07-27,110.95
2016-07-28,112.7
2016-07-29,111.9
2016-08-01,111.65
2016-08-02,111.2
2016-08-03,109.5
2016-08-04,117.65
2016-08-05,119.9
2016-08-08,121.6
2016-08-09,121.8
2016-08-10,123.3
2016-08-11,127.65
2016-08-12,129.3
2016-08-16,141.7
2016-08-17,146.7
2016-08-18,145.65
2016-08-19,147.2
2016-08-22,148.4
2016-08-23,148.55
2016-08-24,150.95
2016-08-25,149.85
2016-08-26,154.85
2016-08-29,153.8
2016-08-30,159.45
2016-08-31,165.85
2016-09-01,169.75
2016-09-02,179.2
2016-09-06,178.3
2016-09-07,177.55
2016-09-08,179.45
2016-09-09,181.35
2016-09-12,183.15
2016-09-14,187.15
2016-09-15,194.0
2016-09-16,198.55
2016-09-19,203.6
2016-09-20,207.35
2016-09-21,206.95
2016-09-22,210.3
2016-09-23,216.85
2016-09-26,219.0
2016-09-27,219.05
2016-09-28,211.35
2016-09-29,200.25
2016-09-30,218.05
2016-10-03,236.85
2016-10-04,234.85
2016-10-05,230.05
2016-10-06,224.05
2016-10-07,226.8
2016-10-10,225.15
2016-10-13,225.35
2016-10-14,218.2
2016-10-17,212.4
2016-10-18,227.8
2016-10-19,226.3
2016-10-20,225.25
2016-10-21,237.15
2016-10-24,236.65
2016-10-25,232.75
2016-10-26,223.7
2016-10-27,223.0
2016-10-28,219.7
2016-10-30,228.9
2016-11-01,222.75
2016-11-02,209.05
2016-11-03,231.8
2016-11-04,207.2
2016-11-07,165.8
2016-11-08,174.85
2016-11-09,155.1
2016-11-10,171.25
2016-11-11,160.55
2016-11-15,150.25
2016-11-16,143.75
2016-11-17,115.0
2016-11-18,103.5
2016-11-21,93.15
2016-11-22,83.85
2016-11-23,79.7
2016-11-24,75.75
2016-11-25,72.9
2016-11-28,69.3
2016-11-29,65.85
2016-11-30,62.6
2016-12-01,65.65
2016-12-02,65.2
2016-12-05,62.85
2016-12-06,60.8
2016-12-07,61.1
2016-12-08,61.05
2016-12-09,61.0
2016-12-12,62.5
2016-12-13,64.05
2016-12-14,62.2
2016-12-15,60.7
2016-12-16,60.4
2016-12-19,58.45
2016-12-20,58.55
2016-12-21,58.2
2016-12-22,58.15
2016-12-23,61.05
2016-12-26,64.1
2016-12-27,67.3
2016-12-28,70.65
2016-12-29,74.15
2016-12-30,77.85
