Date,M100
2016-01-01,14.06
2016-01-04,14.09
2016-01-05,14.01
2016-01-06,14.08
2016-01-07,13.72
2016-01-08,13.91
2016-01-11,13.99
2016-01-12,13.81
2016-01-13,13.7
2016-01-14,13.75
2016-01-15,13.25
2016-01-18,13.0
2016-01-19,12.65
2016-01-20,12.59
2016-01-21,12.63
2016-01-22,12.8
2016-01-25,12.8
2016-01-27,12.78
2016-01-28,12.55
2016-01-29,12.84
2016-02-01,12.92
2016-02-02,12.92
2016-02-03,12.69
2016-02-04,12.73
2016-02-05,12.8
2016-02-08,12.83
2016-02-09,12.65
2016-02-10,12.6
2016-02-11,12.4
2016-02-12,12.27
2016-02-15,12.74
2016-02-16,12.62
2016-02-17,12.44
2016-02-18,12.45
2016-02-19,12.41
2016-02-22,12.87
2016-02-23,12.46
2016-02-24,12.6
2016-02-25,12.23
2016-02-26,12.2
2016-02-29,12.3
2016-03-01,12.36
2016-03-02,12.75
2016-03-03,12.72
2016-03-04,12.77
2016-03-08,12.81
2016-03-09,12.78
2016-03-10,12.69
2016-03-11,12.75
2016-03-14,12.65
2016-03-15,12.71
2016-03-16,12.72
2016-03-17,12.75
2016-03-18,12.85
2016-03-21,12.99
2016-03-22,13.24
2016-03-23,13.2
2016-03-28,12.84
2016-03-29,13.13
2016-03-30,13.14
2016-03-31,13.19
2016-04-01,13.4
2016-04-04,13.25
2016-04-05,13.5
2016-04-06,13.45
2016-04-07,13.44
2016-04-08,13.45
2016-04-11,13.47
2016-04-12,13.44
2016-04-13,13.62
2016-04-18,13.72
2016-04-20,13.75
2016-04-21,13.78
2016-04-22,13.71
2016-04-25,13.59
2016-04-26,13.86
2016-04-27,13.86
2016-04-28,13.61
2016-04-29,13.74
2016-05-02,13.7
2016-05-03,13.75
2016-05-04,13.52
2016-05-05,13.69
2016-05-06,13.6
2016-05-09,13.69
2016-05-10,13.73
2016-05-11,13.51
2016-05-12,13.6
2016-05-13,13.68
2016-05-16,13.69
2016-05-17,13.61
2016-05-18,13.65
2016-05-19,13.43
2016-05-20,13.49
2016-05-23,13.53
2016-05-24,13.48
2016-05-25,13.57
2016-05-26,13.59
2016-05-27,13.7
2016-05-30,13.71
2016-05-31,13.62
2016-06-01,13.67
2016-06-02,13.81
2016-06-03,13.61
2016-06-06,13.73
2016-06-07,13.66
2016-06-08,13.92
2016-06-09,13.91
2016-06-10,13.87
2016-06-13,13.59
2016-06-14,13.77
2016-06-15,13.9
2016-06-16,13.83
2016-06-17,13.74
2016-06-20,13.77
2016-06-21,13.89
2016-06-22,13.89
2016-06-23,13.89
2016-06-24,13.71
2016-06-27,13.66
2016-06-28,13.97
2016-06-29,14.1
2016-06-30,14.2
2016-07-01,14.51
2016-07-04,14.43
2016-07-05,14.41
2016-07-07,14.38
2016-07-08,14.4
2016-07-11,14.5
2016-07-12,14.53
2016-07-13,14.5
2016-07-14,14.6
2016-07-15,14.6
2016-07-18,14.5
2016-07-19,14.46
2016-07-20,14.5
2016-07-21,14.4
2016-07-22,14.82
2016-07-25,14.95
2016-07-26,14.99
2016-07-27,14.9
2016-07-28,15.0
2016-07-29,15.09
2016-08-01,15.08
2016-08-02,15.02
2016-08-03,14.66
2016-08-04,14.98
2016-08-05,15.01
2016-08-08,15.11
2016-08-09,15.06
2016-08-10,15.0
2016-08-11,15.02
2016-08-12,15.04
2016-08-16,15.1
2016-08-17,15.1
2016-08-18,15.21
2016-08-19,15.4
2016-08-22,15.17
2016-08-23,15.23
2016-08-24,15.41
2016-08-25,15.42
2016-08-26,15.3
2016-08-29,15.65
2016-08-30,15.5
2016-08-31,15.42
2016-09-01,15.33
2016-09-02,15.64
2016-09-06,16.1
2016-09-07,15.85
2016-09-08,16.38
2016-09-09,16.06
2016-09-12,15.42
2016-09-14,15.7
2016-09-15,15.73
2016-09-16,15.51
2016-09-19,16.08
2016-09-20,15.66
2016-09-21,15.64
2016-09-22,16.15
2016-09-23,16.12
2016-09-26,16.08
2016-09-27,16.05
2016-09-28,16.15
2016-09-29,16.24
2016-09-30,16.25
2016-10-03,16.09
2016-10-04,16.28
2016-10-05,16.45
2016-10-06,16.29
2016-10-07,16.31
2016-10-10,16.26
2016-10-13,16.09
2016-10-14,16.35
2016-10-17,16.67
2016-10-18,16.57
2016-10-19,16.25
2016-10-20,16.38
2016-10-21,16.46
2016-10-24,16.65
2016-10-25,16.7
2016-10-26,16.4
2016-10-27,16.58
2016-10-28,16.24
2016-10-30,16.8
2016-11-01,16.5
2016-11-02,16.5
2016-11-03,16.27
2016-11-04,16.28
2016-11-07,16.08
2016-11-08,16.25
2016-11-09,15.92
2016-11-10,16.16
2016-11-11,15.98
2016-11-15,15.51
2016-11-16,15.36
2016-11-17,15.41
2016-11-18,15.38
2016-11-21,15.07
2016-11-22,14.78
2016-11-23,14.87
2016-11-24,15.07
2016-11-25,15.36
2016-11-28,15.36
2016-11-29,15.33
2016-11-30,15.44
2016-12-01,15.32
2016-12-02,15.34
2016-12-05,15.3
2016-12-06,15.26
2016-12-07,15.32
2016-12-08,15.45
2016-12-09,15.62
2016-12-12,15.67
2016-12-13,15.43
2016-12-14,15.08
2016-12-15,14.87
2016-12-16,15.0
2016-12-19,14.9
2016-12-20,14.9
2016-12-21,14.95
2016-12-22,14.85
2016-12-23,14.94
2016-12-26,14.4
2016-12-27,14.77
2016-12-28,14.55
2016-12-29,14.75
2016-12-30,14.88
