Date,RAJTV
2016-01-01,54.2
2016-01-04,57.45
2016-01-05,56.2
2016-01-06,67.4
2016-01-07,69.9
2016-01-08,69.75
2016-01-11,66.8
2016-01-12,66.15
2016-01-13,64.1
2016-01-14,67.6
2016-01-15,64.3
2016-01-18,58.8
2016-01-19,60.15
2016-01-20,56.85
2016-01-21,58.65
2016-01-22,59.6
2016-01-25,66.1
2016-01-27,65.0
2016-01-28,63.75
2016-01-29,65.8
2016-02-01,62.1
2016-02-02,62.05
2016-02-03,60.25
2016-02-04,58.75
2016-02-05,58.8
2016-02-08,59.05
2016-02-09,57.6
2016-02-10,57.05
2016-02-11,53.1
2016-02-12,51.35
2016-02-15,53.45
2016-02-16,50.0
2016-02-17,49.6
2016-02-18,48.15
2016-02-19,51.8
2016-02-22,53.35
2016-02-23,54.4
2016-02-24,53.35
2016-02-25,52.65
2016-02-26,52.95
2016-02-29,49.55
2016-03-01,50.8
2016-03-02,52.8
2016-03-03,52.85
2016-03-04,53.15
2016-03-08,53.55
2016-03-09,52.8
2016-03-10,53.6
2016-03-11,53.15
2016-03-14,52.85
2016-03-15,53.05
2016-03-16,53.0
2016-03-17,53.0
2016-03-18,63.2
2016-03-21,61.95
2016-03-22,59.6
2016-03-23,57.3
2016-03-28,57.45
2016-03-29,56.1
2016-03-30,56.8
2016-03-31,55.8
2016-04-01,57.0
2016-04-04,57.7
2016-04-05,56.4
2016-04-06,56.15
2016-04-07,56.45
2016-04-08,57.0
2016-04-11,56.35
2016-04-12,59.5
2016-04-13,59.0
2016-04-18,57.35
2016-04-20,56.95
2016-04-21,57.45
2016-04-22,57.25
2016-04-25,57.45
2016-04-26,57.75
2016-04-27,57.75
2016-04-28,56.7
2016-04-29,55.95
2016-05-02,55.9
2016-05-03,55.75
2016-05-04,51.9
2016-05-05,50.45
2016-05-06,52.05
2016-05-09,52.45
2016-05-10,53.25
2016-05-11,53.15
2016-05-12,53.3
2016-05-13,53.3
2016-05-16,53.9
2016-05-17,62.65
2016-05-18,61.05
2016-05-19,73.25
2016-05-20,72.0
2016-05-23,69.3
2016-05-24,62.2
2016-05-25,61.0
2016-05-26,58.8
2016-05-27,59.55
2016-05-30,58.15
2016-05-31,58.75
2016-06-01,59.1
2016-06-02,57.8
2016-06-03,57.55
2016-06-06,57.1
2016-06-07,56.65
2016-06-08,56.95
2016-06-09,62.95
2016-06-10,68.6
2016-06-13,67.5
2016-06-14,65.45
2016-06-15,66.35
2016-06-16,65.35
2016-06-17,66.05
2016-06-20,71.45
2016-06-21,72.85
2016-06-22,68.65
2016-06-23,68.35
2016-06-24,66.15
2016-06-27,66.8
2016-06-28,67.6
2016-06-29,68.35
2016-06-30,67.65
2016-07-01,68.7
2016-07-04,68.35
2016-07-05,67.3
2016-07-07,67.85
2016-07-08,70.05
2016-07-11,69.8
2016-07-12,70.2
2016-07-13,72.45
2016-07-14,69.85
2016-07-15,69.2
2016-07-18,67.6
2016-07-19,67.45
2016-07-20,67.95
2016-07-21,69.95
2016-07-22,69.8
2016-07-25,69.25
2016-07-26,68.1
2016-07-27,67.65
2016-07-28,67.75
2016-07-29,67.6
2016-08-01,67.15
2016-08-02,65.4
2016-08-03,63.3
2016-08-04,64.25
2016-08-05,64.6
2016-08-08,65.1
2016-08-09,64.7
2016-08-10,63.85
2016-08-11,62.65
2016-08-12,63.25
2016-08-16,63.15
2016-08-17,63.25
2016-08-18,63.2
2016-08-19,63.2
2016-08-22,63.9
2016-08-23,64.2
2016-08-24,64.3
2016-08-25,64.3
2016-08-26,63.55
2016-08-29,64.55
2016-08-30,64.65
2016-08-31,64.2
2016-09-01,64.2
2016-09-02,63.7
2016-09-06,63.65
2016-09-07,64.05
2016-09-08,64.45
2016-09-09,63.75
2016-09-12,62.3
2016-09-14,63.7
2016-09-15,65.3
2016-09-16,63.55
2016-09-19,63.5
2016-09-20,64.1
2016-09-21,63.95
2016-09-22,64.85
2016-09-23,65.15
2016-09-26,63.95
2016-09-27,63.3
2016-09-28,63.95
2016-09-29,60.15
2016-09-30,62.7
2016-10-03,64.6
2016-10-04,63.9
2016-10-05,64.05
2016-10-06,64.25
2016-10-07,63.9
2016-10-10,64.85
2016-10-13,63.05
2016-10-14,62.9
2016-10-17,62.75
2016-10-18,63.75
2016-10-19,64.05
2016-10-20,64.4
2016-10-21,63.95
2016-10-24,63.5
2016-10-25,63.2
2016-10-26,63.1
2016-10-27,63.5
2016-10-28,63.55
2016-10-30,63.7
2016-11-01,63.5
2016-11-02,63.0
2016-11-03,62.9
2016-11-04,62.4
2016-11-07,62.75
2016-11-08,63.15
2016-11-09,62.25
2016-11-10,62.8
2016-11-11,62.4
2016-11-15,60.65
2016-11-16,61.25
2016-11-17,60.45
2016-11-18,60.15
2016-11-21,58.45
2016-11-22,56.3
2016-11-23,57.1
2016-11-24,57.5
2016-11-25,58.7
2016-11-28,58.7
2016-11-29,59.1
2016-11-30,58.9
2016-12-01,58.65
2016-12-02,57.75
2016-12-05,68.9
2016-12-06,70.2
2016-12-07,65.75
2016-12-08,64.0
2016-12-09,70.45
2016-12-12,66.25
2016-12-13,64.5
2016-12-14,64.0
2016-12-15,62.4
2016-12-16,61.6
2016-12-19,60.8
2016-12-20,62.25
2016-12-21,61.35
2016-12-22,60.55
2016-12-23,59.15
2016-12-26,57.75
2016-12-27,58.35
2016-12-28,58.2
2016-12-29,59.1
2016-12-30,59.0
