Date,UFLEX
2016-01-01,183.7
2016-01-04,181.4
2016-01-05,183.25
2016-01-06,185.5
2016-01-07,178.55
2016-01-08,181.3
2016-01-11,178.85
2016-01-12,178.55
2016-01-13,171.05
2016-01-14,165.55
2016-01-15,156.35
2016-01-18,146.05
2016-01-19,147.85
2016-01-20,141.95
2016-01-21,145.0
2016-01-22,154.15
2016-01-25,162.1
2016-01-27,170.9
2016-01-28,170.2
2016-01-29,171.65
2016-02-01,175.5
2016-02-02,168.3
2016-02-03,164.05
2016-02-04,159.05
2016-02-05,160.65
2016-02-08,161.65
2016-02-09,157.3
2016-02-10,152.45
2016-02-11,138.8
2016-02-12,142.45
2016-02-15,147.4
2016-02-16,143.6
2016-02-17,139.85
2016-02-18,139.7
2016-02-19,141.05
2016-02-22,141.05
2016-02-23,138.85
2016-02-24,138.05
2016-02-25,136.35
2016-02-26,135.45
2016-02-29,133.6
2016-03-01,141.8
2016-03-02,145.05
2016-03-03,147.5
2016-03-04,149.5
2016-03-08,149.5
2016-03-09,148.85
2016-03-10,153.1
2016-03-11,153.1
2016-03-14,151.55
2016-03-15,152.85
2016-03-16,153.1
2016-03-17,153.15
2016-03-18,155.35
2016-03-21,157.35
2016-03-22,162.75
2016-03-23,165.2
2016-03-28,166.35
2016-03-29,164.2
2016-03-30,172.05
2016-03-31,174.0
2016-04-01,175.9
2016-04-04,179.5
2016-04-05,175.5
2016-04-06,178.95
2016-04-07,178.9
2016-04-08,181.05
2016-04-11,184.6
2016-04-12,183.7
2016-04-13,185.15
2016-04-18,185.0
2016-04-20,186.0
2016-04-21,181.85
2016-04-22,180.85
2016-04-25,180.9
2016-04-26,180.85
2016-04-27,180.7
2016-04-28,178.25
2016-04-29,177.15
2016-05-02,176.6
2016-05-03,176.1
2016-05-04,173.85
2016-05-05,173.35
2016-05-06,172.85
2016-05-09,174.3
2016-05-10,187.05
2016-05-11,187.8
2016-05-12,185.1
2016-05-13,182.05
2016-05-16,183.1
2016-05-17,183.4
2016-05-18,182.7
2016-05-19,183.2
2016-05-20,181.75
2016-05-23,184.15
2016-05-24,182.55
2016-05-25,183.25
2016-05-26,184.25
2016-05-27,186.6
2016-05-30,191.45
2016-05-31,188.2
2016-06-01,205.15
2016-06-02,207.9
2016-06-03,204.95
2016-06-06,200.55
2016-06-07,215.85
2016-06-08,222.2
2016-06-09,219.25
2016-06-10,222.5
2016-06-13,216.5
2016-06-14,228.8
2016-06-15,231.25
2016-06-16,224.95
2016-06-17,234.0
2016-06-20,235.15
2016-06-21,242.0
2016-06-22,234.65
2016-06-23,230.55
2016-06-24,223.2
2016-06-27,227.55
2016-06-28,228.0
2016-06-29,231.8
2016-06-30,229.65
2016-07-01,228.8
2016-07-04,231.25
2016-07-05,236.35
2016-07-07,240.95
2016-07-08,238.1
2016-07-11,241.4
2016-07-12,238.05
2016-07-13,236.1
2016-07-14,239.8
2016-07-15,237.05
2016-07-18,237.9
2016-07-19,234.75
2016-07-20,248.3
2016-07-21,244.2
2016-07-22,243.6
2016-07-25,250.9
2016-07-26,242.25
2016-07-27,243.2
2016-07-28,246.8
2016-07-29,244.3
2016-08-01,238.95
2016-08-02,234.4
2016-08-03,227.65
2016-08-04,230.15
2016-08-05,233.15
2016-08-08,236.1
2016-08-09,233.75
2016-08-10,226.4
2016-08-11,227.2
2016-08-12,227.5
2016-08-16,227.65
2016-08-17,237.15
2016-08-18,234.6
2016-08-19,233.2
2016-08-22,231.05
2016-08-23,231.1
2016-08-24,232.35
2016-08-25,230.15
2016-08-26,237.4
2016-08-29,232.95
2016-08-30,234.35
2016-08-31,244.45
2016-09-01,252.6
2016-09-02,257.4
2016-09-06,262.85
2016-09-07,261.3
2016-09-08,268.1
2016-09-09,264.05
2016-09-12,254.55
2016-09-14,264.4
2016-09-15,272.2
2016-09-16,278.5
2016-09-19,291.8
2016-09-20,286.15
2016-09-21,292.95
2016-09-22,296.5
2016-09-23,296.75
2016-09-26,302.3
2016-09-27,297.15
2016-09-28,293.95
2016-09-29,270.45
2016-09-30,282.3
2016-10-03,298.3
2016-10-04,314.85
2016-10-05,317.05
2016-10-06,314.95
2016-10-07,314.25
2016-10-10,313.4
2016-10-13,305.5
2016-10-14,309.6
2016-10-17,308.7
2016-10-18,309.3
2016-10-19,315.6
2016-10-20,314.95
2016-10-21,314.25
2016-10-24,322.9
2016-10-25,321.1
2016-10-26,318.3
2016-10-27,313.9
2016-10-28,315.5
2016-10-30,318.95
2016-11-01,315.7
2016-11-02,306.4
2016-11-03,297.95
2016-11-04,282.5
2016-11-07,292.15
2016-11-08,291.05
2016-11-09,279.35
2016-11-10,289.8
2016-11-11,274.4
2016-11-15,266.85
2016-11-16,265.35
2016-11-17,258.2
2016-11-18,253.8
2016-11-21,233.8
2016-11-22,234.75
2016-11-23,249.2
2016-11-24,253.85
2016-11-25,262.75
2016-11-28,285.65
2016-11-29,281.2
2016-11-30,278.6
2016-12-01,269.15
2016-12-02,261.8
2016-12-05,260.1
2016-12-06,266.25
2016-12-07,260.0
2016-12-08,269.8
2016-12-09,266.25
2016-12-12,260.55
2016-12-13,259.35
2016-12-14,258.85
2016-12-15,257.25
2016-12-16,265.15
2016-12-19,266.85
2016-12-20,264.35
2016-12-21,265.5
2016-12-22,260.7
2016-12-23,257.6
2016-12-26,251.2
2016-12-27,256.3
2016-12-28,258.45
2016-12-29,261.85
2016-12-30,273.05
