Date,HCLTECH
2016-01-01,845.85
2016-01-04,845.95
2016-01-05,842.8
2016-01-06,841.4
2016-01-07,825.05
2016-01-08,828.35
2016-01-11,814.55
2016-01-12,810.05
2016-01-13,826.4
2016-01-14,828.85
2016-01-15,838.05
2016-01-18,842.35
2016-01-19,838.25
2016-01-20,841.9
2016-01-21,835.25
2016-01-22,839.25
2016-01-25,838.7
2016-01-27,836.0
2016-01-28,844.5
2016-01-29,865.75
2016-02-01,880.3
2016-02-02,872.65
2016-02-03,852.1
2016-02-04,867.35
2016-02-05,869.65
2016-02-08,849.75
2016-02-09,810.45
2016-02-10,827.4
2016-02-11,808.0
2016-02-12,798.25
2016-02-15,827.1
2016-02-16,824.3
2016-02-17,824.8
2016-02-18,843.95
2016-02-19,851.55
2016-02-22,845.95
2016-02-23,828.95
2016-02-24,811.05
2016-02-25,808.75
2016-02-26,824.65
2016-02-29,813.25
2016-03-01,832.15
2016-03-02,854.85
2016-03-03,859.3
2016-03-04,835.4
2016-03-08,815.25
2016-03-09,815.65
2016-03-10,817.85
2016-03-11,823.05
2016-03-14,827.9
2016-03-15,811.85
2016-03-16,814.9
2016-03-17,815.3
2016-03-18,824.15
2016-03-21,822.55
2016-03-22,828.45
2016-03-23,817.7
2016-03-28,810.65
2016-03-29,806.8
2016-03-30,820.6
2016-03-31,814.1
2016-04-01,820.4
2016-04-04,839.85
2016-04-05,843.25
2016-04-06,838.75
2016-04-07,828.45
2016-04-08,833.1
2016-04-11,839.3
2016-04-12,839.65
2016-04-13,837.55
2016-04-18,853.3
2016-04-20,841.2
2016-04-21,846.25
2016-04-22,845.15
2016-04-25,845.1
2016-04-26,849.8
2016-04-27,837.55
2016-04-28,799.9
2016-04-29,750.3
2016-05-02,742.2
2016-05-03,728.4
2016-05-04,737.1
2016-05-05,732.9
2016-05-06,722.6
2016-05-09,721.4
2016-05-10,718.8
2016-05-11,708.75
2016-05-12,714.7
2016-05-13,723.15
2016-05-16,718.95
2016-05-17,732.3
2016-05-18,742.25
2016-05-19,730.1
2016-05-20,736.65
2016-05-23,733.55
2016-05-24,739.25
2016-05-25,749.35
2016-05-26,740.9
2016-05-27,757.6
2016-05-30,747.55
2016-05-31,739.8
2016-06-01,734.55
2016-06-02,721.35
2016-06-03,721.9
2016-06-06,724.6
2016-06-07,726.7
2016-06-08,743.5
2016-06-09,753.05
2016-06-10,751.05
2016-06-13,753.65
2016-06-14,752.4
2016-06-15,755.2
2016-06-16,751.7
2016-06-17,753.65
2016-06-20,770.65
2016-06-21,770.1
2016-06-22,770.45
2016-06-23,769.8
2016-06-24,741.85
2016-06-27,735.05
2016-06-28,713.2
2016-06-29,728.45
2016-06-30,730.45
2016-07-01,731.7
2016-07-04,748.35
2016-07-05,738.4
2016-07-07,717.1
2016-07-08,721.85
2016-07-11,716.8
2016-07-12,721.35
2016-07-13,720.0
2016-07-14,728.25
2016-07-15,717.5
2016-07-18,722.5
2016-07-19,730.15
2016-07-20,730.0
2016-07-21,723.55
2016-07-22,729.2
2016-07-25,740.4
2016-07-26,745.25
2016-07-27,753.5
2016-07-28,750.8
2016-07-29,752.95
2016-08-01,780.45
2016-08-02,800.75
2016-08-03,826.15
2016-08-04,823.85
2016-08-05,821.75
2016-08-08,819.1
2016-08-09,816.85
2016-08-10,818.15
2016-08-11,824.55
2016-08-12,814.2
2016-08-16,792.35
2016-08-17,784.55
2016-08-18,785.8
2016-08-19,781.85
2016-08-22,772.25
2016-08-23,791.0
2016-08-24,790.35
2016-08-25,798.05
2016-08-26,778.75
2016-08-29,755.1
2016-08-30,773.9
2016-08-31,778.55
2016-09-01,783.8
2016-09-02,784.55
2016-09-06,785.6
2016-09-07,787.1
2016-09-08,773.95
2016-09-09,780.55
2016-09-12,782.7
2016-09-14,776.35
2016-09-15,779.0
2016-09-16,786.35
2016-09-19,789.05
2016-09-20,792.05
2016-09-21,792.6
2016-09-22,788.85
2016-09-23,797.25
2016-09-26,788.95
2016-09-27,795.85
2016-09-28,796.3
2016-09-29,791.05
2016-09-30,799.9
2016-10-03,808.6
2016-10-04,818.15
2016-10-05,816.0
2016-10-06,801.55
2016-10-07,806.55
2016-10-10,813.0
2016-10-13,803.3
2016-10-14,812.7
2016-10-17,808.4
2016-10-18,834.8
2016-10-19,830.55
2016-10-20,815.55
2016-10-21,831.75
2016-10-24,810.65
2016-10-25,804.55
2016-10-26,790.85
2016-10-27,774.3
2016-10-28,763.15
2016-10-30,767.75
2016-11-01,772.9
2016-11-02,764.3
2016-11-03,763.1
2016-11-04,794.75
2016-11-07,817.2
2016-11-08,809.0
2016-11-09,784.85
2016-11-10,789.65
2016-11-11,764.1
2016-11-15,770.75
2016-11-16,773.85
2016-11-17,760.15
2016-11-18,763.85
2016-11-21,758.35
2016-11-22,762.1
2016-11-23,763.45
2016-11-24,767.8
2016-11-25,801.95
2016-11-28,806.05
2016-11-29,805.3
2016-11-30,803.8
2016-12-01,803.1
2016-12-02,793.6
2016-12-05,793.4
2016-12-06,780.9
2016-12-07,785.35
2016-12-08,794.85
2016-12-09,803.3
2016-12-12,799.8
2016-12-13,800.95
2016-12-14,820.8
2016-12-15,832.15
2016-12-16,820.6
2016-12-19,824.7
2016-12-20,830.15
2016-12-21,820.8
2016-12-22,817.1
2016-12-23,793.75
2016-12-26,790.4
2016-12-27,804.85
2016-12-28,807.05
2016-12-29,819.35
2016-12-30,827.95
