Date,MAHLIFE
2016-01-01,485.0
2016-01-04,484.8
2016-01-05,483.9
2016-01-06,475.7
2016-01-07,464.9
2016-01-08,464.4
2016-01-11,456.75
2016-01-12,455.85
2016-01-13,454.2
2016-01-14,450.45
2016-01-15,449.95
2016-01-18,442.15
2016-01-19,449.15
2016-01-20,438.05
2016-01-21,439.25
2016-01-22,448.9
2016-01-25,450.0
2016-01-27,450.7
2016-01-28,482.25
2016-01-29,461.65
2016-02-01,469.55
2016-02-02,468.6
2016-02-03,455.65
2016-02-04,454.9
2016-02-05,454.2
2016-02-08,462.65
2016-02-09,460.4
2016-02-10,460.85
2016-02-11,452.05
2016-02-12,454.85
2016-02-15,451.9
2016-02-16,450.4
2016-02-17,450.4
2016-02-18,450.1
2016-02-19,465.1
2016-02-22,456.6
2016-02-23,470.0
2016-02-24,455.65
2016-02-25,449.45
2016-02-26,441.4
2016-02-29,445.5
2016-03-01,449.35
2016-03-02,447.75
2016-03-03,449.05
2016-03-04,436.2
2016-03-08,428.95
2016-03-09,419.05
2016-03-10,425.6
2016-03-11,425.75
2016-03-14,425.2
2016-03-15,428.1
2016-03-16,433.45
2016-03-17,427.25
2016-03-18,424.95
2016-03-21,422.3
2016-03-22,422.1
2016-03-23,424.0
2016-03-28,427.9
2016-03-29,423.0
2016-03-30,424.7
2016-03-31,421.4
2016-04-01,432.35
2016-04-04,430.5
2016-04-05,433.45
2016-04-06,433.7
2016-04-07,445.85
2016-04-08,446.05
2016-04-11,435.3
2016-04-12,434.8
2016-04-13,439.5
2016-04-18,445.65
2016-04-20,443.45
2016-04-21,444.9
2016-04-22,440.0
2016-04-25,446.85
2016-04-26,456.35
2016-04-27,446.05
2016-04-28,440.95
2016-04-29,433.8
2016-05-02,429.95
2016-05-03,432.55
2016-05-04,426.95
2016-05-05,426.45
2016-05-06,427.65
2016-05-09,441.0
2016-05-10,451.55
2016-05-11,473.2
2016-05-12,465.3
2016-05-13,460.4
2016-05-16,452.0
2016-05-17,442.95
2016-05-18,448.6
2016-05-19,449.4
2016-05-20,443.85
2016-05-23,438.2
2016-05-24,431.85
2016-05-25,439.3
2016-05-26,438.35
2016-05-27,441.05
2016-05-30,434.35
2016-05-31,444.65
2016-06-01,441.85
2016-06-02,437.35
2016-06-03,439.8
2016-06-06,442.25
2016-06-07,443.05
2016-06-08,450.75
2016-06-09,454.3
2016-06-10,450.0
2016-06-13,450.3
2016-06-14,447.7
2016-06-15,457.4
2016-06-16,452.95
2016-06-17,462.15
2016-06-20,456.15
2016-06-21,463.05
2016-06-22,457.0
2016-06-23,456.75
2016-06-24,451.05
2016-06-27,450.7
2016-06-28,455.0
2016-06-29,470.55
2016-06-30,470.1
2016-07-01,470.3
2016-07-04,465.3
2016-07-05,460.7
2016-07-07,465.65
2016-07-08,465.05
2016-07-11,472.25
2016-07-12,475.85
2016-07-13,475.3
2016-07-14,477.3
2016-07-15,470.05
2016-07-18,465.75
2016-07-19,462.9
2016-07-20,461.5
2016-07-21,459.2
2016-07-22,461.7
2016-07-25,458.45
2016-07-26,457.65
2016-07-27,458.35
2016-07-28,457.6
2016-07-29,444.25
2016-08-01,443.4
2016-08-02,442.7
2016-08-03,439.6
2016-08-04,432.75
2016-08-05,434.55
2016-08-08,435.05
2016-08-09,431.2
2016-08-10,424.55
2016-08-11,428.8
2016-08-12,424.95
2016-08-16,426.3
2016-08-17,431.0
2016-08-18,434.65
2016-08-19,434.8
2016-08-22,431.4
2016-08-23,437.3
2016-08-24,435.05
2016-08-25,434.35
2016-08-26,433.15
2016-08-29,430.25
2016-08-30,429.1
2016-08-31,432.6
2016-09-01,429.85
2016-09-02,432.65
2016-09-06,431.3
2016-09-07,432.85
2016-09-08,433.5
2016-09-09,433.9
2016-09-12,426.7
2016-09-14,431.4
2016-09-15,432.6
2016-09-16,430.5
2016-09-19,447.2
2016-09-20,447.3
2016-09-21,449.05
2016-09-22,450.1
2016-09-23,447.65
2016-09-26,440.75
2016-09-27,432.05
2016-09-28,448.55
2016-09-29,427.7
2016-09-30,433.3
2016-10-03,437.15
2016-10-04,442.0
2016-10-05,442.05
2016-10-06,437.2
2016-10-07,441.2
2016-10-10,440.75
2016-10-13,438.45
2016-10-14,438.35
2016-10-17,430.85
2016-10-18,436.1
2016-10-19,435.4
2016-10-20,439.8
2016-10-21,440.25
2016-10-24,436.2
2016-10-25,438.45
2016-10-26,440.35
2016-10-27,422.7
2016-10-28,425.8
2016-10-30,429.45
2016-11-01,429.85
2016-11-02,419.35
2016-11-03,415.55
2016-11-04,406.6
2016-11-07,418.95
2016-11-08,422.65
2016-11-09,412.05
2016-11-10,412.35
2016-11-11,397.85
2016-11-15,372.05
2016-11-16,370.95
2016-11-17,367.95
2016-11-18,372.55
2016-11-21,351.0
2016-11-22,351.85
2016-11-23,351.8
2016-11-24,353.35
2016-11-25,373.1
2016-11-28,367.95
2016-11-29,370.0
2016-11-30,375.9
2016-12-01,360.4
2016-12-02,361.35
2016-12-05,359.0
2016-12-06,352.45
2016-12-07,350.9
2016-12-08,358.0
2016-12-09,361.65
2016-12-12,358.0
2016-12-13,358.3
2016-12-14,360.1
2016-12-15,359.55
2016-12-16,364.35
2016-12-19,360.8
2016-12-20,356.15
2016-12-21,351.85
2016-12-22,350.0
2016-12-23,349.4
2016-12-26,352.4
2016-12-27,348.95
2016-12-28,349.85
2016-12-29,350.35
2016-12-30,355.65
