Date,VARDMNPOLY
2016-01-01,50.7
2016-01-04,50.85
2016-01-05,55.15
2016-01-06,56.85
2016-01-07,55.15
2016-01-08,56.55
2016-01-11,54.3
2016-01-12,53.9
2016-01-13,50.75
2016-01-14,49.05
2016-01-15,48.4
2016-01-18,43.55
2016-01-19,43.6
2016-01-20,41.85
2016-01-21,42.2
2016-01-22,43.85
2016-01-25,44.0
2016-01-27,42.8
2016-01-28,42.0
2016-01-29,42.15
2016-02-01,42.0
2016-02-02,40.35
2016-02-03,38.35
2016-02-04,40.25
2016-02-05,40.6
2016-02-08,41.0
2016-02-09,41.55
2016-02-10,39.0
2016-02-11,37.45
2016-02-12,37.9
2016-02-15,39.3
2016-02-16,38.65
2016-02-17,35.65
2016-02-18,36.3
2016-02-19,36.25
2016-02-22,36.5
2016-02-23,36.3
2016-02-24,37.0
2016-02-25,36.4
2016-02-26,35.35
2016-02-29,35.5
2016-03-01,36.2
2016-03-02,37.15
2016-03-03,39.0
2016-03-04,39.4
2016-03-08,40.35
2016-03-09,38.95
2016-03-10,38.5
2016-03-11,38.0
2016-03-14,37.95
2016-03-15,38.0
2016-03-16,38.0
2016-03-17,38.2
2016-03-18,38.35
2016-03-21,37.65
2016-03-22,39.15
2016-03-23,39.55
2016-03-28,36.65
2016-03-29,36.1
2016-03-30,36.95
2016-03-31,37.85
2016-04-01,39.2
2016-04-04,40.6
2016-04-05,40.4
2016-04-06,41.0
2016-04-07,39.75
2016-04-08,40.8
2016-04-11,41.0
2016-04-12,44.15
2016-04-13,43.25
2016-04-18,44.5
2016-04-20,43.5
2016-04-21,44.35
2016-04-22,43.95
2016-04-25,42.65
2016-04-26,43.8
2016-04-27,43.25
2016-04-28,42.65
2016-04-29,41.55
2016-05-02,42.0
2016-05-03,43.9
2016-05-04,42.75
2016-05-05,48.25
2016-05-06,50.4
2016-05-09,53.6
2016-05-10,53.55
2016-05-11,53.7
2016-05-12,53.55
2016-05-13,52.35
2016-05-16,51.0
2016-05-17,50.55
2016-05-18,50.0
2016-05-19,48.8
2016-05-20,46.65
2016-05-23,47.35
2016-05-24,47.35
2016-05-25,48.65
2016-05-26,51.5
2016-05-27,51.65
2016-05-30,50.4
2016-05-31,49.0
2016-06-01,49.35
2016-06-02,49.4
2016-06-03,48.75
2016-06-06,48.0
2016-06-07,48.55
2016-06-08,48.1
2016-06-09,48.1
2016-06-10,47.65
2016-06-13,45.85
2016-06-14,46.45
2016-06-15,47.35
2016-06-16,45.75
2016-06-17,43.2
2016-06-20,43.15
2016-06-21,44.2
2016-06-22,43.65
2016-06-23,43.55
2016-06-24,42.45
2016-06-27,42.5
2016-06-28,42.8
2016-06-29,44.0
2016-06-30,45.25
2016-07-01,44.65
2016-07-04,44.7
2016-07-05,44.65
2016-07-07,44.1
2016-07-08,44.15
2016-07-11,45.0
2016-07-12,44.9
2016-07-13,44.05
2016-07-14,44.25
2016-07-15,44.15
2016-07-18,44.6
2016-07-19,44.4
2016-07-20,43.35
2016-07-21,43.4
2016-07-22,44.05
2016-07-25,43.95
2016-07-26,44.65
2016-07-27,46.05
2016-07-28,47.6
2016-07-29,47.6
2016-08-01,45.3
2016-08-02,44.15
2016-08-03,44.0
2016-08-04,43.6
2016-08-05,43.8
2016-08-08,44.2
2016-08-09,43.95
2016-08-10,44.35
2016-08-11,44.0
2016-08-12,44.65
2016-08-16,41.65
2016-08-17,42.0
2016-08-18,43.95
2016-08-19,43.95
2016-08-22,42.4
2016-08-23,43.1
2016-08-24,43.0
2016-08-25,42.65
2016-08-26,43.3
2016-08-29,42.95
2016-08-30,42.45
2016-08-31,42.05
2016-09-01,41.75
2016-09-02,41.85
2016-09-06,41.95
2016-09-07,43.0
2016-09-08,42.75
2016-09-09,43.0
2016-09-12,41.5
2016-09-14,41.6
2016-09-15,41.7
2016-09-16,41.85
2016-09-19,41.5
2016-09-20,41.5
2016-09-21,44.25
2016-09-22,43.35
2016-09-23,42.0
2016-09-26,43.5
2016-09-27,43.15
2016-09-28,43.75
2016-09-29,41.35
2016-09-30,49.2
2016-10-03,54.55
2016-10-04,56.25
2016-10-05,56.15
2016-10-06,55.8
2016-10-07,59.0
2016-10-10,55.4
2016-10-13,54.4
2016-10-14,55.2
2016-10-17,64.0
2016-10-18,71.6
2016-10-19,78.75
2016-10-20,86.2
2016-10-21,94.2
2016-10-24,93.65
2016-10-25,89.0
2016-10-26,84.55
2016-10-27,80.35
2016-10-28,76.35
2016-10-30,72.55
2016-11-01,76.15
2016-11-02,79.95
2016-11-03,83.9
2016-11-04,82.4
2016-11-07,85.2
2016-11-08,83.85
2016-11-09,79.7
2016-11-10,83.4
2016-11-11,83.35
2016-11-15,79.2
2016-11-16,79.85
2016-11-17,83.25
2016-11-18,79.1
2016-11-21,75.15
2016-11-22,71.4
2016-11-23,67.85
2016-11-24,64.5
2016-11-25,67.7
2016-11-28,71.05
2016-11-29,74.6
2016-11-30,78.3
2016-12-01,80.7
2016-12-02,77.15
2016-12-05,79.15
2016-12-06,77.45
2016-12-07,75.6
2016-12-08,77.2
2016-12-09,75.3
2016-12-12,73.55
2016-12-13,72.45
2016-12-14,69.8
2016-12-15,68.8
2016-12-16,72.65
2016-12-19,77.05
2016-12-20,74.9
2016-12-21,75.2
2016-12-22,72.75
2016-12-23,70.65
2016-12-26,68.15
2016-12-27,68.65
2016-12-28,68.65
2016-12-29,66.2
2016-12-30,64.6
