Date,JMFINANCIL
2016-01-01,45.4
2016-01-04,45.95
2016-01-05,44.35
2016-01-06,43.05
2016-01-07,40.95
2016-01-08,43.25
2016-01-11,42.15
2016-01-12,41.35
2016-01-13,40.35
2016-01-14,39.45
2016-01-15,39.15
2016-01-18,37.15
2016-01-19,37.7
2016-01-20,35.95
2016-01-21,36.1
2016-01-22,37.35
2016-01-25,39.05
2016-01-27,38.35
2016-01-28,38.25
2016-01-29,39.5
2016-02-01,40.9
2016-02-02,40.1
2016-02-03,38.9
2016-02-04,40.1
2016-02-05,40.45
2016-02-08,40.55
2016-02-09,39.5
2016-02-10,37.7
2016-02-11,34.45
2016-02-12,35.2
2016-02-15,36.85
2016-02-16,35.6
2016-02-17,35.75
2016-02-18,36.05
2016-02-19,36.35
2016-02-22,35.6
2016-02-23,34.75
2016-02-24,34.55
2016-02-25,34.6
2016-02-26,34.65
2016-02-29,36.0
2016-03-01,37.6
2016-03-02,38.0
2016-03-03,39.85
2016-03-04,39.35
2016-03-08,40.3
2016-03-09,40.7
2016-03-10,40.55
2016-03-11,39.95
2016-03-14,40.15
2016-03-15,38.65
2016-03-16,38.8
2016-03-17,39.75
2016-03-18,38.8
2016-03-21,41.2
2016-03-22,40.0
2016-03-23,39.7
2016-03-28,38.25
2016-03-29,37.6
2016-03-30,38.35
2016-03-31,38.05
2016-04-01,38.4
2016-04-04,38.95
2016-04-05,38.3
2016-04-06,38.45
2016-04-07,38.95
2016-04-08,39.45
2016-04-11,39.55
2016-04-12,40.45
2016-04-13,40.2
2016-04-18,40.05
2016-04-20,39.8
2016-04-21,40.35
2016-04-22,40.95
2016-04-25,41.05
2016-04-26,41.45
2016-04-27,41.05
2016-04-28,41.05
2016-04-29,41.15
2016-05-02,41.1
2016-05-03,41.25
2016-05-04,41.0
2016-05-05,41.15
2016-05-06,41.05
2016-05-09,41.35
2016-05-10,42.5
2016-05-11,42.2
2016-05-12,41.85
2016-05-13,42.9
2016-05-16,44.65
2016-05-17,45.0
2016-05-18,45.05
2016-05-19,45.1
2016-05-20,45.05
2016-05-23,44.75
2016-05-24,44.7
2016-05-25,44.75
2016-05-26,45.45
2016-05-27,46.0
2016-05-30,46.05
2016-05-31,45.15
2016-06-01,45.5
2016-06-02,46.7
2016-06-03,46.55
2016-06-06,45.8
2016-06-07,45.6
2016-06-08,48.85
2016-06-09,51.85
2016-06-10,54.35
2016-06-13,53.0
2016-06-14,52.7
2016-06-15,52.95
2016-06-16,52.95
2016-06-17,52.8
2016-06-20,52.2
2016-06-21,53.05
2016-06-22,51.5
2016-06-23,50.6
2016-06-24,48.8
2016-06-27,50.9
2016-06-28,50.25
2016-06-29,50.4
2016-06-30,51.35
2016-07-01,52.15
2016-07-04,52.35
2016-07-05,52.6
2016-07-07,53.5
2016-07-08,54.85
2016-07-11,54.2
2016-07-12,54.0
2016-07-13,52.95
2016-07-14,52.45
2016-07-15,52.2
2016-07-18,52.65
2016-07-19,52.15
2016-07-20,55.8
2016-07-21,56.7
2016-07-22,63.75
2016-07-25,67.75
2016-07-26,71.0
2016-07-27,75.1
2016-07-28,69.2
2016-07-29,71.55
2016-08-01,67.55
2016-08-02,67.0
2016-08-03,67.35
2016-08-04,66.6
2016-08-05,69.7
2016-08-08,67.9
2016-08-09,66.8
2016-08-10,67.1
2016-08-11,65.4
2016-08-12,66.35
2016-08-16,67.35
2016-08-17,66.95
2016-08-18,66.6
2016-08-19,67.4
2016-08-22,67.25
2016-08-23,68.0
2016-08-24,67.75
2016-08-25,66.15
2016-08-26,64.85
2016-08-29,66.05
2016-08-30,66.8
2016-08-31,66.4
2016-09-01,65.3
2016-09-02,66.9
2016-09-06,66.85
2016-09-07,68.6
2016-09-08,71.4
2016-09-09,68.75
2016-09-12,66.0
2016-09-14,66.1
2016-09-15,65.75
2016-09-16,66.0
2016-09-19,65.5
2016-09-20,65.8
2016-09-21,66.8
2016-09-22,66.55
2016-09-23,64.45
2016-09-26,65.85
2016-09-27,65.9
2016-09-28,66.1
2016-09-29,62.25
2016-09-30,64.65
2016-10-03,72.55
2016-10-04,72.25
2016-10-05,76.2
2016-10-06,73.15
2016-10-07,71.65
2016-10-10,72.05
2016-10-13,69.75
2016-10-14,71.6
2016-10-17,70.6
2016-10-18,74.3
2016-10-19,81.7
2016-10-20,79.8
2016-10-21,80.8
2016-10-24,83.85
2016-10-25,84.85
2016-10-26,83.8
2016-10-27,81.55
2016-10-28,85.2
2016-10-30,87.7
2016-11-01,84.05
2016-11-02,80.7
2016-11-03,80.95
2016-11-04,78.6
2016-11-07,81.15
2016-11-08,87.25
2016-11-09,77.4
2016-11-10,76.85
2016-11-11,70.7
2016-11-15,59.35
2016-11-16,59.2
2016-11-17,58.1
2016-11-18,58.45
2016-11-21,55.7
2016-11-22,58.8
2016-11-23,59.3
2016-11-24,58.85
2016-11-25,60.35
2016-11-28,66.35
2016-11-29,67.2
2016-11-30,70.0
2016-12-01,67.55
2016-12-02,64.5
2016-12-05,65.1
2016-12-06,70.4
2016-12-07,69.25
2016-12-08,70.9
2016-12-09,70.1
2016-12-12,67.85
2016-12-13,69.1
2016-12-14,67.15
2016-12-15,67.4
2016-12-16,65.1
2016-12-19,66.6
2016-12-20,64.5
2016-12-21,67.3
2016-12-22,66.7
2016-12-23,66.7
2016-12-26,64.1
2016-12-27,65.6
2016-12-28,65.55
2016-12-29,66.1
2016-12-30,66.25
