Date,TATASTEEL
2016-01-01,257.4
2016-01-04,256.9
2016-01-05,274.3
2016-01-06,268.75
2016-01-07,249.9
2016-01-08,253.6
2016-01-11,251.65
2016-01-12,245.75
2016-01-13,246.6
2016-01-14,238.75
2016-01-15,229.7
2016-01-18,235.9
2016-01-19,238.0
2016-01-20,232.0
2016-01-21,235.6
2016-01-22,247.8
2016-01-25,254.9
2016-01-27,257.6
2016-01-28,254.2
2016-01-29,249.7
2016-02-01,249.3
2016-02-02,231.45
2016-02-03,224.0
2016-02-04,225.95
2016-02-05,233.85
2016-02-08,234.1
2016-02-09,235.5
2016-02-10,235.7
2016-02-11,224.5
2016-02-12,217.5
2016-02-15,246.7
2016-02-16,244.85
2016-02-17,251.25
2016-02-18,250.85
2016-02-19,253.25
2016-02-22,255.25
2016-02-23,253.55
2016-02-24,247.9
2016-02-25,248.15
2016-02-26,248.45
2016-02-29,249.1
2016-03-01,257.05
2016-03-02,267.55
2016-03-03,287.05
2016-03-04,288.55
2016-03-08,291.8
2016-03-09,295.4
2016-03-10,296.7
2016-03-11,294.05
2016-03-14,296.7
2016-03-15,300.45
2016-03-16,299.5
2016-03-17,295.9
2016-03-18,302.2
2016-03-21,303.55
2016-03-22,309.8
2016-03-23,317.2
2016-03-28,299.15
2016-03-29,303.85
2016-03-30,324.3
2016-03-31,319.7
2016-04-01,317.75
2016-04-04,320.35
2016-04-05,312.3
2016-04-06,328.55
2016-04-07,323.7
2016-04-08,322.1
2016-04-11,331.15
2016-04-12,324.5
2016-04-13,332.85
2016-04-18,335.55
2016-04-20,357.45
2016-04-21,354.55
2016-04-22,353.65
2016-04-25,347.45
2016-04-26,358.6
2016-04-27,356.75
2016-04-28,347.6
2016-04-29,351.1
2016-05-02,346.95
2016-05-03,348.9
2016-05-04,328.75
2016-05-05,331.8
2016-05-06,329.3
2016-05-09,328.7
2016-05-10,328.05
2016-05-11,329.8
2016-05-12,330.6
2016-05-13,322.65
2016-05-16,326.4
2016-05-17,327.15
2016-05-18,329.05
2016-05-19,326.25
2016-05-20,322.65
2016-05-23,313.55
2016-05-24,317.7
2016-05-25,324.6
2016-05-26,325.2
2016-05-27,329.6
2016-05-30,322.35
2016-05-31,334.35
2016-06-01,332.15
2016-06-02,340.65
2016-06-03,338.55
2016-06-06,337.85
2016-06-07,342.6
2016-06-08,341.5
2016-06-09,342.05
2016-06-10,334.4
2016-06-13,323.1
2016-06-14,324.95
2016-06-15,330.25
2016-06-16,330.5
2016-06-17,325.45
2016-06-20,336.25
2016-06-21,334.05
2016-06-22,332.45
2016-06-23,333.95
2016-06-24,312.65
2016-06-27,310.5
2016-06-28,311.5
2016-06-29,313.6
2016-06-30,321.95
2016-07-01,328.1
2016-07-04,331.25
2016-07-05,333.65
2016-07-07,317.7
2016-07-08,318.35
2016-07-11,327.0
2016-07-12,342.3
2016-07-13,357.75
2016-07-14,359.3
2016-07-15,372.9
2016-07-18,365.65
2016-07-19,370.25
2016-07-20,368.45
2016-07-21,362.3
2016-07-22,365.45
2016-07-25,363.65
2016-07-26,367.8
2016-07-27,363.05
2016-07-28,349.85
2016-07-29,355.05
2016-08-01,364.85
2016-08-02,361.85
2016-08-03,358.05
2016-08-04,373.8
2016-08-05,381.7
2016-08-08,379.55
2016-08-09,375.35
2016-08-10,370.3
2016-08-11,368.35
2016-08-12,374.75
2016-08-16,379.15
2016-08-17,391.85
2016-08-18,387.2
2016-08-19,392.15
2016-08-22,388.15
2016-08-23,385.15
2016-08-24,379.95
2016-08-25,372.3
2016-08-26,369.45
2016-08-29,373.75
2016-08-30,377.75
2016-08-31,370.1
2016-09-01,374.6
2016-09-02,374.2
2016-09-06,385.75
2016-09-07,389.95
2016-09-08,403.0
2016-09-09,394.6
2016-09-12,373.3
2016-09-14,373.9
2016-09-15,366.4
2016-09-16,358.85
2016-09-19,361.65
2016-09-20,365.6
2016-09-21,369.8
2016-09-22,377.25
2016-09-23,372.0
2016-09-26,369.75
2016-09-27,367.95
2016-09-28,380.35
2016-09-29,368.8
2016-09-30,374.25
2016-10-03,382.85
2016-10-04,391.15
2016-10-05,390.7
2016-10-06,389.85
2016-10-07,406.55
2016-10-10,418.4
2016-10-13,413.8
2016-10-14,412.3
2016-10-17,410.8
2016-10-18,424.95
2016-10-19,426.0
2016-10-20,428.55
2016-10-21,427.2
2016-10-24,426.05
2016-10-25,415.25
2016-10-26,398.6
2016-10-27,397.15
2016-10-28,405.45
2016-10-30,404.7
2016-11-01,417.7
2016-11-02,413.35
2016-11-03,403.3
2016-11-04,403.1
2016-11-07,412.6
2016-11-08,408.65
2016-11-09,399.35
2016-11-10,437.0
2016-11-11,426.5
2016-11-15,393.05
2016-11-16,392.75
2016-11-17,392.75
2016-11-18,385.1
2016-11-21,371.45
2016-11-22,378.05
2016-11-23,392.7
2016-11-24,398.15
2016-11-25,408.75
2016-11-28,406.6
2016-11-29,408.95
2016-11-30,415.05
2016-12-01,409.6
2016-12-02,406.4
2016-12-05,413.5
2016-12-06,418.45
2016-12-07,411.9
2016-12-08,431.3
2016-12-09,430.55
2016-12-12,424.2
2016-12-13,421.1
2016-12-14,417.75
2016-12-15,419.3
2016-12-16,414.05
2016-12-19,410.35
2016-12-20,403.5
2016-12-21,404.5
2016-12-22,392.2
2016-12-23,390.85
2016-12-26,380.1
2016-12-27,392.4
2016-12-28,388.45
2016-12-29,392.35
2016-12-30,391.25
