Date,CLNINDIA
2016-01-01,745.75
2016-01-04,766.1
2016-01-05,779.05
2016-01-06,784.55
2016-01-07,766.3
2016-01-08,777.85
2016-01-11,775.95
2016-01-12,758.7
2016-01-13,753.05
2016-01-14,746.55
2016-01-15,728.05
2016-01-18,707.95
2016-01-19,718.2
2016-01-20,697.5
2016-01-21,691.8
2016-01-22,695.85
2016-01-25,710.0
2016-01-27,707.5
2016-01-28,715.1
2016-01-29,717.9
2016-02-01,722.35
2016-02-02,713.85
2016-02-03,712.45
2016-02-04,706.05
2016-02-05,706.25
2016-02-08,708.55
2016-02-09,703.35
2016-02-10,709.2
2016-02-11,689.65
2016-02-12,672.55
2016-02-15,684.15
2016-02-16,665.55
2016-02-17,653.75
2016-02-18,647.5
2016-02-19,650.8
2016-02-22,642.9
2016-02-23,621.55
2016-02-24,619.1
2016-02-25,613.45
2016-02-26,599.5
2016-02-29,596.95
2016-03-01,603.6
2016-03-02,612.1
2016-03-03,620.2
2016-03-04,623.3
2016-03-08,610.1
2016-03-09,604.15
2016-03-10,606.45
2016-03-11,604.1
2016-03-14,596.45
2016-03-15,600.35
2016-03-16,599.0
2016-03-17,600.0
2016-03-18,597.95
2016-03-21,597.3
2016-03-22,599.8
2016-03-23,600.35
2016-03-28,593.15
2016-03-29,592.8
2016-03-30,598.15
2016-03-31,594.05
2016-04-01,600.25
2016-04-04,600.35
2016-04-05,600.3
2016-04-06,657.65
2016-04-07,639.4
2016-04-08,639.8
2016-04-11,629.65
2016-04-12,643.75
2016-04-13,651.8
2016-04-18,655.05
2016-04-20,662.35
2016-04-21,660.3
2016-04-22,654.3
2016-04-25,663.05
2016-04-26,667.05
2016-04-27,672.85
2016-04-28,666.0
2016-04-29,667.5
2016-05-02,659.4
2016-05-03,654.3
2016-05-04,650.65
2016-05-05,662.45
2016-05-06,660.75
2016-05-09,666.45
2016-05-10,665.15
2016-05-11,664.2
2016-05-12,702.95
2016-05-13,735.65
2016-05-16,750.5
2016-05-17,739.3
2016-05-18,741.35
2016-05-19,728.85
2016-05-20,709.2
2016-05-23,679.65
2016-05-24,677.25
2016-05-25,674.4
2016-05-26,656.6
2016-05-27,661.65
2016-05-30,662.6
2016-05-31,665.65
2016-06-01,661.55
2016-06-02,662.15
2016-06-03,663.65
2016-06-06,643.95
2016-06-07,649.65
2016-06-08,670.65
2016-06-09,660.8
2016-06-10,645.4
2016-06-13,652.05
2016-06-14,653.3
2016-06-15,696.1
2016-06-16,700.4
2016-06-17,693.9
2016-06-20,690.95
2016-06-21,678.85
2016-06-22,673.75
2016-06-23,670.85
2016-06-24,658.55
2016-06-27,671.0
2016-06-28,681.65
2016-06-29,709.35
2016-06-30,708.6
2016-07-01,710.6
2016-07-04,722.65
2016-07-05,716.0
2016-07-07,715.95
2016-07-08,703.6
2016-07-11,710.4
2016-07-12,701.7
2016-07-13,696.4
2016-07-14,701.25
2016-07-15,698.25
2016-07-18,694.65
2016-07-19,696.8
2016-07-20,704.25
2016-07-21,699.2
2016-07-22,705.45
2016-07-25,713.45
2016-07-26,709.15
2016-07-27,706.95
2016-07-28,727.85
2016-07-29,723.45
2016-08-01,710.7
2016-08-02,712.85
2016-08-03,699.55
2016-08-04,692.0
2016-08-05,699.25
2016-08-08,701.45
2016-08-09,699.95
2016-08-10,698.7
2016-08-11,684.55
2016-08-12,700.9
2016-08-16,726.95
2016-08-17,724.95
2016-08-18,728.7
2016-08-19,728.2
2016-08-22,755.75
2016-08-23,756.7
2016-08-24,750.9
2016-08-25,747.55
2016-08-26,733.75
2016-08-29,732.2
2016-08-30,734.75
2016-08-31,728.75
2016-09-01,727.9
2016-09-02,729.55
2016-09-06,732.9
2016-09-07,731.1
2016-09-08,735.75
2016-09-09,731.95
2016-09-12,725.4
2016-09-14,735.0
2016-09-15,737.2
2016-09-16,737.75
2016-09-19,736.65
2016-09-20,758.5
2016-09-21,766.45
2016-09-22,768.05
2016-09-23,753.45
2016-09-26,759.2
2016-09-27,757.9
2016-09-28,765.25
2016-09-29,729.65
2016-09-30,740.15
2016-10-03,759.45
2016-10-04,759.55
2016-10-05,770.85
2016-10-06,800.8
2016-10-07,824.8
2016-10-10,817.8
2016-10-13,803.1
2016-10-14,807.9
2016-10-17,797.95
2016-10-18,800.9
2016-10-19,801.35
2016-10-20,801.75
2016-10-21,812.2
2016-10-24,805.35
2016-10-25,800.55
2016-10-26,810.2
2016-10-27,799.65
2016-10-28,804.05
2016-10-30,811.7
2016-11-01,804.7
2016-11-02,777.0
2016-11-03,772.1
2016-11-04,756.25
2016-11-07,767.55
2016-11-08,763.25
2016-11-09,763.2
2016-11-10,783.1
2016-11-11,757.1
2016-11-15,726.45
2016-11-16,710.8
2016-11-17,711.15
2016-11-18,706.4
2016-11-21,700.65
2016-11-22,704.75
2016-11-23,709.1
2016-11-24,724.2
2016-11-25,728.65
2016-11-28,724.3
2016-11-29,730.7
2016-11-30,733.95
2016-12-01,731.25
2016-12-02,711.0
2016-12-05,721.35
2016-12-06,720.1
2016-12-07,716.85
2016-12-08,720.15
2016-12-09,713.1
2016-12-12,701.8
2016-12-13,702.75
2016-12-14,693.7
2016-12-15,701.35
2016-12-16,731.45
2016-12-19,708.9
2016-12-20,708.8
2016-12-21,716.85
2016-12-22,709.5
2016-12-23,709.7
2016-12-26,697.65
2016-12-27,690.15
2016-12-28,691.6
2016-12-29,700.65
2016-12-30,696.9
