Date,GRAPHITE
2016-01-01,86.15
2016-01-04,86.45
2016-01-05,86.0
2016-01-06,84.1
2016-01-07,82.1
2016-01-08,80.95
2016-01-11,80.1
2016-01-12,80.15
2016-01-13,77.3
2016-01-14,76.6
2016-01-15,74.8
2016-01-18,73.4
2016-01-19,74.8
2016-01-20,74.5
2016-01-21,74.45
2016-01-22,74.1
2016-01-25,76.6
2016-01-27,77.25
2016-01-28,74.4
2016-01-29,73.7
2016-02-01,73.9
2016-02-02,73.7
2016-02-03,72.0
2016-02-04,71.9
2016-02-05,72.8
2016-02-08,73.1
2016-02-09,73.2
2016-02-10,72.7
2016-02-11,69.6
2016-02-12,65.45
2016-02-15,67.0
2016-02-16,66.5
2016-02-17,65.1
2016-02-18,64.95
2016-02-19,65.1
2016-02-22,67.0
2016-02-23,65.65
2016-02-24,65.1
2016-02-25,65.85
2016-02-26,66.25
2016-02-29,66.1
2016-03-01,67.3
2016-03-02,68.25
2016-03-03,69.05
2016-03-04,68.55
2016-03-08,69.1
2016-03-09,68.7
2016-03-10,70.0
2016-03-11,69.4
2016-03-14,69.35
2016-03-15,69.15
2016-03-16,69.4
2016-03-17,70.8
2016-03-18,70.95
2016-03-21,73.15
2016-03-22,71.95
2016-03-23,75.6
2016-03-28,72.15
2016-03-29,71.2
2016-03-30,73.4
2016-03-31,71.85
2016-04-01,72.45
2016-04-04,72.85
2016-04-05,71.75
2016-04-06,73.1
2016-04-07,72.45
2016-04-08,72.9
2016-04-11,74.75
2016-04-12,73.85
2016-04-13,74.75
2016-04-18,79.0
2016-04-20,77.6
2016-04-21,77.9
2016-04-22,77.4
2016-04-25,78.4
2016-04-26,78.75
2016-04-27,78.65
2016-04-28,77.4
2016-04-29,79.7
2016-05-02,77.75
2016-05-03,76.45
2016-05-04,78.05
2016-05-05,77.3
2016-05-06,77.05
2016-05-09,76.4
2016-05-10,76.75
2016-05-11,77.05
2016-05-12,78.75
2016-05-13,76.4
2016-05-16,75.1
2016-05-17,74.45
2016-05-18,73.95
2016-05-19,73.1
2016-05-20,72.6
2016-05-23,74.1
2016-05-24,75.5
2016-05-25,74.8
2016-05-26,74.3
2016-05-27,74.85
2016-05-30,74.4
2016-05-31,73.8
2016-06-01,73.15
2016-06-02,74.0
2016-06-03,73.05
2016-06-06,72.95
2016-06-07,73.6
2016-06-08,73.3
2016-06-09,73.4
2016-06-10,73.6
2016-06-13,73.35
2016-06-14,73.05
2016-06-15,80.5
2016-06-16,78.35
2016-06-17,79.0
2016-06-20,76.75
2016-06-21,74.65
2016-06-22,74.55
2016-06-23,73.95
2016-06-24,74.55
2016-06-27,74.4
2016-06-28,79.85
2016-06-29,78.3
2016-06-30,76.45
2016-07-01,76.45
2016-07-04,76.95
2016-07-05,77.45
2016-07-07,77.95
2016-07-08,76.0
2016-07-11,76.55
2016-07-12,76.8
2016-07-13,77.3
2016-07-14,81.55
2016-07-15,81.1
2016-07-18,80.45
2016-07-19,80.65
2016-07-20,81.5
2016-07-21,80.85
2016-07-22,79.85
2016-07-25,79.6
2016-07-26,79.15
2016-07-27,78.4
2016-07-28,78.6
2016-07-29,82.95
2016-08-01,81.0
2016-08-02,79.55
2016-08-03,77.55
2016-08-04,78.4
2016-08-05,78.15
2016-08-08,78.6
2016-08-09,77.65
2016-08-10,77.1
2016-08-11,74.2
2016-08-12,73.5
2016-08-16,72.15
2016-08-17,73.2
2016-08-18,73.3
2016-08-19,74.15
2016-08-22,74.05
2016-08-23,73.8
2016-08-24,75.05
2016-08-25,74.95
2016-08-26,74.35
2016-08-29,74.65
2016-08-30,74.8
2016-08-31,74.85
2016-09-01,73.85
2016-09-02,74.5
2016-09-06,74.35
2016-09-07,74.9
2016-09-08,74.9
2016-09-09,73.7
2016-09-12,73.75
2016-09-14,73.35
2016-09-15,74.0
2016-09-16,74.45
2016-09-19,74.65
2016-09-20,76.9
2016-09-21,78.6
2016-09-22,77.55
2016-09-23,76.45
2016-09-26,76.05
2016-09-27,75.4
2016-09-28,76.05
2016-09-29,72.35
2016-09-30,73.3
2016-10-03,75.3
2016-10-04,75.0
2016-10-05,76.85
2016-10-06,77.0
2016-10-07,76.75
2016-10-10,77.05
2016-10-13,77.15
2016-10-14,75.85
2016-10-17,75.7
2016-10-18,76.45
2016-10-19,76.65
2016-10-20,78.8
2016-10-21,79.05
2016-10-24,79.6
2016-10-25,78.55
2016-10-26,78.05
2016-10-27,78.8
2016-10-28,78.25
2016-10-30,79.05
2016-11-01,83.2
2016-11-02,80.95
2016-11-03,78.85
2016-11-04,76.1
2016-11-07,77.65
2016-11-08,76.8
2016-11-09,75.65
2016-11-10,77.05
2016-11-11,74.8
2016-11-15,74.0
2016-11-16,74.7
2016-11-17,75.2
2016-11-18,74.8
2016-11-21,73.25
2016-11-22,73.6
2016-11-23,73.45
2016-11-24,73.6
2016-11-25,73.9
2016-11-28,74.45
2016-11-29,76.75
2016-11-30,75.75
2016-12-01,76.15
2016-12-02,73.6
2016-12-05,72.95
2016-12-06,72.6
2016-12-07,72.85
2016-12-08,73.0
2016-12-09,73.55
2016-12-12,74.9
2016-12-13,74.8
2016-12-14,72.85
2016-12-15,73.45
2016-12-16,73.05
2016-12-19,72.35
2016-12-20,72.55
2016-12-21,72.75
2016-12-22,72.75
2016-12-23,72.85
2016-12-26,71.8
2016-12-27,72.2
2016-12-28,72.15
2016-12-29,72.75
2016-12-30,73.1
