Date,GAMMNINFRA
2016-01-01,7.1
2016-01-04,6.85
2016-01-05,6.9
2016-01-06,6.85
2016-01-07,6.6
2016-01-08,6.6
2016-01-11,6.5
2016-01-12,6.5
2016-01-13,6.3
2016-01-14,6.1
2016-01-15,5.95
2016-01-18,5.55
2016-01-19,5.6
2016-01-20,5.45
2016-01-21,5.35
2016-01-22,5.5
2016-01-25,5.5
2016-01-27,5.45
2016-01-28,5.4
2016-01-29,5.4
2016-02-01,5.4
2016-02-02,5.25
2016-02-03,4.75
2016-02-04,4.7
2016-02-05,4.7
2016-02-08,4.65
2016-02-09,4.7
2016-02-10,4.6
2016-02-11,4.3
2016-02-12,4.05
2016-02-15,4.45
2016-02-16,4.25
2016-02-17,4.6
2016-02-18,4.6
2016-02-19,4.7
2016-02-22,5.0
2016-02-23,4.85
2016-02-24,4.75
2016-02-25,4.85
2016-02-26,4.9
2016-02-29,4.75
2016-03-01,4.9
2016-03-02,4.95
2016-03-03,4.95
2016-03-04,5.15
2016-03-08,5.2
2016-03-09,5.3
2016-03-10,5.15
2016-03-11,5.0
2016-03-14,5.0
2016-03-15,4.9
2016-03-16,4.9
2016-03-17,4.9
2016-03-18,4.75
2016-03-21,4.8
2016-03-22,4.8
2016-03-23,4.95
2016-03-28,4.85
2016-03-29,4.75
2016-03-30,4.9
2016-03-31,4.85
2016-04-01,5.05
2016-04-04,5.25
2016-04-05,5.0
2016-04-06,4.95
2016-04-07,5.0
2016-04-08,4.9
2016-04-11,4.9
2016-04-12,4.85
2016-04-13,4.85
2016-04-18,4.9
2016-04-20,4.9
2016-04-21,4.85
2016-04-22,4.85
2016-04-25,4.85
2016-04-26,4.8
2016-04-27,4.75
2016-04-28,4.8
2016-04-29,4.8
2016-05-02,4.75
2016-05-03,4.65
2016-05-04,4.6
2016-05-05,4.65
2016-05-06,4.55
2016-05-09,4.6
2016-05-10,4.45
2016-05-11,4.35
2016-05-12,4.3
2016-05-13,4.15
2016-05-16,4.15
2016-05-17,4.2
2016-05-18,4.1
2016-05-19,4.1
2016-05-20,4.1
2016-05-23,4.1
2016-05-24,4.0
2016-05-25,4.0
2016-05-26,4.1
2016-05-27,4.15
2016-05-30,4.2
2016-05-31,4.0
2016-06-01,3.85
2016-06-02,4.05
2016-06-03,4.05
2016-06-06,3.95
2016-06-07,4.1
2016-06-08,4.5
2016-06-09,4.45
2016-06-10,4.4
2016-06-13,4.7
2016-06-14,5.1
2016-06-15,5.2
2016-06-16,5.0
2016-06-17,5.15
2016-06-20,5.45
2016-06-21,5.85
2016-06-22,5.45
2016-06-23,5.45
2016-06-24,5.45
2016-06-27,5.95
2016-06-28,6.0
2016-06-29,5.75
2016-06-30,5.75
2016-07-01,5.65
2016-07-04,5.6
2016-07-05,5.85
2016-07-07,6.05
2016-07-08,5.9
2016-07-11,5.95
2016-07-12,5.95
2016-07-13,5.8
2016-07-14,5.85
2016-07-15,5.8
2016-07-18,5.7
2016-07-19,5.7
2016-07-20,5.75
2016-07-21,5.65
2016-07-22,5.55
2016-07-25,5.6
2016-07-26,5.45
2016-07-27,5.5
2016-07-28,5.45
2016-07-29,5.35
2016-08-01,5.25
2016-08-02,5.1
2016-08-03,5.1
2016-08-04,5.1
2016-08-05,5.2
2016-08-08,5.1
2016-08-09,5.15
2016-08-10,5.0
2016-08-11,4.95
2016-08-12,4.9
2016-08-16,4.75
2016-08-17,4.7
2016-08-18,4.85
2016-08-19,4.7
2016-08-22,5.05
2016-08-23,5.3
2016-08-24,5.4
2016-08-25,5.3
2016-08-26,5.1
2016-08-29,4.95
2016-08-30,4.9
2016-08-31,5.25
2016-09-01,4.95
2016-09-02,5.15
2016-09-06,5.1
2016-09-07,4.85
2016-09-08,5.0
2016-09-09,5.1
2016-09-12,4.9
2016-09-14,5.0
2016-09-15,5.0
2016-09-16,4.9
2016-09-19,4.9
2016-09-20,4.95
2016-09-21,4.95
2016-09-22,4.95
2016-09-23,4.85
2016-09-26,4.9
2016-09-27,4.85
2016-09-28,4.85
2016-09-29,4.65
2016-09-30,4.65
2016-10-03,4.75
2016-10-04,4.65
2016-10-05,4.7
2016-10-06,4.75
2016-10-07,4.75
2016-10-10,4.8
2016-10-13,4.7
2016-10-14,4.8
2016-10-17,4.9
2016-10-18,5.0
2016-10-19,4.95
2016-10-20,5.0
2016-10-21,5.0
2016-10-24,5.0
2016-10-25,4.95
2016-10-26,5.0
2016-10-27,4.8
2016-10-28,4.95
2016-10-30,5.05
2016-11-01,4.95
2016-11-02,5.0
2016-11-03,4.9
2016-11-04,4.7
2016-11-07,4.75
2016-11-08,4.75
2016-11-09,4.5
2016-11-10,4.65
2016-11-11,4.55
2016-11-15,4.3
2016-11-16,4.2
2016-11-17,4.25
2016-11-18,4.25
2016-11-21,4.0
2016-11-22,4.0
2016-11-23,4.0
2016-11-24,3.95
2016-11-25,4.0
2016-11-28,4.0
2016-11-29,4.0
2016-11-30,4.0
2016-12-01,3.95
2016-12-02,4.0
2016-12-05,3.95
2016-12-06,3.95
2016-12-07,3.95
2016-12-08,3.95
2016-12-09,3.95
2016-12-12,3.95
2016-12-13,3.95
2016-12-14,3.9
2016-12-15,3.85
2016-12-16,3.8
2016-12-19,3.8
2016-12-20,3.75
2016-12-21,3.7
2016-12-22,3.7
2016-12-23,3.65
2016-12-26,3.55
2016-12-27,3.6
2016-12-28,3.6
2016-12-29,3.6
2016-12-30,3.7
