Date,ESCORTS
2016-01-01,170.2
2016-01-04,165.4
2016-01-05,169.7
2016-01-06,167.05
2016-01-07,159.05
2016-01-08,162.85
2016-01-11,158.7
2016-01-12,156.6
2016-01-13,148.85
2016-01-14,145.1
2016-01-15,135.15
2016-01-18,128.1
2016-01-19,133.35
2016-01-20,127.35
2016-01-21,128.75
2016-01-22,132.15
2016-01-25,133.2
2016-01-27,133.8
2016-01-28,131.3
2016-01-29,135.15
2016-02-01,136.55
2016-02-02,132.15
2016-02-03,127.25
2016-02-04,122.95
2016-02-05,131.8
2016-02-08,130.35
2016-02-09,131.3
2016-02-10,127.65
2016-02-11,120.8
2016-02-12,117.2
2016-02-15,124.6
2016-02-16,119.85
2016-02-17,118.15
2016-02-18,118.85
2016-02-19,119.7
2016-02-22,121.6
2016-02-23,125.4
2016-02-24,125.6
2016-02-25,125.35
2016-02-26,127.55
2016-02-29,125.7
2016-03-01,131.45
2016-03-02,132.2
2016-03-03,135.15
2016-03-04,138.3
2016-03-08,136.95
2016-03-09,137.8
2016-03-10,135.3
2016-03-11,131.95
2016-03-14,130.9
2016-03-15,129.0
2016-03-16,129.2
2016-03-17,132.35
2016-03-18,131.45
2016-03-21,134.9
2016-03-22,136.0
2016-03-23,139.8
2016-03-28,136.2
2016-03-29,137.65
2016-03-30,139.95
2016-03-31,139.25
2016-04-01,139.4
2016-04-04,145.55
2016-04-05,142.3
2016-04-06,150.3
2016-04-07,148.85
2016-04-08,153.15
2016-04-11,153.15
2016-04-12,169.25
2016-04-13,168.6
2016-04-18,171.15
2016-04-20,172.85
2016-04-21,168.8
2016-04-22,168.05
2016-04-25,166.65
2016-04-26,167.65
2016-04-27,172.05
2016-04-28,170.4
2016-04-29,169.25
2016-05-02,173.55
2016-05-03,171.4
2016-05-04,165.2
2016-05-05,164.35
2016-05-06,166.4
2016-05-09,171.15
2016-05-10,173.55
2016-05-11,178.7
2016-05-12,177.0
2016-05-13,173.95
2016-05-16,173.85
2016-05-17,178.9
2016-05-18,177.0
2016-05-19,172.6
2016-05-20,171.6
2016-05-23,167.05
2016-05-24,171.25
2016-05-25,173.7
2016-05-26,173.45
2016-05-27,173.1
2016-05-30,173.75
2016-05-31,174.7
2016-06-01,174.85
2016-06-02,173.8
2016-06-03,170.85
2016-06-06,172.95
2016-06-07,171.85
2016-06-08,171.9
2016-06-09,171.85
2016-06-10,177.2
2016-06-13,181.75
2016-06-14,180.7
2016-06-15,181.95
2016-06-16,178.7
2016-06-17,176.4
2016-06-20,183.3
2016-06-21,182.15
2016-06-22,207.65
2016-06-23,204.35
2016-06-24,209.55
2016-06-27,218.3
2016-06-28,219.15
2016-06-29,222.3
2016-06-30,219.9
2016-07-01,223.15
2016-07-04,222.05
2016-07-05,222.8
2016-07-07,218.5
2016-07-08,219.6
2016-07-11,219.75
2016-07-12,226.35
2016-07-13,237.65
2016-07-14,240.9
2016-07-15,235.5
2016-07-18,236.15
2016-07-19,238.85
2016-07-20,248.5
2016-07-21,251.6
2016-07-22,248.45
2016-07-25,255.35
2016-07-26,250.4
2016-07-27,253.25
2016-07-28,259.45
2016-07-29,262.5
2016-08-01,258.6
2016-08-02,268.0
2016-08-03,265.6
2016-08-04,262.5
2016-08-05,263.6
2016-08-08,261.55
2016-08-09,260.95
2016-08-10,260.0
2016-08-11,305.0
2016-08-12,299.6
2016-08-16,305.0
2016-08-17,312.15
2016-08-18,313.45
2016-08-19,305.75
2016-08-22,316.0
2016-08-23,326.85
2016-08-24,317.65
2016-08-25,329.45
2016-08-26,322.7
2016-08-29,321.15
2016-08-30,326.2
2016-08-31,325.45
2016-09-01,330.4
2016-09-02,332.5
2016-09-06,333.8
2016-09-07,337.5
2016-09-08,342.2
2016-09-09,366.7
2016-09-12,351.65
2016-09-14,352.7
2016-09-15,345.65
2016-09-16,345.05
2016-09-19,348.75
2016-09-20,366.85
2016-09-21,369.4
2016-09-22,382.7
2016-09-23,380.7
2016-09-26,375.1
2016-09-27,383.3
2016-09-28,386.75
2016-09-29,365.65
2016-09-30,375.6
2016-10-03,406.9
2016-10-04,408.7
2016-10-05,402.35
2016-10-06,389.8
2016-10-07,399.3
2016-10-10,397.95
2016-10-13,384.95
2016-10-14,386.05
2016-10-17,392.05
2016-10-18,389.6
2016-10-19,386.5
2016-10-20,387.25
2016-10-21,397.25
2016-10-24,397.95
2016-10-25,395.35
2016-10-26,401.4
2016-10-27,379.05
2016-10-28,375.25
2016-10-30,375.75
2016-11-01,379.45
2016-11-02,372.15
2016-11-03,371.6
2016-11-04,352.0
2016-11-07,357.55
2016-11-08,346.85
2016-11-09,332.7
2016-11-10,353.8
2016-11-11,334.7
2016-11-15,299.1
2016-11-16,301.05
2016-11-17,299.1
2016-11-18,301.4
2016-11-21,283.35
2016-11-22,291.95
2016-11-23,301.45
2016-11-24,297.55
2016-11-25,309.25
2016-11-28,318.9
2016-11-29,320.3
2016-11-30,322.7
2016-12-01,318.95
2016-12-02,313.55
2016-12-05,320.95
2016-12-06,319.7
2016-12-07,319.45
2016-12-08,325.6
2016-12-09,326.25
2016-12-12,319.75
2016-12-13,319.3
2016-12-14,314.65
2016-12-15,319.1
2016-12-16,313.4
2016-12-19,305.9
2016-12-20,298.1
2016-12-21,286.3
2016-12-22,287.25
2016-12-23,290.2
2016-12-26,279.45
2016-12-27,288.95
2016-12-28,289.9
2016-12-29,292.65
2016-12-30,296.7
