Date,TEXMOPIPES
2016-01-01,16.4
2016-01-04,19.65
2016-01-05,21.35
2016-01-06,23.45
2016-01-07,25.6
2016-01-08,26.85
2016-01-11,28.15
2016-01-12,29.55
2016-01-13,28.1
2016-01-14,26.7
2016-01-15,25.4
2016-01-18,24.15
2016-01-19,22.95
2016-01-20,23.0
2016-01-21,22.2
2016-01-22,23.3
2016-01-25,24.45
2016-01-27,25.6
2016-01-28,25.8
2016-01-29,25.6
2016-02-01,25.0
2016-02-02,23.75
2016-02-03,22.6
2016-02-04,21.5
2016-02-05,23.65
2016-02-08,24.45
2016-02-09,22.6
2016-02-10,21.7
2016-02-11,19.55
2016-02-12,19.0
2016-02-15,20.9
2016-02-16,20.95
2016-02-17,21.3
2016-02-18,20.45
2016-02-19,20.85
2016-02-22,22.3
2016-02-23,21.1
2016-02-24,21.0
2016-02-25,20.65
2016-02-26,20.4
2016-02-29,20.95
2016-03-01,23.0
2016-03-02,23.55
2016-03-03,23.55
2016-03-04,24.65
2016-03-08,24.5
2016-03-09,24.35
2016-03-10,23.95
2016-03-11,23.85
2016-03-14,24.35
2016-03-15,24.15
2016-03-16,24.1
2016-03-17,23.8
2016-03-18,23.05
2016-03-21,21.95
2016-03-22,20.75
2016-03-23,23.85
2016-03-28,23.35
2016-03-29,23.5
2016-03-30,22.8
2016-03-31,22.8
2016-04-01,22.55
2016-04-04,22.95
2016-04-05,22.65
2016-04-06,24.1
2016-04-07,23.0
2016-04-08,23.65
2016-04-11,23.45
2016-04-12,23.45
2016-04-13,23.65
2016-04-18,23.05
2016-04-20,23.05
2016-04-21,22.75
2016-04-22,23.8
2016-04-25,23.25
2016-04-26,27.9
2016-04-27,33.0
2016-04-28,34.1
2016-04-29,35.2
2016-05-02,34.1
2016-05-03,31.65
2016-05-04,32.1
2016-05-05,35.3
2016-05-06,37.7
2016-05-09,38.35
2016-05-10,36.15
2016-05-11,36.0
2016-05-12,36.3
2016-05-13,35.65
2016-05-16,36.75
2016-05-17,37.3
2016-05-18,36.35
2016-05-19,36.25
2016-05-20,33.55
2016-05-23,31.3
2016-05-24,29.6
2016-05-25,31.05
2016-05-26,32.6
2016-05-27,34.2
2016-05-30,32.5
2016-05-31,30.95
2016-06-01,32.45
2016-06-02,31.3
2016-06-03,30.7
2016-06-06,31.0
2016-06-07,31.0
2016-06-08,30.65
2016-06-09,29.65
2016-06-10,29.6
2016-06-13,28.7
2016-06-14,28.4
2016-06-15,29.8
2016-06-16,29.95
2016-06-17,29.25
2016-06-20,29.05
2016-06-21,29.1
2016-06-22,28.85
2016-06-23,28.9
2016-06-24,28.2
2016-06-27,29.05
2016-06-28,28.65
2016-06-29,29.2
2016-06-30,30.65
2016-07-01,32.8
2016-07-04,36.05
2016-07-05,34.65
2016-07-07,34.3
2016-07-08,33.6
2016-07-11,33.6
2016-07-12,32.4
2016-07-13,34.95
2016-07-14,34.6
2016-07-15,32.75
2016-07-18,33.2
2016-07-19,33.0
2016-07-20,33.2
2016-07-21,33.1
2016-07-22,32.65
2016-07-25,32.75
2016-07-26,32.45
2016-07-27,31.75
2016-07-28,31.85
2016-07-29,31.6
2016-08-01,28.85
2016-08-02,31.15
2016-08-03,30.25
2016-08-04,30.35
2016-08-05,33.35
2016-08-08,33.6
2016-08-09,32.2
2016-08-10,31.75
2016-08-11,30.8
2016-08-12,30.65
2016-08-16,30.75
2016-08-17,29.75
2016-08-18,29.85
2016-08-19,29.7
2016-08-22,29.85
2016-08-23,28.85
2016-08-24,28.95
2016-08-25,29.0
2016-08-26,29.25
2016-08-29,29.05
2016-08-30,30.55
2016-08-31,30.4
2016-09-01,29.95
2016-09-02,29.8
2016-09-06,29.7
2016-09-07,29.55
2016-09-08,28.95
2016-09-09,28.75
2016-09-12,28.1
2016-09-14,28.0
2016-09-15,27.95
2016-09-16,28.65
2016-09-19,31.4
2016-09-20,29.8
2016-09-21,30.35
2016-09-22,30.5
2016-09-23,30.0
2016-09-26,29.9
2016-09-27,28.7
2016-09-28,29.3
2016-09-29,25.75
2016-09-30,27.3
2016-10-03,28.0
2016-10-04,28.05
2016-10-05,28.95
2016-10-06,28.45
2016-10-07,28.05
2016-10-10,27.8
2016-10-13,28.3
2016-10-14,27.9
2016-10-17,27.15
2016-10-18,27.65
2016-10-19,28.0
2016-10-20,28.0
2016-10-21,27.65
2016-10-24,27.95
2016-10-25,27.85
2016-10-26,27.35
2016-10-27,27.6
2016-10-28,27.6
2016-10-30,28.1
2016-11-01,27.45
2016-11-02,27.0
2016-11-03,27.25
2016-11-04,25.35
2016-11-07,25.6
2016-11-08,25.7
2016-11-09,24.0
2016-11-10,25.55
2016-11-11,24.55
2016-11-15,20.2
2016-11-16,19.75
2016-11-17,18.7
2016-11-18,19.35
2016-11-21,18.55
2016-11-22,18.9
2016-11-23,19.4
2016-11-24,18.9
2016-11-25,19.5
2016-11-28,20.5
2016-11-29,20.8
2016-11-30,20.75
2016-12-01,20.35
2016-12-02,19.85
2016-12-05,19.65
2016-12-06,19.8
2016-12-07,20.85
2016-12-08,20.85
2016-12-09,20.45
2016-12-12,19.9
2016-12-13,20.75
2016-12-14,21.95
2016-12-15,21.8
2016-12-16,21.6
2016-12-19,20.95
2016-12-20,20.6
2016-12-21,20.05
2016-12-22,19.7
2016-12-23,19.55
2016-12-26,19.45
2016-12-27,19.55
2016-12-28,19.15
2016-12-29,19.15
2016-12-30,18.65
