Date,KIRLOSENG
2016-01-01,250.2
2016-01-04,245.65
2016-01-05,246.15
2016-01-06,245.85
2016-01-07,240.65
2016-01-08,242.4
2016-01-11,246.45
2016-01-12,239.35
2016-01-13,235.65
2016-01-14,240.0
2016-01-15,240.0
2016-01-18,240.0
2016-01-19,236.05
2016-01-20,235.05
2016-01-21,230.2
2016-01-22,231.1
2016-01-25,230.7
2016-01-27,247.15
2016-01-28,239.9
2016-01-29,240.7
2016-02-01,234.15
2016-02-02,231.8
2016-02-03,233.95
2016-02-04,227.35
2016-02-05,227.05
2016-02-08,223.35
2016-02-09,220.4
2016-02-10,213.65
2016-02-11,216.75
2016-02-12,213.15
2016-02-15,216.5
2016-02-16,215.55
2016-02-17,209.05
2016-02-18,209.75
2016-02-19,208.1
2016-02-22,208.95
2016-02-23,206.6
2016-02-24,203.85
2016-02-25,203.8
2016-02-26,210.05
2016-02-29,210.15
2016-03-01,209.95
2016-03-02,210.2
2016-03-03,225.0
2016-03-04,219.0
2016-03-08,215.0
2016-03-09,209.95
2016-03-10,210.4
2016-03-11,210.25
2016-03-14,212.8
2016-03-15,211.4
2016-03-16,209.55
2016-03-17,209.55
2016-03-18,207.4
2016-03-21,210.9
2016-03-22,210.1
2016-03-23,212.15
2016-03-28,210.0
2016-03-29,207.05
2016-03-30,209.2
2016-03-31,211.0
2016-04-01,212.15
2016-04-04,216.05
2016-04-05,216.05
2016-04-06,229.4
2016-04-07,225.35
2016-04-08,235.5
2016-04-11,232.3
2016-04-12,234.0
2016-04-13,240.0
2016-04-18,245.05
2016-04-20,250.55
2016-04-21,241.8
2016-04-22,236.4
2016-04-25,230.7
2016-04-26,231.85
2016-04-27,242.8
2016-04-28,239.2
2016-04-29,236.8
2016-05-02,232.05
2016-05-03,234.0
2016-05-04,227.25
2016-05-05,230.0
2016-05-06,234.55
2016-05-09,235.7
2016-05-10,233.4
2016-05-11,235.3
2016-05-12,236.2
2016-05-13,235.3
2016-05-16,235.35
2016-05-17,242.3
2016-05-18,268.65
2016-05-19,257.05
2016-05-20,248.4
2016-05-23,243.15
2016-05-24,238.85
2016-05-25,240.4
2016-05-26,239.2
2016-05-27,239.1
2016-05-30,245.8
2016-05-31,244.9
2016-06-01,242.2
2016-06-02,245.95
2016-06-03,254.05
2016-06-06,252.05
2016-06-07,250.3
2016-06-08,254.1
2016-06-09,255.8
2016-06-10,255.45
2016-06-13,252.5
2016-06-14,255.7
2016-06-15,260.3
2016-06-16,260.65
2016-06-17,258.0
2016-06-20,260.25
2016-06-21,260.7
2016-06-22,260.0
2016-06-23,265.35
2016-06-24,265.75
2016-06-27,265.0
2016-06-28,265.6
2016-06-29,266.55
2016-06-30,268.45
2016-07-01,268.05
2016-07-04,268.95
2016-07-05,269.35
2016-07-07,266.6
2016-07-08,267.85
2016-07-11,262.9
2016-07-12,255.65
2016-07-13,260.1
2016-07-14,263.5
2016-07-15,264.9
2016-07-18,262.65
2016-07-19,266.45
2016-07-20,268.6
2016-07-21,266.65
2016-07-22,269.85
2016-07-25,270.55
2016-07-26,270.95
2016-07-27,275.0
2016-07-28,276.4
2016-07-29,277.25
2016-08-01,274.35
2016-08-02,275.3
2016-08-03,271.05
2016-08-04,272.25
2016-08-05,290.1
2016-08-08,286.7
2016-08-09,281.0
2016-08-10,281.1
2016-08-11,283.3
2016-08-12,286.65
2016-08-16,286.9
2016-08-17,285.0
2016-08-18,288.25
2016-08-19,285.9
2016-08-22,284.85
2016-08-23,279.05
2016-08-24,281.95
2016-08-25,280.55
2016-08-26,277.2
2016-08-29,279.95
2016-08-30,276.6
2016-08-31,280.6
2016-09-01,284.15
2016-09-02,285.7
2016-09-06,288.3
2016-09-07,299.55
2016-09-08,296.9
2016-09-09,296.95
2016-09-12,290.55
2016-09-14,295.0
2016-09-15,300.7
2016-09-16,300.35
2016-09-19,305.4
2016-09-20,310.8
2016-09-21,328.55
2016-09-22,351.95
2016-09-23,345.95
2016-09-26,330.7
2016-09-27,329.0
2016-09-28,331.9
2016-09-29,324.65
2016-09-30,334.35
2016-10-03,339.7
2016-10-04,357.05
2016-10-05,353.65
2016-10-06,351.15
2016-10-07,356.15
2016-10-10,356.75
2016-10-13,351.75
2016-10-14,350.85
2016-10-17,350.15
2016-10-18,350.9
2016-10-19,349.95
2016-10-20,350.0
2016-10-21,351.9
2016-10-24,349.9
2016-10-25,350.0
2016-10-26,347.4
2016-10-27,345.05
2016-10-28,345.15
2016-10-30,342.1
2016-11-01,349.0
2016-11-02,345.45
2016-11-03,344.75
2016-11-04,344.5
2016-11-07,347.2
2016-11-08,346.15
2016-11-09,341.2
2016-11-10,350.15
2016-11-11,349.95
2016-11-15,343.85
2016-11-16,333.6
2016-11-17,338.05
2016-11-18,339.55
2016-11-21,325.05
2016-11-22,319.25
2016-11-23,322.8
2016-11-24,325.8
2016-11-25,327.0
2016-11-28,325.0
2016-11-29,327.0
2016-11-30,334.9
2016-12-01,329.75
2016-12-02,326.8
2016-12-05,322.65
2016-12-06,324.95
2016-12-07,325.05
2016-12-08,325.0
2016-12-09,325.9
2016-12-12,325.0
2016-12-13,325.0
2016-12-14,325.35
2016-12-15,325.1
2016-12-16,325.5
2016-12-19,325.05
2016-12-20,325.2
2016-12-21,325.0
2016-12-22,325.25
2016-12-23,325.15
2016-12-26,325.0
2016-12-27,325.95
2016-12-28,323.9
2016-12-29,324.95
2016-12-30,324.9
