Date,GICHSGFIN
2016-01-01,236.9
2016-01-04,232.8
2016-01-05,237.75
2016-01-06,234.05
2016-01-07,219.4
2016-01-08,227.4
2016-01-11,238.1
2016-01-12,228.45
2016-01-13,222.0
2016-01-14,219.1
2016-01-15,211.25
2016-01-18,202.8
2016-01-19,203.4
2016-01-20,197.95
2016-01-21,197.45
2016-01-22,211.6
2016-01-25,216.45
2016-01-27,222.2
2016-01-28,221.2
2016-01-29,221.3
2016-02-01,223.75
2016-02-02,221.25
2016-02-03,211.95
2016-02-04,209.8
2016-02-05,212.8
2016-02-08,214.1
2016-02-09,209.35
2016-02-10,199.3
2016-02-11,191.85
2016-02-12,188.15
2016-02-15,192.75
2016-02-16,188.7
2016-02-17,186.45
2016-02-18,190.05
2016-02-19,190.2
2016-02-22,190.15
2016-02-23,187.9
2016-02-24,183.25
2016-02-25,184.05
2016-02-26,187.35
2016-02-29,194.4
2016-03-01,202.3
2016-03-02,206.8
2016-03-03,210.4
2016-03-04,214.7
2016-03-08,215.05
2016-03-09,218.45
2016-03-10,219.8
2016-03-11,216.7
2016-03-14,214.7
2016-03-15,211.1
2016-03-16,207.8
2016-03-17,208.5
2016-03-18,210.55
2016-03-21,215.7
2016-03-22,242.65
2016-03-23,235.85
2016-03-28,238.5
2016-03-29,237.2
2016-03-30,250.35
2016-03-31,246.75
2016-04-01,249.2
2016-04-04,249.8
2016-04-05,240.8
2016-04-06,240.05
2016-04-07,235.6
2016-04-08,240.0
2016-04-11,239.45
2016-04-12,254.45
2016-04-13,274.25
2016-04-18,271.4
2016-04-20,273.05
2016-04-21,264.85
2016-04-22,261.0
2016-04-25,254.45
2016-04-26,255.8
2016-04-27,259.9
2016-04-28,262.15
2016-04-29,263.15
2016-05-02,266.7
2016-05-03,262.75
2016-05-04,256.6
2016-05-05,255.85
2016-05-06,254.95
2016-05-09,259.3
2016-05-10,258.05
2016-05-11,256.35
2016-05-12,260.75
2016-05-13,261.95
2016-05-16,261.5
2016-05-17,259.1
2016-05-18,258.15
2016-05-19,258.4
2016-05-20,257.45
2016-05-23,252.35
2016-05-24,251.6
2016-05-25,251.9
2016-05-26,254.05
2016-05-27,261.5
2016-05-30,265.6
2016-05-31,277.7
2016-06-01,275.1
2016-06-02,274.15
2016-06-03,276.4
2016-06-06,271.4
2016-06-07,274.95
2016-06-08,286.75
2016-06-09,282.7
2016-06-10,278.5
2016-06-13,275.45
2016-06-14,276.35
2016-06-15,278.55
2016-06-16,277.2
2016-06-17,276.35
2016-06-20,284.45
2016-06-21,286.75
2016-06-22,287.2
2016-06-23,285.2
2016-06-24,283.0
2016-06-27,287.35
2016-06-28,309.95
2016-06-29,303.5
2016-06-30,313.7
2016-07-01,310.6
2016-07-04,313.35
2016-07-05,308.35
2016-07-07,302.9
2016-07-08,323.2
2016-07-11,325.85
2016-07-12,328.35
2016-07-13,323.0
2016-07-14,318.7
2016-07-15,320.1
2016-07-18,317.7
2016-07-19,309.65
2016-07-20,314.45
2016-07-21,311.55
2016-07-22,319.1
2016-07-25,323.3
2016-07-26,328.0
2016-07-27,330.3
2016-07-28,314.05
2016-07-29,299.35
2016-08-01,285.85
2016-08-02,288.75
2016-08-03,284.55
2016-08-04,293.6
2016-08-05,296.35
2016-08-08,295.85
2016-08-09,296.4
2016-08-10,293.0
2016-08-11,291.85
2016-08-12,298.65
2016-08-16,293.0
2016-08-17,296.2
2016-08-18,292.8
2016-08-19,293.55
2016-08-22,293.4
2016-08-23,294.0
2016-08-24,294.95
2016-08-25,300.9
2016-08-26,303.5
2016-08-29,310.2
2016-08-30,312.7
2016-08-31,315.1
2016-09-01,308.45
2016-09-02,311.45
2016-09-06,327.5
2016-09-07,321.9
2016-09-08,317.2
2016-09-09,311.85
2016-09-12,299.95
2016-09-14,306.3
2016-09-15,305.45
2016-09-16,306.55
2016-09-19,301.9
2016-09-20,302.65
2016-09-21,308.2
2016-09-22,311.15
2016-09-23,312.45
2016-09-26,326.0
2016-09-27,326.05
2016-09-28,325.8
2016-09-29,313.65
2016-09-30,323.2
2016-10-03,330.95
2016-10-04,335.15
2016-10-05,334.4
2016-10-06,333.25
2016-10-07,337.05
2016-10-10,336.1
2016-10-13,321.5
2016-10-14,337.5
2016-10-17,331.0
2016-10-18,346.6
2016-10-19,347.2
2016-10-20,342.15
2016-10-21,336.8
2016-10-24,341.85
2016-10-25,337.75
2016-10-26,333.35
2016-10-27,339.3
2016-10-28,337.1
2016-10-30,343.85
2016-11-01,341.15
2016-11-02,331.95
2016-11-03,324.25
2016-11-04,316.4
2016-11-07,318.6
2016-11-08,321.7
2016-11-09,309.55
2016-11-10,308.45
2016-11-11,291.45
2016-11-15,262.0
2016-11-16,265.15
2016-11-17,268.25
2016-11-18,277.1
2016-11-21,271.1
2016-11-22,270.45
2016-11-23,271.35
2016-11-24,269.8
2016-11-25,283.0
2016-11-28,280.05
2016-11-29,280.7
2016-11-30,287.6
2016-12-01,279.85
2016-12-02,276.1
2016-12-05,274.4
2016-12-06,281.05
2016-12-07,280.9
2016-12-08,287.55
2016-12-09,282.65
2016-12-12,277.5
2016-12-13,272.65
2016-12-14,267.5
2016-12-15,270.65
2016-12-16,265.75
2016-12-19,262.65
2016-12-20,257.15
2016-12-21,260.1
2016-12-22,258.55
2016-12-23,261.05
2016-12-26,259.0
2016-12-27,262.3
2016-12-28,265.1
2016-12-29,266.05
2016-12-30,268.85
