Date,GOLDIAM
2016-01-01,55.55
2016-01-04,53.1
2016-01-05,53.05
2016-01-06,53.1
2016-01-07,50.9
2016-01-08,51.35
2016-01-11,52.25
2016-01-12,52.65
2016-01-13,50.2
2016-01-14,49.75
2016-01-15,48.35
2016-01-18,43.1
2016-01-19,44.05
2016-01-20,42.35
2016-01-21,41.35
2016-01-22,43.15
2016-01-25,44.45
2016-01-27,47.5
2016-01-28,47.65
2016-01-29,48.25
2016-02-01,47.6
2016-02-02,46.95
2016-02-03,45.15
2016-02-04,43.6
2016-02-05,42.2
2016-02-08,44.15
2016-02-09,45.6
2016-02-10,45.75
2016-02-11,44.45
2016-02-12,46.55
2016-02-15,50.1
2016-02-16,47.9
2016-02-17,48.65
2016-02-18,49.4
2016-02-19,48.2
2016-02-22,49.3
2016-02-23,46.55
2016-02-24,45.15
2016-02-25,43.7
2016-02-26,40.95
2016-02-29,40.9
2016-03-01,43.65
2016-03-02,45.25
2016-03-03,45.9
2016-03-04,45.85
2016-03-08,43.2
2016-03-09,44.05
2016-03-10,43.25
2016-03-11,43.7
2016-03-14,43.5
2016-03-15,44.15
2016-03-16,42.95
2016-03-17,43.25
2016-03-18,43.25
2016-03-21,43.55
2016-03-22,44.15
2016-03-23,43.65
2016-03-28,42.6
2016-03-29,41.45
2016-03-30,42.05
2016-03-31,42.7
2016-04-01,43.8
2016-04-04,44.35
2016-04-05,42.8
2016-04-06,44.2
2016-04-07,43.75
2016-04-08,46.65
2016-04-11,46.95
2016-04-12,46.6
2016-04-13,47.4
2016-04-18,46.8
2016-04-20,47.35
2016-04-21,49.95
2016-04-22,50.45
2016-04-25,53.55
2016-04-26,52.3
2016-04-27,50.6
2016-04-28,48.85
2016-04-29,48.9
2016-05-02,48.65
2016-05-03,46.95
2016-05-04,46.25
2016-05-05,46.7
2016-05-06,45.55
2016-05-09,46.45
2016-05-10,46.35
2016-05-11,49.1
2016-05-12,52.35
2016-05-13,50.85
2016-05-16,50.55
2016-05-17,51.4
2016-05-18,50.8
2016-05-19,52.0
2016-05-20,52.15
2016-05-23,51.8
2016-05-24,51.95
2016-05-25,51.75
2016-05-26,51.95
2016-05-27,52.0
2016-05-30,53.6
2016-05-31,52.9
2016-06-01,53.75
2016-06-02,56.95
2016-06-03,59.95
2016-06-06,58.15
2016-06-07,57.15
2016-06-08,59.0
2016-06-09,59.25
2016-06-10,59.0
2016-06-13,58.5
2016-06-14,59.8
2016-06-15,59.05
2016-06-16,60.65
2016-06-17,62.9
2016-06-20,75.45
2016-06-21,79.5
2016-06-22,74.3
2016-06-23,78.85
2016-06-24,78.4
2016-06-27,89.8
2016-06-28,87.2
2016-06-29,87.2
2016-06-30,83.0
2016-07-01,81.3
2016-07-04,79.85
2016-07-05,78.6
2016-07-07,78.6
2016-07-08,79.05
2016-07-11,83.15
2016-07-12,80.75
2016-07-13,79.55
2016-07-14,79.2
2016-07-15,77.0
2016-07-18,77.1
2016-07-19,75.75
2016-07-20,76.5
2016-07-21,73.4
2016-07-22,74.3
2016-07-25,76.7
2016-07-26,77.25
2016-07-27,74.45
2016-07-28,74.9
2016-07-29,74.9
2016-08-01,74.8
2016-08-02,74.3
2016-08-03,72.55
2016-08-04,71.5
2016-08-05,70.9
2016-08-08,68.2
2016-08-09,68.55
2016-08-10,67.9
2016-08-11,67.85
2016-08-12,71.8
2016-08-16,72.8
2016-08-17,73.1
2016-08-18,74.95
2016-08-19,72.9
2016-08-22,73.9
2016-08-23,73.35
2016-08-24,73.15
2016-08-25,73.1
2016-08-26,71.95
2016-08-29,72.8
2016-08-30,70.05
2016-08-31,65.7
2016-09-01,67.75
2016-09-02,70.95
2016-09-06,73.2
2016-09-07,73.75
2016-09-08,69.35
2016-09-09,71.95
2016-09-12,70.1
2016-09-14,71.95
2016-09-15,72.65
2016-09-16,70.85
2016-09-19,70.75
2016-09-20,69.3
2016-09-21,69.85
2016-09-22,69.65
2016-09-23,71.25
2016-09-26,69.0
2016-09-27,71.8
2016-09-28,73.55
2016-09-29,69.65
2016-09-30,70.45
2016-10-03,73.15
2016-10-04,72.25
2016-10-05,74.25
2016-10-06,73.15
2016-10-07,75.0
2016-10-10,86.05
2016-10-13,83.45
2016-10-14,79.75
2016-10-17,78.7
2016-10-18,78.65
2016-10-19,79.5
2016-10-20,79.75
2016-10-21,79.9
2016-10-24,83.3
2016-10-25,80.6
2016-10-26,80.8
2016-10-27,77.95
2016-10-28,77.35
2016-10-30,77.45
2016-11-01,75.85
2016-11-02,73.8
2016-11-03,76.05
2016-11-04,71.35
2016-11-07,74.25
2016-11-08,72.75
2016-11-09,67.95
2016-11-10,68.7
2016-11-11,68.9
2016-11-15,65.5
2016-11-16,64.9
2016-11-17,65.05
2016-11-18,63.2
2016-11-21,59.15
2016-11-22,58.55
2016-11-23,62.8
2016-11-24,62.8
2016-11-25,62.9
2016-11-28,62.4
2016-11-29,63.2
2016-11-30,63.3
2016-12-01,64.65
2016-12-02,64.9
2016-12-05,68.5
2016-12-06,69.0
2016-12-07,69.3
2016-12-08,69.25
2016-12-09,69.5
2016-12-12,70.35
2016-12-13,69.2
2016-12-14,68.05
2016-12-15,68.85
2016-12-16,67.85
2016-12-19,68.3
2016-12-20,68.3
2016-12-21,68.15
2016-12-22,66.45
2016-12-23,65.0
2016-12-26,63.1
2016-12-27,63.8
2016-12-28,63.3
2016-12-29,63.2
2016-12-30,64.8
