Date,KOTAKNIFTY
2016-01-01,805.06
2016-01-04,792.96
2016-01-05,788.57
2016-01-06,786.77
2016-01-07,772.8
2016-01-08,775.57
2016-01-11,767.27
2016-01-12,762.95
2016-01-13,764.81
2016-01-14,762.35
2016-01-15,755.66
2016-01-18,747.22
2016-01-19,751.18
2016-01-20,740.67
2016-01-21,740.4
2016-01-22,751.63
2016-01-25,752.6
2016-01-27,753.32
2016-01-28,754.09
2016-01-29,764.46
2016-02-01,764.22
2016-02-02,757.09
2016-02-03,745.49
2016-02-04,750.0
2016-02-05,760.99
2016-02-08,754.84
2016-02-09,740.34
2016-02-10,730.79
2016-02-11,706.53
2016-02-12,704.77
2016-02-15,724.79
2016-02-16,714.71
2016-02-17,719.39
2016-02-18,731.12
2016-02-19,730.0
2016-02-22,733.5
2016-02-23,721.99
2016-02-24,711.91
2016-02-25,707.04
2016-02-26,712.95
2016-02-29,710.21
2016-03-01,727.92
2016-03-02,746.04
2016-03-03,755.27
2016-03-04,757.03
2016-03-08,761.71
2016-03-09,760.9
2016-03-10,756.98
2016-03-11,763.3
2016-03-14,763.58
2016-03-15,755.78
2016-03-16,759.92
2016-03-17,760.4
2016-03-18,767.31
2016-03-21,780.02
2016-03-22,783.73
2016-03-23,787.49
2016-03-28,776.98
2016-03-29,774.25
2016-03-30,791.1
2016-03-31,786.32
2016-04-01,788.0
2016-04-04,791.0
2016-04-05,775.03
2016-04-06,774.0
2016-04-07,767.49
2016-04-08,770.28
2016-04-11,778.72
2016-04-12,781.42
2016-04-13,794.61
2016-04-18,800.57
2016-04-20,802.92
2016-04-21,801.71
2016-04-22,801.0
2016-04-25,798.06
2016-04-26,808.62
2016-04-27,809.11
2016-04-28,804.66
2016-04-29,796.77
2016-05-02,795.0
2016-05-03,796.08
2016-05-04,787.06
2016-05-05,777.03
2016-05-06,775.28
2016-05-09,788.68
2016-05-10,792.2
2016-05-11,788.75
2016-05-12,793.6
2016-05-13,785.79
2016-05-16,790.11
2016-05-17,793.04
2016-05-18,790.04
2016-05-19,781.9
2016-05-20,779.41
2016-05-23,777.31
2016-05-24,779.5
2016-05-25,794.14
2016-05-26,805.2
2016-05-27,817.78
2016-05-30,816.05
2016-05-31,818.0
2016-06-01,819.93
2016-06-02,821.91
2016-06-03,825.01
2016-06-06,823.01
2016-06-07,828.0
2016-06-08,829.0
2016-06-09,824.63
2016-06-10,820.76
2016-06-13,813.98
2016-06-14,814.9
2016-06-15,822.97
2016-06-16,818.09
2016-06-17,819.27
2016-06-20,826.11
2016-06-21,825.99
2016-06-22,827.5
2016-06-23,830.7
2016-06-24,816.13
2016-06-27,814.03
2016-06-28,819.38
2016-06-29,822.91
2016-06-30,832.44
2016-07-01,836.0
2016-07-04,841.01
2016-07-05,837.41
2016-07-07,838.49
2016-07-08,836.23
2016-07-11,850.55
2016-07-12,854.46
2016-07-13,854.76
2016-07-14,860.7
2016-07-15,858.92
2016-07-18,855.58
2016-07-19,856.48
2016-07-20,860.82
2016-07-21,856.42
2016-07-22,858.44
2016-07-25,867.37
2016-07-26,862.94
2016-07-27,867.87
2016-07-28,871.59
2016-07-29,871.11
2016-08-01,870.54
2016-08-02,868.5
2016-08-03,863.75
2016-08-04,862.37
2016-08-05,872.42
2016-08-08,880.3
2016-08-09,877.36
2016-08-10,864.3
2016-08-11,863.8
2016-08-12,872.85
2016-08-16,870.35
2016-08-17,867.67
2016-08-18,872.1
2016-08-19,871.44
2016-08-22,867.55
2016-08-23,869.77
2016-08-24,870.86
2016-08-25,867.39
2016-08-26,863.89
2016-08-29,867.18
2016-08-30,879.6
2016-08-31,886.5
2016-09-01,883.96
2016-09-02,886.66
2016-09-06,899.73
2016-09-07,900.45
2016-09-08,904.22
2016-09-09,896.8
2016-09-12,879.46
2016-09-14,883.74
2016-09-15,884.57
2016-09-16,885.86
2016-09-19,887.96
2016-09-20,886.59
2016-09-21,887.0
2016-09-22,894.07
2016-09-23,893.0
2016-09-26,884.77
2016-09-27,879.71
2016-09-28,883.61
2016-09-29,872.51
2016-09-30,868.21
2016-10-03,884.9
2016-10-04,885.81
2016-10-05,884.01
2016-10-06,880.46
2016-10-07,879.97
2016-10-10,881.87
2016-10-13,871.97
2016-10-14,869.91
2016-10-17,867.99
2016-10-18,877.98
2016-10-19,875.57
2016-10-20,879.06
2016-10-21,879.43
2016-10-24,881.34
2016-10-25,881.85
2016-10-26,872.79
2016-10-27,871.89
2016-10-28,874.92
2016-10-30,875.01
2016-11-01,874.0
2016-11-02,863.39
2016-11-03,860.29
2016-11-04,854.98
2016-11-07,862.85
2016-11-08,864.69
2016-11-09,855.81
2016-11-10,864.34
2016-11-11,843.29
2016-11-15,823.83
2016-11-16,820.1
2016-11-17,817.31
2016-11-18,817.2
2016-11-21,804.5
2016-11-22,810.23
2016-11-23,813.85
2016-11-24,808.72
2016-11-25,820.13
2016-11-28,822.0
2016-11-29,824.25
2016-11-30,832.15
2016-12-01,827.76
2016-12-02,817.69
2016-12-05,823.57
2016-12-06,823.13
2016-12-07,817.16
2016-12-08,832.4
2016-12-09,833.31
2016-12-12,832.09
2016-12-13,831.75
2016-12-14,827.32
2016-12-15,827.0
2016-12-16,825.93
2016-12-19,821.47
2016-12-20,820.02
2016-12-21,817.5
2016-12-22,808.05
2016-12-23,807.12
2016-12-26,801.48
2016-12-27,811.92
2016-12-28,815.59
2016-12-29,819.04
2016-12-30,825.6
