Date,DEEPIND
2016-01-01,186.0
2016-01-04,175.25
2016-01-05,178.45
2016-01-06,174.75
2016-01-07,160.7
2016-01-08,166.6
2016-01-11,161.85
2016-01-12,157.2
2016-01-13,166.7
2016-01-14,178.3
2016-01-15,165.45
2016-01-18,165.6
2016-01-19,176.3
2016-01-20,171.85
2016-01-21,172.95
2016-01-22,177.0
2016-01-25,176.75
2016-01-27,183.8
2016-01-28,182.55
2016-01-29,180.3
2016-02-01,193.45
2016-02-02,187.35
2016-02-03,175.1
2016-02-04,168.3
2016-02-05,171.6
2016-02-08,167.15
2016-02-09,167.1
2016-02-10,164.9
2016-02-11,151.0
2016-02-12,142.2
2016-02-15,145.35
2016-02-16,140.5
2016-02-17,144.25
2016-02-18,140.75
2016-02-19,139.1
2016-02-22,137.5
2016-02-23,131.8
2016-02-24,128.25
2016-02-25,124.2
2016-02-26,124.9
2016-02-29,128.55
2016-03-01,131.65
2016-03-02,132.65
2016-03-03,138.85
2016-03-04,141.25
2016-03-08,133.15
2016-03-09,130.35
2016-03-10,128.35
2016-03-11,126.85
2016-03-14,127.2
2016-03-15,126.05
2016-03-16,127.5
2016-03-17,138.2
2016-03-18,140.6
2016-03-21,139.1
2016-03-22,137.35
2016-03-23,137.4
2016-03-28,137.2
2016-03-29,138.75
2016-03-30,151.45
2016-03-31,144.05
2016-04-01,144.0
2016-04-04,148.3
2016-04-05,142.9
2016-04-06,142.25
2016-04-07,139.7
2016-04-08,143.0
2016-04-11,144.75
2016-04-12,144.8
2016-04-13,143.85
2016-04-18,144.0
2016-04-20,145.6
2016-04-21,149.3
2016-04-22,159.55
2016-04-25,156.1
2016-04-26,163.4
2016-04-27,168.75
2016-04-28,167.15
2016-04-29,174.95
2016-05-02,172.6
2016-05-03,170.6
2016-05-04,166.75
2016-05-05,167.6
2016-05-06,164.35
2016-05-09,166.1
2016-05-10,166.3
2016-05-11,164.2
2016-05-12,167.3
2016-05-13,166.7
2016-05-16,171.4
2016-05-17,173.7
2016-05-18,176.95
2016-05-19,175.8
2016-05-20,168.0
2016-05-23,163.05
2016-05-24,157.7
2016-05-25,160.55
2016-05-26,160.45
2016-05-27,162.15
2016-05-30,161.0
2016-05-31,160.85
2016-06-01,164.2
2016-06-02,174.7
2016-06-03,177.9
2016-06-06,178.9
2016-06-07,180.95
2016-06-08,186.35
2016-06-09,184.25
2016-06-10,182.25
2016-06-13,179.15
2016-06-14,179.2
2016-06-15,181.0
2016-06-16,175.75
2016-06-17,176.15
2016-06-20,174.6
2016-06-21,174.65
2016-06-22,174.7
2016-06-23,175.1
2016-06-24,168.35
2016-06-27,172.6
2016-06-28,172.9
2016-06-29,174.1
2016-06-30,174.95
2016-07-01,176.95
2016-07-04,178.6
2016-07-05,179.95
2016-07-07,179.35
2016-07-08,178.9
2016-07-11,179.4
2016-07-12,189.75
2016-07-13,187.6
2016-07-14,186.9
2016-07-15,185.15
2016-07-18,182.65
2016-07-19,185.5
2016-07-20,186.55
2016-07-21,185.0
2016-07-22,184.9
2016-07-25,183.95
2016-07-26,183.0
2016-07-27,188.85
2016-07-28,188.75
2016-07-29,196.3
2016-08-01,190.0
2016-08-02,186.0
2016-08-03,181.1
2016-08-04,185.1
2016-08-05,184.6
2016-08-08,183.2
2016-08-09,182.35
2016-08-10,176.35
2016-08-11,178.25
2016-08-12,177.45
2016-08-16,189.9
2016-08-17,190.85
2016-08-18,202.15
2016-08-19,201.8
2016-08-22,196.6
2016-08-23,197.6
2016-08-24,196.75
2016-08-25,197.7
2016-08-26,196.95
2016-08-29,203.5
2016-08-30,201.55
2016-08-31,198.8
2016-09-01,199.05
2016-09-02,198.3
2016-09-06,198.3
2016-09-07,195.55
2016-09-08,199.2
2016-09-09,195.8
2016-09-12,189.85
2016-09-14,192.9
2016-09-15,195.65
2016-09-16,197.2
2016-09-19,195.65
2016-09-20,195.15
2016-09-21,206.3
2016-09-22,219.2
2016-09-23,221.2
2016-09-26,212.55
2016-09-27,232.3
2016-09-28,229.3
2016-09-29,219.1
2016-09-30,226.95
2016-10-03,231.0
2016-10-04,232.25
2016-10-05,237.7
2016-10-06,244.2
2016-10-07,250.2
2016-10-10,255.75
2016-10-13,243.0
2016-10-14,251.4
2016-10-17,261.65
2016-10-18,263.1
2016-10-19,262.7
2016-10-20,265.05
2016-10-21,263.5
2016-10-24,275.6
2016-10-25,275.0
2016-10-26,271.8
2016-10-27,266.85
2016-10-28,263.1
2016-10-30,268.65
2016-11-01,260.35
2016-11-02,256.05
2016-11-03,250.35
2016-11-04,241.1
2016-11-07,254.0
2016-11-08,257.7
2016-11-09,252.7
2016-11-10,260.75
2016-11-11,238.0
2016-11-15,217.2
2016-11-16,219.6
2016-11-17,219.2
2016-11-18,225.5
2016-11-21,211.3
2016-11-22,220.3
2016-11-23,224.2
2016-11-24,236.45
2016-11-25,241.4
2016-11-28,241.15
2016-11-29,243.15
2016-11-30,252.0
2016-12-01,254.35
2016-12-02,252.1
2016-12-05,249.7
2016-12-06,251.5
2016-12-07,249.2
2016-12-08,248.7
2016-12-09,285.45
2016-12-12,293.35
2016-12-13,291.55
2016-12-14,283.5
2016-12-15,284.25
2016-12-16,293.35
2016-12-19,292.5
2016-12-20,301.4
2016-12-21,295.85
2016-12-22,283.8
2016-12-23,284.9
2016-12-26,276.6
2016-12-27,280.6
2016-12-28,278.6
2016-12-29,279.25
2016-12-30,280.65
