Date,SOBHA
2016-01-01,316.2
2016-01-04,316.35
2016-01-05,312.95
2016-01-06,315.55
2016-01-07,309.65
2016-01-08,308.05
2016-01-11,306.1
2016-01-12,298.45
2016-01-13,300.35
2016-01-14,299.2
2016-01-15,291.4
2016-01-18,287.4
2016-01-19,288.5
2016-01-20,285.65
2016-01-21,283.3
2016-01-22,284.75
2016-01-25,290.05
2016-01-27,287.4
2016-01-28,288.0
2016-01-29,289.1
2016-02-01,290.0
2016-02-02,296.25
2016-02-03,288.35
2016-02-04,290.0
2016-02-05,285.15
2016-02-08,268.85
2016-02-09,267.45
2016-02-10,262.85
2016-02-11,252.25
2016-02-12,247.7
2016-02-15,247.75
2016-02-16,246.75
2016-02-17,243.75
2016-02-18,243.5
2016-02-19,242.7
2016-02-22,241.9
2016-02-23,236.0
2016-02-24,233.15
2016-02-25,230.25
2016-02-26,230.7
2016-02-29,239.75
2016-03-01,240.3
2016-03-02,244.5
2016-03-03,249.6
2016-03-04,244.35
2016-03-08,249.15
2016-03-09,253.9
2016-03-10,251.85
2016-03-11,248.95
2016-03-14,249.0
2016-03-15,252.65
2016-03-16,256.35
2016-03-17,259.75
2016-03-18,260.1
2016-03-21,271.9
2016-03-22,275.05
2016-03-23,274.25
2016-03-28,266.7
2016-03-29,267.5
2016-03-30,272.4
2016-03-31,273.95
2016-04-01,275.3
2016-04-04,276.2
2016-04-05,267.45
2016-04-06,271.6
2016-04-07,273.7
2016-04-08,267.4
2016-04-11,273.55
2016-04-12,274.5
2016-04-13,273.1
2016-04-18,317.9
2016-04-20,313.6
2016-04-21,299.25
2016-04-22,294.25
2016-04-25,293.25
2016-04-26,297.75
2016-04-27,297.6
2016-04-28,294.7
2016-04-29,293.55
2016-05-02,291.3
2016-05-03,293.9
2016-05-04,291.25
2016-05-05,301.0
2016-05-06,295.15
2016-05-09,296.75
2016-05-10,297.0
2016-05-11,294.35
2016-05-12,297.2
2016-05-13,295.7
2016-05-16,302.9
2016-05-17,304.45
2016-05-18,306.95
2016-05-19,305.5
2016-05-20,299.9
2016-05-23,296.95
2016-05-24,294.4
2016-05-25,292.6
2016-05-26,295.05
2016-05-27,305.05
2016-05-30,307.35
2016-05-31,305.0
2016-06-01,307.0
2016-06-02,310.75
2016-06-03,304.45
2016-06-06,302.55
2016-06-07,305.5
2016-06-08,305.15
2016-06-09,303.2
2016-06-10,303.75
2016-06-13,300.85
2016-06-14,306.35
2016-06-15,307.05
2016-06-16,305.0
2016-06-17,318.3
2016-06-20,316.15
2016-06-21,324.4
2016-06-22,318.0
2016-06-23,316.65
2016-06-24,306.5
2016-06-27,309.35
2016-06-28,309.35
2016-06-29,318.2
2016-06-30,326.7
2016-07-01,324.65
2016-07-04,322.55
2016-07-05,324.85
2016-07-07,324.2
2016-07-08,326.85
2016-07-11,325.65
2016-07-12,325.4
2016-07-13,333.95
2016-07-14,327.2
2016-07-15,329.2
2016-07-18,323.35
2016-07-19,320.0
2016-07-20,320.8
2016-07-21,323.8
2016-07-22,321.0
2016-07-25,322.25
2016-07-26,337.15
2016-07-27,330.1
2016-07-28,333.9
2016-07-29,332.85
2016-08-01,329.8
2016-08-02,312.7
2016-08-03,310.1
2016-08-04,309.45
2016-08-05,324.3
2016-08-08,318.0
2016-08-09,312.6
2016-08-10,305.7
2016-08-11,303.05
2016-08-12,300.65
2016-08-16,301.5
2016-08-17,307.4
2016-08-18,303.5
2016-08-19,300.45
2016-08-22,296.1
2016-08-23,291.95
2016-08-24,289.2
2016-08-25,286.55
2016-08-26,290.3
2016-08-29,289.9
2016-08-30,287.75
2016-08-31,286.45
2016-09-01,287.85
2016-09-02,287.55
2016-09-06,288.5
2016-09-07,287.7
2016-09-08,297.8
2016-09-09,306.6
2016-09-12,300.35
2016-09-14,291.6
2016-09-15,289.65
2016-09-16,290.65
2016-09-19,290.55
2016-09-20,290.25
2016-09-21,290.1
2016-09-22,289.95
2016-09-23,293.25
2016-09-26,293.2
2016-09-27,297.65
2016-09-28,298.2
2016-09-29,287.35
2016-09-30,292.7
2016-10-03,298.95
2016-10-04,299.55
2016-10-05,305.95
2016-10-06,307.5
2016-10-07,307.6
2016-10-10,309.45
2016-10-13,299.15
2016-10-14,297.55
2016-10-17,295.5
2016-10-18,293.5
2016-10-19,292.05
2016-10-20,291.1
2016-10-21,290.3
2016-10-24,288.55
2016-10-25,285.95
2016-10-26,283.15
2016-10-27,279.65
2016-10-28,279.15
2016-10-30,283.85
2016-11-01,278.85
2016-11-02,273.15
2016-11-03,266.65
2016-11-04,261.15
2016-11-07,265.1
2016-11-08,270.05
2016-11-09,257.5
2016-11-10,257.6
2016-11-11,247.8
2016-11-15,235.8
2016-11-16,235.7
2016-11-17,235.25
2016-11-18,240.7
2016-11-21,237.75
2016-11-22,255.5
2016-11-23,251.7
2016-11-24,254.6
2016-11-25,250.45
2016-11-28,245.8
2016-11-29,247.9
2016-11-30,255.4
2016-12-01,247.05
2016-12-02,245.65
2016-12-05,248.35
2016-12-06,256.75
2016-12-07,265.6
2016-12-08,266.95
2016-12-09,266.35
2016-12-12,257.55
2016-12-13,250.7
2016-12-14,249.05
2016-12-15,248.95
2016-12-16,246.3
2016-12-19,245.1
2016-12-20,244.35
2016-12-21,243.9
2016-12-22,246.65
2016-12-23,247.0
2016-12-26,246.2
2016-12-27,245.95
2016-12-28,246.85
2016-12-29,247.05
2016-12-30,245.6
