Date,TINPLATE
2016-01-01,73.0
2016-01-04,71.2
2016-01-05,73.35
2016-01-06,72.75
2016-01-07,69.45
2016-01-08,70.2
2016-01-11,70.95
2016-01-12,74.65
2016-01-13,70.4
2016-01-14,69.85
2016-01-15,68.2
2016-01-18,68.15
2016-01-19,68.1
2016-01-20,65.3
2016-01-21,65.1
2016-01-22,66.25
2016-01-25,67.45
2016-01-27,66.8
2016-01-28,68.2
2016-01-29,68.0
2016-02-01,69.75
2016-02-02,69.85
2016-02-03,68.95
2016-02-04,68.45
2016-02-05,67.75
2016-02-08,67.05
2016-02-09,65.45
2016-02-10,64.45
2016-02-11,61.3
2016-02-12,59.8
2016-02-15,62.3
2016-02-16,61.3
2016-02-17,60.9
2016-02-18,61.05
2016-02-19,61.45
2016-02-22,61.75
2016-02-23,60.45
2016-02-24,58.6
2016-02-25,57.7
2016-02-26,57.75
2016-02-29,57.7
2016-03-01,59.5
2016-03-02,62.7
2016-03-03,65.9
2016-03-04,65.25
2016-03-08,68.75
2016-03-09,67.35
2016-03-10,67.7
2016-03-11,67.6
2016-03-14,66.45
2016-03-15,64.95
2016-03-16,64.75
2016-03-17,64.85
2016-03-18,65.15
2016-03-21,65.3
2016-03-22,66.15
2016-03-23,67.1
2016-03-28,68.6
2016-03-29,66.15
2016-03-30,67.35
2016-03-31,66.15
2016-04-01,67.1
2016-04-04,67.6
2016-04-05,66.5
2016-04-06,68.25
2016-04-07,68.1
2016-04-08,68.85
2016-04-11,71.2
2016-04-12,71.9
2016-04-13,70.95
2016-04-18,71.1
2016-04-20,74.25
2016-04-21,72.9
2016-04-22,73.35
2016-04-25,73.15
2016-04-26,75.95
2016-04-27,75.75
2016-04-28,73.65
2016-04-29,76.0
2016-05-02,66.7
2016-05-03,66.85
2016-05-04,66.45
2016-05-05,64.7
2016-05-06,64.25
2016-05-09,66.3
2016-05-10,65.85
2016-05-11,66.4
2016-05-12,67.75
2016-05-13,66.6
2016-05-16,68.35
2016-05-17,71.2
2016-05-18,73.05
2016-05-19,70.45
2016-05-20,69.95
2016-05-23,70.9
2016-05-24,69.9
2016-05-25,72.75
2016-05-26,72.4
2016-05-27,72.0
2016-05-30,70.6
2016-05-31,69.4
2016-06-01,79.85
2016-06-02,79.8
2016-06-03,76.45
2016-06-06,78.15
2016-06-07,77.75
2016-06-08,84.05
2016-06-09,84.05
2016-06-10,87.6
2016-06-13,85.55
2016-06-14,84.2
2016-06-15,86.15
2016-06-16,84.55
2016-06-17,84.1
2016-06-20,83.2
2016-06-21,82.85
2016-06-22,79.5
2016-06-23,80.45
2016-06-24,77.7
2016-06-27,80.1
2016-06-28,81.7
2016-06-29,81.85
2016-06-30,82.0
2016-07-01,81.4
2016-07-04,81.75
2016-07-05,80.5
2016-07-07,80.25
2016-07-08,84.5
2016-07-11,83.25
2016-07-12,82.35
2016-07-13,83.35
2016-07-14,84.15
2016-07-15,82.25
2016-07-18,84.9
2016-07-19,83.25
2016-07-20,97.9
2016-07-21,90.1
2016-07-22,88.0
2016-07-25,89.4
2016-07-26,88.05
2016-07-27,87.2
2016-07-28,85.1
2016-07-29,84.1
2016-08-01,83.65
2016-08-02,82.0
2016-08-03,82.25
2016-08-04,83.3
2016-08-05,82.75
2016-08-08,82.75
2016-08-09,84.65
2016-08-10,85.2
2016-08-11,85.7
2016-08-12,85.5
2016-08-16,84.3
2016-08-17,85.0
2016-08-18,86.7
2016-08-19,89.8
2016-08-22,89.6
2016-08-23,87.1
2016-08-24,89.55
2016-08-25,88.55
2016-08-26,86.6
2016-08-29,89.15
2016-08-30,92.15
2016-08-31,91.0
2016-09-01,88.8
2016-09-02,89.85
2016-09-06,90.55
2016-09-07,89.6
2016-09-08,89.85
2016-09-09,89.3
2016-09-12,86.6
2016-09-14,87.0
2016-09-15,86.65
2016-09-16,85.8
2016-09-19,86.25
2016-09-20,87.15
2016-09-21,87.5
2016-09-22,87.8
2016-09-23,87.1
2016-09-26,86.3
2016-09-27,85.75
2016-09-28,86.55
2016-09-29,78.85
2016-09-30,80.65
2016-10-03,83.05
2016-10-04,83.9
2016-10-05,86.05
2016-10-06,84.85
2016-10-07,85.15
2016-10-10,85.5
2016-10-13,83.35
2016-10-14,83.35
2016-10-17,84.2
2016-10-18,86.4
2016-10-19,88.85
2016-10-20,88.9
2016-10-21,87.8
2016-10-24,89.6
2016-10-25,86.8
2016-10-26,85.7
2016-10-27,81.75
2016-10-28,84.1
2016-10-30,84.25
2016-11-01,83.45
2016-11-02,82.1
2016-11-03,81.1
2016-11-04,78.8
2016-11-07,78.7
2016-11-08,79.35
2016-11-09,74.9
2016-11-10,78.9
2016-11-11,75.85
2016-11-15,71.05
2016-11-16,71.3
2016-11-17,70.45
2016-11-18,70.7
2016-11-21,68.05
2016-11-22,68.8
2016-11-23,70.05
2016-11-24,71.4
2016-11-25,72.95
2016-11-28,73.05
2016-11-29,81.3
2016-11-30,79.85
2016-12-01,78.3
2016-12-02,76.55
2016-12-05,76.55
2016-12-06,82.15
2016-12-07,80.1
2016-12-08,81.75
2016-12-09,81.05
2016-12-12,80.15
2016-12-13,80.95
2016-12-14,79.55
2016-12-15,79.55
2016-12-16,78.55
2016-12-19,78.4
2016-12-20,76.7
2016-12-21,76.45
2016-12-22,74.95
2016-12-23,74.8
2016-12-26,73.25
2016-12-27,74.85
2016-12-28,74.5
2016-12-29,74.9
2016-12-30,75.25
