Date,HFCL
2016-01-01,22.1
2016-01-04,21.9
2016-01-05,23.65
2016-01-06,22.45
2016-01-07,21.1
2016-01-08,22.6
2016-01-11,23.95
2016-01-12,23.3
2016-01-13,22.05
2016-01-14,21.7
2016-01-15,19.1
2016-01-18,17.0
2016-01-19,20.0
2016-01-20,19.85
2016-01-21,19.95
2016-01-22,19.9
2016-01-25,20.3
2016-01-27,20.95
2016-01-28,20.8
2016-01-29,20.85
2016-02-01,21.55
2016-02-02,20.9
2016-02-03,18.15
2016-02-04,18.1
2016-02-05,18.95
2016-02-08,18.55
2016-02-09,18.15
2016-02-10,17.7
2016-02-11,16.25
2016-02-12,16.1
2016-02-15,17.1
2016-02-16,16.65
2016-02-17,17.4
2016-02-18,18.05
2016-02-19,17.85
2016-02-22,18.0
2016-02-23,17.0
2016-02-24,16.6
2016-02-25,17.1
2016-02-26,17.0
2016-02-29,16.8
2016-03-01,18.1
2016-03-02,17.85
2016-03-03,17.95
2016-03-04,17.65
2016-03-08,17.2
2016-03-09,16.95
2016-03-10,16.45
2016-03-11,16.1
2016-03-14,15.95
2016-03-15,15.45
2016-03-16,15.4
2016-03-17,15.05
2016-03-18,14.45
2016-03-21,14.25
2016-03-22,15.9
2016-03-23,15.6
2016-03-28,15.15
2016-03-29,15.95
2016-03-30,16.7
2016-03-31,16.2
2016-04-01,16.9
2016-04-04,18.2
2016-04-05,19.2
2016-04-06,19.2
2016-04-07,18.9
2016-04-08,18.65
2016-04-11,19.1
2016-04-12,18.95
2016-04-13,18.65
2016-04-18,18.85
2016-04-20,18.95
2016-04-21,18.75
2016-04-22,18.65
2016-04-25,18.25
2016-04-26,18.45
2016-04-27,19.1
2016-04-28,18.1
2016-04-29,18.35
2016-05-02,18.05
2016-05-03,18.15
2016-05-04,18.0
2016-05-05,18.75
2016-05-06,18.6
2016-05-09,18.9
2016-05-10,18.65
2016-05-11,17.0
2016-05-12,16.9
2016-05-13,16.6
2016-05-16,16.55
2016-05-17,16.65
2016-05-18,16.85
2016-05-19,16.6
2016-05-20,16.2
2016-05-23,16.1
2016-05-24,15.9
2016-05-25,16.05
2016-05-26,16.2
2016-05-27,16.6
2016-05-30,16.35
2016-05-31,16.8
2016-06-01,18.45
2016-06-02,18.1
2016-06-03,17.45
2016-06-06,17.8
2016-06-07,17.8
2016-06-08,17.65
2016-06-09,17.85
2016-06-10,17.7
2016-06-13,17.6
2016-06-14,18.4
2016-06-15,18.8
2016-06-16,18.1
2016-06-17,18.05
2016-06-20,18.25
2016-06-21,17.95
2016-06-22,18.25
2016-06-23,18.1
2016-06-24,17.9
2016-06-27,17.95
2016-06-28,17.95
2016-06-29,17.8
2016-06-30,18.3
2016-07-01,19.15
2016-07-04,19.4
2016-07-05,19.6
2016-07-07,18.85
2016-07-08,18.6
2016-07-11,18.55
2016-07-12,18.4
2016-07-13,18.1
2016-07-14,18.15
2016-07-15,18.95
2016-07-18,18.2
2016-07-19,18.1
2016-07-20,18.3
2016-07-21,18.15
2016-07-22,18.25
2016-07-25,18.25
2016-07-26,17.75
2016-07-27,17.85
2016-07-28,17.65
2016-07-29,17.55
2016-08-01,17.15
2016-08-02,16.85
2016-08-03,17.0
2016-08-04,16.75
2016-08-05,16.95
2016-08-08,17.0
2016-08-09,17.15
2016-08-10,16.65
2016-08-11,16.55
2016-08-12,16.6
2016-08-16,16.4
2016-08-17,16.3
2016-08-18,16.3
2016-08-19,16.25
2016-08-22,16.9
2016-08-23,16.35
2016-08-24,16.25
2016-08-25,16.3
2016-08-26,16.05
2016-08-29,15.95
2016-08-30,16.3
2016-08-31,17.1
2016-09-01,16.6
2016-09-02,16.5
2016-09-06,16.25
2016-09-07,16.35
2016-09-08,16.55
2016-09-09,16.85
2016-09-12,16.5
2016-09-14,16.65
2016-09-15,16.45
2016-09-16,16.45
2016-09-19,16.3
2016-09-20,16.25
2016-09-21,16.65
2016-09-22,16.5
2016-09-23,16.45
2016-09-26,16.2
2016-09-27,16.0
2016-09-28,15.9
2016-09-29,15.0
2016-09-30,14.85
2016-10-03,15.15
2016-10-04,15.1
2016-10-05,15.15
2016-10-06,15.05
2016-10-07,14.7
2016-10-10,14.75
2016-10-13,15.3
2016-10-14,15.1
2016-10-17,15.0
2016-10-18,15.8
2016-10-19,16.1
2016-10-20,15.9
2016-10-21,15.25
2016-10-24,15.7
2016-10-25,15.4
2016-10-26,15.2
2016-10-27,15.05
2016-10-28,15.15
2016-10-30,15.35
2016-11-01,15.3
2016-11-02,14.9
2016-11-03,14.55
2016-11-04,14.35
2016-11-07,14.45
2016-11-08,14.25
2016-11-09,13.6
2016-11-10,13.75
2016-11-11,13.25
2016-11-15,12.65
2016-11-16,12.25
2016-11-17,12.1
2016-11-18,12.3
2016-11-21,11.85
2016-11-22,11.15
2016-11-23,12.3
2016-11-24,12.75
2016-11-25,13.05
2016-11-28,13.0
2016-11-29,12.6
2016-11-30,12.65
2016-12-01,12.5
2016-12-02,12.3
2016-12-05,12.25
2016-12-06,12.25
2016-12-07,12.15
2016-12-08,12.25
2016-12-09,12.65
2016-12-12,12.4
2016-12-13,12.35
2016-12-14,13.15
2016-12-15,13.05
2016-12-16,12.95
2016-12-19,13.1
2016-12-20,12.7
2016-12-21,12.65
2016-12-22,12.3
2016-12-23,12.25
2016-12-26,12.0
2016-12-27,12.1
2016-12-28,12.15
2016-12-29,12.15
2016-12-30,12.55
