Date,TATACOFFEE
2016-01-01,98.1
2016-01-04,95.6
2016-01-05,103.3
2016-01-06,101.45
2016-01-07,97.65
2016-01-08,109.1
2016-01-11,108.6
2016-01-12,105.15
2016-01-13,99.3
2016-01-14,98.6
2016-01-15,95.1
2016-01-18,90.45
2016-01-19,92.15
2016-01-20,90.4
2016-01-21,91.3
2016-01-22,92.7
2016-01-25,96.5
2016-01-27,96.85
2016-01-28,97.15
2016-01-29,97.5
2016-02-01,97.5
2016-02-02,93.8
2016-02-03,93.25
2016-02-04,91.85
2016-02-05,93.0
2016-02-08,92.9
2016-02-09,91.7
2016-02-10,87.7
2016-02-11,84.9
2016-02-12,85.75
2016-02-15,87.5
2016-02-16,85.25
2016-02-17,83.55
2016-02-18,83.6
2016-02-19,87.55
2016-02-22,87.0
2016-02-23,85.75
2016-02-24,85.0
2016-02-25,84.65
2016-02-26,83.6
2016-02-29,83.45
2016-03-01,85.45
2016-03-02,87.0
2016-03-03,87.8
2016-03-04,88.2
2016-03-08,88.5
2016-03-09,88.5
2016-03-10,87.95
2016-03-11,90.45
2016-03-14,91.1
2016-03-15,89.7
2016-03-16,89.3
2016-03-17,88.85
2016-03-18,90.15
2016-03-21,90.35
2016-03-22,91.6
2016-03-23,90.65
2016-03-28,88.5
2016-03-29,87.7
2016-03-30,88.95
2016-03-31,89.6
2016-04-01,91.95
2016-04-04,94.95
2016-04-05,91.8
2016-04-06,93.4
2016-04-07,91.55
2016-04-08,90.85
2016-04-11,90.65
2016-04-12,90.35
2016-04-13,90.75
2016-04-18,91.15
2016-04-20,92.2
2016-04-21,90.95
2016-04-22,91.65
2016-04-25,91.75
2016-04-26,92.75
2016-04-27,94.25
2016-04-28,91.9
2016-04-29,91.2
2016-05-02,90.75
2016-05-03,91.15
2016-05-04,89.9
2016-05-05,89.95
2016-05-06,89.85
2016-05-09,91.3
2016-05-10,90.75
2016-05-11,90.3
2016-05-12,90.9
2016-05-13,91.35
2016-05-16,91.9
2016-05-17,88.9
2016-05-18,89.0
2016-05-19,88.1
2016-05-20,87.65
2016-05-23,87.05
2016-05-24,85.85
2016-05-25,86.95
2016-05-26,86.95
2016-05-27,87.8
2016-05-30,88.45
2016-05-31,87.7
2016-06-01,87.7
2016-06-02,87.4
2016-06-03,87.9
2016-06-06,87.75
2016-06-07,88.2
2016-06-08,90.05
2016-06-09,91.7
2016-06-10,90.75
2016-06-13,101.8
2016-06-14,100.15
2016-06-15,99.95
2016-06-16,99.95
2016-06-17,102.5
2016-06-20,100.45
2016-06-21,98.45
2016-06-22,107.55
2016-06-23,102.65
2016-06-24,98.8
2016-06-27,103.95
2016-06-28,104.35
2016-06-29,105.6
2016-06-30,105.75
2016-07-01,114.25
2016-07-04,113.0
2016-07-05,114.0
2016-07-07,115.7
2016-07-08,113.25
2016-07-11,114.05
2016-07-12,114.35
2016-07-13,115.15
2016-07-14,117.55
2016-07-15,117.2
2016-07-18,115.65
2016-07-19,115.45
2016-07-20,116.05
2016-07-21,113.6
2016-07-22,112.4
2016-07-25,116.5
2016-07-26,113.75
2016-07-27,117.9
2016-07-28,121.85
2016-07-29,119.7
2016-08-01,118.9
2016-08-02,116.4
2016-08-03,113.35
2016-08-04,112.1
2016-08-05,115.45
2016-08-08,126.65
2016-08-09,124.2
2016-08-10,121.7
2016-08-11,120.85
2016-08-12,122.4
2016-08-16,121.5
2016-08-17,122.3
2016-08-18,123.85
2016-08-19,130.35
2016-08-22,127.6
2016-08-23,129.45
2016-08-24,133.55
2016-08-25,131.25
2016-08-26,127.8
2016-08-29,128.35
2016-08-30,129.75
2016-08-31,128.2
2016-09-01,126.8
2016-09-02,127.75
2016-09-06,128.1
2016-09-07,128.3
2016-09-08,127.3
2016-09-09,125.4
2016-09-12,120.35
2016-09-14,122.95
2016-09-15,123.7
2016-09-16,124.75
2016-09-19,124.0
2016-09-20,124.1
2016-09-21,125.7
2016-09-22,127.55
2016-09-23,127.4
2016-09-26,125.65
2016-09-27,126.1
2016-09-28,129.35
2016-09-29,121.8
2016-09-30,123.3
2016-10-03,125.6
2016-10-04,125.25
2016-10-05,132.1
2016-10-06,131.2
2016-10-07,130.75
2016-10-10,131.75
2016-10-13,128.9
2016-10-14,137.4
2016-10-17,142.0
2016-10-18,144.15
2016-10-19,146.6
2016-10-20,141.55
2016-10-21,137.2
2016-10-24,134.9
2016-10-25,130.65
2016-10-26,130.6
2016-10-27,126.2
2016-10-28,128.15
2016-10-30,128.8
2016-11-01,129.5
2016-11-02,125.7
2016-11-03,124.85
2016-11-04,119.8
2016-11-07,122.55
2016-11-08,123.7
2016-11-09,119.75
2016-11-10,123.25
2016-11-11,117.35
2016-11-15,112.7
2016-11-16,113.65
2016-11-17,112.85
2016-11-18,113.15
2016-11-21,108.45
2016-11-22,108.25
2016-11-23,111.7
2016-11-24,112.85
2016-11-25,115.85
2016-11-28,116.25
2016-11-29,116.8
2016-11-30,116.45
2016-12-01,115.8
2016-12-02,114.15
2016-12-05,117.9
2016-12-06,119.55
2016-12-07,117.1
2016-12-08,117.9
2016-12-09,117.9
2016-12-12,116.25
2016-12-13,115.75
2016-12-14,113.45
2016-12-15,115.2
2016-12-16,115.15
2016-12-19,113.4
2016-12-20,116.3
2016-12-21,113.75
2016-12-22,112.05
2016-12-23,113.7
2016-12-26,109.75
2016-12-27,109.7
2016-12-28,111.25
2016-12-29,111.5
2016-12-30,113.4
