Date,STCINDIA
2016-01-01,162.05
2016-01-04,161.75
2016-01-05,163.5
2016-01-06,161.4
2016-01-07,154.35
2016-01-08,154.15
2016-01-11,152.7
2016-01-12,152.55
2016-01-13,146.6
2016-01-14,144.75
2016-01-15,139.85
2016-01-18,134.25
2016-01-19,135.95
2016-01-20,129.15
2016-01-21,128.4
2016-01-22,130.95
2016-01-25,132.0
2016-01-27,132.05
2016-01-28,132.4
2016-01-29,133.85
2016-02-01,133.9
2016-02-02,131.0
2016-02-03,128.25
2016-02-04,124.8
2016-02-05,126.1
2016-02-08,126.75
2016-02-09,125.7
2016-02-10,122.4
2016-02-11,112.5
2016-02-12,103.25
2016-02-15,107.75
2016-02-16,105.35
2016-02-17,106.55
2016-02-18,102.05
2016-02-19,98.4
2016-02-22,94.9
2016-02-23,93.15
2016-02-24,84.6
2016-02-25,79.1
2016-02-26,71.6
2016-02-29,73.3
2016-03-01,80.6
2016-03-02,83.95
2016-03-03,86.85
2016-03-04,88.05
2016-03-08,89.5
2016-03-09,88.3
2016-03-10,88.65
2016-03-11,86.75
2016-03-14,87.35
2016-03-15,85.25
2016-03-16,85.45
2016-03-17,89.3
2016-03-18,87.4
2016-03-21,92.3
2016-03-22,90.45
2016-03-23,92.45
2016-03-28,88.8
2016-03-29,86.95
2016-03-30,88.5
2016-03-31,89.75
2016-04-01,91.9
2016-04-04,92.8
2016-04-05,91.0
2016-04-06,91.75
2016-04-07,90.4
2016-04-08,91.0
2016-04-11,92.0
2016-04-12,91.85
2016-04-13,96.15
2016-04-18,96.15
2016-04-20,101.75
2016-04-21,106.95
2016-04-22,105.5
2016-04-25,103.05
2016-04-26,105.15
2016-04-27,105.1
2016-04-28,103.6
2016-04-29,100.5
2016-05-02,101.35
2016-05-03,101.0
2016-05-04,98.05
2016-05-05,97.55
2016-05-06,95.6
2016-05-09,93.75
2016-05-10,93.75
2016-05-11,92.55
2016-05-12,98.1
2016-05-13,96.05
2016-05-16,96.55
2016-05-17,98.35
2016-05-18,97.7
2016-05-19,92.15
2016-05-20,93.3
2016-05-23,88.4
2016-05-24,82.0
2016-05-25,85.05
2016-05-26,85.7
2016-05-27,86.05
2016-05-30,87.75
2016-05-31,86.5
2016-06-01,88.5
2016-06-02,87.45
2016-06-03,91.75
2016-06-06,89.25
2016-06-07,88.85
2016-06-08,91.6
2016-06-09,103.25
2016-06-10,99.3
2016-06-13,100.75
2016-06-14,99.95
2016-06-15,98.05
2016-06-16,97.15
2016-06-17,98.3
2016-06-20,98.95
2016-06-21,98.0
2016-06-22,99.8
2016-06-23,100.75
2016-06-24,95.5
2016-06-27,97.4
2016-06-28,103.1
2016-06-29,105.2
2016-06-30,105.75
2016-07-01,104.2
2016-07-04,104.2
2016-07-05,114.9
2016-07-07,114.75
2016-07-08,113.55
2016-07-11,113.85
2016-07-12,113.6
2016-07-13,113.6
2016-07-14,116.95
2016-07-15,113.85
2016-07-18,111.5
2016-07-19,109.55
2016-07-20,109.2
2016-07-21,109.45
2016-07-22,108.9
2016-07-25,110.9
2016-07-26,110.55
2016-07-27,110.1
2016-07-28,111.7
2016-07-29,109.85
2016-08-01,109.0
2016-08-02,107.6
2016-08-03,103.75
2016-08-04,104.55
2016-08-05,105.95
2016-08-08,106.85
2016-08-09,106.1
2016-08-10,104.2
2016-08-11,102.9
2016-08-12,111.35
2016-08-16,110.45
2016-08-17,111.5
2016-08-18,114.15
2016-08-19,117.2
2016-08-22,119.35
2016-08-23,118.3
2016-08-24,118.6
2016-08-25,116.85
2016-08-26,114.95
2016-08-29,113.6
2016-08-30,115.5
2016-08-31,115.15
2016-09-01,113.35
2016-09-02,114.8
2016-09-06,115.35
2016-09-07,116.35
2016-09-08,116.2
2016-09-09,116.3
2016-09-12,113.1
2016-09-14,113.95
2016-09-15,120.15
2016-09-16,119.85
2016-09-19,118.45
2016-09-20,116.6
2016-09-21,118.95
2016-09-22,118.7
2016-09-23,118.1
2016-09-26,117.2
2016-09-27,119.85
2016-09-28,128.0
2016-09-29,119.15
2016-09-30,124.55
2016-10-03,131.35
2016-10-04,132.5
2016-10-05,129.45
2016-10-06,129.8
2016-10-07,130.7
2016-10-10,129.75
2016-10-13,125.15
2016-10-14,126.05
2016-10-17,124.4
2016-10-18,129.95
2016-10-19,127.2
2016-10-20,127.85
2016-10-21,126.8
2016-10-24,127.05
2016-10-25,134.95
2016-10-26,131.65
2016-10-27,129.8
2016-10-28,132.45
2016-10-30,130.5
2016-11-01,132.3
2016-11-02,137.7
2016-11-03,134.2
2016-11-04,126.5
2016-11-07,128.55
2016-11-08,127.25
2016-11-09,120.65
2016-11-10,125.45
2016-11-11,120.1
2016-11-15,112.9
2016-11-16,111.2
2016-11-17,108.85
2016-11-18,108.85
2016-11-21,106.6
2016-11-22,107.2
2016-11-23,107.55
2016-11-24,111.65
2016-11-25,113.4
2016-11-28,116.7
2016-11-29,116.1
2016-11-30,116.1
2016-12-01,121.75
2016-12-02,117.15
2016-12-05,118.1
2016-12-06,118.55
2016-12-07,125.25
2016-12-08,125.35
2016-12-09,124.5
2016-12-12,127.0
2016-12-13,125.25
2016-12-14,120.25
2016-12-15,119.8
2016-12-16,118.45
2016-12-19,115.8
2016-12-20,120.45
2016-12-21,117.7
2016-12-22,119.6
2016-12-23,143.5
2016-12-26,172.2
2016-12-27,189.4
2016-12-28,208.3
2016-12-29,208.75
2016-12-30,208.85
