Date,COSMOFILMS
2016-01-01,279.75
2016-01-04,285.65
2016-01-05,304.6
2016-01-06,310.75
2016-01-07,291.9
2016-01-08,299.8
2016-01-11,306.55
2016-01-12,300.05
2016-01-13,277.55
2016-01-14,268.1
2016-01-15,251.75
2016-01-18,227.1
2016-01-19,262.65
2016-01-20,248.85
2016-01-21,265.65
2016-01-22,278.2
2016-01-25,292.8
2016-01-27,312.05
2016-01-28,312.7
2016-01-29,309.95
2016-02-01,293.35
2016-02-02,288.95
2016-02-03,279.15
2016-02-04,275.45
2016-02-05,269.85
2016-02-08,271.55
2016-02-09,270.7
2016-02-10,259.5
2016-02-11,231.45
2016-02-12,235.2
2016-02-15,246.2
2016-02-16,235.55
2016-02-17,234.05
2016-02-18,233.15
2016-02-19,233.7
2016-02-22,234.3
2016-02-23,234.15
2016-02-24,225.55
2016-02-25,219.4
2016-02-26,224.05
2016-02-29,229.65
2016-03-01,251.0
2016-03-02,256.7
2016-03-03,254.05
2016-03-04,254.75
2016-03-08,255.0
2016-03-09,256.9
2016-03-10,261.95
2016-03-11,264.5
2016-03-14,274.55
2016-03-15,274.45
2016-03-16,275.6
2016-03-17,275.8
2016-03-18,276.8
2016-03-21,267.75
2016-03-22,269.6
2016-03-23,268.8
2016-03-28,262.8
2016-03-29,269.85
2016-03-30,275.3
2016-03-31,290.65
2016-04-01,295.15
2016-04-04,302.95
2016-04-05,297.05
2016-04-06,316.65
2016-04-07,311.6
2016-04-08,322.05
2016-04-11,347.5
2016-04-12,345.85
2016-04-13,348.3
2016-04-18,351.4
2016-04-20,369.0
2016-04-21,368.85
2016-04-22,374.65
2016-04-25,383.25
2016-04-26,377.5
2016-04-27,384.6
2016-04-28,380.85
2016-04-29,376.25
2016-05-02,373.8
2016-05-03,381.8
2016-05-04,375.25
2016-05-05,369.05
2016-05-06,369.9
2016-05-09,373.65
2016-05-10,395.1
2016-05-11,361.6
2016-05-12,369.1
2016-05-13,361.15
2016-05-16,357.0
2016-05-17,347.15
2016-05-18,345.25
2016-05-19,351.45
2016-05-20,341.1
2016-05-23,335.5
2016-05-24,335.6
2016-05-25,344.55
2016-05-26,351.15
2016-05-27,365.0
2016-05-30,368.8
2016-05-31,369.3
2016-06-01,365.0
2016-06-02,358.25
2016-06-03,354.2
2016-06-06,348.8
2016-06-07,351.55
2016-06-08,350.4
2016-06-09,342.55
2016-06-10,343.95
2016-06-13,341.55
2016-06-14,348.55
2016-06-15,358.5
2016-06-16,350.1
2016-06-17,350.7
2016-06-20,348.25
2016-06-21,344.6
2016-06-22,342.65
2016-06-23,343.5
2016-06-24,325.25
2016-06-27,323.45
2016-06-28,327.95
2016-06-29,339.9
2016-06-30,345.45
2016-07-01,343.1
2016-07-04,344.8
2016-07-05,341.4
2016-07-07,341.9
2016-07-08,342.45
2016-07-11,354.7
2016-07-12,351.4
2016-07-13,344.75
2016-07-14,344.15
2016-07-15,341.0
2016-07-18,337.0
2016-07-19,335.7
2016-07-20,341.8
2016-07-21,339.55
2016-07-22,343.1
2016-07-25,367.85
2016-07-26,324.95
2016-07-27,326.85
2016-07-28,318.5
2016-07-29,321.4
2016-08-01,317.8
2016-08-02,316.35
2016-08-03,315.3
2016-08-04,311.7
2016-08-05,321.65
2016-08-08,320.8
2016-08-09,332.1
2016-08-10,328.9
2016-08-11,326.95
2016-08-12,322.2
2016-08-16,319.1
2016-08-17,318.6
2016-08-18,317.3
2016-08-19,320.0
2016-08-22,325.45
2016-08-23,356.7
2016-08-24,351.35
2016-08-25,353.05
2016-08-26,362.45
2016-08-29,356.7
2016-08-30,360.9
2016-08-31,359.65
2016-09-01,367.45
2016-09-02,370.35
2016-09-06,362.6
2016-09-07,357.85
2016-09-08,349.7
2016-09-09,350.75
2016-09-12,339.25
2016-09-14,343.7
2016-09-15,339.85
2016-09-16,346.75
2016-09-19,362.8
2016-09-20,365.15
2016-09-21,365.85
2016-09-22,364.7
2016-09-23,384.3
2016-09-26,399.45
2016-09-27,390.8
2016-09-28,402.2
2016-09-29,370.95
2016-09-30,382.7
2016-10-03,394.35
2016-10-04,405.1
2016-10-05,418.0
2016-10-06,410.45
2016-10-07,411.45
2016-10-10,404.6
2016-10-13,396.9
2016-10-14,395.0
2016-10-17,393.1
2016-10-18,397.85
2016-10-19,419.15
2016-10-20,425.9
2016-10-21,416.95
2016-10-24,420.1
2016-10-25,414.5
2016-10-26,415.85
2016-10-27,400.55
2016-10-28,398.75
2016-10-30,405.4
2016-11-01,421.2
2016-11-02,412.45
2016-11-03,385.35
2016-11-04,381.0
2016-11-07,385.5
2016-11-08,385.35
2016-11-09,374.3
2016-11-10,377.3
2016-11-11,360.15
2016-11-15,333.85
2016-11-16,335.55
2016-11-17,338.3
2016-11-18,344.2
2016-11-21,328.15
2016-11-22,321.25
2016-11-23,331.05
2016-11-24,334.45
2016-11-25,339.35
2016-11-28,354.65
2016-11-29,343.5
2016-11-30,345.05
2016-12-01,330.85
2016-12-02,335.65
2016-12-05,331.15
2016-12-06,331.4
2016-12-07,327.6
2016-12-08,327.8
2016-12-09,329.1
2016-12-12,327.8
2016-12-13,326.15
2016-12-14,325.5
2016-12-15,336.9
2016-12-16,345.15
2016-12-19,337.6
2016-12-20,336.95
2016-12-21,330.45
2016-12-22,327.85
2016-12-23,325.65
2016-12-26,322.85
2016-12-27,328.1
2016-12-28,327.35
2016-12-29,328.3
2016-12-30,332.2
