Date,MRPL
2016-01-01,68.95
2016-01-04,66.2
2016-01-05,66.6
2016-01-06,68.7
2016-01-07,67.05
2016-01-08,66.8
2016-01-11,67.95
2016-01-12,68.15
2016-01-13,66.9
2016-01-14,68.9
2016-01-15,66.0
2016-01-18,64.05
2016-01-19,64.65
2016-01-20,62.85
2016-01-21,63.1
2016-01-22,66.45
2016-01-25,64.95
2016-01-27,64.4
2016-01-28,64.65
2016-01-29,65.25
2016-02-01,64.8
2016-02-02,61.7
2016-02-03,60.0
2016-02-04,60.4
2016-02-05,62.8
2016-02-08,63.0
2016-02-09,61.45
2016-02-10,59.6
2016-02-11,56.05
2016-02-12,57.0
2016-02-15,60.8
2016-02-16,58.7
2016-02-17,60.1
2016-02-18,59.8
2016-02-19,59.1
2016-02-22,59.55
2016-02-23,54.3
2016-02-24,55.6
2016-02-25,56.0
2016-02-26,55.0
2016-02-29,57.6
2016-03-01,59.85
2016-03-02,57.25
2016-03-03,60.3
2016-03-04,60.7
2016-03-08,59.95
2016-03-09,58.5
2016-03-10,58.55
2016-03-11,57.75
2016-03-14,57.8
2016-03-15,56.7
2016-03-16,55.45
2016-03-17,57.9
2016-03-18,57.15
2016-03-21,57.15
2016-03-22,59.4
2016-03-23,63.85
2016-03-28,61.85
2016-03-29,64.6
2016-03-30,67.8
2016-03-31,67.4
2016-04-01,69.2
2016-04-04,68.0
2016-04-05,66.4
2016-04-06,69.0
2016-04-07,70.0
2016-04-08,71.65
2016-04-11,68.1
2016-04-12,64.95
2016-04-13,67.1
2016-04-18,67.05
2016-04-20,66.1
2016-04-21,70.25
2016-04-22,68.75
2016-04-25,70.2
2016-04-26,69.1
2016-04-27,70.2
2016-04-28,68.9
2016-04-29,67.6
2016-05-02,69.4
2016-05-03,68.45
2016-05-04,69.55
2016-05-05,67.45
2016-05-06,67.55
2016-05-09,68.05
2016-05-10,68.85
2016-05-11,71.95
2016-05-12,69.4
2016-05-13,69.35
2016-05-16,68.1
2016-05-17,67.85
2016-05-18,67.25
2016-05-19,65.8
2016-05-20,64.7
2016-05-23,65.4
2016-05-24,64.75
2016-05-25,64.8
2016-05-26,67.0
2016-05-27,67.55
2016-05-30,66.85
2016-05-31,67.85
2016-06-01,68.05
2016-06-02,67.15
2016-06-03,67.2
2016-06-06,67.65
2016-06-07,68.0
2016-06-08,67.55
2016-06-09,67.3
2016-06-10,67.25
2016-06-13,66.6
2016-06-14,65.8
2016-06-15,65.95
2016-06-16,65.75
2016-06-17,64.75
2016-06-20,64.8
2016-06-21,65.75
2016-06-22,65.6
2016-06-23,66.0
2016-06-24,64.2
2016-06-27,65.7
2016-06-28,65.6
2016-06-29,66.1
2016-06-30,68.0
2016-07-01,67.95
2016-07-04,67.9
2016-07-05,69.45
2016-07-07,69.55
2016-07-08,68.35
2016-07-11,68.15
2016-07-12,68.1
2016-07-13,71.7
2016-07-14,72.9
2016-07-15,70.55
2016-07-18,72.95
2016-07-19,75.1
2016-07-20,77.1
2016-07-21,80.15
2016-07-22,80.9
2016-07-25,89.05
2016-07-26,86.6
2016-07-27,81.1
2016-07-28,81.5
2016-07-29,80.95
2016-08-01,80.8
2016-08-02,78.1
2016-08-03,76.15
2016-08-04,80.65
2016-08-05,79.15
2016-08-08,79.35
2016-08-09,76.25
2016-08-10,76.75
2016-08-11,77.4
2016-08-12,74.8
2016-08-16,76.35
2016-08-17,77.0
2016-08-18,81.1
2016-08-19,80.0
2016-08-22,78.85
2016-08-23,80.0
2016-08-24,78.5
2016-08-25,77.95
2016-08-26,76.5
2016-08-29,79.3
2016-08-30,78.9
2016-08-31,78.15
2016-09-01,80.05
2016-09-02,79.1
2016-09-06,83.75
2016-09-07,82.15
2016-09-08,83.65
2016-09-09,84.35
2016-09-12,82.4
2016-09-14,83.05
2016-09-15,83.0
2016-09-16,86.3
2016-09-19,89.5
2016-09-20,89.6
2016-09-21,89.35
2016-09-22,89.3
2016-09-23,88.6
2016-09-26,88.55
2016-09-27,88.6
2016-09-28,88.8
2016-09-29,83.05
2016-09-30,86.4
2016-10-03,88.65
2016-10-04,89.4
2016-10-05,89.65
2016-10-06,88.45
2016-10-07,93.1
2016-10-10,94.25
2016-10-13,93.6
2016-10-14,92.3
2016-10-17,90.7
2016-10-18,90.65
2016-10-19,91.85
2016-10-20,91.4
2016-10-21,89.25
2016-10-24,90.15
2016-10-25,92.9
2016-10-26,92.05
2016-10-27,92.7
2016-10-28,90.3
2016-10-30,91.85
2016-11-01,91.35
2016-11-02,90.3
2016-11-03,90.3
2016-11-04,89.0
2016-11-07,88.95
2016-11-08,88.55
2016-11-09,86.85
2016-11-10,88.0
2016-11-11,86.7
2016-11-15,86.05
2016-11-16,86.7
2016-11-17,86.75
2016-11-18,85.45
2016-11-21,81.85
2016-11-22,88.2
2016-11-23,89.0
2016-11-24,87.95
2016-11-25,88.1
2016-11-28,101.05
2016-11-29,98.25
2016-11-30,99.05
2016-12-01,95.9
2016-12-02,98.2
2016-12-05,104.5
2016-12-06,100.15
2016-12-07,97.35
2016-12-08,96.35
2016-12-09,96.1
2016-12-12,94.8
2016-12-13,95.4
2016-12-14,93.8
2016-12-15,96.75
2016-12-16,94.65
2016-12-19,93.7
2016-12-20,92.6
2016-12-21,92.35
2016-12-22,89.9
2016-12-23,88.75
2016-12-26,87.45
2016-12-27,88.1
2016-12-28,95.95
2016-12-29,98.55
2016-12-30,98.2
