Date,REMSONSIND
2016-01-01,54.0
2016-01-04,52.0
2016-01-05,52.0
2016-01-06,55.9
2016-01-07,50.0
2016-01-08,51.05
2016-01-11,53.0
2016-01-12,52.0
2016-01-13,52.0
2016-01-14,50.0
2016-01-15,50.15
2016-01-18,49.95
2016-01-19,49.0
2016-01-20,42.75
2016-01-21,42.1
2016-01-22,50.5
2016-01-25,50.5
2016-01-27,52.0
2016-01-28,52.9
2016-01-29,50.8
2016-02-01,51.6
2016-02-02,54.95
2016-02-03,53.9
2016-02-04,54.45
2016-02-05,56.85
2016-02-08,57.65
2016-02-09,57.95
2016-02-10,53.1
2016-02-11,50.05
2016-02-12,50.05
2016-02-19,48.0
2016-02-22,53.5
2016-02-24,51.5
2016-02-25,49.8
2016-02-26,50.5
2016-02-29,41.2
2016-03-01,41.9
2016-03-02,42.7
2016-03-03,42.75
2016-03-04,42.0
2016-03-10,42.9
2016-03-11,40.05
2016-03-14,38.4
2016-03-15,38.55
2016-03-16,41.85
2016-03-18,39.65
2016-03-21,40.0
2016-03-22,43.45
2016-03-23,41.4
2016-03-28,42.0
2016-03-29,38.3
2016-03-30,41.0
2016-04-01,38.4
2016-04-05,39.5
2016-04-06,44.05
2016-04-08,45.0
2016-04-11,42.95
2016-04-12,44.5
2016-04-13,42.1
2016-04-20,46.45
2016-04-21,42.0
2016-04-22,44.0
2016-04-26,46.0
2016-04-27,49.45
2016-04-28,45.6
2016-04-29,48.4
2016-05-02,48.0
2016-05-03,48.0
2016-05-04,44.55
2016-05-06,43.45
2016-05-11,48.45
2016-05-12,44.2
2016-05-13,43.8
2016-05-16,43.15
2016-05-19,42.8
2016-05-20,43.2
2016-05-23,43.45
2016-05-24,40.6
2016-05-25,43.95
2016-05-26,43.05
2016-05-27,45.0
2016-05-30,46.25
2016-05-31,45.8
2016-06-07,47.8
2016-06-08,45.65
2016-06-10,44.7
2016-06-13,47.7
2016-06-14,47.15
2016-06-15,48.95
2016-06-16,49.1
2016-06-17,50.6
2016-06-20,49.95
2016-06-21,55.3
2016-06-22,52.75
2016-06-23,52.8
2016-06-28,51.2
2016-06-29,47.25
2016-06-30,48.7
2016-07-01,49.0
2016-07-04,46.55
2016-07-05,48.7
2016-07-07,47.95
2016-07-08,48.0
2016-07-11,47.0
2016-07-12,47.1
2016-07-13,48.0
2016-07-14,47.0
2016-07-15,48.0
2016-07-18,47.3
2016-07-19,50.35
2016-07-20,47.85
2016-07-21,46.7
2016-07-22,46.1
2016-07-25,49.05
2016-07-26,47.95
2016-07-27,46.05
2016-07-28,48.2
2016-07-29,49.95
2016-08-01,48.2
2016-08-02,51.3
2016-08-04,48.25
2016-08-05,48.0
2016-08-08,48.1
2016-08-09,51.5
2016-08-11,46.65
2016-08-12,46.4
2016-08-16,44.5
2016-08-17,45.0
2016-08-19,46.75
2016-08-22,44.0
2016-08-24,45.0
2016-08-26,46.25
2016-08-29,42.25
2016-08-30,44.35
2016-08-31,44.95
2016-09-01,44.9
2016-09-02,44.8
2016-09-06,44.95
2016-09-07,44.8
2016-09-09,42.5
2016-09-12,42.9
2016-09-16,45.0
2016-09-19,47.5
2016-09-20,44.3
2016-09-21,45.55
2016-09-22,44.6
2016-09-23,43.0
2016-09-27,44.85
2016-09-28,43.0
2016-09-29,43.0
2016-09-30,40.5
2016-10-03,48.6
2016-10-04,50.45
2016-10-05,48.25
2016-10-06,53.1
2016-10-07,54.55
2016-10-10,54.1
2016-10-13,49.85
2016-10-14,53.25
2016-10-17,53.0
2016-10-18,52.6
2016-10-19,53.45
2016-10-20,57.6
2016-10-21,61.1
2016-10-24,61.0
2016-10-25,62.0
2016-10-26,59.05
2016-10-27,56.0
2016-10-28,58.0
2016-11-01,55.55
2016-11-02,56.7
2016-11-03,55.6
2016-11-04,49.5
2016-11-07,55.95
2016-11-08,54.0
2016-11-09,53.35
2016-11-10,56.0
2016-11-11,52.75
2016-11-15,51.2
2016-11-16,51.0
2016-11-17,52.6
2016-11-18,49.5
2016-11-21,53.85
2016-11-22,50.05
2016-11-23,51.35
2016-11-24,50.0
2016-11-28,48.6
2016-11-30,49.9
2016-12-01,51.5
2016-12-05,47.6
2016-12-06,50.5
2016-12-07,49.9
2016-12-08,52.0
2016-12-09,49.7
2016-12-13,47.95
2016-12-15,49.0
2016-12-20,47.4
2016-12-21,50.5
2016-12-22,47.5
2016-12-26,47.5
2016-12-28,50.0
2016-12-30,50.5
