Date,WIPRO
2016-01-01,556.45
2016-01-04,557.7
2016-01-05,556.9
2016-01-06,555.1
2016-01-07,549.85
2016-01-08,555.8
2016-01-11,537.45
2016-01-12,548.9
2016-01-13,546.5
2016-01-14,545.25
2016-01-15,543.1
2016-01-18,547.15
2016-01-19,542.0
2016-01-20,542.55
2016-01-21,550.8
2016-01-22,550.1
2016-01-25,547.05
2016-01-27,552.55
2016-01-28,547.25
2016-01-29,562.8
2016-02-01,568.15
2016-02-02,567.25
2016-02-03,557.8
2016-02-04,559.95
2016-02-05,557.9
2016-02-08,545.0
2016-02-09,536.25
2016-02-10,531.2
2016-02-11,517.2
2016-02-12,517.3
2016-02-15,525.75
2016-02-16,526.6
2016-02-17,526.95
2016-02-18,541.3
2016-02-19,547.35
2016-02-22,542.75
2016-02-23,539.95
2016-02-24,533.95
2016-02-25,533.85
2016-02-26,530.5
2016-02-29,520.25
2016-03-01,535.45
2016-03-02,539.55
2016-03-03,542.7
2016-03-04,536.95
2016-03-08,541.45
2016-03-09,538.15
2016-03-10,535.85
2016-03-11,539.0
2016-03-14,540.85
2016-03-15,533.2
2016-03-16,538.45
2016-03-17,539.2
2016-03-18,551.25
2016-03-21,556.45
2016-03-22,552.85
2016-03-23,555.75
2016-03-28,556.15
2016-03-29,553.15
2016-03-30,561.95
2016-03-31,564.25
2016-04-01,562.15
2016-04-04,566.25
2016-04-05,559.0
2016-04-06,558.2
2016-04-07,551.8
2016-04-08,549.55
2016-04-11,565.75
2016-04-12,569.55
2016-04-13,584.9
2016-04-18,588.6
2016-04-20,601.25
2016-04-21,558.85
2016-04-22,557.95
2016-04-25,552.45
2016-04-26,554.45
2016-04-27,560.0
2016-04-28,553.1
2016-04-29,554.35
2016-05-02,548.5
2016-05-03,543.85
2016-05-04,540.0
2016-05-05,543.1
2016-05-06,533.1
2016-05-09,539.0
2016-05-10,538.65
2016-05-11,537.8
2016-05-12,542.3
2016-05-13,539.65
2016-05-16,540.8
2016-05-17,540.15
2016-05-18,539.55
2016-05-19,542.95
2016-05-20,543.4
2016-05-23,539.85
2016-05-24,537.65
2016-05-25,546.1
2016-05-26,544.95
2016-05-27,545.4
2016-05-30,550.15
2016-05-31,545.45
2016-06-01,554.5
2016-06-02,540.4
2016-06-03,540.8
2016-06-06,535.1
2016-06-07,539.85
2016-06-08,544.6
2016-06-09,544.8
2016-06-10,545.35
2016-06-13,541.2
2016-06-14,543.1
2016-06-15,547.05
2016-06-16,549.9
2016-06-17,552.05
2016-06-20,557.05
2016-06-21,561.0
2016-06-22,563.15
2016-06-23,563.7
2016-06-24,555.15
2016-06-27,548.0
2016-06-28,542.4
2016-06-29,554.55
2016-06-30,557.95
2016-07-01,558.9
2016-07-04,561.7
2016-07-05,564.95
2016-07-07,559.6
2016-07-08,561.65
2016-07-11,568.85
2016-07-12,570.8
2016-07-13,573.95
2016-07-14,570.6
2016-07-15,554.5
2016-07-18,551.95
2016-07-19,549.25
2016-07-20,538.85
2016-07-21,542.0
2016-07-22,537.75
2016-07-25,542.85
2016-07-26,546.1
2016-07-27,549.15
2016-07-28,553.8
2016-07-29,545.05
2016-08-01,557.7
2016-08-02,549.6
2016-08-03,547.95
2016-08-04,548.2
2016-08-05,547.2
2016-08-08,549.0
2016-08-09,551.35
2016-08-10,542.65
2016-08-11,543.0
2016-08-12,543.75
2016-08-16,536.5
2016-08-17,527.8
2016-08-18,525.1
2016-08-19,520.1
2016-08-22,515.5
2016-08-23,519.6
2016-08-24,519.65
2016-08-25,504.0
2016-08-26,490.0
2016-08-29,478.8
2016-08-30,489.45
2016-08-31,491.65
2016-09-01,483.95
2016-09-02,483.6
2016-09-06,482.9
2016-09-07,481.75
2016-09-08,473.95
2016-09-09,480.65
2016-09-12,480.4
2016-09-14,478.05
2016-09-15,478.45
2016-09-16,479.4
2016-09-19,479.95
2016-09-20,481.05
2016-09-21,483.85
2016-09-22,481.75
2016-09-23,480.2
2016-09-26,479.3
2016-09-27,484.2
2016-09-28,483.7
2016-09-29,472.2
2016-09-30,478.95
2016-10-03,478.95
2016-10-04,481.8
2016-10-05,479.55
2016-10-06,478.0
2016-10-07,476.95
2016-10-10,477.0
2016-10-13,478.25
2016-10-14,475.0
2016-10-17,472.15
2016-10-18,482.75
2016-10-19,495.0
2016-10-20,495.4
2016-10-21,499.2
2016-10-24,483.95
2016-10-25,481.4
2016-10-26,471.55
2016-10-27,461.7
2016-10-28,462.1
2016-10-30,464.4
2016-11-01,460.75
2016-11-02,457.9
2016-11-03,447.6
2016-11-04,452.5
2016-11-07,450.0
2016-11-08,451.75
2016-11-09,446.9
2016-11-10,444.95
2016-11-11,442.35
2016-11-15,447.95
2016-11-16,445.3
2016-11-17,438.4
2016-11-18,437.15
2016-11-21,441.8
2016-11-22,450.4
2016-11-23,448.9
2016-11-24,450.75
2016-11-25,464.75
2016-11-28,460.6
2016-11-29,465.15
2016-11-30,465.25
2016-12-01,468.3
2016-12-02,460.4
2016-12-05,456.65
2016-12-06,457.8
2016-12-07,453.35
2016-12-08,458.6
2016-12-09,458.1
2016-12-12,453.55
2016-12-13,463.75
2016-12-14,466.3
2016-12-15,466.1
2016-12-16,463.5
2016-12-19,463.55
2016-12-20,466.65
2016-12-21,462.45
2016-12-22,461.7
2016-12-23,458.75
2016-12-26,456.1
2016-12-27,465.2
2016-12-28,469.35
2016-12-29,472.35
2016-12-30,474.45
